Energy,Counts,CountErr,Rate,totalTime,RateErr,Dataset,yMin,yMax,File,ε_total,ε_eff,Classifier,Scinti,FADC,Septem,Line
1.4,1887,43.439613,41.743431,3158.0066,0.9609531,LnL80,40.782478,42.704384,LnL80,0.8,0.8,LnL,false,false,false,false
1.6,1338,36.578682,29.598681,3158.0066,0.80917843,LnL80,28.789502,30.407859,LnL80,0.8,0.8,LnL,false,false,false,false
1.8,989,31.44837,21.878248,3158.0066,0.6956878,LnL80,21.18256,22.573935,LnL80,0.8,0.8,LnL,false,false,false,false
2,761,27.586228,16.834526,3158.0066,0.6102511,LnL80,16.224275,17.444777,LnL80,0.8,0.8,LnL,false,false,false,false
2.2,545,23.345235,12.056264,3158.0066,0.5164336,LnL80,11.53983,12.572697,LnL80,0.8,0.8,LnL,false,false,false,false
2.4,451,21.236761,9.9768348,3158.0066,0.4697908,LnL80,9.507044,10.446626,LnL80,0.8,0.8,LnL,false,false,false,false
2.6,396,19.899749,8.7601477,3158.0066,0.44021398,LnL80,8.3199337,9.2003616,LnL80,0.8,0.8,LnL,false,false,false,false
2.8,327,18.083141,7.2337583,3158.0066,0.40002775,LnL80,6.8337305,7.633786,LnL80,0.8,0.8,LnL,false,false,false,false
3,345,18.574176,7.6319468,3158.0066,0.4108902,LnL80,7.2210566,8.042837,LnL80,0.8,0.8,LnL,false,false,false,false
3.2,290,17.029386,6.4152596,3158.0066,0.37671702,LnL80,6.0385426,6.7919767,LnL80,0.8,0.8,LnL,false,false,false,false
3.4,295,17.175564,6.5258676,3158.0066,0.3799507,LnL80,6.1459169,6.9058183,LnL80,0.8,0.8,LnL,false,false,false,false
3.6,189,13.747727,4.1809796,3158.0066,0.30412151,LnL80,3.876858,4.4851011,LnL80,0.8,0.8,LnL,false,false,false,false
3.8,160,12.649111,3.5394536,3158.0066,0.27981838,LnL80,3.2596352,3.819272,LnL80,0.8,0.8,LnL,false,false,false,false
4,118,10.86278,2.610347,3158.0066,0.24030192,LnL80,2.3700451,2.850649,LnL80,0.8,0.8,LnL,false,false,false,false
4.2,115,10.723805,2.5439823,3158.0066,0.23722757,LnL80,2.3067547,2.7812098,LnL80,0.8,0.8,LnL,false,false,false,false
4.4,96,9.797959,2.1236722,3158.0066,0.21674638,LnL80,1.9069258,2.3404185,LnL80,0.8,0.8,LnL,false,false,false,false
4.6,70,8.3666003,1.5485109,3158.0066,0.18508246,LnL80,1.3634285,1.7335934,LnL80,0.8,0.8,LnL,false,false,false,false
4.8,88,9.3808315,1.9466995,3158.0066,0.20751886,LnL80,1.7391806,2.1542183,LnL80,0.8,0.8,LnL,false,false,false,false
5,72,8.4852814,1.5927541,3158.0066,0.18770787,LnL80,1.4050462,1.780462,LnL80,0.8,0.8,LnL,false,false,false,false
5.2,73,8.5440037,1.6148757,3158.0066,0.1890069,LnL80,1.4258688,1.8038826,LnL80,0.8,0.8,LnL,false,false,false,false
5.4,89,9.4339811,1.9688211,3158.0066,0.20869462,LnL80,1.7601264,2.1775157,LnL80,0.8,0.8,LnL,false,false,false,false
5.6,70,8.3666003,1.5485109,3158.0066,0.18508246,LnL80,1.3634285,1.7335934,LnL80,0.8,0.8,LnL,false,false,false,false
5.8,72,8.4852814,1.5927541,3158.0066,0.18770787,LnL80,1.4050462,1.780462,LnL80,0.8,0.8,LnL,false,false,false,false
6,58,7.6157731,1.2830519,3158.0066,0.16847297,LnL80,1.114579,1.4515249,LnL80,0.8,0.8,LnL,false,false,false,false
6.2,71,8.4261498,1.5706325,3158.0066,0.18639979,LnL80,1.3842327,1.7570323,LnL80,0.8,0.8,LnL,false,false,false,false
6.4,71,8.4261498,1.5706325,3158.0066,0.18639979,LnL80,1.3842327,1.7570323,LnL80,0.8,0.8,LnL,false,false,false,false
6.6,64,8,1.4157814,3158.0066,0.17697268,LnL80,1.2388088,1.5927541,LnL80,0.8,0.8,LnL,false,false,false,false
6.8,49,7,1.0839577,3158.0066,0.15485109,LnL80,0.92910657,1.2388088,LnL80,0.8,0.8,LnL,false,false,false,false
7,61,7.8102497,1.3494167,3158.0066,0.1727751,LnL80,1.1766416,1.5221918,LnL80,0.8,0.8,LnL,false,false,false,false
7.2,57,7.5498344,1.2609303,3158.0066,0.1670143,LnL80,1.093916,1.4279446,LnL80,0.8,0.8,LnL,false,false,false,false
7.4,74,8.6023253,1.6369973,3158.0066,0.19029707,LnL80,1.4467002,1.8272944,LnL80,0.8,0.8,LnL,false,false,false,false
7.6,46,6.78233,1.0175929,3158.0066,0.15003589,LnL80,0.86755702,1.1676288,LnL80,0.8,0.8,LnL,false,false,false,false
7.8,66,8.1240384,1.4600246,3158.0066,0.17971661,LnL80,1.280308,1.6397412,LnL80,0.8,0.8,LnL,false,false,false,false
8,70,8.3666003,1.5485109,3158.0066,0.18508246,LnL80,1.3634285,1.7335934,LnL80,0.8,0.8,LnL,false,false,false,false
8.2,78,8.8317609,1.7254836,3158.0066,0.19537255,LnL80,1.5301111,1.9208562,LnL80,0.8,0.8,LnL,false,false,false,false
8.4,95,9.7467943,2.1015506,3158.0066,0.21561454,LnL80,1.885936,2.3171651,LnL80,0.8,0.8,LnL,false,false,false,false
8.6,81,9,1.7918484,3158.0066,0.19909426,LnL80,1.5927541,1.9909426,LnL80,0.8,0.8,LnL,false,false,false,false
8.8,93,9.6436508,2.0573074,3158.0066,0.21333284,LnL80,1.8439746,2.2706402,LnL80,0.8,0.8,LnL,false,false,false,false
9,102,10.099505,2.2564017,3158.0066,0.22341706,LnL80,2.0329846,2.4798187,LnL80,0.8,0.8,LnL,false,false,false,false
9.2,94,9.6953597,2.079429,3158.0066,0.21447672,LnL80,1.8649523,2.2939057,LnL80,0.8,0.8,LnL,false,false,false,false
9.4,91,9.539392,2.0130642,3158.0066,0.21102647,LnL80,1.8020378,2.2240907,LnL80,0.8,0.8,LnL,false,false,false,false
9.6,76,8.7177979,1.6812405,3158.0066,0.19285151,LnL80,1.488389,1.874092,LnL80,0.8,0.8,LnL,false,false,false,false
9.8,64,8,1.4157814,3158.0066,0.17697268,LnL80,1.2388088,1.5927541,LnL80,0.8,0.8,LnL,false,false,false,false
10,71,8.4261498,1.5706325,3158.0066,0.18639979,LnL80,1.3842327,1.7570323,LnL80,0.8,0.8,LnL,false,false,false,false
10.2,54,7.3484692,1.1945656,3158.0066,0.16255979,LnL80,1.0320058,1.3571254,LnL80,0.8,0.8,LnL,false,false,false,false
10.4,45,6.7082039,0.99547132,3158.0066,0.1483961,LnL80,0.84707522,1.1438674,LnL80,0.8,0.8,LnL,false,false,false,false
10.6,43,6.5574385,0.95122815,3158.0066,0.14506093,LnL80,0.80616722,1.0962891,LnL80,0.8,0.8,LnL,false,false,false,false
10.8,34,5.8309519,0.75213389,3158.0066,0.1289899,LnL80,0.62314399,0.88112379,LnL80,0.8,0.8,LnL,false,false,false,false
11,31,5.5677644,0.68576913,3158.0066,0.12316777,LnL80,0.56260136,0.80893691,LnL80,0.8,0.8,LnL,false,false,false,false
11.2,22,4.6904158,0.48667487,3158.0066,0.10375943,LnL80,0.38291544,0.5904343,LnL80,0.8,0.8,LnL,false,false,false,false
11.4,32,5.6568542,0.70789072,3158.0066,0.12513858,LnL80,0.58275214,0.8330293,LnL80,0.8,0.8,LnL,false,false,false,false
11.6,19,4.3588989,0.42031011,3158.0066,0.096425753,LnL80,0.32388436,0.51673587,LnL80,0.8,0.8,LnL,false,false,false,false
11.8,19,4.3588989,0.42031011,3158.0066,0.096425753,LnL80,0.32388436,0.51673587,LnL80,0.8,0.8,LnL,false,false,false,false
0.2,22730,150.76472,502.82363,3158.0066,3.3351545,LnL80+F,499.48847,506.15878,LnL80+F,0.784,0.8,LnL,true,true,false,false
0.4,14831,121.78259,328.08523,3158.0066,2.694024,LnL80+F,325.3912,330.77925,LnL80+F,0.784,0.8,LnL,true,true,false,false
0.6,9961,99.80481,220.35311,3158.0066,2.2078406,LnL80+F,218.14527,222.56095,LnL80+F,0.784,0.8,LnL,true,true,false,false
0.8,6544,80.894994,144.76365,3158.0066,1.7895255,LnL80+F,142.97413,146.55318,LnL80+F,0.784,0.8,LnL,true,true,false,false
1,4168,64.56005,92.202766,3158.0066,1.4281706,LnL80+F,90.774596,93.630937,LnL80+F,0.784,0.8,LnL,true,true,false,false
1.2,2510,50.0999,55.525178,3158.0066,1.1082892,LnL80+F,54.416889,56.633468,LnL80+F,0.784,0.8,LnL,true,true,false,false
1.4,1523,39.025633,33.691174,3158.0066,0.86330885,LnL80+F,32.827865,34.554483,LnL80+F,0.784,0.8,LnL,true,true,false,false
1.6,1064,32.619013,23.537366,3158.0066,0.72158427,LnL80+F,22.815782,24.258951,LnL80+F,0.784,0.8,LnL,true,true,false,false
1.8,732,27.055499,16.193,3158.0066,0.59851051,LnL80+F,15.59449,16.791511,LnL80+F,0.784,0.8,LnL,true,true,false,false
2,530,23.021729,11.72444,3158.0066,0.50927713,LnL80+F,11.215163,12.233717,LnL80+F,0.784,0.8,LnL,true,true,false,false
2.2,325,18.027756,7.1895151,3158.0066,0.39880254,LnL80+F,6.7907126,7.5883177,LnL80+F,0.784,0.8,LnL,true,true,false,false
2.4,238,15.427249,5.2649372,3158.0066,0.34127519,LnL80+F,4.923662,5.6062124,LnL80+F,0.784,0.8,LnL,true,true,false,false
2.6,195,13.96424,4.3137091,3158.0066,0.30891112,LnL80+F,4.0047979,4.6226202,LnL80+F,0.784,0.8,LnL,true,true,false,false
2.8,149,12.206556,3.2961162,3158.0066,0.27002836,LnL80+F,3.0260878,3.5661445,LnL80+F,0.784,0.8,LnL,true,true,false,false
3,162,12.727922,3.5836968,3158.0066,0.28156181,LnL80+F,3.302135,3.8652586,LnL80+F,0.784,0.8,LnL,true,true,false,false
3.2,138,11.74734,3.0527787,3158.0066,0.25986978,LnL80+F,2.7929089,3.3126485,LnL80+F,0.784,0.8,LnL,true,true,false,false
3.4,137,11.7047,3.0306571,3158.0066,0.25892651,LnL80+F,2.7717306,3.2895837,LnL80+F,0.784,0.8,LnL,true,true,false,false
3.6,99,9.9498744,2.1900369,3158.0066,0.22010699,LnL80+F,1.9699299,2.4101439,LnL80+F,0.784,0.8,LnL,true,true,false,false
3.8,78,8.8317609,1.7254836,3158.0066,0.19537255,LnL80+F,1.5301111,1.9208562,LnL80+F,0.784,0.8,LnL,true,true,false,false
4,49,7,1.0839577,3158.0066,0.15485109,LnL80+F,0.92910657,1.2388088,LnL80+F,0.784,0.8,LnL,true,true,false,false
4.2,52,7.2111026,1.1503224,3158.0066,0.15952102,LnL80+F,0.9908014,1.3098434,LnL80+F,0.784,0.8,LnL,true,true,false,false
4.4,41,6.4031242,0.90698498,3158.0066,0.14164726,LnL80+F,0.76533773,1.0486322,LnL80+F,0.784,0.8,LnL,true,true,false,false
4.6,27,5.1961524,0.59728279,3158.0066,0.11494713,LnL80+F,0.48233567,0.71222992,LnL80+F,0.784,0.8,LnL,true,true,false,false
4.8,50,7.0710678,1.1060792,3158.0066,0.15642323,LnL80+F,0.94965602,1.2625025,LnL80+F,0.784,0.8,LnL,true,true,false,false
5,33,5.7445626,0.7300123,3158.0066,0.12707883,LnL80+F,0.60293347,0.85709114,LnL80+F,0.784,0.8,LnL,true,true,false,false
5.2,36,6,0.79637706,3158.0066,0.13272951,LnL80+F,0.66364755,0.92910657,LnL80+F,0.784,0.8,LnL,true,true,false,false
5.4,49,7,1.0839577,3158.0066,0.15485109,LnL80+F,0.92910657,1.2388088,LnL80+F,0.784,0.8,LnL,true,true,false,false
5.6,37,6.0827625,0.81849864,3158.0066,0.13456035,LnL80+F,0.6839383,0.95305899,LnL80+F,0.784,0.8,LnL,true,true,false,false
5.8,33,5.7445626,0.7300123,3158.0066,0.12707883,LnL80+F,0.60293347,0.85709114,LnL80+F,0.784,0.8,LnL,true,true,false,false
6,26,5.0990195,0.57516121,3158.0066,0.11279839,LnL80+F,0.46236282,0.6879596,LnL80+F,0.784,0.8,LnL,true,true,false,false
6.2,42,6.4807407,0.92910657,3158.0066,0.14336426,LnL80+F,0.78574231,1.0724708,LnL80+F,0.784,0.8,LnL,true,true,false,false
6.4,33,5.7445626,0.7300123,3158.0066,0.12707883,LnL80+F,0.60293347,0.85709114,LnL80+F,0.784,0.8,LnL,true,true,false,false
6.6,31,5.5677644,0.68576913,3158.0066,0.12316777,LnL80+F,0.56260136,0.80893691,LnL80+F,0.784,0.8,LnL,true,true,false,false
6.8,23,4.7958315,0.50879645,3158.0066,0.10609139,LnL80+F,0.40270506,0.61488785,LnL80+F,0.784,0.8,LnL,true,true,false,false
7,38,6.164414,0.84062023,3158.0066,0.13636661,LnL80+F,0.70425362,0.97698684,LnL80+F,0.784,0.8,LnL,true,true,false,false
7.2,31,5.5677644,0.68576913,3158.0066,0.12316777,LnL80+F,0.56260136,0.80893691,LnL80+F,0.784,0.8,LnL,true,true,false,false
7.4,42,6.4807407,0.92910657,3158.0066,0.14336426,LnL80+F,0.78574231,1.0724708,LnL80+F,0.784,0.8,LnL,true,true,false,false
7.6,30,5.4772256,0.66364755,3158.0066,0.12116491,LnL80+F,0.54248264,0.78481246,LnL80+F,0.784,0.8,LnL,true,true,false,false
7.8,47,6.8556546,1.0397145,3158.0066,0.15165795,LnL80+F,0.88805655,1.1913724,LnL80+F,0.784,0.8,LnL,true,true,false,false
8,43,6.5574385,0.95122815,3158.0066,0.14506093,LnL80+F,0.80616722,1.0962891,LnL80+F,0.784,0.8,LnL,true,true,false,false
8.2,53,7.2801099,1.172444,3158.0066,0.16104757,LnL80+F,1.0113964,1.3334916,LnL80+F,0.784,0.8,LnL,true,true,false,false
8.4,57,7.5498344,1.2609303,3158.0066,0.1670143,LnL80+F,1.093916,1.4279446,LnL80+F,0.784,0.8,LnL,true,true,false,false
8.6,59,7.6811457,1.3051735,3158.0066,0.16991912,LnL80+F,1.1352544,1.4750926,LnL80+F,0.784,0.8,LnL,true,true,false,false
8.8,65,8.0622577,1.437903,3158.0066,0.17834992,LnL80+F,1.2595531,1.6162529,LnL80+F,0.784,0.8,LnL,true,true,false,false
9,79,8.8881944,1.7476052,3158.0066,0.19662095,LnL80+F,1.5509843,1.9442262,LnL80+F,0.784,0.8,LnL,true,true,false,false
9.2,64,8,1.4157814,3158.0066,0.17697268,LnL80+F,1.2388088,1.5927541,LnL80+F,0.784,0.8,LnL,true,true,false,false
9.4,62,7.8740079,1.3715383,3158.0066,0.17418553,LnL80+F,1.1973527,1.5457238,LnL80+F,0.784,0.8,LnL,true,true,false,false
9.6,54,7.3484692,1.1945656,3158.0066,0.16255979,LnL80+F,1.0320058,1.3571254,LnL80+F,0.784,0.8,LnL,true,true,false,false
9.8,48,6.9282032,1.0618361,3158.0066,0.15326284,LnL80+F,0.90857324,1.2150989,LnL80+F,0.784,0.8,LnL,true,true,false,false
10,39,6.244998,0.86274181,3158.0066,0.13814925,LnL80+F,0.72459256,1.0008911,LnL80+F,0.784,0.8,LnL,true,true,false,false
10.2,36,6,0.79637706,3158.0066,0.13272951,LnL80+F,0.66364755,0.92910657,LnL80+F,0.784,0.8,LnL,true,true,false,false
10.4,29,5.3851648,0.64152596,3158.0066,0.11912838,LnL80+F,0.52239758,0.76065435,LnL80+F,0.784,0.8,LnL,true,true,false,false
10.6,25,5,0.55303962,3158.0066,0.11060792,LnL80+F,0.4424317,0.66364755,LnL80+F,0.784,0.8,LnL,true,true,false,false
10.8,15,3.8729833,0.33182377,3158.0066,0.08567653,LnL80+F,0.24614724,0.41750031,LnL80+F,0.784,0.8,LnL,true,true,false,false
11,19,4.3588989,0.42031011,3158.0066,0.096425753,LnL80+F,0.32388436,0.51673587,LnL80+F,0.784,0.8,LnL,true,true,false,false
11.2,12,3.4641016,0.26545902,3158.0066,0.076631418,LnL80+F,0.1888276,0.34209044,LnL80+F,0.784,0.8,LnL,true,true,false,false
11.4,11,3.3166248,0.24333743,3158.0066,0.073368997,LnL80+F,0.16996844,0.31670643,LnL80+F,0.784,0.8,LnL,true,true,false,false
11.6,7,2.6457513,0.15485109,3158.0066,0.058528212,LnL80+F,0.096322882,0.21337931,LnL80+F,0.784,0.8,LnL,true,true,false,false
11.8,9,3,0.19909426,3158.0066,0.066364755,LnL80+F,0.13272951,0.26545902,LnL80+F,0.784,0.8,LnL,true,true,false,false
0.2,5339,73.068461,118.10714,3158.0066,1.6163902,LnL80+L,116.49075,119.72353,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
0.4,3031,55.054518,67.050524,3158.0066,1.2178932,LnL80+L,65.832631,68.268417,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
0.6,2055,45.332108,45.459857,3158.0066,1.0028181,LnL80+L,44.457039,46.462675,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
0.8,1321,36.345564,29.222614,3158.0066,0.80402148,LnL80+L,28.418592,30.026635,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
1,858,29.291637,18.98032,3158.0066,0.64797744,LnL80+L,18.332342,19.628297,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
1.2,468,21.633308,10.352902,3158.0066,0.47856305,LnL80+L,9.8743387,10.831465,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
1.4,290,17.029386,6.4152596,3158.0066,0.37671702,LnL80+L,6.0385426,6.7919767,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
1.6,207,14.387495,4.5791681,3158.0066,0.31827418,LnL80+L,4.2608939,4.8974423,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
1.8,150,12.247449,3.3182377,3158.0066,0.27093298,LnL80+L,3.0473048,3.5891707,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
2,112,10.583005,2.4776175,3158.0066,0.23411285,LnL80+L,2.2435047,2.7117304,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
2.2,71,8.4261498,1.5706325,3158.0066,0.18639979,LnL80+L,1.3842327,1.7570323,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
2.4,67,8.1853528,1.4821462,3158.0066,0.18107298,LnL80+L,1.3010732,1.6632192,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
2.6,72,8.4852814,1.5927541,3158.0066,0.18770787,LnL80+L,1.4050462,1.780462,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
2.8,68,8.2462113,1.5042678,3158.0066,0.18241926,LnL80+L,1.3218485,1.686687,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
3,87,9.3273791,1.9245779,3158.0066,0.20633641,LnL80+L,1.7182415,2.1309143,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
3.2,73,8.5440037,1.6148757,3158.0066,0.1890069,LnL80+L,1.4258688,1.8038826,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
3.4,72,8.4852814,1.5927541,3158.0066,0.18770787,LnL80+L,1.4050462,1.780462,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
3.6,55,7.4161985,1.2166872,3158.0066,0.16405807,LnL80+L,1.0526291,1.3807452,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
3.8,37,6.0827625,0.81849864,3158.0066,0.13456035,LnL80+L,0.6839383,0.95305899,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
4,15,3.8729833,0.33182377,3158.0066,0.08567653,LnL80+L,0.24614724,0.41750031,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
4.2,21,4.5825757,0.46455328,3158.0066,0.10137384,LnL80+L,0.36317945,0.56592712,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
4.4,12,3.4641016,0.26545902,3158.0066,0.076631418,LnL80+L,0.1888276,0.34209044,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
4.6,10,3.1622777,0.22121585,3158.0066,0.069954594,LnL80+L,0.15126126,0.29117044,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
4.8,23,4.7958315,0.50879645,3158.0066,0.10609139,LnL80+L,0.40270506,0.61488785,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
5,15,3.8729833,0.33182377,3158.0066,0.08567653,LnL80+L,0.24614724,0.41750031,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
5.2,15,3.8729833,0.33182377,3158.0066,0.08567653,LnL80+L,0.24614724,0.41750031,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
5.4,25,5,0.55303962,3158.0066,0.11060792,LnL80+L,0.4424317,0.66364755,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
5.6,23,4.7958315,0.50879645,3158.0066,0.10609139,LnL80+L,0.40270506,0.61488785,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
5.8,15,3.8729833,0.33182377,3158.0066,0.08567653,LnL80+L,0.24614724,0.41750031,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
6,14,3.7416574,0.30970219,3158.0066,0.082771392,LnL80+L,0.2269308,0.39247358,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
6.2,26,5.0990195,0.57516121,3158.0066,0.11279839,LnL80+L,0.46236282,0.6879596,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
6.4,23,4.7958315,0.50879645,3158.0066,0.10609139,LnL80+L,0.40270506,0.61488785,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
6.6,14,3.7416574,0.30970219,3158.0066,0.082771392,LnL80+L,0.2269308,0.39247358,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
6.8,10,3.1622777,0.22121585,3158.0066,0.069954594,LnL80+L,0.15126126,0.29117044,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
7,24,4.8989795,0.53091804,3158.0066,0.10837319,LnL80+L,0.42254485,0.63929123,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
7.2,21,4.5825757,0.46455328,3158.0066,0.10137384,LnL80+L,0.36317945,0.56592712,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
7.4,30,5.4772256,0.66364755,3158.0066,0.12116491,LnL80+L,0.54248264,0.78481246,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
7.6,19,4.3588989,0.42031011,3158.0066,0.096425753,LnL80+L,0.32388436,0.51673587,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
7.8,40,6.3245553,0.8848634,3158.0066,0.13990919,LnL80+L,0.74495421,1.0247726,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
8,32,5.6568542,0.70789072,3158.0066,0.12513858,LnL80+L,0.58275214,0.8330293,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
8.2,41,6.4031242,0.90698498,3158.0066,0.14164726,LnL80+L,0.76533773,1.0486322,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
8.4,39,6.244998,0.86274181,3158.0066,0.13814925,LnL80+L,0.72459256,1.0008911,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
8.6,50,7.0710678,1.1060792,3158.0066,0.15642323,LnL80+L,0.94965602,1.2625025,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
8.8,54,7.3484692,1.1945656,3158.0066,0.16255979,LnL80+L,1.0320058,1.3571254,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
9,64,8,1.4157814,3158.0066,0.17697268,LnL80+L,1.2388088,1.5927541,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
9.2,52,7.2111026,1.1503224,3158.0066,0.15952102,LnL80+L,0.9908014,1.3098434,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
9.4,55,7.4161985,1.2166872,3158.0066,0.16405807,LnL80+L,1.0526291,1.3807452,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
9.6,42,6.4807407,0.92910657,3158.0066,0.14336426,LnL80+L,0.78574231,1.0724708,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
9.8,36,6,0.79637706,3158.0066,0.13272951,LnL80+L,0.66364755,0.92910657,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
10,29,5.3851648,0.64152596,3158.0066,0.11912838,LnL80+L,0.52239758,0.76065435,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
10.2,27,5.1961524,0.59728279,3158.0066,0.11494713,LnL80+L,0.48233567,0.71222992,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
10.4,20,4.472136,0.4424317,3158.0066,0.098930736,LnL80+L,0.34350096,0.54136244,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
10.6,20,4.472136,0.4424317,3158.0066,0.098930736,LnL80+L,0.34350096,0.54136244,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
10.8,10,3.1622777,0.22121585,3158.0066,0.069954594,LnL80+L,0.15126126,0.29117044,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
11,13,3.6055513,0.2875806,3158.0066,0.079760509,LnL80+L,0.2078201,0.36734111,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
11.2,8,2.8284271,0.17697268,3158.0066,0.062569291,LnL80+L,0.11440339,0.23954197,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
11.4,7,2.6457513,0.15485109,3158.0066,0.058528212,LnL80+L,0.096322882,0.21337931,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
11.6,4,2,0.08848634,3158.0066,0.04424317,LnL80+L,0.04424317,0.13272951,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
11.8,7,2.6457513,0.15485109,3158.0066,0.058528212,LnL80+L,0.096322882,0.21337931,LnL80+L,0.67437835,0.8,LnL,true,true,false,true
0.2,3063,55.344376,67.758415,3158.0066,1.2243053,LnL80+S,66.534109,68.98272,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
0.4,1839,42.883563,40.681595,3158.0066,0.94865239,LnL80+S,39.732942,41.630247,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
0.6,1395,37.349699,30.859611,3158.0066,0.82623454,LnL80+S,30.033377,31.685846,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
0.8,903,30.049958,19.975791,3158.0066,0.66475271,LnL80+S,19.311039,20.640544,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
1,622,24.939928,13.759626,3158.0066,0.55171073,LnL80+S,13.207915,14.311337,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
1.2,332,18.220867,7.3443662,3158.0066,0.40307446,LnL80+S,6.9412918,7.7474407,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
1.4,202,14.21267,4.4685602,3158.0066,0.3144068,LnL80+S,4.1541534,4.782967,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
1.6,142,11.916375,3.1412651,3158.0066,0.26360911,LnL80+S,2.877656,3.4048742,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
1.8,109,10.440307,2.4112528,3158.0066,0.23095613,LnL80+S,2.1802966,2.6422089,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
2,80,8.9442719,1.7697268,3158.0066,0.19786147,LnL80+S,1.5718653,1.9675883,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
2.2,60,7.7459667,1.3272951,3158.0066,0.17135306,LnL80+S,1.155942,1.4986482,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
2.4,45,6.7082039,0.99547132,3158.0066,0.1483961,LnL80+S,0.84707522,1.1438674,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
2.6,57,7.5498344,1.2609303,3158.0066,0.1670143,LnL80+S,1.093916,1.4279446,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
2.8,59,7.6811457,1.3051735,3158.0066,0.16991912,LnL80+S,1.1352544,1.4750926,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
3,80,8.9442719,1.7697268,3158.0066,0.19786147,LnL80+S,1.5718653,1.9675883,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
3.2,69,8.3066239,1.5263894,3158.0066,0.18375569,LnL80+S,1.3426337,1.710145,LnL80+S,0.61473671,0.8,LnL,true,true,true,false
