Energy,Rate,totalTime,RateErr,Dataset,yMin,yMax,File,ε_total,ε_eff,Classifier,Scinti,FADC,Septem,Line
7,1.3494167,3158.0066,0.1727751,No vetoes,1.1766416,1.5221918,No vetoes,0.8,0.8,LnL,false,false,false,false
7.2,1.2609303,3158.0066,0.1670143,No vetoes,1.093916,1.4279446,No vetoes,0.8,0.8,LnL,false,false,false,false
7.4,1.6369973,3158.0066,0.19029707,No vetoes,1.4467002,1.8272944,No vetoes,0.8,0.8,LnL,false,false,false,false
7.6,1.0175929,3158.0066,0.15003589,No vetoes,0.86755702,1.1676288,No vetoes,0.8,0.8,LnL,false,false,false,false
7.8,1.4600246,3158.0066,0.17971661,No vetoes,1.280308,1.6397412,No vetoes,0.8,0.8,LnL,false,false,false,false
8,1.5485109,3158.0066,0.18508246,No vetoes,1.3634285,1.7335934,No vetoes,0.8,0.8,LnL,false,false,false,false
8.2,1.7254836,3158.0066,0.19537255,No vetoes,1.5301111,1.9208562,No vetoes,0.8,0.8,LnL,false,false,false,false
8.4,2.1015506,3158.0066,0.21561454,No vetoes,1.885936,2.3171651,No vetoes,0.8,0.8,LnL,false,false,false,false
8.6,1.7918484,3158.0066,0.19909426,No vetoes,1.5927541,1.9909426,No vetoes,0.8,0.8,LnL,false,false,false,false
8.8,2.0573074,3158.0066,0.21333284,No vetoes,1.8439746,2.2706402,No vetoes,0.8,0.8,LnL,false,false,false,false
9,2.2564017,3158.0066,0.22341706,No vetoes,2.0329846,2.4798187,No vetoes,0.8,0.8,LnL,false,false,false,false
9.2,2.079429,3158.0066,0.21447672,No vetoes,1.8649523,2.2939057,No vetoes,0.8,0.8,LnL,false,false,false,false
9.4,2.0130642,3158.0066,0.21102647,No vetoes,1.8020378,2.2240907,No vetoes,0.8,0.8,LnL,false,false,false,false
9.6,1.6812405,3158.0066,0.19285151,No vetoes,1.488389,1.874092,No vetoes,0.8,0.8,LnL,false,false,false,false
9.8,1.4157814,3158.0066,0.17697268,No vetoes,1.2388088,1.5927541,No vetoes,0.8,0.8,LnL,false,false,false,false
10,1.5706325,3158.0066,0.18639979,No vetoes,1.3842327,1.7570323,No vetoes,0.8,0.8,LnL,false,false,false,false
10.2,1.1945656,3158.0066,0.16255979,No vetoes,1.0320058,1.3571254,No vetoes,0.8,0.8,LnL,false,false,false,false
10.4,0.99547132,3158.0066,0.1483961,No vetoes,0.84707522,1.1438674,No vetoes,0.8,0.8,LnL,false,false,false,false
10.6,0.95122815,3158.0066,0.14506093,No vetoes,0.80616722,1.0962891,No vetoes,0.8,0.8,LnL,false,false,false,false
10.8,0.75213389,3158.0066,0.1289899,No vetoes,0.62314399,0.88112379,No vetoes,0.8,0.8,LnL,false,false,false,false
11,0.68576913,3158.0066,0.12316777,No vetoes,0.56260136,0.80893691,No vetoes,0.8,0.8,LnL,false,false,false,false
11.2,0.48667487,3158.0066,0.10375943,No vetoes,0.38291544,0.5904343,No vetoes,0.8,0.8,LnL,false,false,false,false
11.4,0.70789072,3158.0066,0.12513858,No vetoes,0.58275214,0.8330293,No vetoes,0.8,0.8,LnL,false,false,false,false
11.6,0.42031011,3158.0066,0.096425753,No vetoes,0.32388436,0.51673587,No vetoes,0.8,0.8,LnL,false,false,false,false
11.8,0.42031011,3158.0066,0.096425753,No vetoes,0.32388436,0.51673587,No vetoes,0.8,0.8,LnL,false,false,false,false
0,273.90947,3158.0066,2.4615669,Scinti,271.4479,276.37103,Scinti,0.8,0.8,LnL,true,false,false,false
0.2,525.14431,3158.0066,3.4083756,Scinti,521.73593,528.55268,Scinti,0.8,0.8,LnL,true,false,false,false
0.4,345.0746,3158.0066,2.7628965,Scinti,342.31171,347.8375,Scinti,0.8,0.8,LnL,true,false,false,false
0.6,241.19164,3158.0066,2.3098791,Scinti,238.88176,243.50152,Scinti,0.8,0.8,LnL,true,false,false,false
0.8,162.83699,3158.0066,1.8979495,Scinti,160.93904,164.73494,Scinti,0.8,0.8,LnL,true,false,false,false
1,106.073,3158.0066,1.5318299,Scinti,104.54117,107.60483,Scinti,0.8,0.8,LnL,true,false,false,false
1.2,65.656864,3158.0066,1.2051697,Scinti,64.451695,66.862034,Scinti,0.8,0.8,LnL,true,false,false,false
1.4,41.389486,3158.0066,0.95687043,Scinti,40.432615,42.346356,Scinti,0.8,0.8,LnL,true,false,false,false
1.6,29.266857,3158.0066,0.80462989,Scinti,28.462227,30.071487,Scinti,0.8,0.8,LnL,true,false,false,false
1.8,21.369451,3158.0066,0.68755082,Scinti,20.6819,22.057002,Scinti,0.8,0.8,LnL,true,false,false,false
2,15.949663,3158.0066,0.59399648,Scinti,15.355666,16.543659,Scinti,0.8,0.8,LnL,true,false,false,false
2.2,11.326252,3158.0066,0.50055433,Scinti,10.825697,11.826806,Scinti,0.8,0.8,LnL,true,false,false,false
2.4,9.3353089,3158.0066,0.45443573,Scinti,8.8808731,9.7897446,Scinti,0.8,0.8,LnL,true,false,false,false
2.6,8.0743785,3158.0066,0.42263229,Scinti,7.6517462,8.4970108,Scinti,0.8,0.8,LnL,true,false,false,false
2.8,6.4816244,3158.0066,0.37866054,Scinti,6.1029639,6.8602849,Scinti,0.8,0.8,LnL,true,false,false,false
3,6.769205,3158.0066,0.38696969,Scinti,6.3822353,7.1561747,Scinti,0.8,0.8,LnL,true,false,false,false
3.2,5.9285848,3158.0066,0.36214595,Scinti,5.5664388,6.2907307,Scinti,0.8,0.8,LnL,true,false,false,false
3.4,5.8179769,3158.0066,0.35875182,Scinti,5.459225,6.1767287,Scinti,0.8,0.8,LnL,true,false,false,false
3.6,3.7606694,3158.0066,0.28843018,Scinti,3.4722393,4.0490996,Scinti,0.8,0.8,LnL,true,false,false,false
3.8,3.0749003,3158.0066,0.26080964,Scinti,2.8140907,3.33571,Scinti,0.8,0.8,LnL,true,false,false,false
4,2.3670096,3158.0066,0.22882745,Scinti,2.1381821,2.595837,Scinti,0.8,0.8,LnL,true,false,false,false
4.2,2.2342801,3158.0066,0.22231918,Scinti,2.0119609,2.4565993,Scinti,0.8,0.8,LnL,true,false,false,false
4.4,1.9466995,3158.0066,0.20751886,Scinti,1.7391806,2.1542183,Scinti,0.8,0.8,LnL,true,false,false,false
4.6,1.3494167,3158.0066,0.1727751,Scinti,1.1766416,1.5221918,Scinti,0.8,0.8,LnL,true,false,false,false
4.8,1.8360916,3158.0066,0.20153723,Scinti,1.6345543,2.0376288,Scinti,0.8,0.8,LnL,true,false,false,false
5,1.4157814,3158.0066,0.17697268,Scinti,1.2388088,1.5927541,Scinti,0.8,0.8,LnL,true,false,false,false
5.2,1.4157814,3158.0066,0.17697268,Scinti,1.2388088,1.5927541,Scinti,0.8,0.8,LnL,true,false,false,false
5.4,1.7918484,3158.0066,0.19909426,Scinti,1.5927541,1.9909426,Scinti,0.8,0.8,LnL,true,false,false,false
5.6,1.4600246,3158.0066,0.17971661,Scinti,1.280308,1.6397412,Scinti,0.8,0.8,LnL,true,false,false,false
5.8,1.3272951,3158.0066,0.17135306,Scinti,1.155942,1.4986482,Scinti,0.8,0.8,LnL,true,false,false,false
6,1.172444,3158.0066,0.16104757,Scinti,1.0113964,1.3334916,Scinti,0.8,0.8,LnL,true,false,false,false
6.2,1.4821462,3158.0066,0.18107298,Scinti,1.3010732,1.6632192,Scinti,0.8,0.8,LnL,true,false,false,false
6.4,1.3494167,3158.0066,0.1727751,Scinti,1.1766416,1.5221918,Scinti,0.8,0.8,LnL,true,false,false,false
6.6,1.2609303,3158.0066,0.1670143,Scinti,1.093916,1.4279446,Scinti,0.8,0.8,LnL,true,false,false,false
6.8,0.95122815,3158.0066,0.14506093,Scinti,0.80616722,1.0962891,Scinti,0.8,0.8,LnL,true,false,false,false
7,1.2830519,3158.0066,0.16847297,Scinti,1.114579,1.4515249,Scinti,0.8,0.8,LnL,true,false,false,false
7.2,1.1282008,3158.0066,0.15797972,Scinti,0.97022112,1.2861806,Scinti,0.8,0.8,LnL,true,false,false,false
7.4,1.437903,3158.0066,0.17834992,Scinti,1.2595531,1.6162529,Scinti,0.8,0.8,LnL,true,false,false,false
7.6,0.92910657,3158.0066,0.14336426,Scinti,0.78574231,1.0724708,Scinti,0.8,0.8,LnL,true,false,false,false
7.8,1.3272951,3158.0066,0.17135306,Scinti,1.155942,1.4986482,Scinti,0.8,0.8,LnL,true,false,false,false
8,1.3936599,3158.0066,0.17558464,Scinti,1.2180752,1.5692445,Scinti,0.8,0.8,LnL,true,false,false,false
8.2,1.4821462,3158.0066,0.18107298,Scinti,1.3010732,1.6632192,Scinti,0.8,0.8,LnL,true,false,false,false
8.4,1.8360916,3158.0066,0.20153723,Scinti,1.6345543,2.0376288,Scinti,0.8,0.8,LnL,true,false,false,false
8.6,1.6591189,3158.0066,0.19157855,Scinti,1.4675403,1.8506974,Scinti,0.8,0.8,LnL,true,false,false,false
8.8,1.8582131,3158.0066,0.20274768,Scinti,1.6554655,2.0609608,Scinti,0.8,0.8,LnL,true,false,false,false
9,2.1015506,3158.0066,0.21561454,Scinti,1.885936,2.3171651,Scinti,0.8,0.8,LnL,true,false,false,false
9.2,1.7697268,3158.0066,0.19786147,Scinti,1.5718653,1.9675883,Scinti,0.8,0.8,LnL,true,false,false,false
9.4,1.7697268,3158.0066,0.19786147,Scinti,1.5718653,1.9675883,Scinti,0.8,0.8,LnL,true,false,false,false
9.6,1.5927541,3158.0066,0.18770787,Scinti,1.4050462,1.780462,Scinti,0.8,0.8,LnL,true,false,false,false
9.8,1.3272951,3158.0066,0.17135306,Scinti,1.155942,1.4986482,Scinti,0.8,0.8,LnL,true,false,false,false
10,1.3715383,3158.0066,0.17418553,Scinti,1.1973527,1.5457238,Scinti,0.8,0.8,LnL,true,false,false,false
10.2,1.1503224,3158.0066,0.15952102,Scinti,0.9908014,1.3098434,Scinti,0.8,0.8,LnL,true,false,false,false
10.4,0.8848634,3158.0066,0.13990919,Scinti,0.74495421,1.0247726,Scinti,0.8,0.8,LnL,true,false,false,false
10.6,0.8848634,3158.0066,0.13990919,Scinti,0.74495421,1.0247726,Scinti,0.8,0.8,LnL,true,false,false,false
10.8,0.64152596,3158.0066,0.11912838,Scinti,0.52239758,0.76065435,Scinti,0.8,0.8,LnL,true,false,false,false
11,0.64152596,3158.0066,0.11912838,Scinti,0.52239758,0.76065435,Scinti,0.8,0.8,LnL,true,false,false,false
11.2,0.4424317,3158.0066,0.098930736,Scinti,0.34350096,0.54136244,Scinti,0.8,0.8,LnL,true,false,false,false
11.4,0.64152596,3158.0066,0.11912838,Scinti,0.52239758,0.76065435,Scinti,0.8,0.8,LnL,true,false,false,false
11.6,0.35394536,3158.0066,0.08848634,Scinti,0.26545902,0.4424317,Scinti,0.8,0.8,LnL,true,false,false,false
11.8,0.42031011,3158.0066,0.096425753,Scinti,0.32388436,0.51673587,Scinti,0.8,0.8,LnL,true,false,false,false
0,44.729845,3158.0066,0.99473367,Septem,43.735111,45.724579,Septem,0.61473671,0.8,LnL,true,true,true,false
0.2,67.758415,3158.0066,1.2243053,Septem,66.534109,68.98272,Septem,0.61473671,0.8,LnL,true,true,true,false
0.4,40.681595,3158.0066,0.94865239,Septem,39.732942,41.630247,Septem,0.61473671,0.8,LnL,true,true,true,false
0.6,30.859611,3158.0066,0.82623454,Septem,30.033377,31.685846,Septem,0.61473671,0.8,LnL,true,true,true,false
0.8,19.975791,3158.0066,0.66475271,Septem,19.311039,20.640544,Septem,0.61473671,0.8,LnL,true,true,true,false
1,13.759626,3158.0066,0.55171073,Septem,13.207915,14.311337,Septem,0.61473671,0.8,LnL,true,true,true,false
1.2,7.3443662,3158.0066,0.40307446,Septem,6.9412918,7.7474407,Septem,0.61473671,0.8,LnL,true,true,true,false
1.4,4.4685602,3158.0066,0.3144068,Septem,4.1541534,4.782967,Septem,0.61473671,0.8,LnL,true,true,true,false
1.6,3.1412651,3158.0066,0.26360911,Septem,2.877656,3.4048742,Septem,0.61473671,0.8,LnL,true,true,true,false
1.8,2.4112528,3158.0066,0.23095613,Septem,2.1802966,2.6422089,Septem,0.61473671,0.8,LnL,true,true,true,false
2,1.7697268,3158.0066,0.19786147,Septem,1.5718653,1.9675883,Septem,0.61473671,0.8,LnL,true,true,true,false
2.2,1.3272951,3158.0066,0.17135306,Septem,1.155942,1.4986482,Septem,0.61473671,0.8,LnL,true,true,true,false
2.4,0.99547132,3158.0066,0.1483961,Septem,0.84707522,1.1438674,Septem,0.61473671,0.8,LnL,true,true,true,false
2.6,1.2609303,3158.0066,0.1670143,Septem,1.093916,1.4279446,Septem,0.61473671,0.8,LnL,true,true,true,false
2.8,1.3051735,3158.0066,0.16991912,Septem,1.1352544,1.4750926,Septem,0.61473671,0.8,LnL,true,true,true,false
3,1.7697268,3158.0066,0.19786147,Septem,1.5718653,1.9675883,Septem,0.61473671,0.8,LnL,true,true,true,false
3.2,1.5263894,3158.0066,0.18375569,Septem,1.3426337,1.710145,Septem,0.61473671,0.8,LnL,true,true,true,false
3.4,1.6369973,3158.0066,0.19029707,Septem,1.4467002,1.8272944,Septem,0.61473671,0.8,LnL,true,true,true,false
3.6,1.2830519,3158.0066,0.16847297,Septem,1.114579,1.4515249,Septem,0.61473671,0.8,LnL,true,true,true,false
3.8,0.8848634,3158.0066,0.13990919,Septem,0.74495421,1.0247726,Septem,0.61473671,0.8,LnL,true,true,true,false
4,0.33182377,3158.0066,0.08567653,Septem,0.24614724,0.41750031,Septem,0.61473671,0.8,LnL,true,true,true,false
4.2,0.48667487,3158.0066,0.10375943,Septem,0.38291544,0.5904343,Septem,0.61473671,0.8,LnL,true,true,true,false
4.4,0.26545902,3158.0066,0.076631418,Septem,0.1888276,0.34209044,Septem,0.61473671,0.8,LnL,true,true,true,false
4.6,0.19909426,3158.0066,0.066364755,Septem,0.13272951,0.26545902,Septem,0.61473671,0.8,LnL,true,true,true,false
4.8,0.53091804,3158.0066,0.10837319,Septem,0.42254485,0.63929123,Septem,0.61473671,0.8,LnL,true,true,true,false
5,0.30970219,3158.0066,0.082771392,Septem,0.2269308,0.39247358,Septem,0.61473671,0.8,LnL,true,true,true,false
5.2,0.30970219,3158.0066,0.082771392,Septem,0.2269308,0.39247358,Septem,0.61473671,0.8,LnL,true,true,true,false
5.4,0.55303962,3158.0066,0.11060792,Septem,0.4424317,0.66364755,Septem,0.61473671,0.8,LnL,true,true,true,false
5.6,0.50879645,3158.0066,0.10609139,Septem,0.40270506,0.61488785,Septem,0.61473671,0.8,LnL,true,true,true,false
5.8,0.35394536,3158.0066,0.08848634,Septem,0.26545902,0.4424317,Septem,0.61473671,0.8,LnL,true,true,true,false
6,0.24333743,3158.0066,0.073368997,Septem,0.16996844,0.31670643,Septem,0.61473671,0.8,LnL,true,true,true,false
6.2,0.59728279,3158.0066,0.11494713,Septem,0.48233567,0.71222992,Septem,0.61473671,0.8,LnL,true,true,true,false
6.4,0.53091804,3158.0066,0.10837319,Septem,0.42254485,0.63929123,Septem,0.61473671,0.8,LnL,true,true,true,false
6.6,0.35394536,3158.0066,0.08848634,Septem,0.26545902,0.4424317,Septem,0.61473671,0.8,LnL,true,true,true,false
6.8,0.22121585,3158.0066,0.069954594,Septem,0.15126126,0.29117044,Septem,0.61473671,0.8,LnL,true,true,true,false
7,0.53091804,3158.0066,0.10837319,Septem,0.42254485,0.63929123,Septem,0.61473671,0.8,LnL,true,true,true,false
7.2,0.55303962,3158.0066,0.11060792,Septem,0.4424317,0.66364755,Septem,0.61473671,0.8,LnL,true,true,true,false
7.4,0.70789072,3158.0066,0.12513858,Septem,0.58275214,0.8330293,Septem,0.61473671,0.8,LnL,true,true,true,false
7.6,0.4424317,3158.0066,0.098930736,Septem,0.34350096,0.54136244,Septem,0.61473671,0.8,LnL,true,true,true,false
7.8,0.8848634,3158.0066,0.13990919,Septem,0.74495421,1.0247726,Septem,0.61473671,0.8,LnL,true,true,true,false
8,0.7300123,3158.0066,0.12707883,Septem,0.60293347,0.85709114,Septem,0.61473671,0.8,LnL,true,true,true,false
8.2,0.90698498,3158.0066,0.14164726,Septem,0.76533773,1.0486322,Septem,0.61473671,0.8,LnL,true,true,true,false
8.4,0.99547132,3158.0066,0.1483961,Septem,0.84707522,1.1438674,Septem,0.61473671,0.8,LnL,true,true,true,false
8.6,1.1945656,3158.0066,0.16255979,Septem,1.0320058,1.3571254,Septem,0.61473671,0.8,LnL,true,true,true,false
8.8,1.2609303,3158.0066,0.1670143,Septem,1.093916,1.4279446,Septem,0.61473671,0.8,LnL,true,true,true,false
9,1.5042678,3158.0066,0.18241926,Septem,1.3218485,1.686687,Septem,0.61473671,0.8,LnL,true,true,true,false
9.2,1.172444,3158.0066,0.16104757,Septem,1.0113964,1.3334916,Septem,0.61473671,0.8,LnL,true,true,true,false
9.4,1.1945656,3158.0066,0.16255979,Septem,1.0320058,1.3571254,Septem,0.61473671,0.8,LnL,true,true,true,false
9.6,0.99547132,3158.0066,0.1483961,Septem,0.84707522,1.1438674,Septem,0.61473671,0.8,LnL,true,true,true,false
9.8,0.81849864,3158.0066,0.13456035,Septem,0.6839383,0.95305899,Septem,0.61473671,0.8,LnL,true,true,true,false
10,0.66364755,3158.0066,0.12116491,Septem,0.54248264,0.78481246,Septem,0.61473671,0.8,LnL,true,true,true,false
10.2,0.64152596,3158.0066,0.11912838,Septem,0.52239758,0.76065435,Septem,0.61473671,0.8,LnL,true,true,true,false
10.4,0.50879645,3158.0066,0.10609139,Septem,0.40270506,0.61488785,Septem,0.61473671,0.8,LnL,true,true,true,false
10.6,0.48667487,3158.0066,0.10375943,Septem,0.38291544,0.5904343,Septem,0.61473671,0.8,LnL,true,true,true,false
10.8,0.24333743,3158.0066,0.073368997,Septem,0.16996844,0.31670643,Septem,0.61473671,0.8,LnL,true,true,true,false
11,0.2875806,3158.0066,0.079760509,Septem,0.2078201,0.36734111,Septem,0.61473671,0.8,LnL,true,true,true,false
11.2,0.15485109,3158.0066,0.058528212,Septem,0.096322882,0.21337931,Septem,0.61473671,0.8,LnL,true,true,true,false
11.4,0.15485109,3158.0066,0.058528212,Septem,0.096322882,0.21337931,Septem,0.61473671,0.8,LnL,true,true,true,false
11.6,0.08848634,3158.0066,0.04424317,Septem,0.04424317,0.13272951,Septem,0.61473671,0.8,LnL,true,true,true,false
11.8,0.15485109,3158.0066,0.058528212,Septem,0.096322882,0.21337931,Septem,0.61473671,0.8,LnL,true,true,true,false
