backRej,cutVals,sigEff
0.01400825,0.76776777,0.064665662
0.013966548,0.76876877,0.064877458
0.013900521,0.76976977,0.065085258
0.013844919,0.77077077,0.065317034
0.013785842,0.77177177,0.06552883
0.013740665,0.77277277,0.065672692
0.013671162,0.77377377,0.065836534
0.013612085,0.77477477,0.066032345
0.013546058,0.77577578,0.066188195
0.013476555,0.77677678,0.066423967
0.013396627,0.77777778,0.066583813
0.013354925,0.77877878,0.066803601
0.013288898,0.77977978,0.066963447
0.013229821,0.78078078,0.067187232
0.013177694,0.78178178,0.067391035
0.013122092,0.78278278,0.067642792
0.013069965,0.78378378,0.0678426
0.013028263,0.78478478,0.068066384
0.012969186,0.78578579,0.068250207
0.012903159,0.78678679,0.06845401
0.012823231,0.78778779,0.068677795
0.012767628,0.78878879,0.06892156
0.012718977,0.78978979,0.069157332
0.012659899,0.79079079,0.069337159
0.012614723,0.79179179,0.069548955
0.01253827,0.79279279,0.069776735
0.012482668,0.79379379,0.069996523
0.012420115,0.79479479,0.070244285
0.012371464,0.7957958,0.070428107
0.012333237,0.7967968,0.070651892
0.012270685,0.7977978,0.07089166
0.012201182,0.7987988,0.071111449
0.01213168,0.7997998,0.071351217
0.012072602,0.8008008,0.071578998
0.011971824,0.8018018,0.071786798
0.011926647,0.8028028,0.072098497
0.011850194,0.8038038,0.072318285
0.011801542,0.8048048,0.072653962
0.01173204,0.80580581,0.072885738
0.011666012,0.80680681,0.073141492
0.01161736,0.80780781,0.073385257
0.011589559,0.80880881,0.073633018
0.011533957,0.80980981,0.073872787
0.011471405,0.81081081,0.074112555
0.011419278,0.81181181,0.07433634
0.011384527,0.81281281,0.074608078
0.01135325,0.81381381,0.074843851
0.011301124,0.81481481,0.075151554
0.011238571,0.81581582,0.075407307
0.011189919,0.81681682,0.075655069
0.011127367,0.81781782,0.075950783
0.011054389,0.81881882,0.07623451
0.011009213,0.81981982,0.076466286
0.01095361,0.82082082,0.076730032
0.010887583,0.82182182,0.076977793
0.010821556,0.82282282,0.077229551
0.010759003,0.82382382,0.077525266
0.010713827,0.82482482,0.077816984
0.010651274,0.82582583,0.078100711
0.010585247,0.82682683,0.078364457
0.010498368,0.82782783,0.078636195
0.010432341,0.82882883,0.078915925
0.010362838,0.82982983,0.079239613
0.010303761,0.83083083,0.079515347
0.01026901,0.83183183,0.079882993
0.010227308,0.83283283,0.080194692
0.010168231,0.83383383,0.080538361
0.01014043,0.83483483,0.080854057
0.010077878,0.83583584,0.081165756
0.010015325,0.83683684,0.081489444
0.0099492978,0.83783784,0.081821124
0.0099180217,0.83883884,0.082152805
0.0098763201,0.83983984,0.082428539
0.0098380937,0.84084084,0.082736242
0.0097685911,0.84184184,0.083051938
0.0096990885,0.84284284,0.083395607
0.0096295859,0.84384384,0.08375526
0.0095461827,0.84484484,0.084066959
0.0094871055,0.84584585,0.084466574
0.0094176029,0.84684685,0.084754297
0.0093411501,0.84784785,0.085054008
0.0092716475,0.84884885,0.085341731
0.0092264708,0.84984985,0.085701384
0.0091708687,0.85085085,0.086073026
0.0091117915,0.85185185,0.086356752
0.0090805153,0.85285285,0.086700421
0.0090214381,0.85385385,0.087024109
0.0089797365,0.85485485,0.08739575
0.0089102339,0.85585586,0.087803358
0.0088789577,0.85685686,0.088099072
0.008833781,0.85785786,0.088438745
0.0087677536,0.85885886,0.088846352
0.0087052012,0.85985986,0.089146063
0.0086530743,0.86086086,0.089445774
0.0085939971,0.86186186,0.089805428
0.008538395,0.86286286,0.090125119
0.0084897432,0.86386386,0.090464792
0.0084376162,0.86486486,0.090888384
0.0083611633,0.86586587,0.091232052
0.0083020861,0.86686687,0.091639659
0.008246484,0.86786787,0.092051263
0.0081839317,0.86886887,0.092490839
0.0081213793,0.86986987,0.09289445
0.008086628,0.87087087,0.093286072
0.0080553519,0.87187187,0.093721652
0.0079823741,0.87287287,0.094133256
0.0079337223,0.87387387,0.094508893
0.0078850705,0.87487487,0.094928489
0.0078294684,0.87587588,0.0953321
0.007791242,0.87687688,0.095747699
0.0077425902,0.87787788,0.096123337
0.0076800378,0.87887888,0.09646301
0.0076348611,0.87987988,0.096894594
0.0075688336,0.88088088,0.097278224
0.0075236569,0.88188188,0.097709808
0.0074611046,0.88288288,0.098169365
0.0074055025,0.88388388,0.098576972
0.0073429502,0.88488488,0.099048517
0.0072699724,0.88588589,0.09949209
0.007203945,0.88688689,0.099919677
0.0071448678,0.88788789,0.10035925
0.0070996911,0.88888889,0.1008348
0.0070267133,0.88988989,0.10127837
0.0069363599,0.89089089,0.10167399
0.0068772827,0.89189189,0.10211356
0.0068286309,0.89289289,0.10261308
0.0067904045,0.89389389,0.10303667
0.0067382775,0.89489489,0.10345627
0.0066792003,0.8958959,0.10388386
0.0065853718,0.8968969,0.10438737
0.00653672,0.8978979,0.10484293
0.006456792,0.8988989,0.1052905
0.0063872894,0.8998999,0.10584596
0.0063282121,0.9009009,0.10629753
0.0062934608,0.9019019,0.10688496
0.006244809,0.9029029,0.10744842
0.0061718313,0.9039039,0.10795993
0.0060919033,0.9049049,0.1085034
0.0060397763,0.90590591,0.10897894
0.005977224,0.90690691,0.10959435
0.0059285722,0.90790791,0.11020976
0.0058590696,0.90890891,0.11080119
0.0058243183,0.90990991,0.11142059
0.0057687162,0.91091091,0.11202401
0.0057235395,0.91191191,0.11259546
0.005657512,0.91291291,0.11321086
0.0056123353,0.91391391,0.11387423
0.0055532581,0.91491491,0.11451761
0.0054941809,0.91591592,0.11510903
0.0054420539,0.91691692,0.11573243
0.0053656011,0.91791792,0.11637581
0.005282198,0.91891892,0.11695925
0.0052161705,0.91991992,0.11761062
0.0051675187,0.92092092,0.11828198
0.0051153917,0.92192192,0.11897331
0.0050563145,0.92292292,0.11963267
0.0050111378,0.92392392,0.12027605
0.0049312098,0.92492492,0.12106729
0.0048756077,0.92592593,0.1217866
0.00480263,0.92692693,0.1225139
0.0047470279,0.92792793,0.12314529
0.0046601496,0.92892893,0.12386459
0.0045975973,0.92992993,0.12466782
0.0045315698,0.93093093,0.125519
0.004482918,0.93193193,0.12637418
0.0043717138,0.93293293,0.12715342
0.0042987361,0.93393393,0.12795665
0.0042014324,0.93493493,0.12882381
0.0041562558,0.93593594,0.12959507
0.0041110791,0.93693694,0.13045824
0.0040520018,0.93793794,0.1313254
0.0039929246,0.93893894,0.13210465
0.0039477479,0.93993994,0.13293185
0.0038782453,0.94094094,0.13380301
0.0037739914,0.94194194,0.13469415
0.0037010137,0.94294294,0.13564124
0.0036349862,0.94394394,0.13670422
0.0036002349,0.94494494,0.13776719
0.0035376826,0.94594595,0.13870629
0.0034647048,0.94694695,0.13976127
0.0033917271,0.94794795,0.14089218
0.003336125,0.94894895,0.14179931
0.0032909483,0.94994995,0.1428423
0.0032249209,0.95095095,0.14400918
0.0031241421,0.95195195,0.14505217
0.0030303136,0.95295295,0.14624702
0.0029781866,0.95395395,0.1474059
0.0029121591,0.95495495,0.14871664
0.0028426565,0.95595596,0.14983955
0.0027592534,0.95695696,0.15094649
0.0026897508,0.95795796,0.15221327
0.0026202482,0.95895896,0.15345207
0.0025646461,0.95995996,0.15475082
0.0025125192,0.96096096,0.15622939
0.0024638673,0.96196196,0.15758009
0.0024117404,0.96296296,0.15909064
0.0023596134,0.96396396,0.16054523
0.0022970611,0.96496496,0.1622436
0.0022240833,0.96596597,0.16389401
0.0021511056,0.96696697,0.16564432
0.0020607522,0.96796797,0.16743459
0.0019460729,0.96896897,0.16890518
0.0018661449,0.96996997,0.17072342
0.0018209682,0.97097097,0.17256565
0.0017549408,0.97197197,0.17446382
0.0016923884,0.97297297,0.17649786
0.0016437366,0.97397397,0.17865578
0.0015881345,0.97497497,0.18097754
0.0015290573,0.97597598,0.18311947
0.0014699801,0.97697698,0.1855851
0.0014039526,0.97797798,0.18792684
0.0013726764,0.97897898,0.1904524
0.001306649,0.97997998,0.19292602
0.0012440966,0.98098098,0.19556348
0.0011989199,0.98198198,0.19837277
0.0011606935,0.98298298,0.2011381
0.0010703401,0.98398398,0.20405929
0.00097998673,0.98498498,0.20735211
0.00089310847,0.98598599,0.210585
0.00084793178,0.98698699,0.21392578
0.00077147891,0.98798799,0.21769414
0.00069502605,0.98898899,0.22165033
0.00058729701,0.98998999,0.22549462
0.00047261771,0.99099099,0.22991436
0.00044134154,0.99199199,0.23446997
0.00035793841,0.99299299,0.23952909
0.00027801042,0.99399399,0.24508774
0.00021198294,0.99499499,0.25108196
0.0001494306,0.995996,0.2574678
9.0353386e-05,0.996997,0.26462091
6.2552344e-05,0.997998,0.27215364
2.4325912e-05,0.998999,0.28100511
0,1,0.3541466
