backRej,cutVals,sigEff
0.068265458,0.19019019,0.011484929
0.068067376,0.19119119,0.011536878
0.067893619,0.19219219,0.011600817
0.067705962,0.19319319,0.011648771
0.067525256,0.19419419,0.01168074
0.067354974,0.1951952,0.01173269
0.067181218,0.1961962,0.011828597
0.066990085,0.1971972,0.01190852
0.066774627,0.1981982,0.011996435
0.066552219,0.1991992,0.012044389
0.066312435,0.2002002,0.012076358
0.066107402,0.2012012,0.012148289
0.06591627,0.2022022,0.012176262
0.065697337,0.2032032,0.012228212
0.065467978,0.2042042,0.012300143
0.06524557,0.20520521,0.012376069
0.06510309,0.20620621,0.012455992
0.064918908,0.20720721,0.012479969
0.064706925,0.20820821,0.012547904
0.064501892,0.20920921,0.012619834
0.064262108,0.21021021,0.012651804
0.064088352,0.21121121,0.012699757
0.063879844,0.21221221,0.012735723
0.063726938,0.21321321,0.012783677
0.063542756,0.21421421,0.012827634
0.063386375,0.21521522,0.012911553
0.063226519,0.21621622,0.012967499
0.063052763,0.21721722,0.013035434
0.062865106,0.21821822,0.01309138
0.062677449,0.21921922,0.013135338
0.062503692,0.22022022,0.013191284
0.062361212,0.22122122,0.013243234
0.062225682,0.22222222,0.013295183
0.062058876,0.22322322,0.01335113
0.061867743,0.22422422,0.013391091
0.061673136,0.22522523,0.013483002
0.061502855,0.22622623,0.013542945
0.061356899,0.22722723,0.013566921
0.061210944,0.22822823,0.013598891
0.061075414,0.22922923,0.013646844
0.060974635,0.23023023,0.013710783
0.060766127,0.23123123,0.01378671
0.060627122,0.23223223,0.013842656
0.060495067,0.23323323,0.013870629
0.060324786,0.23423423,0.013926575
0.060126703,0.23523524,0.013978525
0.059956422,0.23623624,0.014030475
0.059813942,0.23723724,0.014090417
0.059657561,0.23823824,0.014134374
0.059532456,0.23923924,0.014198313
0.059396926,0.24024024,0.014246267
0.059247495,0.24124124,0.01427424
0.059084164,0.24224224,0.014310205
0.058910408,0.24324324,0.014382136
0.058764452,0.24424424,0.01445007
0.058628922,0.24524525,0.01450202
0.058465591,0.24624625,0.014541982
0.058312685,0.24724725,0.014589935
0.058152829,0.24824825,0.014633893
0.057979073,0.24924925,0.014693835
0.057836592,0.25025025,0.014737793
0.057666311,0.25125125,0.014777754
0.05750993,0.25225225,0.014821712
0.057332699,0.25325325,0.014873662
0.057193693,0.25425425,0.014909627
0.057033837,0.25525526,0.014961577
0.056891357,0.25625626,0.014997542
0.056700225,0.25725726,0.015061481
0.056522993,0.25825826,0.015113431
0.056352712,0.25925926,0.015177369
0.056203281,0.26026026,0.015213334
0.056036475,0.26126126,0.015265284
0.055925271,0.26226226,0.015337215
0.055814067,0.26326326,0.015385169
0.055675061,0.26426426,0.015433122
0.055483929,0.26526527,0.015485072
0.055306698,0.26626627,0.015537022
0.055174643,0.26726727,0.015600961
0.055021737,0.26826827,0.015660903
0.054865356,0.26926927,0.015696868
0.054695075,0.27027027,0.015748818
0.05456997,0.27127127,0.015796772
0.054420539,0.27227227,0.015848722
0.054271109,0.27327327,0.015904668
0.054114728,0.27427427,0.015956618
0.053975723,0.27527528,0.015984591
0.053857568,0.27627628,0.016028548
0.053718563,0.27727728,0.016100479
0.053534381,0.27827828,0.016180402
0.053343249,0.27927928,0.016240344
0.053207719,0.28028028,0.016308279
0.053065239,0.28128128,0.016364225
0.052905383,0.28228228,0.016416175
0.052762902,0.28328328,0.016468125
0.052603046,0.28428428,0.016508086
0.052509218,0.28528529,0.016568028
0.052411914,0.28628629,0.016603994
0.052262484,0.28728729,0.016635963
0.05217213,0.28828829,0.01671189
0.05204355,0.28928929,0.016759844
0.051928871,0.29029029,0.016819786
0.051803766,0.29129129,0.016871736
0.051671711,0.29229229,0.016943666
0.051525756,0.29329329,0.017003609
0.051404126,0.29429429,0.017047566
0.05123037,0.2952953,0.017139478
0.051105265,0.2962963,0.017191427
0.050948884,0.2972973,0.017243377
0.05082378,0.2982983,0.017299323
0.050723001,0.2992993,0.017351273
0.050611797,0.3003003,0.017407219
0.050493642,0.3013013,0.017459169
0.050413714,0.3023023,0.017535096
0.050281659,0.3033033,0.017567065
0.050132229,0.3043043,0.017650984
0.050017549,0.30530531,0.017682954
0.049906345,0.30630631,0.017746892
0.049815992,0.30730731,0.0178428
0.049718688,0.30830831,0.017894749
0.049583158,0.30930931,0.017942703
0.049482379,0.31031031,0.01801863
0.049339899,0.31131131,0.018086565
0.049197419,0.31231231,0.018138514
0.049041038,0.31331331,0.018238418
0.048929834,0.31431431,0.01829836
0.048797779,0.31531532,0.018366295
0.048644873,0.31631632,0.018398264
0.048530194,0.31731732,0.018474191
0.048377288,0.31831832,0.018554114
0.048286935,0.31931932,0.018598071
0.048179206,0.32032032,0.018646025
0.048095802,0.32132132,0.018705967
0.047974173,0.32232232,0.018745929
0.047859494,0.32332332,0.018833844
0.047713538,0.32432432,0.018897783
0.047591909,0.32532533,0.018977705
0.047487655,0.32632633,0.019041644
0.047372975,0.32732733,0.019105582
0.04724092,0.32832833,0.01914954
0.04709844,0.32932933,0.01920149
0.04696986,0.33033033,0.019261432
0.046872557,0.33133133,0.019313382
0.046747452,0.33233233,0.019421278
0.046653623,0.33333333,0.019485216
0.046525044,0.33433433,0.019545158
0.04642079,0.33533534,0.019593112
0.04629916,0.33633634,0.019685024
0.046184481,0.33733734,0.019756954
0.046125404,0.33833834,0.0198129
0.045996824,0.33933934,0.019852862
0.045878669,0.34034034,0.019924793
0.045767465,0.34134134,0.019988731
0.045687537,0.34234234,0.020048673
0.045562432,0.34334334,0.020108615
0.045444278,0.34434434,0.020192534
0.04535045,0.34534535,0.02024848
0.045225345,0.34634635,0.020284446
0.045121091,0.34734735,0.020308423
0.045034213,0.34834835,0.020356376
0.044929959,0.34934935,0.020424311
0.04482918,0.35035035,0.020496242
0.044721451,0.35135135,0.020544195
0.044578971,0.35235235,0.020604138
0.04443649,0.35335335,0.020648095
0.044328761,0.35435435,0.020732014
0.044245358,0.35535536,0.020827922
0.044148054,0.35635636,0.020879872
0.044019475,0.35735736,0.020911841
0.043915221,0.35835836,0.020987768
0.043790116,0.35935936,0.021063695
0.043685862,0.36036036,0.021135625
0.043578133,0.36136136,0.021195567
0.043442603,0.36236236,0.021271494
0.043314023,0.36336336,0.021331436
0.043209769,0.36436436,0.02137939
0.043098565,0.36536537,0.02143134
0.042994311,0.36636637,0.021479294
0.042872682,0.36736737,0.021571205
0.042785803,0.36836837,0.021627151
0.042674599,0.36936937,0.021675105
0.04257382,0.37037037,0.02174304
0.042462616,0.37137137,0.02181497
0.042358362,0.37237237,0.021878909
0.042254108,0.37337337,0.021926863
0.04216028,0.37437437,0.021990801
0.042062976,0.37537538,0.022050743
0.041941347,0.37637638,0.022090705
0.041823192,0.37737738,0.022158639
0.041729364,0.37837838,0.022266535
0.04162511,0.37937938,0.022338466
0.041486105,0.38038038,0.022394412
0.041395751,0.38138138,0.022446362
0.041284547,0.38238238,0.022482327
0.041176818,0.38338338,0.022570242
0.041100365,0.38438438,0.022630185
0.041003062,0.38538539,0.022698119
0.040909233,0.38638639,0.022754065
0.040798029,0.38738739,0.022829992
0.04069725,0.38838839,0.022897926
0.040586046,0.38938939,0.022981846
0.040474842,0.39039039,0.023041788
0.040391439,0.39139139,0.023117715
0.04028371,0.39239239,0.023169664
0.040200307,0.39339339,0.023217618
0.040068252,0.39439439,0.023273564
0.039960523,0.3953954,0.023345495
0.03989102,0.3963964,0.023421422
0.039793716,0.3973974,0.023513333
0.039713788,0.3983984,0.023581268
0.039630385,0.3993994,0.023653198
0.039526131,0.4004004,0.023705148
0.039421877,0.4014014,0.023789067
0.03935585,0.4024024,0.023853006
0.039258546,0.4034034,0.023900959
0.039126491,0.4044044,0.023956906
0.039050038,0.40540541,0.024016848
0.038935359,0.40640641,0.024108759
0.038845006,0.40740741,0.024164705
0.038761603,0.40840841,0.02423264
0.038653874,0.40940941,0.02430457
0.038566995,0.41041041,0.024368509
0.038528769,0.41141141,0.024440439
0.038424515,0.41241241,0.024516366
0.038358487,0.41341341,0.024600285
0.038264659,0.41441441,0.024672216
0.038191681,0.41541542,0.024756135
0.038125654,0.41641642,0.024820073
0.038056151,0.41741742,0.024864031
0.037951897,0.41841842,0.024939958
0.037858069,0.41941942,0.024991908
0.037785091,0.42042042,0.025063838
0.037691262,0.42142142,0.025135769
0.037611334,0.42242242,0.025211696
0.037503605,0.42342342,0.025303607
0.037402827,0.42442442,0.025375538
0.037319424,0.42542543,0.025439476
0.03722212,0.42642643,0.025491426
0.037138717,0.42742743,0.025567353
0.037041413,0.42842843,0.025659264
0.03695106,0.42942943,0.025707218
0.036857231,0.43043043,0.02576716
0.036770353,0.43143143,0.025855076
0.0366939,0.43243243,0.025899033
0.036589646,0.43343343,0.025978956
0.036516668,0.43443443,0.026030906
0.036447166,0.43543544,0.026074864
0.036346387,0.43643644,0.026162779
0.036283835,0.43743744,0.026230714
0.036169155,0.43843844,0.026270675
0.036071852,0.43943944,0.026318629
0.035967598,0.44044044,0.026382567
0.03588767,0.44144144,0.026418533
0.035797317,0.44244244,0.026486467
0.035689587,0.44344344,0.026550405
0.035627035,0.44444444,0.026638321
0.035540157,0.44544545,0.026714247
0.035435903,0.44644645,0.026786178
0.035355975,0.44744745,0.026858109
0.035262146,0.44844845,0.026926043
0.035182218,0.44944945,0.026962009
0.035084915,0.45045045,0.027041932
0.034994561,0.45145145,0.027093881
0.034928534,0.45245245,0.027149828
0.03481038,0.45345345,0.027237743
0.034723501,0.45445445,0.027293689
0.034657474,0.45545546,0.027357627
0.034584496,0.45645646,0.027461527
0.034476767,0.45745746,0.027529462
0.034428115,0.45845846,0.027597396
0.034327336,0.45945946,0.027685311
0.034243933,0.46046046,0.02776923
0.03416748,0.46146146,0.027849153
0.034080602,0.46246246,0.027941065
0.034004149,0.46346346,0.027993015
0.033927696,0.46446446,0.028072938
0.033826918,0.46546547,0.028148864
0.03376089,0.46646647,0.02823678
0.033694863,0.46746747,0.028300718
0.033590609,0.46846847,0.02836066
0.033514156,0.46946947,0.028444579
0.033423803,0.47047047,0.028544483
0.033343875,0.47147147,0.028600429
0.033243096,0.47247247,0.02867236
0.033117991,0.47347347,0.028756279
0.033045013,0.47447447,0.028812225
0.032972036,0.47547548,0.028876163
0.032892108,0.47647648,0.028964079
0.03281218,0.47747748,0.029067978
0.032742677,0.47847848,0.029151898
0.032669699,0.47947948,0.029239813
0.032579346,0.48048048,0.029319736
0.032509843,0.48148148,0.029403655
0.032447291,0.48248248,0.029479582
0.032374313,0.48348348,0.029559505
0.032270059,0.48448448,0.029635431
0.032204032,0.48548549,0.02969937
0.032110203,0.48648649,0.029787285
0.032016375,0.48748749,0.029831243
0.031932972,0.48848849,0.029915162
0.031846093,0.48948949,0.03003105
0.031727939,0.49049049,0.030118965
0.031648011,0.49149149,0.030182904
0.031557658,0.49249249,0.0302908
0.031488155,0.49349349,0.0303947
0.031394327,0.49449449,0.030482615
0.031335249,0.4954955,0.030586515
0.031251846,0.4964965,0.030682422
0.031158018,0.4974975,0.03077833
0.031064189,0.4984985,0.030854256
0.030987736,0.4994995,0.030906206
0.030918234,0.5005005,0.030978137
0.030834831,0.5015015,0.031050068
0.030751427,0.5025025,0.031121998
0.030654124,0.5035035,0.031229894
0.030598522,0.5045045,0.031333794
0.030525544,0.50550551,0.031401729
0.030462992,0.50650651,0.031485648
0.030379588,0.50750751,0.031561575
0.030306611,0.50850851,0.031685455
0.030212782,0.50950951,0.03175339
0.030139804,0.51051051,0.031837309
0.030056401,0.51151151,0.031905243
0.030011225,0.51251251,0.032045109
0.029920871,0.51351351,0.032093062
0.029858319,0.51451451,0.032168989
0.029792291,0.51551552,0.032244916
0.029715839,0.51651652,0.032324839
0.029663712,0.51751752,0.03241675
0.029601159,0.51851852,0.032536635
0.029517756,0.51951952,0.032632542
0.029462154,0.52052052,0.032704473
0.029399602,0.52152152,0.032796384
0.029347475,0.52252252,0.032880303
0.029284922,0.52352352,0.032968219
0.02921542,0.52452452,0.033056134
0.029142442,0.52552553,0.033156038
0.029045138,0.52652653,0.033255941
0.029006912,0.52752753,0.033343857
0.028926984,0.52852853,0.033439764
0.028878332,0.52952953,0.033559648
0.028781029,0.53053053,0.033627583
0.028676775,0.53153153,0.033715498
0.028631598,0.53253253,0.033803414
0.028572521,0.53353353,0.033919302
0.028503018,0.53453453,0.033995229
0.028436991,0.53553554,0.034095132
0.028353588,0.53653654,0.034211021
0.028284085,0.53753754,0.034302932
0.028235433,0.53853854,0.034406832
0.028186781,0.53953954,0.034494747
0.028086003,0.54054054,0.03457467
0.028044301,0.54154154,0.034662585
0.027957423,0.54254254,0.034726524
0.027877495,0.54354354,0.034766485
0.027804517,0.54454454,0.034838416
0.02774544,0.54554555,0.034954304
0.027665512,0.54654655,0.0350622
0.027596009,0.54754755,0.035190077
0.027498706,0.54854855,0.03528998
0.027429203,0.54954955,0.035369903
0.0273597,0.55055055,0.035493784
0.027293673,0.55155155,0.035597684
0.027234596,0.55255255,0.035713572
0.027161618,0.55355355,0.035817472
0.027102541,0.55455455,0.03591338
0.027019138,0.55555556,0.036013283
0.026956585,0.55655656,0.036085214
0.026845381,0.55755756,0.036189114
0.026768928,0.55855856,0.036301006
0.026692475,0.55955956,0.036404906
0.026626448,0.56056056,0.036496817
0.026584746,0.56156156,0.036600717
0.026536094,0.56256256,0.036712609
0.026483967,0.56356356,0.03678454
0.02641794,0.56456456,0.036880447
0.026334537,0.56556557,0.036972359
0.026244184,0.56656657,0.037108228
0.026192057,0.56756757,0.037224116
0.026098228,0.56856857,0.03732402
0.025990499,0.56956957,0.03739595
0.025900146,0.57057057,0.037487862
0.025827168,0.57157157,0.037567785
0.02576114,0.57257257,0.037643711
0.025719439,0.57357357,0.037739619
0.025636036,0.57457457,0.037815546
0.025570008,0.57557558,0.037899465
0.025503981,0.57657658,0.037995372
0.025441428,0.57757758,0.038079292
0.025375401,0.57857858,0.038163211
0.025302423,0.57957958,0.038267111
0.025253771,0.58058058,0.03837101
0.025184269,0.58158158,0.03847491
0.025111291,0.58258258,0.038554833
0.025038313,0.58358358,0.038654737
0.02494796,0.58458458,0.038758637
0.024874982,0.58558559,0.038846552
0.024833281,0.58658659,0.038930471
0.024781154,0.58758759,0.039058348
0.024701226,0.58858859,0.039126282
0.024628248,0.58958959,0.039234178
0.02454832,0.59059059,0.039362055
0.024471867,0.59159159,0.039469951
0.02441279,0.59259259,0.039593832
0.024357188,0.59359359,0.039693735
0.02428421,0.59459459,0.039821612
0.024207757,0.5955956,0.039941496
0.024138255,0.5965966,0.040057385
0.024072227,0.5975976,0.040185261
0.023985349,0.5985986,0.040269181
0.023929747,0.5995996,0.040361092
0.023874145,0.6006006,0.040472984
0.023804642,0.6016016,0.040560899
0.023724714,0.6026026,0.040636826
0.023669112,0.6036036,0.040760707
0.023623935,0.6046046,0.040880591
0.023561383,0.60560561,0.04101646
0.02349188,0.60660661,0.041140341
0.023425853,0.60760761,0.04127621
0.023377201,0.60860861,0.041384106
0.02334245,0.60960961,0.041472021
0.023290323,0.61061061,0.041623875
0.023217345,0.61161161,0.041687813
0.023130467,0.61261261,0.041791713
0.023060964,0.61361361,0.041911597
0.023015788,0.61461461,0.04204347
0.02295671,0.61561562,0.042115401
0.022904583,0.61661662,0.042227293
0.022838556,0.61761762,0.042331193
0.022789904,0.61861862,0.042411116
0.022720401,0.61961962,0.042507023
0.022675225,0.62062062,0.042638896
0.022630048,0.62162162,0.042758781
0.02254317,0.62262262,0.042854688
0.022459767,0.62362362,0.042922623
0.022386789,0.62462462,0.042994553
0.022320761,0.62562563,0.043090461
0.022254734,0.62662663,0.043198357
0.022202607,0.62762763,0.043370191
0.022153955,0.62862863,0.04350606
0.022087928,0.62962963,0.043601968
0.022025375,0.63063063,0.043725848
0.021966298,0.63163163,0.04386971
0.021889845,0.63263263,0.043985598
0.021802967,0.63363363,0.044121467
0.021733464,0.63463463,0.044229363
0.021646586,0.63563564,0.044365232
0.02160836,0.63663664,0.044521082
0.021552758,0.63763764,0.044640966
0.021521482,0.63863864,0.044720889
0.02147978,0.63963964,0.044852762
0.021399852,0.64064064,0.045012608
0.021340775,0.64164164,0.045112512
0.021271272,0.64264264,0.045268361
0.021198294,0.64364364,0.045392242
0.021114891,0.64464464,0.045512126
0.021052339,0.64564565,0.045636007
0.020975886,0.64664665,0.045735911
0.020923759,0.64764765,0.045875776
0.020857732,0.64864865,0.045991664
0.020781279,0.64964965,0.046095564
0.020739577,0.65065065,0.04625541
0.020659649,0.65165165,0.046399271
0.020610997,0.65265265,0.046515159
0.02055192,0.65365365,0.046647032
0.020506743,0.65465465,0.046782901
0.020454617,0.65565566,0.046902786
0.020392064,0.65665666,0.047046647
0.020315611,0.65765766,0.047130566
0.020242634,0.65865866,0.047262439
0.02015228,0.65965966,0.047382323
0.020075827,0.66066066,0.047530181
0.020020225,0.66166166,0.047678038
0.019957673,0.66266266,0.047845877
0.019895121,0.66366366,0.047961765
0.019836043,0.66466466,0.048057672
0.019770016,0.66566567,0.048149584
0.019731789,0.66666667,0.048281457
0.019669237,0.66766767,0.048449295
0.01961711,0.66866867,0.048573175
0.019558033,0.66966967,0.048673079
0.019485055,0.67067067,0.048812944
0.019419028,0.67167167,0.048940821
0.019373851,0.67267267,0.049064702
0.019328674,0.67367367,0.049216555
0.019259172,0.67467467,0.049360417
0.019213995,0.67567568,0.04951227
0.019165343,0.67667668,0.049636151
0.019092365,0.67767768,0.049756035
0.019026338,0.67867868,0.04987592
0.018960311,0.67967968,0.049979819
0.018897758,0.68068068,0.050171635
0.018845631,0.68168168,0.050283527
0.018814355,0.68268268,0.050463353
0.018765703,0.68368368,0.050607215
0.018710101,0.68468468,0.050743084
0.018657974,0.68568569,0.050906926
0.018584996,0.68668669,0.051042795
0.018518969,0.68768769,0.051210633
0.018459892,0.68868869,0.051378471
0.018414715,0.68968969,0.051510344
0.018376489,0.69069069,0.051686175
0.018296561,0.69169169,0.051822044
0.018251384,0.69269269,0.051957913
0.018199257,0.69369369,0.052057816
0.018150605,0.69469469,0.052177701
0.018084578,0.6956957,0.052357527
0.018032451,0.6966967,0.052525366
0.017976849,0.6976977,0.052681215
0.017914296,0.6986987,0.05282108
0.017865645,0.6996997,0.052960946
0.017855219,0.7007007,0.053100811
0.017785717,0.7017017,0.053232684
0.017716214,0.7027027,0.053364557
0.017646711,0.7037037,0.05351641
0.017598059,0.7047047,0.053648283
0.017538982,0.70570571,0.053804133
0.017479905,0.70670671,0.053947994
0.017431253,0.70770771,0.054135813
0.017372176,0.70870871,0.054311644
0.017299198,0.70970971,0.054471489
0.017233171,0.71071071,0.054651316
0.017177569,0.71171171,0.05480317
0.017135867,0.71271271,0.054979
0.017066365,0.71371371,0.055114869
0.017003812,0.71471471,0.055234754
0.016944735,0.71571572,0.055382611
0.016875232,0.71671672,0.055514484
0.016826581,0.71771772,0.055694311
0.016802255,0.71871872,0.055910103
0.016760553,0.71971972,0.05610991
0.016708426,0.72072072,0.056281744
0.016638924,0.72172172,0.056429602
0.016569421,0.72272272,0.056657382
0.016486018,0.72372372,0.056861186
0.016433891,0.72472472,0.057025028
0.016326162,0.72572573,0.05718887
0.016298361,0.72672673,0.057340724
0.016239284,0.72772773,0.057480589
0.016152405,0.72872873,0.057660415
0.016100278,0.72972973,0.057820261
0.01602035,0.73073073,0.057932153
0.015929997,0.73173173,0.058095995
0.01588482,0.73273273,0.058251845
0.015839644,0.73373373,0.058439664
0.015797942,0.73473473,0.058595514
0.01573539,0.73573574,0.058747368
0.015679788,0.73673674,0.058883237
0.015638086,0.73773774,0.059003121
0.015568583,0.73873874,0.059194936
0.015509506,0.73973974,0.059338797
0.015467805,0.74074074,0.05952262
0.015415678,0.74174174,0.059702447
0.015377451,0.74274274,0.05988627
0.015314899,0.74374374,0.0600621
0.015255822,0.74474474,0.060257911
0.01520022,0.74574575,0.060421753
0.015130717,0.74674675,0.06065353
0.015082065,0.74774775,0.06082936
0.015040364,0.74874875,0.06103716
0.014988237,0.74974975,0.06119301
0.014932635,0.75075075,0.061404806
0.014866607,0.75175175,0.06157664
0.01481448,0.75275275,0.061792432
0.014758878,0.75375375,0.061984247
0.014713701,0.75475475,0.062204035
0.014658099,0.75575576,0.06237587
0.014599022,0.75675676,0.062611642
0.014539945,0.75775776,0.062779481
0.014505194,0.75875876,0.062931334
0.014466967,0.75975976,0.06309118
0.01440789,0.76076076,0.063314964
0.014345338,0.76176176,0.06352676
0.014307111,0.76276276,0.063698595
0.014241084,0.76376376,0.063898402
0.014185482,0.76476476,0.064078229
0.014098603,0.76576577,0.064254059
0.014039526,0.76676677,0.064441878
