eventDuration,fadcReadout,szint1,szint2,runNumber
2.210362,1,0,25,240
0.64524295,1,4095,52,240
1.0719551,1,0,23,240
0.44328295,1,0,18,240
1.0478877,1,0,49,240
1.7089162,1,4095,9,240
0.61446915,1,0,54,240
2.173571,1,0,19,240
0.81477848,1,0,35,240
0.47129342,1,0,11,240
2.2445114,1,0,20,240
1.9450228,1,4095,42,240
1.607286,1,4095,9,240
1.6042337,1,0,51,240
0.4611502,1,0,47,240
0.48869428,1,0,52,240
0.08171015,1,0,52,240
0.62110073,1,0,43,240
0.065513425,1,0,20,240
0.1013637,1,0,42,240
1.1081342,1,4095,14,240
0.99986395,1,0,43,240
1.688217,1,4095,46,240
0.53092622,1,0,41,240
0.10892868,1,0,33,240
1.6954202,1,0,42,240
1.6815948,1,0,36,240
2.1656799,1,0,47,240
0,1,0,25,240
1.8652964,1,4095,37,240
0.75971532,1,0,51,240
0.1485524,1,0,49,240
1.4990875,1,0,26,240
1.9191066,1,0,24,240
2.1575634,1,0,33,240
0.37904275,1,0,23,240
1.7156048,1,0,52,240
2.0793519,1,0,32,240
1.6162428,1,0,17,240
1.2186226,1,0,39,240
1.3545302,1,4095,32,240
1.8615046,1,0,52,240
0,1,0,19,240
0.68447507,1,0,29,240
1.3359088,1,0,57,240
2.1159474,1,0,27,240
2.1455636,1,4095,21,240
1.7374284,1,4095,54,240
1.8762781,1,0,32,240
1.1742187,1,4095,37,240
0.94211027,1,0,38,240
1.9666599,1,0,8,240
1.4034677,1,4095,42,240
0.6443266,1,0,22,240
1.558557,1,0,55,240
0.87802397,1,0,48,240
0.95674987,1,0,32,240
1.4952811,1,0,18,240
2.165537,1,0,28,240
1.9939594,1,4095,35,240
0.94430828,1,0,38,240
0.84486935,1,0,40,240
1.5764073,1,0,43,240
1.0702907,1,0,18,240
0.39811473,1,0,44,240
1.0981488,1,0,29,240
0.001505875,1,0,61,240
0.8348666,1,0,18,240
1.3432564,1,4095,14,240
0.87755973,1,0,36,240
1.33326,1,4095,50,240
1.1757248,1,4095,20,240
1.2636989,1,0,16,240
1.2013651,1,0,21,240
1.9222217,1,0,46,240
1.9086687,1,4095,11,240
1.4835262,1,0,31,240
0.21736005,1,0,23,240
1.6997764,1,0,25,240
1.7387047,1,0,33,240
0.17999125,1,0,26,240
0.02432605,1,0,52,240
1.226656,1,0,50,240
0.96930682,1,4095,13,240
1.6796069,1,4095,51,240
1.4578604,1,0,58,240
1.6737545,1,0,7,240
1.8048759,1,0,20,240
0.52794028,1,0,46,240
1.3031596,1,4095,30,240
1.6233088,1,0,45,240
1.3369846,1,4095,29,240
1.9355281,1,0,36,240
2.0175911,1,0,21,240
1.2194393,1,0,51,240
0.3880864,1,4095,32,240
2.046315,1,0,40,240
1.9309109,1,4095,38,240
1.20456,1,0,32,240
0.62968215,1,0,29,240
1.9122891,1,0,42,240
0.63862962,1,0,49,240
0.40588122,1,0,36,240
0.5929081,1,0,36,240
0.7555406,1,0,38,240
1.8823456,1,0,38,240
0.57487818,1,0,46,240
2.1749201,1,0,42,240
0.018228325,1,0,23,240
0.24856892,1,0,31,240
0.10721545,1,0,7,240
0.038976525,1,0,47,240
1.1725391,1,0,41,240
0.017352725,1,0,19,240
0.22419848,1,0,23,240
0.60723063,1,0,8,240
1.3482151,1,0,10,240
0.49333593,1,0,11,240
0.78475645,1,0,26,240
0.33478445,1,0,42,240
2.2461335,1,0,38,240
0.8557435,1,0,44,240
1.3573451,1,0,46,240
0.9460657,1,4095,47,240
0.7187791,1,0,36,240
1.5453807,1,0,48,240
2.0627494,1,0,41,240
0.73894938,1,0,25,240
1.4042146,1,0,50,240
0.9091545,1,0,38,240
0.6160787,1,0,15,240
0.55732552,1,0,7,240
0.50861102,1,0,5,240
1.1652299,1,0,67,240
1.1559583,1,0,16,240
0.69774303,1,0,42,240
1.5284821,1,0,54,240
1.4352174,1,0,54,240
0.38222407,1,0,61,240
0.016595075,1,0,15,240
2.2416175,1,4095,32,240
0.92165682,1,0,10,240
1.7173464,1,0,24,240
1.8584628,1,0,50,240
2.2109913,1,0,7,240
0.82410468,1,0,54,240
1.553614,1,0,11,240
0.89225557,1,0,34,240
1.9139719,1,0,33,240
0.30367103,1,0,15,240
1.0270659,1,0,47,240
2.0528896,1,0,42,240
1.3925744,1,4095,29,240
0.1030545,1,0,32,240
1.5232877,1,0,29,240
1.8161359,1,0,41,240
0.98463555,1,0,19,240
0,1,4095,49,240
1.9399456,1,4095,16,240
1.5922892,1,0,9,240
1.6031097,1,4095,5,240
0.21288485,1,4095,23,240
0.85073393,1,0,53,240
1.3208144,1,0,30,240
0.71702657,1,0,51,240
2.2585746,1,4095,48,240
1.326611,1,0,19,240
0.42145485,1,0,47,240
0.3456141,1,0,35,240
0.70373257,1,53,49,240
1.9461843,1,0,13,240
1.0298422,1,0,31,240
0.26499842,1,0,23,240
1.353997,1,0,39,240
1.5547992,1,0,44,240
0.6731954,1,0,44,240
1.1146251,1,0,16,240
0.45224568,1,0,13,240
1.8032748,1,0,17,240
1.5172668,1,0,23,240
0.40276908,1,0,23,240
1.3212974,1,0,55,240
1.3788542,1,0,9,240
1.8961143,1,0,27,240
1.2787002,1,0,7,240
0.1082166,1,0,36,240
0.10731085,1,0,54,240
0.85918388,1,4095,32,240
1.44939,1,0,9,240
1.600356,1,0,21,240
0.41596885,1,0,7,240
1.2500076,1,0,33,240
0.12003912,1,0,32,240
0.47405485,1,0,16,240
0.9552628,1,0,21,240
0.55215112,1,0,56,240
0.0617586,1,0,35,240
1.8492051,1,0,45,240
0.28035128,1,0,26,240
0.40922835,1,0,33,240
1.6838119,1,0,23,240
1.4511845,1,0,31,240
0.6032678,1,0,51,240
2.1107986,1,0,45,240
1.8059604,1,0,32,240
0.4961424,1,0,48,240
0.38130192,1,0,24,240
0.49662205,1,0,12,240
0.6017805,1,0,49,240
1.2912507,1,0,27,240
1.3525998,1,20,18,240
0,1,0,255,240
1.5888131,1,0,9,240
0.43969325,1,0,30,240
1.3906085,1,0,48,240
1.4089821,1,0,55,240
1.8520407,1,0,27,240
1.3798018,1,0,37,240
1.7981722,1,0,19,240
0.37357808,1,0,26,240
0.00853855,1,0,29,240
0.26927798,1,0,49,240
0.56289895,1,0,58,240
2.0691267,1,0,33,240
0.39018103,1,0,36,240
1.5872104,1,0,39,240
1.0371053,1,0,24,240
0.21584975,1,0,17,240
0.99579772,1,0,30,240
1.0788648,1,0,55,240
1.44198,1,0,39,240
0.8643829,1,4095,42,240
0.93293847,1,0,53,240
1.0933325,1,4095,39,240
0.81379128,1,0,19,240
0.53073627,1,0,29,240
1.0813267,1,0,28,240
0.38967003,1,0,29,240
0.1699564,1,0,46,240
1.6276997,1,0,52,240
2.0644789,1,0,34,240
0.6566534,1,0,53,240
0.44040418,1,0,9,240
1.7543232,1,0,40,240
0.45511478,1,0,15,240
0.92306355,1,4095,46,240
2.2432957,1,0,28,240
0.17700225,1,0,15,240
1.4131022,1,4095,17,240
1.8356489,1,0,22,240
0.13736015,1,0,50,240
0.3250362,1,0,51,240
0.3177573,1,0,32,240
2.0078267,1,0,48,240
1.9085638,1,0,53,240
1.8668586,1,0,56,240
2.0120405,1,0,34,240
1.5792999,1,0,32,240
0.82291618,1,0,61,240
2.0391495,1,0,28,240
0,1,0,14,240
2.0096331,1,4095,33,240
0.96938055,1,4095,14,240
1.5532514,1,0,49,240
1.6921349,1,0,14,240
0.30536655,1,0,22,240
2.24551,1,0,8,240
1.2414608,1,54,51,240
0,1,0,19,240
2.1589436,1,0,20,240
1.5317065,1,4095,29,240
0.84256335,1,0,35,240
0.8733138,1,0,19,240
0.0138883,1,0,10,240
1.8626251,1,0,21,240
0.19090485,1,0,11,240
2.1584534,1,0,33,240
1.8204209,1,0,31,240
1.8376298,1,0,28,240
1.1965359,1,0,7,240
2.0691478,1,0,11,240
1.7738879,1,0,17,240
1.613326,1,0,34,240
2.2061157,1,4095,51,240
0.54630965,1,0,21,240
0.45540728,1,0,33,240
1.5316491,1,0,33,240
0.61716697,1,0,33,240
0.57904212,1,0,48,240
0.8371238,1,0,36,240
1.4589516,1,0,49,240
0.7033936,1,0,53,240
1.0810312,1,0,36,240
0.42587935,1,0,17,240
2.0079908,1,0,41,240
1.6340141,1,0,44,240
0.38235133,1,0,33,240
2.1511691,1,0,56,240
0.05765075,1,0,18,240
0.89753582,1,0,33,240
0.40750408,1,0,15,240
2.1627846,1,4095,42,240
0.51194125,1,0,7,240
1.1954126,1,0,31,240
1.8495178,1,0,7,240
0.6006645,1,0,42,240
1.2001521,1,0,29,240
1.7286229,1,0,16,240
0.94613565,1,4095,15,240
1.4081165,1,0,11,240
0.6187534,1,0,13,240
1.6834615,1,0,23,240
0.16719733,1,0,39,240
1.031724,1,0,17,240
0.1807909,1,0,42,240
1.3799276,1,0,37,240
0.89649188,1,0,49,240
0.59203297,1,0,24,240
1.845716,1,0,42,240
0.008973825,1,0,30,240
0.30927573,1,15,11,240
2.0322826,1,0,27,240
0.17756915,1,0,10,240
1.839469,1,0,32,240
1.5180906,1,0,20,240
0.67580285,1,0,40,240
0.6676042,1,0,34,240
1.2296529,1,0,48,240
1.5130977,1,0,47,240
1.8839613,1,4095,53,240
0.46312513,1,0,12,240
0.94434335,1,0,21,240
0.66421943,1,4095,32,240
1.5283969,1,4095,19,240
1.4066652,1,0,3,240
1.4333962,1,4095,30,240
0.73149127,1,0,58,240
0.41552705,1,0,22,240
1.1546174,1,0,27,240
1.8111648,1,4095,25,240
1.117543,1,0,10,240
1.0150581,1,0,36,240
0.48962183,1,0,45,240
0.5185601,1,0,43,240
0.40779382,1,0,37,240
1.805051,1,0,29,240
0,1,0,24,240
1.097502,1,4095,16,240
1.1471888,1,0,35,240
0.46969525,1,0,25,240
0.85886927,1,4095,46,240
1.8363356,1,0,34,240
2.0200736,1,4095,29,240
0,1,4095,52,240
2.0192268,1,4095,19,240
0.60287053,1,0,58,240
1.0169539,1,0,59,240
1.2549586,1,0,23,240
1.3552863,1,0,87,240
0.50946978,1,0,40,240
1.2610211,1,0,38,240
1.7310198,1,4095,41,240
1.8871488,1,4095,20,240
1.7070175,1,0,54,240
0.13904783,1,0,40,240
1.4241248,1,0,51,240
0.71710803,1,0,35,240
1.436419,1,0,48,240
0.8474287,1,0,51,240
0.88295532,1,0,7,240
2.2430222,1,4095,35,240
1.2649124,1,0,20,240
1.198463,1,0,30,240
0.43601265,1,0,53,240
1.9803876,1,4095,65,240
2.2334773,1,0,22,240
2.1232583,1,4095,46,240
1.4038288,1,44,40,240
2.0069289,1,0,29,240
1.372304,1,0,16,240
0.54642045,1,0,52,240
2.2465389,1,4095,26,240
1.6705961,1,0,35,240
0.19910538,1,0,34,240
0.51192595,1,0,36,240
1.4775335,1,0,48,240
0.65225145,1,0,41,240
1.3895151,1,0,17,240
0.2738831,1,0,30,240
2.2209188,1,4095,42,240
0,1,0,30,240
2.1243011,1,0,50,240
1.1206481,1,0,9,240
1.4154437,1,4095,32,240
0.072094025,1,0,49,240
2.2557662,1,0,49,240
0.5414144,1,0,11,240
1.2398853,1,0,35,240
1.6504859,1,0,20,240
0.66916593,1,0,11,240
1.5449443,1,0,45,240
0.8990513,1,0,48,240
1.3244496,1,0,33,240
1.5214307,1,0,18,240
0,1,0,41,240
1.0512789,1,4095,39,240
0.098572,1,0,50,240
1.0884641,1,0,33,240
0,1,0,255,240
1.6693651,1,49,46,240
1.6685488,1,28,26,240
1.0951602,1,0,47,240
0.1736085,1,0,38,240
1.7860091,1,0,43,240
0.854913,1,0,48,240
1.9302089,1,0,5,240
0.96124818,1,4095,14,240
0.71918815,1,4095,19,240
2.127897,1,4095,22,240
1.1990085,1,0,22,240
1.4181396,1,0,16,240
0.49016372,1,0,37,240
0.8098264,1,0,44,240
0.47128188,1,0,66,240
1.3981043,1,0,28,240
0.013830925,1,0,19,240
1.827978,1,0,36,240
1.5875858,1,0,49,240
0.0912383,1,0,23,240
2.2291012,1,0,45,240
0.000776775,1,0,42,240
0.08726415,1,0,51,240
1.3908201,1,4095,38,240
2.0135866,1,4095,10,240
0.13485247,1,0,16,240
0.75179715,1,0,12,240
1.3275985,1,0,50,240
0.52907675,1,0,27,240
0.26906935,1,0,22,240
1.6470184,1,0,13,240
0.17123473,1,0,28,240
1.2376671,1,0,29,240
0.33498365,1,0,30,240
0.9112519,1,0,48,240
0.0511967,1,0,52,240
1.7154216,1,4095,56,240
1.3983224,1,0,39,240
0.84374557,1,0,21,240
1.5947147,1,0,25,240
1.5062177,1,0,39,240
1.4057915,1,0,29,240
1.1875531,1,0,43,240
0.88963743,1,0,31,240
1.982649,1,0,40,240
1.3177139,1,0,50,240
0.10056318,1,0,51,240
2.2237922,1,0,34,240
0.28922313,1,0,37,240
2.1526317,1,0,57,240
1.0949307,1,0,29,240
0.57387078,1,0,44,240
0.7227946,1,0,34,240
1.880983,1,4095,51,240
0,1,0,255,240
1.2385271,1,0,47,240
0.21689125,1,0,32,240
1.4961421,1,0,49,240
1.2477045,1,0,40,240
0.63999732,1,0,35,240
0.46278415,1,0,45,240
0.90237925,1,0,54,240
0.20487458,1,0,54,240
0.46933933,1,0,20,240
1.6384503,1,4095,33,240
1.381163,1,19,17,240
1.5856997,1,0,27,240
0.65576925,1,0,51,240
0.91860705,1,0,51,240
1.0649744,1,0,21,240
0.138398,1,0,7,240
1.5374011,1,4095,30,240
1.3884546,1,0,41,240
1.9090128,1,0,48,240
1.551391,1,0,55,240
1.1787502,1,0,22,240
0,1,0,255,240
1.3407011,1,0,51,240
0.93504827,1,0,9,240
2.1315657,1,0,20,240
2.010147,1,0,52,240
1.6719468,1,0,63,240
0.74829805,1,0,12,240
0.12770192,1,0,21,240
1.8102737,1,0,40,240
1.3134192,1,0,18,240
1.3149367,1,4095,14,240
0.5437726,1,0,33,240
1.3849879,1,0,34,240
0.65874895,1,0,53,240
0.72066932,1,0,48,240
1.952404,1,0,13,240
1.1609356,1,4095,22,240
1.4075687,1,0,26,240
2.0653031,1,0,33,240
1.3736598,1,0,46,240
0.58670712,1,0,31,240
0.62406432,1,0,39,240
1.8063772,1,0,24,240
1.7839184,1,0,46,240
1.7695366,1,0,20,240
1.2185079,1,0,30,240
1.1639827,1,0,56,240
0.63108972,1,0,59,240
0.8805519,1,0,30,240
0.58320207,1,0,18,240
1.6964583,1,0,16,240
0.61275947,1,0,34,240
1.7449648,1,0,31,240
1.8490055,1,0,27,240
0.020360275,1,0,51,240
1.7501967,1,0,40,240
2.0650079,1,0,7,240
0.019469075,1,0,49,240
0.012207375,1,0,55,240
1.4869836,1,0,57,240
0.82389607,1,0,11,240
0,1,0,255,240
1.0646474,1,0,46,240
1.9274381,1,0,44,240
1.2018801,1,0,22,240
1.1773413,1,0,21,240
2.2327687,1,0,23,240
0,1,0,255,240
2.2542067,1,0,45,240
1.2538361,1,4095,39,240
2.0656345,1,0,52,240
1.0686803,1,0,46,240
1.2386461,1,0,27,240
1.1977019,1,0,48,240
0.10485838,1,4095,29,240
1.1599576,1,0,29,240
0.89635145,1,4095,34,240
1.3709543,1,0,41,240
1.126729,1,0,21,240
0.91113888,1,0,41,240
0.87389797,1,0,56,240
1.1533414,1,0,37,240
0.26010627,1,0,23,240
1.5186352,1,0,39,240
1.3964439,1,0,27,240
0.4595505,1,0,56,240
1.4333441,1,0,40,240
0.23158328,1,0,42,240
1.2270524,1,0,15,240
0.71428005,1,0,21,240
2.0131664,1,4095,33,240
0.79034812,1,4095,51,240
0.6936505,1,0,22,240
1.5618398,1,0,8,240
0,1,0,42,240
1.0325083,1,0,29,240
0.1273691,1,0,62,240
1.6977396,1,0,16,240
1.469874,1,0,38,240
0.89903643,1,0,26,240
2.0198219,1,4095,61,240
0.61125072,1,0,9,240
1.9177731,1,0,20,240
0.56643053,1,0,50,240
1.3767256,1,0,61,240
0.24578373,1,0,53,240
0,1,0,20,240
1.3448351,1,4095,37,240
0.29742128,1,0,41,240
0.9324128,1,0,26,240
1.6231217,1,0,49,240
1.8065786,1,4095,44,240
1.8669803,1,0,6,240
1.9670387,1,0,37,240
1.4939977,1,0,10,240
1.8100091,1,4095,10,240
1.3068674,1,0,28,240
0.75759195,1,0,57,240
0.5799842,1,0,29,240
0.59173168,1,0,41,240
1.2014521,1,0,47,240
1.7038864,1,0,24,240
1.0169336,1,0,18,240
2.0429774,1,4095,7,240
0.42282475,1,0,36,240
1.9183349,1,4095,25,240
0.92336355,1,0,47,240
1.9047215,1,0,44,240
1.0407688,1,0,33,240
0.68693313,1,0,14,240
1.7005231,1,4095,55,240
0.39689325,1,0,46,240
1.5932228,1,0,10,240
0.19837383,1,0,25,240
1.0738027,1,0,13,240
1.7724291,1,4095,16,240
2.1618928,1,0,16,240
0.0555986,1,0,28,240
1.1177215,1,4095,48,240
0.06149195,1,0,40,240
1.0919627,1,4095,49,240
1.8393195,1,4095,20,240
1.1636301,1,0,13,240
0.29871162,1,0,45,240
1.9342028,1,0,58,240
1.3413255,1,4095,50,240
2.1507073,1,0,19,240
1.2444017,1,0,28,240
0.54008043,1,0,12,240
0.65213703,1,0,52,240
2.0458297,1,0,7,240
1.2366611,1,0,29,240
1.9830582,1,4095,23,240
0,1,0,255,240
1.4269165,1,35,33,240
2.0572269,1,0,46,240
1.7192353,1,0,56,240
0.52684945,1,0,41,240
1.4756646,1,0,56,240
1.3837535,1,0,40,240
1.0541704,1,0,37,240
0.89665645,1,0,22,240
0.26866208,1,0,8,240
0.12421237,1,0,28,240
1.8297873,1,0,30,240
1.2354586,1,0,10,240
0.94829095,1,4095,44,240
0.06797525,1,0,13,240
2.1272636,1,0,28,240
0.19835705,1,0,20,240
1.4142185,1,0,40,240
1.7905275,1,0,16,240
0.079413025,1,0,54,240
2.0705459,1,4095,38,240
1.2928138,1,0,21,240
1.8940507,1,0,10,240
2.2600117,1,4095,49,240
0.90519282,1,0,39,240
1.6172898,1,0,19,240
1.9287828,1,0,48,240
0.98403412,1,0,42,240
1.1949245,1,23,22,240
0.75198807,1,0,57,240
1.5859737,1,0,25,240
2.2165709,1,0,18,240
0.32571153,1,0,17,240
0.8644069,1,0,51,240
0.8481506,1,0,5,240
1.5909811,1,0,18,240
1.8662587,1,4095,6,240
2.2598411,1,0,28,240
1.9248391,1,0,17,240
0.068303725,1,0,23,240
1.3990046,1,0,50,240
0.58636115,1,0,8,240
0.52057962,1,0,42,240
0.89756055,1,0,34,240
0.37976583,1,0,29,240
0,1,0,50,240
0,1,0,29,240
1.9987445,1,0,21,240
1.2091095,1,0,18,240
2.1845582,1,0,39,240
1.2343518,1,0,55,240
0.20994515,1,0,34,240
1.3736263,1,0,50,240
0.39887963,1,0,50,240
2.1868872,1,0,13,240
0.45711392,1,0,65,240
1.4006445,1,0,10,240
1.0993219,1,0,46,240
1.9965437,1,0,11,240
1.3388036,1,0,43,240
0.50120225,1,0,15,240
0.46997815,1,4095,61,240
0.43670138,1,0,20,240
1.3033854,1,0,30,240
1.4460876,1,0,16,240
1.1466437,1,0,57,240
0.2622903,1,0,35,240
0.57478337,1,0,28,240
1.7352616,1,0,8,240
0.032638625,1,0,51,240
1.6101381,1,4095,24,240
0.87974755,1,0,24,240
2.1864338,1,4095,19,240
1.198278,1,0,24,240
1.5809812,1,0,33,240
2.1972136,1,0,56,240
0.52059725,1,0,22,240
2.113475,1,0,44,240
0.91182545,1,0,22,240
0.41967532,1,0,56,240
0.2893478,1,0,54,240
1.967882,1,0,46,240
0.18111433,1,0,44,240
0.01558475,1,0,39,240
1.6617696,1,0,35,240
1.2977321,1,0,22,240
0,1,0,40,240
0.15002117,1,0,38,240
1.2610493,1,0,39,240
0.20155325,1,0,18,240
0.52668207,1,0,52,240
1.8634189,1,0,54,240
0.07443765,1,0,34,240
1.244537,1,0,17,240
0.94238895,1,0,8,240
1.5608299,1,0,37,240
0.75523422,1,0,49,240
1.2014392,1,0,9,240
1.2517733,1,0,49,240
1.5266735,1,0,6,240
0.37033145,1,0,8,240
0.59949865,1,0,24,240
2.1619926,1,0,33,240
0.8059518,1,0,29,240
0.00780845,1,0,34,240
1.3895876,1,0,38,240
2.0828965,1,4095,13,240
0.64764637,1,0,28,240
1.6336561,1,0,9,240
1.5872169,1,0,26,240
2.0045269,1,0,10,240
1.5997687,1,0,13,240
0.66453052,1,0,17,240
1.434517,1,0,32,240
1.9157113,1,4095,17,240
0.2977185,1,0,27,240
0.70536405,1,0,55,240
0.85470975,1,0,29,240
1.6485927,1,0,16,240
0.080560175,1,0,35,240
2.2565031,1,17,14,240
0.16296795,1,0,45,240
0.21280533,1,0,44,240
1.7445903,1,4095,56,240
0.3438046,1,0,6,240
2.0425745,1,4095,28,240
1.045835,1,0,17,240
1.6742891,1,0,47,240
6.5e-07,1,0,43,240
1.5135383,1,0,47,240
2.1006271,1,0,49,240
0.73314015,1,0,32,240
1.3874233,1,0,56,240
1.7668055,1,4095,27,240
0.20881743,1,0,27,240
0.6453262,1,0,28,240
1.3819501,1,0,12,240
0.4145649,1,0,46,240
0.3457495,1,0,21,240
1.4852499,1,0,16,240
0.16927565,1,4095,49,240
1.8987318,1,4095,24,240
0.19569433,1,0,26,240
0.1881248,1,0,40,240
1.9429578,1,0,19,240
1.665041,1,4095,36,240
0.55575475,1,0,13,240
1.3915614,1,0,38,240
1.158337,1,0,35,240
1.3983253,1,0,30,240
0.54334912,1,0,42,240
1.4212823,1,0,16,240
1.381627,1,0,33,240
1.2093192,1,0,49,240
2.0173317,1,0,55,240
1.3307216,1,0,33,240
1.7431029,1,4095,39,240
0.9638273,1,0,43,240
0.5793555,1,0,30,240
2.244184,1,0,25,240
1.6766275,1,0,48,240
1.1204253,1,0,7,240
0.64723815,1,0,14,240
1.0642552,1,0,39,240
1.3693916,1,0,57,240
1.6953255,1,0,29,240
0.51268707,1,0,23,240
0.85094295,1,0,58,240
0.72990888,1,0,33,240
1.4538051,1,0,31,240
1.8110629,1,0,12,240
0.1497313,1,0,47,240
0.44985325,1,0,20,240
0.1299497,1,0,52,240
1.4731076,1,0,60,240
0.5290914,1,0,28,240
0.36666435,1,0,55,240
2.2531153,1,0,62,240
1.2598883,1,0,13,240
0,1,4095,255,240
0.61071032,1,0,45,240
0.55952165,1,0,20,240
1.2053437,1,0,43,240
2.0362456,1,0,29,240
0.9160102,1,0,11,240
0.0567103,1,0,5,240
1.3662756,1,0,25,240
1.2371988,1,0,34,240
1.4900714,1,0,35,240
0.76726547,1,0,48,240
1.7528404,1,4095,36,240
1.1717908,1,0,33,240
0.41745063,1,0,38,240
0.30158708,1,4095,44,240
1.1702641,1,4095,52,240
0.7290062,1,0,14,240
0.7122271,1,0,49,240
0.72743132,1,0,34,240
2.1183222,1,0,44,240
1.6795179,1,4095,52,240
0.089330625,1,0,31,240
1.914354,1,4095,12,240
1.7545662,1,0,49,240
1.8897813,1,0,51,240
