eventDuration,fadcReadout,szint1,szint2,runNumber
2.0640759,1,2748,2744,263
0.7314337,1,446,4095,265
1.054161,1,3634,4095,272
0.9948529,1,3364,4095,276
0.78927565,1,341,338,276
0,1,2079,4095,283
