fractionInTransverseRmsMedian,eccentricityMedian,eccentricityKurtosis,timestamp,energyFromChargeMedian,eccentricitySkewness,fractionInTransverseRmsSkewness,energyFromChargeVariance,lengthDivRmsTransMedian,energyFromChargeSkewness,energyFromChargeKurtosis,lengthDivRmsTransVariance,lengthDivRmsTransSkewness,eccentricityMean,fractionInTransverseRmsKurtosis,fractionInTransverseRmsMean,lengthDivRmsTransMean,lengthDivRmsTransKurtosis,energyFromChargeMean,fractionInTransverseRmsVariance,eccentricityVariance,runType,runPeriods
0.06779661,4.3377403,6.915615,1509713042,2.872618,2.2612732,1.3914507,5.672127,16.210825,2.1600358,5.2792294,93.082894,2.7046462,5.1400376,3.095951,0.086376431,18.841308,11.802274,3.4936799,0.0051485129,8.2893466,background,30/10/2017
0.068081162,4.5958504,3.5049799,1509718469,2.7562971,1.5684924,1.4432587,7.0039131,17.883757,2.3831434,6.676515,67.568073,1.5740697,5.1493287,2.0503903,0.087022705,19.459889,3.4488728,3.5584062,0.0056961852,5.9495228,background,30/10/2017
0.078947368,4.2561916,18.199381,1509723884,2.857321,3.5048399,2.1491653,6.445835,16.69181,2.3062656,7.88309,130.04022,2.889904,5.2120914,9.5684498,0.099721091,19.7645,11.919193,3.4823476,0.0079793047,12.837003,background,30/10/2017
0.075614637,4.5145788,3.5023127,1509729279,2.6849769,1.627558,1.1940113,6.2357709,17.044833,2.2148888,5.8605514,72.386591,1.558179,5.0596821,1.5386343,0.091637322,18.867459,3.7390073,3.4057508,0.0058197276,6.5970502,background,30/10/2017
0.077524038,4.2737944,5.1293931,1509735157,3.0651267,1.82486,1.1654105,6.8094175,15.973467,1.3910339,1.4016079,55.335468,1.8346066,4.6602966,1.4271977,0.093095477,17.546419,4.855985,3.8018613,0.0049277042,4.9204866,background,30/10/2017
0.072727273,4.1959376,6.1108793,1509741088,2.7272282,2.2238373,0.95117689,15.166095,15.788468,7.9009403,92.514651,102.35445,2.0724863,4.9805292,0.28356428,0.096698939,18.847484,5.3913946,3.5828148,0.0060234091,9.1638184,background,30/10/2017
0.068493151,4.4836109,29.09732,1509746507,2.8970645,4.1968438,1.9266405,5.6666737,16.585015,2.0607078,5.3980634,102.75362,3.7141841,5.0624674,4.9460557,0.086666873,18.976174,22.766808,3.5119672,0.0060870944,8.9316719,background,30/10/2017
0.068181818,4.244329,2.6529509,1509751953,2.8064951,1.4639609,1.7494952,6.8753521,16.147704,2.4450216,6.6784909,74.877522,1.5060977,4.9660629,3.2286853,0.088227716,18.465446,2.9791986,3.4780501,0.0068450276,6.589707,background,30/10/2017
0.072831608,4.4381062,5.9801559,1509757395,2.7614521,2.0222506,1.191202,4.7840599,16.377039,2.448316,8.2964805,82.573205,1.9120964,5.0113472,1.283503,0.091094789,18.670788,5.3459378,3.3156302,0.0055903427,7.4029643,background,30/10/2017
0.075471698,4.142521,3.9733354,1509762830,2.8032884,1.7935513,1.3249888,6.2458941,15.340835,1.8532789,4.2350563,78.515834,2.0094181,4.7846681,1.9977762,0.093271251,17.992883,5.208751,3.5909071,0.0063767556,6.0824279,background,30/10/2017
0.073775448,4.3518869,9.5935304,1509768257,2.9714173,2.4627478,1.4638929,4.9948081,16.312004,1.7651097,3.8107095,103.73069,2.1703759,5.2212089,2.5047229,0.088448549,19.154963,6.5287151,3.4848515,0.0053273057,9.4325968,background,30/10/2017
