Temperature,TempVal,Time,Humidity,TempNorm,idxMod
$T_{\text{amb}}$,21.094,1510158682,30.428,0.77757299,1055800
$T_{\text{amb}}$,20.939,1510161682,31.336,0.77185933,1055850
$T_{\text{amb}}$,20.97,1510164682,32.655,0.77300206,1055900
$T_{\text{amb}}$,20.973,1510167682,33.033,0.77311265,1055950
$T_{\text{amb}}$,20.959,1510170682,32.91,0.77259658,1056000
$T_{\text{amb}}$,20.978,1510173682,32.122,0.77329696,1056050
$T_{\text{amb}}$,20.953,1510176682,32.089,0.77237541,1056100
$T_{\text{amb}}$,20.958,1510179682,31.475,0.77255972,1056150
$T_{\text{amb}}$,20.92,1510182682,31.69,0.77115895,1056200
$T_{\text{amb}}$,20.951,1510185682,33.722,0.77230168,1056250
$T_{\text{amb}}$,20.937,1510188682,33.744,0.77178561,1056300
$T_{\text{amb}}$,20.936,1510191682,32.906,0.77174875,1056350
$T_{\text{amb}}$,20.937,1510194682,33.314,0.77178561,1056400
$T_{\text{amb}}$,20.959,1510197682,34.234,0.77259658,1056450
$T_{\text{amb}}$,20.948,1510200682,33.705,0.77219109,1056500
$T_{\text{amb}}$,20.958,1510203682,33.846,0.77255972,1056550
$T_{\text{amb}}$,21.149,1510206682,33.649,0.77960041,1056600
$T_{\text{amb}}$,21.121,1510209682,33.578,0.77856827,1056650
$T_{\text{amb}}$,21.092,1510212683,30.969,0.77749926,1056700
$T_{\text{amb}}$,21.14,1510215683,30.617,0.77926865,1056750
$T_{\text{amb}}$,21.214,1510218683,30.057,0.78199646,1056800
$T_{\text{amb}}$,21.039,1510221683,29.762,0.77554556,1056850
$T_{\text{amb}}$,20.931,1510224683,29.858,0.77156444,1056900
$T_{\text{amb}}$,20.989,1510227683,28.815,0.77370245,1056950
$T_{\text{amb}}$,20.971,1510230683,29.611,0.77303893,1057000
$T_{\text{amb}}$,21.004,1510232792,29.903,0.77425538,1057050
$T_{\text{amb}}$,21.003,1510233716,29.703,0.77421852,1057100
$T_{\text{amb}}$,21.043,1510236716,29.64,0.77569301,1057150
$T_{\text{amb}}$,21.138,1510237795,29.478,0.77919493,1057200
$T_{\text{amb}}$,21.135,1510237873,29.945,0.77908434,1057250
$T_{\text{amb}}$,21.132,1510238008,29.91,0.77897375,1057300
$T_{\text{amb}}$,21.238,1510240073,29.654,0.78288116,1057350
$T_{\text{amb}}$,21.12,1510243073,28.466,0.77853141,1057400
$T_{\text{amb}}$,21.033,1510246073,29.23,0.77532439,1057450
$T_{\text{amb}}$,21.047,1510249073,29.136,0.77584046,1057500
$T_{\text{amb}}$,21.062,1510252073,30.423,0.77639339,1057550
$T_{\text{amb}}$,21.035,1510255073,30.264,0.77539811,1057600
$T_{\text{amb}}$,21.071,1510258073,30.927,0.77672515,1057650
$T_{\text{amb}}$,21.092,1510261073,30.781,0.77749926,1057700
$T_{\text{amb}}$,21.093,1510264073,31.126,0.77753613,1057750
$T_{\text{amb}}$,21.057,1510267073,30.525,0.77620908,1057800
$T_{\text{amb}}$,21.071,1510270073,29.101,0.77672515,1057850
$T_{\text{amb}}$,21.074,1510273073,29.132,0.77683574,1057900
$T_{\text{amb}}$,21.084,1510276073,29.24,0.77720436,1057950
$T_{\text{amb}}$,21.084,1510279073,28.142,0.77720436,1058000
$T_{\text{amb}}$,21.071,1510282073,26.922,0.77672515,1058050
$T_{\text{amb}}$,21.122,1510285073,27.227,0.77860513,1058100
$T_{\text{amb}}$,21.073,1510288073,27.462,0.77679888,1058150
$T_{\text{amb}}$,21.144,1510291073,28.325,0.7794161,1058200
$T_{\text{amb}}$,21.217,1510294073,29.57,0.78210705,1058250
$T_{\text{amb}}$,21.234,1510297072,29.434,0.78273371,1058300
$T_{\text{amb}}$,21.292,1510300072,29.283,0.78487172,1058350
$T_{\text{amb}}$,21.259,1510303072,29.948,0.78365526,1058400
$T_{\text{amb}}$,21.222,1510306072,29.975,0.78229136,1058450
$T_{\text{amb}}$,21.114,1510309072,30.304,0.77831023,1058500
$T_{\text{amb}}$,20.979,1510312073,30.912,0.77333382,1058550
$T_{\text{amb}}$,21.021,1510315073,30.267,0.77488204,1058600
$T_{\text{amb}}$,21.031,1510318073,30.548,0.77525066,1058650
$T_{\text{amb}}$,21.031,1510321073,30.073,0.77525066,1058700
$T_{\text{amb}}$,21.093,1510324073,29.077,0.77753613,1058750
$T_{\text{amb}}$,21.056,1510327073,29.849,0.77617222,1058800
$T_{\text{amb}}$,21.007,1510330073,30.266,0.77436597,1058850
$T_{\text{amb}}$,21.104,1510330851,30.332,0.77794161,1058900
$T_{\text{amb}}$,21.148,1510331104,30.228,0.77956355,1058950
$T_{\text{amb}}$,21.276,1510334104,31.178,0.78428192,1059000
$T_{\text{amb}}$,21.199,1510337104,31.925,0.78144353,1059050
$T_{\text{amb}}$,21.129,1510340104,31.846,0.77886317,1059100
$T_{\text{amb}}$,21.072,1510343104,31.792,0.77676202,1059150
$T_{\text{amb}}$,21.07,1510346104,32.628,0.77668829,1059200
$T_{\text{amb}}$,21.023,1510349104,33.695,0.77495577,1059250
$T_{\text{amb}}$,21.075,1510352104,34.24,0.7768726,1059300
$T_{\text{amb}}$,21.03,1510355104,33.009,0.7752138,1059350
$T_{\text{amb}}$,21.017,1510358104,33.379,0.77473459,1059400
$T_{\text{amb}}$,21.084,1510361104,33.728,0.77720436,1059450
$T_{\text{amb}}$,21.098,1510364104,33.744,0.77772044,1059500
$T_{\text{amb}}$,21.079,1510367104,34.527,0.77702005,1059550
$T_{\text{amb}}$,21.015,1510370104,34.721,0.77466087,1059600
$T_{\text{amb}}$,21.089,1510373104,34.12,0.77738868,1059650
$T_{\text{amb}}$,21.03,1510376104,34.565,0.7752138,1059700
$T_{\text{amb}}$,21.125,1510379104,34.109,0.77871572,1059750
$T_{\text{amb}}$,21.169,1510382103,34.765,0.78033766,1059800
$T_{\text{amb}}$,21.179,1510385103,34.893,0.78070628,1059850
$T_{\text{amb}}$,21.196,1510388103,34.569,0.78133294,1059900
$T_{\text{amb}}$,21.362,1510391103,34.839,0.78745208,1059950
$T_{\text{amb}}$,21.342,1510391530,35.217,0.78671483,1060000
$T_{\text{amb}}$,21.222,1510393244,35.765,0.78229136,1060050
$T_{\text{amb}}$,21.142,1510396244,34.862,0.77934238,1060100
$T_{\text{amb}}$,21.005,1510399244,35.566,0.77429224,1060150
$T_{\text{amb}}$,20.996,1510402244,36.701,0.77396048,1060200
$T_{\text{amb}}$,20.959,1510405244,37.521,0.77259658,1060250
$T_{\text{amb}}$,20.924,1510408244,38.095,0.7713064,1060300
$T_{\text{amb}}$,21.028,1510411244,38.011,0.77514008,1060350
$T_{\text{amb}}$,20.937,1510414244,38.491,0.77178561,1060400
$T_{\text{amb}}$,20.871,1510417244,39.318,0.7693527,1060450
$T_{\text{amb}}$,20.761,1510420245,39.796,0.76529785,1060500
$T_{\text{amb}}$,20.795,1510423245,40.449,0.76655116,1060550
$T_{\text{amb}}$,20.77,1510426245,41.648,0.76562961,1060600
$T_{\text{amb}}$,20.784,1510429245,41.029,0.76614568,1060650
$T_{\text{amb}}$,20.708,1510432245,42.201,0.76334415,1060700
$T_{\text{amb}}$,20.768,1510435245,41.858,0.76555588,1060750
$T_{\text{amb}}$,20.84,1510438245,42.023,0.76820997,1060800
$T_{\text{amb}}$,20.823,1510441245,43.28,0.76758331,1060850
$T_{\text{amb}}$,20.851,1510444245,43.75,0.76861545,1060900
$T_{\text{amb}}$,20.792,1510447245,44.173,0.76644058,1060950
$T_{\text{amb}}$,20.899,1510450245,43.761,0.77038484,1061000
$T_{\text{amb}}$,20.902,1510453245,44.29,0.77049543,1061050
$T_{\text{amb}}$,20.922,1510456245,44.396,0.77123267,1061100
$T_{\text{amb}}$,20.864,1510459245,45.233,0.76909466,1061150
$T_{\text{amb}}$,20.873,1510462245,45.51,0.76942642,1061200
$T_{\text{amb}}$,20.91,1510463170,45.628,0.77079033,1061250
$T_{\text{amb}}$,20.886,1510465275,45.958,0.76990563,1061300
$T_{\text{amb}}$,21.138,1510468274,45.463,0.77919493,1061350
$T_{\text{amb}}$,21.172,1510471274,45.935,0.78044825,1061400
$T_{\text{amb}}$,21.327,1510474274,44.548,0.7861619,1061450
$T_{\text{amb}}$,21.333,1510477275,43.195,0.78638307,1061500
$T_{\text{amb}}$,21.189,1510480275,39.115,0.7810749,1061550
$T_{\text{amb}}$,21.142,1510483275,42.626,0.77934238,1061600
$T_{\text{amb}}$,21.036,1510486156,45.477,0.77543497,1061650
$T_{\text{amb}}$,21.036,1510486187,45.41,0.77543497,1061700
$T_{\text{amb}}$,21.044,1510488416,43.809,0.77572987,1061750
$T_{\text{amb}}$,21.017,1510491416,44.701,0.77473459,1061800
$T_{\text{amb}}$,21.012,1510494416,42.34,0.77455028,1061850
$T_{\text{amb}}$,20.989,1510497416,44.868,0.77370245,1061900
$T_{\text{amb}}$,20.963,1510500416,45.163,0.77274403,1061950
$T_{\text{amb}}$,21.068,1510503416,45.23,0.77661457,1062000
$T_{\text{amb}}$,20.751,1510506416,36.466,0.76492922,1062050
$T_{\text{amb}}$,20.883,1510509416,34.635,0.76979505,1062100
$T_{\text{amb}}$,20.905,1510512416,33.556,0.77060602,1062150
$T_{\text{amb}}$,20.876,1510515416,32.655,0.76953701,1062200
$T_{\text{amb}}$,20.884,1510518416,33.121,0.76983191,1062250
$T_{\text{amb}}$,21.083,1510521416,31.087,0.7771675,1062300
$T_{\text{amb}}$,21.156,1510524416,28.654,0.77985845,1062350
$T_{\text{amb}}$,21.219,1510527416,28.764,0.78218077,1062400
$T_{\text{amb}}$,21.266,1510530416,28.275,0.7839133,1062450
