temps,gains,period
20.304264,3216.8568,"2017-10-30"
20.24223,3227.2443,"2017-10-30"
20.235791,3230.2837,"2017-10-30"
20.191889,3255.9258,"2017-10-30"
20.220256,3252.7018,"2017-10-30"
20.205394,3242.2277,"2017-10-30"
20.199722,3220.4854,"2017-10-30"
20.220871,3244.2795,"2017-10-30"
20.161293,3266.8333,"2017-10-30"
20.177522,3315.801,"2017-10-30"
20.208176,3257.8463,"2017-10-30"
20.317865,3266.8525,"2017-10-30"
20.313644,3246.07,"2017-10-30"
20.297324,3280.3079,"2017-10-30"
20.346778,3235.925,"2017-10-30"
20.358933,3252.2158,"2017-10-30"
20.345033,3256.3152,"2017-10-30"
20.2813,3329.1176,"2017-10-30"
20.212167,3273.6806,"2017-10-30"
20.160626,3263.1951,"2017-10-30"
20.139222,3251.9614,"2017-10-30"
20.131158,3267.626,"2017-10-30"
20.139571,3316.6842,"2017-10-30"
20.164165,3284.732,"2017-10-30"
20.222885,3283.631,"2017-10-30"
20.272067,3269.3349,"2017-10-30"
20.316967,3285.5023,"2017-10-30"
20.447568,3289.3646,"2017-10-30"
20.328942,3309.4152,"2017-10-30"
20.540077,3365.4951,"2017-10-30"
20.678433,3355.0104,"2017-10-30"
20.682956,3301.1672,"2017-10-30"
20.806622,3340.8947,"2017-10-30"
20.796352,3276.3088,"2017-10-30"
20.783283,3312.3403,"2017-10-30"
20.910252,3292.2688,"2017-10-30"
21.001967,3304.4131,"2017-10-30"
21.054589,3264.246,"2017-10-30"
21.00601,3308.5144,"2017-10-30"
20.980827,3339.1389,"2017-10-30"
20.956867,3288.8743,"2017-10-30"
20.946945,3286.5833,"2017-10-30"
21.007156,3336.1588,"2017-10-30"
21.127286,3313.5183,"2017-10-30"
20.999878,3339.9705,"2017-10-30"
20.948347,3329.6407,"2017-10-30"
20.969681,3318.7441,"2017-10-30"
21.008971,3300.4542,"2017-10-30"
21.029165,3320.3678,"2017-10-30"
21.028622,3310.3371,"2017-10-30"
20.968011,3359.6917,"2017-10-30"
20.956505,3353.1933,"2017-10-30"
20.930433,3337.8966,"2017-10-30"
20.906357,3332.0569,"2017-10-30"
20.908767,3312.8376,"2017-10-30"
20.905424,3297.5148,"2017-10-30"
20.972899,3332.5804,"2017-10-30"
21.077239,3322.7453,"2017-10-30"
20.988734,3296.8743,"2017-10-30"
20.937718,3287.2226,"2017-10-30"
21.005843,3281.2591,"2017-10-30"
21.054593,3347.7317,"2017-10-30"
21.012643,3331.8896,"2017-10-30"
20.980857,3307.7013,"2017-10-30"
20.968367,3296.1354,"2017-10-30"
20.954721,3332.243,"2017-10-30"
20.947967,3303.0053,"2017-10-30"
20.932944,3293.5941,"2017-10-30"
20.9516,3297.7931,"2017-10-30"
20.987176,3283.8258,"2017-10-30"
20.995356,3297.1089,"2017-10-30"
20.980678,3321.1461,"2017-10-30"
20.961118,3342.6581,"2017-10-30"
20.972867,3301.9191,"2017-10-30"
20.966767,3330.376,"2017-10-30"
21.011648,3312.9305,"2017-10-30"
21.0517,3336.2384,"2017-10-30"
21.082109,3274.6802,"2017-10-30"
21.096822,3347.0676,"2017-10-30"
21.041644,3361.4504,"2017-10-30"
20.99465,3294.0792,"2017-10-30"
21.025,3298.8777,"2017-10-30"
21.173,3499.9106,"2018-02-15"
21.204154,3472.0135,"2018-02-15"
21.202956,3515.3373,"2018-02-15"
21.166011,3528.8801,"2018-02-15"
21.121878,3521.1554,"2018-02-15"
21.076811,3544.7551,"2018-02-15"
21.047592,3504.6006,"2018-02-15"
21.0367,3518.1918,"2018-02-15"
21.1055,3493.8805,"2018-02-15"
21.154824,3459.0446,"2018-02-15"
21.157389,3530.1165,"2018-02-15"
21.2079,3517.2567,"2018-02-15"
21.217747,3495.4494,"2018-02-15"
21.205567,3498.6304,"2018-02-15"
21.1846,3576.6023,"2018-02-15"
21.132111,3489.7102,"2018-02-15"
21.081043,3525.5932,"2018-02-15"
21.085,3535.4834,"2018-02-15"
21.082571,3540.53,"2018-02-15"
21.094511,3495.4704,"2018-02-15"
21.098067,3530.9856,"2018-02-15"
21.101514,3507.5658,"2018-02-15"
21.115178,3526.3082,"2018-02-15"
21.147593,3623.7774,"2018-02-15"
21.192312,3610.1274,"2018-02-15"
21.147745,3588.5751,"2018-02-15"
21.104835,3629.6845,"2018-02-15"
21.110186,3639.8787,"2018-02-15"
21.203432,3612.9974,"2018-02-15"
21.188761,3640.3467,"2018-02-15"
21.098071,3630.3008,"2018-02-15"
21.030044,3629.6054,"2018-02-15"
21.012533,3597.9042,"2018-02-15"
21.018956,3611.9878,"2018-02-15"
21.044736,3606.431,"2018-02-15"
21.058122,3630.7028,"2018-02-15"
21.093567,3582.0323,"2018-02-15"
21.132934,3607.4274,"2018-02-15"
21.180137,3601.3465,"2018-02-15"
21.188549,3581.3528,"2018-02-15"
21.100289,3639.4732,"2018-02-15"
21.137711,3635.5156,"2018-02-15"
21.1987,3596.5482,"2018-02-15"
21.272564,3598.5193,"2018-02-15"
21.160225,3622.3314,"2018-02-15"
21.008374,3603.6287,"2018-02-15"
20.977211,3646.3589,"2018-02-15"
20.985211,3609.6049,"2018-02-15"
21.032923,3672.3212,"2018-02-15"
21.039133,3613.0281,"2018-02-15"
21.036978,3607.584,"2018-02-15"
21.047889,3632.3551,"2018-02-15"
21.116689,3617.7212,"2018-02-15"
21.005165,3624.6169,"2018-02-15"
20.709878,3651.1595,"2018-02-15"
20.294921,3640.4122,"2018-02-15"
20.1562,3666.0604,"2018-02-15"
20.004381,3698.8313,"2018-02-15"
19.807938,3647.6393,"2018-02-15"
19.8044,3643.2519,"2018-02-15"
19.82922,3638.2414,"2018-02-15"
19.846956,3679.1425,"2018-02-15"
19.839867,3648.4452,"2018-02-15"
19.791278,3634.8018,"2018-02-15"
19.756444,3637.3455,"2018-02-15"
19.783868,3656.4189,"2018-02-15"
19.920108,3641.7251,"2018-02-15"
19.864144,3664.2,"2018-02-15"
19.549644,3627.0478,"2018-02-15"
19.434615,3684.7469,"2018-02-15"
19.382278,3700.6721,"2018-02-15"
19.3479,3703.3495,"2018-02-15"
19.399417,3682.407,"2018-02-15"
19.428833,3656.3783,"2018-02-15"
19.579626,3668.333,"2018-02-15"
19.611007,3651.6755,"2018-02-15"
19.384678,3656.2034,"2018-02-15"
19.36244,3667.5318,"2018-02-15"
19.325456,3644.1747,"2018-02-15"
19.309308,3730.3718,"2018-02-15"
19.303625,3630.5541,"2018-02-15"
19.327733,3667.358,"2018-02-15"
19.356467,3691.3667,"2018-02-15"
19.348971,3687.2011,"2018-02-15"
19.347209,3633.2002,"2018-02-15"
19.337433,3699.522,"2018-02-15"
19.336978,3640.4179,"2018-02-15"
19.32544,3631.9924,"2018-02-15"
19.321933,3644.4204,"2018-02-15"
19.466783,3601.0937,"2018-02-15"
19.482176,3601.8393,"2018-02-15"
19.414089,3638.4184,"2018-02-15"
19.462922,3657.1236,"2018-02-15"
19.554692,3629.4801,"2018-02-15"
19.663109,3618.3248,"2018-02-15"
19.718356,3646.5796,"2018-02-15"
19.691914,3635.6775,"2018-02-15"
19.622978,3618.9515,"2018-02-15"
19.553589,3623.4579,"2018-02-15"
19.490857,3604.5022,"2018-02-15"
19.472242,3589.6443,"2018-02-15"
19.46223,3632.0778,"2018-02-15"
19.466288,3634.1157,"2018-02-15"
19.441267,3621.7016,"2018-02-15"
19.405736,3588.7262,"2018-02-15"
19.377622,3612.2866,"2018-02-15"
19.357067,3633.9079,"2018-02-15"
19.356744,3599.8966,"2018-02-15"
19.359733,3616.8458,"2018-02-15"
19.37689,3617.9617,"2018-02-15"
19.418178,3605.2036,"2018-02-15"
19.445322,3614.4341,"2018-02-15"
19.422444,3645.7789,"2018-02-15"
19.397912,3630.5246,"2018-02-15"
19.330396,3615.2804,"2018-02-15"
19.246856,3629.0152,"2018-02-15"
19.18178,3613.8247,"2018-02-15"
19.120956,3650.2454,"2018-02-15"
19.083473,3626.6541,"2018-02-15"
19.046656,3611.0345,"2018-02-15"
19.040496,3626.0751,"2018-02-15"
18.969961,3604.0739,"2018-02-15"
18.940589,3612.1366,"2018-02-15"
18.924789,3639.1857,"2018-02-15"
18.861133,3634.6237,"2018-02-15"
18.810756,3638.0055,"2018-02-15"
18.636879,3630.6008,"2018-02-15"
18.496188,3621.4531,"2018-02-15"
18.395683,3625.9659,"2018-02-15"
18.24696,3639.3783,"2018-02-15"
18.171681,3627.8798,"2018-02-15"
18.095211,3665.0389,"2018-02-15"
18.029367,3689.1207,"2018-02-15"
17.997278,3674.0815,"2018-02-15"
18.01033,3647.9637,"2018-02-15"
18.222989,3618.2106,"2018-02-15"
18.430078,3602.3209,"2018-02-15"
19.741733,3644.2746,"2018-02-15"
19.811609,3638.7385,"2018-02-15"
19.916066,3671.3021,"2018-02-15"
19.856768,3639.1921,"2018-02-15"
19.860033,3631.3396,"2018-02-15"
19.753888,3641.2622,"2018-02-15"
19.701297,3651.1536,"2018-02-15"
19.677094,3621.0838,"2018-02-15"
19.634622,3645.1453,"2018-02-15"
19.623308,3649.9118,"2018-02-15"
19.585414,3645.1675,"2018-02-15"
19.589223,3680.8785,"2018-02-15"
19.694622,3678.379,"2018-02-15"
19.808319,3714.9306,"2018-02-15"
20.041424,3686.1399,"2018-02-15"
19.917267,3710.4089,"2018-02-15"
19.224433,3683.5691,"2018-02-15"
19.162523,3646.6447,"2018-02-15"
19.118793,3651.6162,"2018-02-15"
19.113993,3645.8606,"2018-02-15"
19.089281,3680.9239,"2018-02-15"
19.084137,3650.2268,"2018-02-15"
19.036633,3672.3428,"2018-02-15"
18.975611,3639.2116,"2018-02-15"
18.961911,3645.8095,"2018-02-15"
18.889667,3645.5729,"2018-02-15"
18.834967,3643.3369,"2018-02-15"
18.785967,3681.4607,"2018-02-15"
18.814956,3642.4871,"2018-02-15"
18.859038,3595.7754,"2018-02-15"
18.90956,3554.3242,"2018-02-15"
18.85059,3580.5771,"2018-02-15"
18.982433,3574.5371,"2018-02-15"
19.1357,3598.4646,"2018-02-15"
19.221593,3594.797,"2018-02-15"
19.289556,3538.2724,"2018-02-15"
19.312533,3586.2129,"2018-02-15"
19.319022,3554.3152,"2018-02-15"
19.289669,3587.0123,"2018-02-15"
19.322923,3606.4423,"2018-02-15"
19.466152,3595.7226,"2018-02-15"
19.284768,3642.4537,"2018-02-15"
19.106418,3604.3538,"2018-02-15"
19.039835,3624.6289,"2018-02-15"
19.048133,3573.5754,"2018-02-15"
19.115078,3639.8791,"2018-02-15"
19.182647,3624.5572,"2018-02-15"
19.217483,3640.8722,"2018-02-15"
19.241578,3596.0898,"2018-02-15"
19.278733,3582.1863,"2018-02-15"
19.27746,3609.1404,"2018-02-15"
19.262122,3616.4955,"2018-02-15"
19.26556,3562.103,"2018-02-15"
19.296044,3586.6524,"2018-02-15"
19.311767,3634.8281,"2018-02-15"
19.390475,3603.9673,"2018-02-15"
19.562747,3573.1623,"2018-02-15"
19.470167,3566.8823,"2018-02-15"
19.467583,3555.3221,"2018-02-15"
19.444934,3561.2609,"2018-02-15"
19.503629,3586.9285,"2018-02-15"
19.5243,3593.2757,"2018-02-15"
19.585308,3629.6025,"2018-02-15"
19.55036,3538.9424,"2018-02-15"
19.574549,3545.9909,"2018-02-15"
19.543078,3558.2312,"2018-02-15"
19.540777,3558.0893,"2018-02-15"
19.54246,3629.674,"2018-02-15"
19.480432,3543.4312,"2018-02-15"
19.501267,3572.7339,"2018-02-15"
19.46033,3633.4733,"2018-02-15"
19.548739,3543.2032,"2018-02-15"
19.610374,3592.1304,"2018-02-15"
19.534933,3544.2501,"2018-02-15"
19.527901,3569.4453,"2018-02-15"
19.595711,3549.8648,"2018-02-15"
19.70051,3612.7257,"2018-02-15"
19.760504,3574.0292,"2018-02-15"
19.813722,3570.6032,"2018-02-15"
19.713205,3506.1615,"2018-02-15"
19.705578,3517.2949,"2018-02-15"
19.671633,3577.1809,"2018-02-15"
19.694144,3562.2071,"2018-02-15"
19.660626,3572.4021,"2018-02-15"
19.686756,3575.3282,"2018-02-15"
19.695901,3488.7219,"2018-02-15"
19.815849,3527.0567,"2018-02-15"
19.570533,3488.3432,"2018-02-15"
19.458122,3555.3982,"2018-02-15"
19.594209,3511.108,"2018-02-15"
19.592189,3484.8102,"2018-02-15"
19.699356,3513.1479,"2018-02-15"
19.794058,3488.6328,"2018-02-15"
19.822767,3476.8045,"2018-02-15"
19.780022,3485.7473,"2018-02-15"
19.923308,3464.4762,"2018-02-15"
20.025928,3477.7346,"2018-02-15"
20.075444,3451.6424,"2018-02-15"
20.090957,3473.0736,"2018-02-15"
20.104769,3466.0447,"2018-02-15"
20.108133,3490.3384,"2018-02-15"
20.146178,3483.7593,"2018-02-15"
20.293036,3471.4369,"2018-02-15"
20.130622,3490.7146,"2018-02-15"
19.972065,3517.228,"2018-02-15"
19.88064,3465.2606,"2018-02-15"
19.912835,3464.2585,"2018-02-15"
19.893322,3504.1138,"2018-02-15"
19.904079,3459.8357,"2018-02-15"
20.047311,3452.1936,"2018-02-15"
20.0984,3438.5703,"2018-02-15"
20.147827,3437.7095,"2018-02-15"
20.176978,3512.5487,"2018-02-15"
20.245525,3466.8452,"2018-02-15"
20.408267,3451.0406,"2018-02-15"
20.546057,3512.66,"2018-02-15"
20.383389,3478.0554,"2018-02-15"
20.267089,3491.1819,"2018-02-15"
20.350711,3516.3455,"2018-02-15"
20.6398,3477.0625,"2018-02-15"
20.700936,3494.2123,"2018-02-15"
20.522897,3475.5957,"2018-02-15"
20.289067,3495.4719,"2018-02-15"
20.23944,3495.3412,"2018-02-15"
20.28,3506.2838,"2018-02-15"
20.248411,3520.8585,"2018-02-15"
20.215022,3515.2672,"2018-02-15"
20.146353,3508.4502,"2018-02-15"
20.041374,3513.614,"2018-02-15"
19.938101,3512.8289,"2018-02-15"
19.925878,3547.665,"2018-02-15"
20.099518,3503.5187,"2018-02-15"
20.293388,3513.7319,"2018-02-15"
20.512992,3507.9355,"2018-02-15"
20.659337,3472.6055,"2018-02-15"
21.213577,3531.5027,"2018-02-15"
21.633405,3506.1561,"2018-02-15"
21.749077,3520.5159,"2018-02-15"
21.868371,3550.9991,"2018-02-15"
21.957691,3532.8737,"2018-02-15"
21.90875,3513.0976,"2018-02-15"
21.830088,3575.3437,"2018-02-15"
21.637149,3528.6302,"2018-02-15"
21.527614,3554.3637,"2018-02-15"
21.534724,3563.8351,"2018-02-15"
21.431429,3542.1883,"2018-02-15"
21.387673,3595.8504,"2018-02-15"
21.584073,3530.2302,"2018-02-15"
21.760349,3565.1675,"2018-02-15"
21.787621,3553.8725,"2018-02-15"
21.817387,3560.1769,"2018-02-15"
21.939596,3541.2179,"2018-02-15"
21.918649,3539.8077,"2018-02-15"
21.81051,3631.7548,"2018-02-15"
21.788091,3572.8458,"2018-02-15"
21.813448,3555.8824,"2018-02-15"
21.80479,3572.367,"2018-02-15"
21.824038,3520.9177,"2018-02-15"
21.822005,3554.8344,"2018-02-15"
21.792315,3546.735,"2018-02-15"
21.784346,3521.3046,"2018-02-15"
21.624087,3504.7414,"2018-02-15"
21.467063,3482.914,"2018-02-15"
21.403304,3485.3297,"2018-02-15"
21.411922,3459.6743,"2018-02-15"
21.644978,3478.9019,"2018-02-15"
21.789275,3447.4721,"2018-02-15"
21.882022,3458.5428,"2018-02-15"
21.921824,3434.5651,"2018-02-15"
21.892744,3401.3743,"2018-02-15"
21.83433,3422.3009,"2018-02-15"
21.615593,3378.1175,"2018-02-15"
21.526863,3436.6803,"2018-02-15"
21.351317,3392.1897,"2018-02-15"
21.306767,3394.9564,"2018-02-15"
21.247078,3433.7114,"2018-02-15"
21.211678,3409.7383,"2018-02-15"
21.185813,3377.8126,"2018-02-15"
21.147067,3399.7058,"2018-02-15"
21.182356,3419.0574,"2018-02-15"
21.238352,3384.1566,"2018-02-15"
21.322511,3396.975,"2018-02-15"
21.382878,3378.8625,"2018-02-15"
21.496244,3367.9643,"2018-02-15"
21.549586,3362.8459,"2018-02-15"
21.441611,3411.599,"2018-02-15"
21.282681,3442.2114,"2018-02-15"
21.0918,3420.0508,"2018-02-15"
20.72211,3384.156,"2018-02-15"
20.527044,3405.6417,"2018-02-15"
20.388778,3419.1774,"2018-02-15"
20.333933,3471.4718,"2018-02-15"
20.273647,3411.8419,"2018-02-15"
20.292844,3393.6517,"2018-02-15"
20.3957,3406.9595,"2018-02-15"
20.598473,3375.1251,"2018-02-15"
20.813053,3378.3585,"2018-02-15"
20.841638,3373.3847,"2018-02-15"
20.973473,3392.2845,"2018-02-15"
21.018722,3417.7344,"2018-02-15"
21.02036,3397.4961,"2018-02-15"
20.8803,3410.1638,"2018-02-15"
20.368178,3431.7563,"2018-02-15"
20.780122,3404.6018,"2018-02-15"
20.950944,3444.4371,"2018-02-15"
20.886429,3400.025,"2018-02-15"
20.830311,3431.2705,"2018-02-15"
20.817453,3405.3589,"2018-02-15"
20.773944,3440.8972,"2018-02-15"
20.739484,3450.1734,"2018-02-15"
20.722878,3469.1796,"2018-02-15"
20.605233,3499.5826,"2018-02-15"
20.456767,3465.2154,"2018-02-15"
20.421533,3464.0561,"2018-02-15"
20.55513,3454.6865,"2018-02-15"
20.712066,3430.9087,"2018-02-15"
20.7177,3468.7815,"2018-02-15"
20.640275,3461.0692,"2018-02-15"
20.558589,3491.6357,"2018-02-15"
20.430478,3525.2005,"2018-02-15"
20.26246,3474.2711,"2018-02-15"
19.230456,3480.9271,"2018-02-15"
19.870712,3474.313,"2018-02-15"
20.007935,3454.2256,"2018-02-15"
20.258143,3452.039,"2018-02-15"
20.550178,3483.4534,"2018-02-15"
20.761978,3449.4375,"2018-02-15"
20.985267,3469.8681,"2018-02-15"
21.075289,3474.7874,"2018-02-15"
21.007681,3487.706,"2018-02-15"
20.877636,3442.4944,"2018-02-15"
20.7359,3459.5631,"2018-02-15"
20.658072,3491.4074,"2018-02-15"
20.591711,3521.6895,"2018-02-15"
20.6026,3479.5745,"2018-02-15"
20.706856,3457.9832,"2018-02-15"
20.591946,3481.7026,"2018-02-15"
20.565889,3478.9912,"2018-02-15"
20.434202,3482.0732,"2018-02-15"
20.320344,3430.5789,"2018-02-15"
20.280643,3484.4391,"2018-02-15"
20.185278,3472.398,"2018-02-15"
20.105433,3429.4546,"2018-02-15"
20.155789,3477.7612,"2018-02-15"
20.124835,3461.4958,"2018-02-15"
20.039978,3458.6953,"2018-02-15"
20.03849,3475.7448,"2018-02-15"
20.065267,3467.0245,"2018-02-15"
20.143133,3424.7867,"2018-02-15"
20.174154,3426.0775,"2018-02-15"
20.202775,3432.8101,"2018-02-15"
20.1558,3459.9427,"2018-02-15"
20.241942,3487.6077,"2018-02-15"
20.432275,3438.1241,"2018-02-15"
20.6797,3408.5242,"2018-02-15"
20.971206,3421.2146,"2018-02-15"
21.031467,3449.4364,"2018-02-15"
21.084868,3439.3636,"2018-02-15"
21.0821,3427.3115,"2018-02-15"
21.057878,3425.7554,"2018-02-15"
21.026856,3423.613,"2018-02-15"
20.9906,3402.6545,"2018-02-15"
20.938286,3435.0474,"2018-02-15"
20.869167,3411.3259,"2018-02-15"
20.947621,3437.746,"2018-02-15"
20.962711,3432.5134,"2018-02-15"
20.843791,3392.935,"2018-02-15"
20.825011,3379.0231,"2018-02-15"
20.892194,3456.612,"2018-02-15"
20.937209,3451.4641,"2018-02-15"
20.930678,3445.8078,"2018-02-15"
20.845756,3417.8641,"2018-02-15"
20.784856,3427.2024,"2018-02-15"
20.708325,3414.0629,"2018-02-15"
20.5928,3436.5744,"2018-02-15"
20.536978,3426.5227,"2018-02-15"
20.472267,3406.2124,"2018-02-15"
20.430156,3426.3435,"2018-02-15"
20.4019,3450.8988,"2018-02-15"
20.086593,3470.3823,"2018-02-15"
19.751942,3440.7432,"2018-02-15"
20.370879,3440.1941,"2018-02-15"
20.529216,3416.8738,"2018-02-15"
20.790656,3427.9207,"2018-02-15"
21.018933,3411.0276,"2018-02-15"
21.177806,3440.4159,"2018-02-15"
21.147547,3437.2117,"2018-02-15"
21.054322,3433.7621,"2018-02-15"
20.928189,3412.233,"2018-02-15"
20.81654,3470.1705,"2018-02-15"
20.697556,3425.0753,"2018-02-15"
20.60178,3437.5751,"2018-02-15"
20.509414,3471.512,"2018-02-15"
20.374711,3519.7548,"2018-02-15"
20.266212,3415.014,"2018-02-15"
20.308378,3454.2339,"2018-02-15"
20.301725,3465.5161,"2018-02-15"
20.085144,3444.1708,"2018-02-15"
20.118811,3467.0401,"2018-02-15"
20.251412,3469.4154,"2018-02-15"
20.388611,3469.0217,"2018-02-15"
20.451011,3469.5547,"2018-02-15"
20.498007,3469.8941,"2018-02-15"
20.423289,3468.0469,"2018-02-15"
20.205678,3476.8093,"2018-02-15"
19.988352,3488.9418,"2018-02-15"
20.013871,3484.8837,"2018-02-15"
20.021901,3512.2177,"2018-02-15"
20.022533,3487.6976,"2018-02-15"
19.988198,3486.4959,"2018-02-15"
20.0194,3535.0199,"2018-02-15"
20.078846,3486.642,"2018-02-15"
20.027288,3508.5525,"2018-02-15"
19.992411,3561.0073,"2018-02-15"
20.044989,3525.8146,"2018-02-15"
20.100333,3506.2519,"2018-02-15"
20.146511,3518.6552,"2018-02-15"
20.259644,3550.2968,"2018-02-15"
20.202237,3568.9926,"2018-02-15"
20.107133,3489.8662,"2018-02-15"
20.030923,3577.2534,"2018-02-15"
20.005456,3547.2431,"2018-02-15"
20.036407,3528.0907,"2018-02-15"
20.024429,3501.6461,"2018-02-15"
19.980464,3551.735,"2018-02-15"
19.967484,3538.3014,"2018-02-15"
20.033967,3523.4416,"2018-02-15"
19.635967,3499.9179,"2018-02-15"
19.836522,3566.135,"2018-02-15"
19.948942,3535.5875,"2018-02-15"
20.191561,3556.857,"2018-02-15"
20.296356,3542.6524,"2018-02-15"
20.209478,3548.5564,"2018-02-15"
20.547278,3525.2719,"2018-02-15"
20.572138,3508.2206,"2018-02-15"
20.405689,3574.3574,"2018-02-15"
20.271267,3542.9334,"2018-02-15"
20.224622,3567.2581,"2018-02-15"
20.198878,3543.2795,"2018-02-15"
20.198913,3551.2684,"2018-02-15"
20.199456,3576.4906,"2018-02-15"
20.180411,3577.2209,"2018-02-15"
20.187834,3553.7161,"2018-02-15"
19.533132,3570.6464,"2018-02-15"
19.979989,3636.5227,"2018-02-15"
20.155244,3584.5054,"2018-02-15"
20.0716,3553.1623,"2018-02-15"
20.380055,3561.1585,"2018-02-15"
20.6725,3563.344,"2018-02-15"
20.679715,3542.3993,"2018-02-15"
20.590824,3541.1623,"2018-02-15"
20.558489,3541.8859,"2018-02-15"
20.6485,3565.3561,"2018-02-15"
20.628892,3556.4801,"2018-02-15"
20.751589,3588.341,"2018-02-15"
20.805174,3555.5573,"2018-02-15"
20.861056,3518.7852,"2018-02-15"
20.811567,3525.5636,"2018-02-15"
20.826767,3504.0311,"2018-02-15"
20.887465,3487.572,"2018-02-15"
20.967986,3510.831,"2018-02-15"
21.230307,3564.1653,"2018-02-15"
21.420677,3478.0852,"2018-02-15"
21.514589,3498.465,"2018-02-15"
21.589967,3541.587,"2018-02-15"
21.608379,3533.2818,"2018-02-15"
21.504189,3522.766,"2018-02-15"
21.290107,3524.1634,"2018-02-15"
20.866233,3514.9508,"2018-02-15"
20.90156,3539.1161,"2018-02-15"
20.916036,3519.3972,"2018-02-15"
20.889767,3471.2573,"2018-02-15"
20.815868,3523.8757,"2018-02-15"
20.243456,3488.0427,"2018-02-15"
20.595367,3495.9378,"2018-02-15"
20.878811,3504.4776,"2018-02-15"
21.040043,3482.8521,"2018-02-15"
21.452689,3551.4559,"2018-02-15"
21.801868,3472.4358,"2018-02-15"
22.077602,3492.8188,"2018-02-15"
21.525556,3536.3217,"2018-02-15"
21.383626,3519.4578,"2018-02-15"
21.1985,3486.7708,"2018-02-15"
21.323744,3503.6459,"2018-02-15"
21.397744,3473.6854,"2018-02-15"
21.426644,3488.5556,"2018-02-15"
21.481626,3467.4677,"2018-02-15"
21.388014,3436.7715,"2018-02-15"
21.402714,3487.0267,"2018-02-15"
21.767278,3431.731,"2018-02-15"
21.978533,3509.0207,"2018-02-15"
22.109774,3460.0978,"2018-02-15"
22.173667,3438.8393,"2018-02-15"
22.208022,3511.0974,"2018-02-15"
22.178278,3442.8702,"2018-02-15"
22.174703,3441.5172,"2018-02-15"
22.150256,3464.6616,"2018-02-15"
22.074,3448.5551,"2018-02-15"
21.979557,3502.0135,"2018-02-15"
21.665633,3498.5078,"2018-02-15"
21.586228,3482.1992,"2018-02-15"
21.524167,3440.1322,"2018-02-15"
21.467651,3486.2661,"2018-02-15"
21.467085,3431.1725,"2018-02-15"
21.415988,3453.5248,"2018-02-15"
21.490469,3453.824,"2018-02-15"
21.622789,3514.7893,"2018-02-15"
21.660994,3486.388,"2018-02-15"
21.469115,3475.9883,"2018-02-15"
21.185945,3530.0527,"2018-02-15"
21.021789,3481.9669,"2018-02-15"
20.834286,3476.2971,"2018-02-15"
20.660956,3554.9242,"2018-02-15"
20.569077,3482.5351,"2018-02-15"
20.441078,3472.3228,"2018-02-15"
20.393289,3487.2946,"2018-02-15"
20.412611,3448.6672,"2018-02-15"
20.519395,3523.6415,"2018-02-15"
20.798043,3483.628,"2018-02-15"
20.874043,3464.6855,"2018-02-15"
20.921121,3461.6131,"2018-02-15"
20.968978,3493.2812,"2018-02-15"
20.809055,3458.2244,"2018-02-15"
20.700756,3475.8794,"2018-02-15"
20.665556,3476.928,"2018-02-15"
20.650901,3490.6721,"2018-02-15"
20.639678,3508.675,"2018-02-15"
20.610522,3461.6917,"2018-02-15"
20.552211,3437.755,"2018-02-15"
20.560411,3458.8444,"2018-02-15"
20.538367,3479.8774,"2018-02-15"
20.5468,3401.6562,"2018-02-15"
20.676054,3389.5159,"2018-02-15"
20.831267,3424.0384,"2018-02-15"
21.498056,3413.926,"2018-02-15"
21.8813,3405.42,"2018-02-15"
22.048582,3462.7855,"2018-02-15"
22.190011,3375.2738,"2018-02-15"
22.100667,3372.9733,"2018-02-15"
22.047911,3385.051,"2018-02-15"
21.986289,3360.5797,"2018-02-15"
21.829846,3389.8597,"2018-02-15"
21.764244,3395.1406,"2018-02-15"
21.688493,3356.404,"2018-02-15"
21.586433,3374.9162,"2018-02-15"
21.438644,3379.3753,"2018-02-15"
21.442626,3368.6173,"2018-02-15"
21.474044,3348.6239,"2018-02-15"
21.493767,3374.4902,"2018-02-15"
21.607767,3347.3978,"2018-02-15"
21.711956,3365.1589,"2018-02-15"
21.928056,3336.2138,"2018-02-15"
22.082813,3344.1304,"2018-02-15"
22.192122,3372.619,"2018-02-15"
22.3583,3395.2667,"2018-02-15"
22.366267,3382.5809,"2018-02-15"
22.188912,3379.6592,"2018-02-15"
21.963822,3371.5321,"2018-02-15"
21.917444,3400.677,"2018-02-15"
21.9059,3413.9887,"2018-02-15"
21.845385,3438.3284,"2018-02-15"
21.693822,3418.0631,"2018-02-15"
21.57675,3470.5177,"2018-02-15"
21.527956,3425.5134,"2018-02-15"
21.676433,3474.0413,"2018-02-15"
22.124038,3413.2249,"2018-02-15"
22.230244,3411.8535,"2018-02-15"
22.154659,3417.4248,"2018-02-15"
22.134144,3458.5349,"2018-02-15"
22.064355,3440.9183,"2018-02-15"
22.018986,3453.9965,"2018-02-15"
21.9523,3461.8572,"2018-02-15"
21.918089,3419.8379,"2018-02-15"
21.864544,3418.0114,"2018-02-15"
21.847736,3404.1701,"2018-02-15"
21.820722,3403.8448,"2018-02-15"
21.844681,3398.3886,"2018-02-15"
21.937802,3409.7188,"2018-02-15"
22.141522,3391.8228,"2018-02-15"
22.300956,3400.9616,"2018-02-15"
22.355294,3371.6277,"2018-02-15"
22.380022,3398.7784,"2018-02-15"
22.390811,3407.3232,"2018-02-15"
22.424868,3400.5156,"2018-02-15"
