Temperature,TempVal,Time,Humidity,TempNorm,idxMod
$T_{\text{amb}}$,21.203,1518888127,44.58,0.78159098,1220650
$T_{\text{amb}}$,21.102,1518891127,43.444,0.77786789,1220700
$T_{\text{amb}}$,21.178,1518894127,42.115,0.78066942,1220750
$T_{\text{amb}}$,21.176,1518897127,40.818,0.78059569,1220800
$T_{\text{amb}}$,21.217,1518900127,40.337,0.78210705,1220850
$T_{\text{amb}}$,21.207,1518903127,40.08,0.78173843,1220900
$T_{\text{amb}}$,21.201,1518906127,39.977,0.78151725,1220950
$T_{\text{amb}}$,21.176,1518909127,39.668,0.78059569,1221000
$T_{\text{amb}}$,21.14,1518912128,38.823,0.77926865,1221050
$T_{\text{amb}}$,21.123,1518915128,37.678,0.77864199,1221100
$T_{\text{amb}}$,21.106,1518918128,36.199,0.77801533,1221150
$T_{\text{amb}}$,21.072,1518921128,34.944,0.77676202,1221200
$T_{\text{amb}}$,21.07,1518924128,34.162,0.77668829,1221250
$T_{\text{amb}}$,21.051,1518926059,34.378,0.77598791,1221300
$T_{\text{amb}}$,21.031,1518927096,34.245,0.77525066,1221350
$T_{\text{amb}}$,21.048,1518930096,33.238,0.77587732,1221400
$T_{\text{amb}}$,21.037,1518933096,33.729,0.77547184,1221450
$T_{\text{amb}}$,21.125,1518936096,33.497,0.77871572,1221500
$T_{\text{amb}}$,21.107,1518939096,33.259,0.7780522,1221550
$T_{\text{amb}}$,21.183,1518942096,32.916,0.78085373,1221600
$T_{\text{amb}}$,21.139,1518945096,33.22,0.77923179,1221650
$T_{\text{amb}}$,21.147,1518948096,33.311,0.77952669,1221700
$T_{\text{amb}}$,21.202,1518951096,33.499,0.78155411,1221750
$T_{\text{amb}}$,21.204,1518954096,33.457,0.78162784,1221800
$T_{\text{amb}}$,21.219,1518957096,33.67,0.78218077,1221850
$T_{\text{amb}}$,21.217,1518960096,33.191,0.78210705,1221900
$T_{\text{amb}}$,21.202,1518963096,32.353,0.78155411,1221950
$T_{\text{amb}}$,21.221,1518966096,32.661,0.7822545,1222000
$T_{\text{amb}}$,21.179,1518969097,32.381,0.78070628,1222050
$T_{\text{amb}}$,21.17,1518972097,31.871,0.78037452,1222100
$T_{\text{amb}}$,21.145,1518975097,32.079,0.77945296,1222150
$T_{\text{amb}}$,21.144,1518976731,31.917,0.7794161,1222200
$T_{\text{amb}}$,21.12,1518977945,31.907,0.77853141,1222250
$T_{\text{amb}}$,21.128,1518978153,31.767,0.7788263,1222300
$T_{\text{amb}}$,21.107,1518981153,31.436,0.7780522,1222350
$T_{\text{amb}}$,21.086,1518984153,30.385,0.77727809,1222400
$T_{\text{amb}}$,21.08,1518986915,30.379,0.77705692,1222450
$T_{\text{amb}}$,21.07,1518987180,30.094,0.77668829,1222500
$T_{\text{amb}}$,21.076,1518990180,30.159,0.77690947,1222550
$T_{\text{amb}}$,21.086,1518993180,30.097,0.77727809,1222600
$T_{\text{amb}}$,21.083,1518996180,29.671,0.7771675,1222650
$T_{\text{amb}}$,21.102,1518999180,29.598,0.77786789,1222700
$T_{\text{amb}}$,21.09,1519002180,29.205,0.77742554,1222750
$T_{\text{amb}}$,21.101,1519005180,29.08,0.77783102,1222800
$T_{\text{amb}}$,21.1,1519008180,28.982,0.77779416,1222850
$T_{\text{amb}}$,21.101,1519011180,28.814,0.77783102,1222900
$T_{\text{amb}}$,21.103,1519014062,28.62,0.77790475,1222950
$T_{\text{amb}}$,21.101,1519014206,28.585,0.77783102,1223000
$T_{\text{amb}}$,21.101,1519017206,28.37,0.77783102,1223050
$T_{\text{amb}}$,21.114,1519020206,28.635,0.77831023,1223100
$T_{\text{amb}}$,21.152,1519023206,28.859,0.779711,1223150
$T_{\text{amb}}$,21.147,1519026206,29.04,0.77952669,1223200
$T_{\text{amb}}$,21.226,1519029206,28.176,0.78243881,1223250
$T_{\text{amb}}$,21.183,1519029925,28.376,0.78085373,1223300
$T_{\text{amb}}$,21.157,1519032282,27.842,0.77989531,1223350
$T_{\text{amb}}$,21.136,1519035282,28.642,0.7791212,1223400
$T_{\text{amb}}$,21.148,1519035893,28.684,0.77956355,1223450
$T_{\text{amb}}$,21.116,1519038302,28.775,0.77838396,1223500
$T_{\text{amb}}$,21.093,1519041302,27.572,0.77753613,1223550
$T_{\text{amb}}$,21.098,1519043057,28.075,0.77772044,1223600
$T_{\text{amb}}$,21.107,1519044331,28.077,0.7780522,1223650
$T_{\text{amb}}$,21.15,1519047331,27.828,0.77963728,1223700
$T_{\text{amb}}$,21.19,1519050271,28.299,0.78111177,1223750
