idx,interval,minInterval,tStart,tStop,tLength,sliceStart,sliceStop,sliceStartEvNum,sliceStopEvNum,numClusters,N,G_fit,G_fitmean,G,theta,redChiSq,Chip,Run,File,RunPeriod,gainNorm,prevVals_GGPLOTNIM_INTERNAL
6,90,25,1519192627,1519198059,90.533333,1612,1890,13797,16073,0,8.86646764e+06,3786.5461,3871.7165,3607.584,2.9451959,2.9311952,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.74921775,0
7,90,25,1519198059,1519203474,90.25,1891,2163,16095,18383,0,8.82484871e+06,3809.7359,3904.2254,3632.3551,2.7811356,2.4989836,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75436217,0
8,90,25,1519203474,1519208905,90.516667,2164,2478,18390,20684,0,9.49816455e+06,3763.0685,3867.241,3617.7212,2.6743302,2.4070783,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75132302,0
9,90,25,1519208905,1519214321,90.266667,2479,2769,20699,22990,0,9.15418246e+06,3773.3984,3883.8208,3624.6169,2.5854937,1.8853428,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75275512,0
10,90,25,1519214321,1519219784,91.05,2770,3031,23000,25282,0,8.50043746e+06,3795.6159,3899.5665,3651.1595,2.6561597,2.4735533,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75826743,0
11,90,25,1519219784,1519225226,90.7,3032,3289,25318,27586,0,8.5640595e+06,3815.5647,3919.2736,3640.4122,2.6466575,2.1006145,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75603545,0
12,90,25,1519225226,1519230628,90.033333,3290,3570,27619,29904,0,9.00401032e+06,3819.0866,3927.7829,3666.0604,2.5790854,2.3669952,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.76136204,0
13,90,25,1519230628,1519232690,34.366667,3571,3679,29916,30795,0,3.3261504e+06,3848.0531,3944.5404,3698.8313,2.7263757,1.0872583,3,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.76816785,0
0,90,25,1519160093,1519165501,90.133333,0,243,3,2283,0,7.31546006e+06,3453.2854,3575.8442,3286.2417,2.6065616,1.8198859,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68248185,0
1,90,25,1519165501,1519170937,90.6,244,503,2292,4575,0,8.23312329e+06,3457.8668,3579.2125,3293.1531,2.6183254,2.3356821,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68391719,0
2,90,25,1519170937,1519176342,90.083333,504,757,4591,6855,0,8.18760961e+06,3441.9301,3565.2473,3281.041,2.6054127,2.6696982,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68140178,0
3,90,25,1519176342,1519181784,90.7,758,1016,6890,9166,0,7.98961652e+06,3443.0099,3569.9596,3271.7638,2.5605694,1.8326136,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.67947509,0
4,90,25,1519181784,1519187195,90.183333,1017,1254,9196,11490,0,7.73480232e+06,3480.3359,3613.3099,3317.8813,2.4653182,1.9747505,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68905271,0
5,90,25,1519187195,1519192643,90.8,1255,1510,11495,13773,0,7.62068631e+06,3477.9838,3609.5641,3319.0613,2.4825762,1.9574722,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68929777,0
6,90,25,1519192643,1519198078,90.583333,1511,1756,13804,16084,0,7.81645138e+06,3481.9333,3599.6869,3307.3459,2.6462994,2.5976008,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68686474,0
7,90,25,1519198078,1519203499,90.35,1757,2027,16103,18390,0,8.24408665e+06,3504.0122,3633.0827,3345.6098,2.4937274,2.4947236,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.69481132,0
8,90,25,1519203499,1519208903,90.066667,2028,2266,18401,20694,0,7.43012513e+06,3434.2511,3561.2569,3273.7241,2.5661354,1.9516124,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.67988221,0
9,90,25,1519208903,1519214304,90.016667,2267,2521,20698,22983,0,7.58551992e+06,3500.3379,3623.8,3332.3819,2.5622359,2.3169826,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.69206417,0
10,90,25,1519214304,1519219728,90.4,2522,2767,22993,25281,0,7.83120145e+06,3483.4954,3608.2251,3337.3297,2.5586734,2.9030363,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.69309173,0
11,90,25,1519219728,1519225167,90.65,2768,3029,25295,27559,0,8.1150842e+06,3503.1038,3621.5627,3322.3168,2.6220949,2.4185611,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68997388,0
12,90,25,1519225167,1519230608,90.683333,3030,3299,27594,29884,0,8.37155236e+06,3535.9179,3656.3153,3365.7663,2.5750143,2.2973887,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.6989974,0
13,90,25,1519230608,1519232709,35.016667,3300,3398,29908,30805,0,3.04745204e+06,3469.1947,3592.3189,3292.0205,2.5882001,0.87334855,4,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68368197,0
0,90,25,1519160134,1519165541,90.116667,0,244,20,2304,0,7.88872106e+06,4229.674,4619.1845,4559.5568,3.2549767,3.7575276,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94692205,0
1,90,25,1519165541,1519170963,90.366667,245,497,2309,4590,0,7.66610881e+06,4210.3585,4567.313,4505.3965,3.5256218,3.2303312,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93567412,0
2,90,25,1519170963,1519176367,90.066667,498,752,4602,6896,0,8.19326652e+06,4205.3816,4611.0825,4558.9073,3.1655636,4.1537098,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94678718,0
3,90,25,1519176367,1519181789,90.366667,753,1043,6900,9184,0,9.4727859e+06,4178.1996,4572.0658,4527.3663,3.2773756,4.4548098,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94023677,0
4,90,25,1519181789,1519187244,90.916667,1044,1285,9198,11477,0,7.44286617e+06,4222.8078,4598.1699,4563.1008,3.366877,3.5534828,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94765807,0
5,90,25,1519187244,1519192663,90.316667,1286,1550,11517,13779,0,7.51624274e+06,4341.7532,4596.8199,4509.029,4.350052,6.2850819,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93642852,0
6,90,25,1519192663,1519198066,90.05,1551,1804,13812,16095,0,7.42215187e+06,4177.2874,4574.8454,4532.7622,3.2516977,3.1745368,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9413574,0
7,90,25,1519198066,1519203474,90.133333,1805,2067,16098,18366,0,8.19437429e+06,4220.1577,4586.423,4532.4047,3.4400037,4.2948875,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94128315,0
8,90,25,1519203474,1519208933,90.983333,2068,2308,18390,20681,0,7.48197764e+06,4186.1674,4594.7203,4558.849,3.1652542,3.947744,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94677506,0
9,90,25,1519208933,1519214345,90.2,2309,2550,20711,23003,0,7.82119159e+06,4223.5067,4607.3579,4539.2038,3.3026498,3.9784728,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94269518,0
10,90,25,1519214345,1519219767,90.366667,2551,2794,23010,25299,0,7.60015012e+06,4204.3929,4579.2722,4517.6718,3.3906688,3.7536523,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93822345,0
11,90,25,1519219767,1519225177,90.166667,2795,3056,25311,27562,0,7.61023635e+06,4350.084,4631.3671,4533.0916,4.0482867,6.813612,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94142581,0
12,90,25,1519225177,1519230590,90.216667,3057,3318,27598,29893,0,8.85023656e+06,4221.464,4659.6362,4609.6927,2.9383541,4.2249972,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95733421,0
13,90,25,1519230590,1519232673,34.716667,3319,3436,29900,30788,0,3.47063439e+06,4386.5463,4680.0685,4604.2946,3.8788347,3.7596745,5,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95621314,0
0,90,25,1519160107,1519165520,90.216667,0,258,9,2292,0,7.07154384e+06,4220.2243,4513.7043,4518.2163,4.1933082,5.3775439,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93833652,0
1,90,25,1519165520,1519170929,90.15,259,536,2300,4558,0,8.32085408e+06,4223.1428,4531.0226,4520.3991,4.0399446,5.8330946,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93878984,0
2,90,25,1519170929,1519176340,90.183333,537,808,4588,6852,0,7.40991232e+06,4233.2786,4516.706,4516.1335,4.2834976,5.7975591,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93790398,0
3,90,25,1519176340,1519181740,90,809,1077,6889,9176,0,6.90285129e+06,4253.0154,4530.919,4556.9226,4.3157112,6.44694,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94637498,0
4,90,25,1519181740,1519187144,90.066667,1078,1330,9178,11468,0,6.51348333e+06,4233.3232,4514.0444,4521.1655,4.3136658,4.896023,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.938949,0
5,90,25,1519187144,1519192557,90.216667,1331,1581,11473,13755,0,7.01166079e+06,4259.7232,4562.3693,4571.353,4.0420853,4.9737529,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94937187,0
6,90,25,1519192557,1519197986,90.483333,1582,1818,13767,16040,0,6.6006137e+06,4193.0331,4489.8906,4499.9986,4.1972879,4.6817453,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93455309,0
7,90,25,1519197986,1519203401,90.25,1819,2086,16064,18335,0,7.52947218e+06,4225.8413,4533.6992,4555.4446,4.0364127,5.5785652,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94606805,0
8,90,25,1519203401,1519208801,90,2087,2354,18358,20651,0,7.59223457e+06,4226.3336,4524.9917,4528.0965,4.129799,5.1593784,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94038844,0
9,90,25,1519208801,1519214219,90.3,2355,2623,20654,22936,0,7.24920796e+06,4214.1326,4514.3843,4514.4909,4.1307017,4.9449334,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93756284,0
10,90,25,1519214219,1519219633,90.233333,2624,2882,22957,25245,0,7.26365963e+06,4235.4113,4551.9233,4562.9884,3.9382703,5.3360779,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94763472,0
11,90,25,1519219633,1519225033,90,2883,3145,25255,27532,0,7.39257457e+06,4243.8804,4543.4291,4541.0147,4.0956809,6.02335,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94307126,0
12,90,25,1519225033,1519230437,90.066667,3146,3389,27535,29829,0,6.47422486e+06,4239.8209,4560.686,4567.6948,3.8908703,5.1473472,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94861215,0
13,90,25,1519230437,1519232663,37.1,3390,3491,29836,30783,0,2.49666349e+06,4266.1316,4512.1222,4491.6767,4.6820453,1.8446313,6,152,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93282482,0
0,90,25,1519243856,1519249256,90,0,270,5,2300,0,5.6404358e+06,2908.7849,3028.5632,2826.0398,2.8202137,1.9998125,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58690779,0
1,90,25,1519249256,1519254681,90.416667,271,509,2302,4556,0,5.19976419e+06,2912.7128,3034.8464,2836.811,2.7829352,1.7367022,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58914473,0
2,90,25,1519254681,1519260089,90.133333,510,788,4600,6884,0,5.84826743e+06,2902.9539,3032.5563,2825.0239,2.6910606,2.0898644,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58669681,0
3,90,25,1519260089,1519265561,91.2,789,1036,6903,9187,0,5.25513539e+06,2919.3933,3030.7657,2830.3198,2.9347224,1.643072,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58779665,0
4,90,25,1519265561,1519270992,90.516667,1037,1281,9226,11516,0,5.22353005e+06,2893.5277,3014.9201,2812.6347,2.8124757,1.7775316,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58412384,0
5,90,25,1519270992,1519276397,90.083333,1282,1537,11529,13817,0,5.37486979e+06,2910.6915,3024.7689,2811.6885,2.9023177,1.3494353,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58392734,0
6,90,25,1519276397,1519281875,91.3,1538,1774,13823,16110,0,5.46620896e+06,2935.8226,3062.7161,2861.6817,2.6959268,2.0164223,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.59430986,0
7,90,25,1519281875,1519287278,90.05,1775,2057,16145,18436,0,6.58263566e+06,2917.989,3035.3847,2827.3078,2.8454672,1.7525943,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58717114,0
8,90,25,1519287278,1519292682,90.066667,2058,2342,18441,20719,0,6.11829738e+06,2903.067,3022.3315,2835.1061,2.8333656,2.3612185,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58879066,0
9,90,25,1519292682,1519298090,90.133333,2343,2611,20735,23015,0,5.77271387e+06,2917.3516,3042.1349,2832.0388,2.7418097,2.102024,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58815365,0
10,90,25,1519298090,1519303501,90.183333,2612,2892,23023,25316,0,6.51007515e+06,2914,3036.8173,2821.8861,2.7721324,2.1228599,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58604517,0
11,90,25,1519303501,1519308902,90.016667,2893,3140,25328,27630,0,5.07672954e+06,2913.7214,3027.1015,2822.4787,2.9097688,1.9060797,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58616823,0
12,90,25,1519308902,1519314326,90.4,3141,3417,27631,29888,0,6.13950891e+06,2920.6314,3034.1148,2832.3478,2.9010446,1.8903469,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58821782,0
13,90,25,1519314326,1519316574,37.466667,3418,3512,29922,30875,0,1.94593949e+06,2948.3929,3077.5887,2851.8722,2.6542062,0.79939433,0,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.59227262,0
0,90,25,1519243879,1519249289,90.166667,0,262,15,2309,0,4.72009154e+06,3932.4216,4398.4685,4370.4029,4.2535501,5.045923,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.90763885,0
1,90,25,1519249289,1519254691,90.033333,263,557,2316,4602,0,4.96235469e+06,3952.7926,4389.5274,4395.6347,4.4913249,6.9302007,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.91287895,0
2,90,25,1519254691,1519260117,90.433333,558,837,4604,6899,0,5.45762592e+06,3648.5719,4384.749,4458.8902,2.8272908,5.069819,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.92601576,0
3,90,25,1519260117,1519265533,90.266667,838,1125,6915,9191,0,5.39364103e+06,3945.0026,4390.9634,4364.35,4.4169125,6.871951,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9063818,0
4,90,25,1519265533,1519270938,90.083333,1126,1412,9214,11503,0,4.81319259e+06,3965.4228,4360.4665,4369.8047,4.9034565,6.1344574,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.90751462,0
5,90,25,1519270938,1519276364,90.433333,1413,1694,11506,13795,0,5.36047776e+06,3925.6884,4371.5732,4359.1295,4.4549378,6.7544145,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9052976,0
6,90,25,1519276364,1519281777,90.216667,1695,1982,13808,16088,0,4.73684389e+06,3965.1235,4342.4423,4354.1271,5.110196,6.3132312,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.90425873,0
7,90,25,1519281777,1519287216,90.65,1983,2258,16103,18378,0,4.80781597e+06,3971.9182,4417.3529,4410.983,4.3711255,6.5228044,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.91606647,0
8,90,25,1519287216,1519292642,90.433333,2259,2547,18415,20700,0,5.20655352e+06,3946.4818,4409.7538,4393.871,4.2530841,7.3323317,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.91251268,0
9,90,25,1519292642,1519298065,90.383333,2548,2844,20718,22998,0,5.5650092e+06,3953.8546,4442.9755,4413.527,4.0161358,7.0131705,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.91659481,0
10,90,25,1519298065,1519303467,90.033333,2845,3126,23012,25312,0,6.04198197e+06,3637.9669,4380.5442,4412.9082,2.8065236,4.1519138,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.91646629,0
11,90,25,1519303467,1519308875,90.133333,3127,3395,25313,27602,0,4.88184172e+06,3978.0293,4405.9121,4398.2226,4.5296508,6.8575532,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.91341641,0
12,90,25,1519308875,1519314348,91.216667,3396,3654,27620,29888,0,4.70962066e+06,3925.908,4381.8292,4365.8907,4.3588718,5.7890076,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.90670176,0
13,90,25,1519314348,1519316574,37.1,3655,3777,29930,30875,0,2.13895769e+06,3753.0557,4287.4627,4366.1144,3.9903175,1.7210978,1,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.90674821,0
0,90,25,1519243861,1519249299,90.633333,0,281,7,2302,0,7.09570476e+06,3944.2501,4279.8918,4130.5849,3.9103553,4.9922899,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.85783381,0
1,90,25,1519249299,1519254751,90.866667,282,547,2320,4606,0,7.12928811e+06,3971.104,4298.7939,4138.7938,3.9482784,4.9226776,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.85953861,0
2,90,25,1519254751,1519260155,90.066667,548,829,4629,6915,0,7.15849e+06,4012.6755,4342.0494,4198.4136,3.8723428,5.7859935,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.87192036,0
3,90,25,1519260155,1519265559,90.066667,830,1072,6931,9222,0,5.95015463e+06,3936.6484,4244.5991,4100.6921,4.2047252,4.2784111,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.8516257,0
4,90,25,1519265559,1519270977,90.3,1073,1365,9225,11514,0,7.20763468e+06,3996.6441,4310.3206,4151.3038,4.0508528,5.5275229,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.86213668,0
5,90,25,1519270977,1519276379,90.033333,1366,1627,11523,13813,0,6.57736467e+06,4040.0528,4342.2833,4175.6227,4.1045612,5.0083811,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.86718719,0
6,90,25,1519276379,1519281821,90.7,1628,1873,13815,16091,0,6.29546895e+06,3963.4518,4302.5734,4150.3974,3.8495412,4.4787859,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.86194843,0
7,90,25,1519281821,1519287269,90.8,1874,2118,16122,18415,0,6.35031399e+06,3976.3545,4316.0725,4140.9864,3.8257401,3.7834561,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.85999397,0
8,90,25,1519287269,1519292670,90.016667,2119,2385,18437,20725,0,7.25127224e+06,4001.0539,4326.9767,4168.9759,3.9220898,5.5831201,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.86580679,0
9,90,25,1519292670,1519298084,90.233333,2386,2643,20730,23007,0,7.04444122e+06,3919.1118,4342.1021,4215.4995,3.2198214,3.9183818,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.87546875,0
10,90,25,1519298084,1519303497,90.216667,2644,2917,23020,25313,0,7.21482948e+06,4002.4796,4335.2499,4193.9725,3.8543765,5.7453053,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.87099805,0
11,90,25,1519303497,1519308904,90.116667,2918,3165,25326,27613,0,6.24701625e+06,4021.1877,4326.1903,4162.537,4.1038462,4.4035425,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.86446957,0
12,90,25,1519308904,1519314339,90.583333,3166,3426,27632,29902,0,5.70178021e+06,4035.1381,4328.4624,4159.5294,4.2077662,4.3804475,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.86384496,0
13,90,25,1519314339,1519316602,37.716667,3427,3537,29927,30890,0,2.64930955e+06,4043.4997,4362.1927,4189.5957,3.9322273,2.2059816,2,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.87008909,0
0,90,25,1519243852,1519249273,90.35,0,308,3,2298,0,1.02297638e+07,3776.0763,3889.467,3647.6393,2.5466453,2.6864371,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75753636,0
1,90,25,1519249273,1519254703,90.5,309,594,2309,4591,0,9.6028608e+06,3827.2232,3920.5545,3643.2519,2.7866886,2.7574229,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75662521,0
2,90,25,1519254703,1519260104,90.016667,595,892,4609,6909,0,9.48976618e+06,3822.2811,3912.5627,3638.2414,2.8368489,2.9589232,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75558462,0
3,90,25,1519260104,1519265516,90.2,893,1172,6910,9198,0,8.5931306e+06,3829.7182,3940.1945,3679.1425,2.5501172,2.7306066,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.7640789,0
4,90,25,1519265516,1519270925,90.15,1173,1444,9207,11491,0,8.79307541e+06,3823.9812,3915.5546,3648.4452,2.8156455,3.0247358,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75770373,0
5,90,25,1519270925,1519276334,90.15,1445,1719,11500,13783,0,9.28972639e+06,3796.946,3909.2758,3634.8018,2.5469588,2.022244,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.7548703,0
6,90,25,1519276334,1519281777,90.716667,1720,1993,13795,16077,0,8.66317688e+06,3818.6261,3910.4559,3637.3455,2.8153661,2.693998,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75539858,0
7,90,25,1519281777,1519287196,90.316667,1994,2260,16103,18397,0,8.68985615e+06,3849.4087,3945.2614,3656.4189,2.7346795,2.4122924,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75935971,0
8,90,25,1519287196,1519292602,90.1,2261,2556,18407,20670,0,9.13352727e+06,3835.0498,3925.2147,3641.7251,2.829894,2.3903434,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75630811,0
9,90,25,1519292602,1519298022,90.333333,2557,2864,20701,22976,0,9.54628291e+06,3833.7894,3933.2116,3664.2,2.6938714,2.7440048,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.76097567,0
10,90,25,1519298022,1519303433,90.183333,2865,3155,22993,25273,0,9.53308346e+06,3822.7858,3916.7625,3627.0478,2.7799904,2.7076176,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.75325997,0
11,90,25,1519303433,1519308847,90.233333,3156,3443,25300,27600,0,9.30866614e+06,3867.5945,3967.193,3684.7469,2.6698747,2.5435484,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.76524283,0
12,90,25,1519308847,1519314255,90.133333,3444,3693,27608,29872,0,8.04011831e+06,3868.471,3963.0289,3700.6721,2.7411638,2.9891947,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.76855015,0
13,90,25,1519314255,1519316602,39.116667,3694,3831,29891,30890,0,4.68857661e+06,3850.332,3969.2737,3703.3495,2.4367841,1.1848455,3,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.76910619,0
0,90,25,1519243852,1519249266,90.233333,0,242,3,2283,0,7.89211969e+06,3448.5516,3578.0946,3285.9337,2.5261081,2.301976,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68241789,0
1,90,25,1519249266,1519254668,90.033333,243,476,2306,4584,0,7.01485618e+06,3464.6463,3587.2549,3284.8897,2.5977767,2.1364428,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68220106,0
2,90,25,1519254668,1519260074,90.1,477,741,4594,6890,0,8.23957711e+06,3495.7474,3620.4446,3302.8461,2.5505674,2.0818785,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68593023,0
3,90,25,1519260074,1519265487,90.216667,742,1002,6896,9178,0,8.07327049e+06,3487.0838,3622.6753,3342.082,2.4319545,2.7778199,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.69407868,0
4,90,25,1519265487,1519270921,90.566667,1003,1250,9194,11478,0,7.37452276e+06,3494.7274,3625.3132,3352.9955,2.4826335,2.478288,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.69634519,0
5,90,25,1519270921,1519276345,90.4,1251,1505,11498,13783,0,8.06356461e+06,3465.2604,3593.5549,3293.3773,2.529082,1.9846418,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68396376,0
6,90,25,1519276345,1519281765,90.333333,1506,1756,13800,16072,0,7.5239426e+06,3457.7276,3579.5096,3283.6432,2.6129874,1.9544156,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.6819422,0
7,90,25,1519281765,1519287182,90.283333,1757,2036,16098,18393,0,8.82117297e+06,3469.0996,3607.0272,3312.567,2.4183788,2.6548423,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.68794906,0
8,90,25,1519287182,1519292585,90.05,2037,2296,18401,20678,0,7.94238724e+06,3475.1795,3597.9474,3295.513,2.5883154,2.0162946,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.6844073,0
9,90,25,1519292585,1519298000,90.25,2297,2554,20694,22965,0,8.02811761e+06,3536.4224,3652.2208,3358.3974,2.6323485,2.5710405,4,154,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.69746703,0
