idx,interval,minInterval,tStart,tStop,tLength,sliceStart,sliceStop,sliceStartEvNum,sliceStopEvNum,numClusters,N,G_fit,G_fitmean,G,theta,redChiSq,Chip,Run,File,RunPeriod,gainNorm,prevVals_GGPLOTNIM_INTERNAL
63,90,25,1521667595,1521673028,90.55,16090,16358,144701,146970,0,9.57614067e+06,4428.4299,4786.5164,4696.4673,3.2855701,3.4891374,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97535544,0
64,90,25,1521673028,1521678441,90.216667,16359,16621,146991,149276,0,9.15336532e+06,4434.4526,4776.5647,4703.4562,3.4014072,3.9060964,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97680688,0
65,90,25,1521678441,1521683843,90.033333,16622,16855,149291,151580,0,7.46334031e+06,4435.0817,4735.6582,4658.7247,3.7541323,3.5109723,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96751709,0
66,90,25,1521683843,1521689250,90.116667,16856,17120,151581,153867,0,8.72547667e+06,4469.0666,4816.0378,4768.2691,3.3294666,4.5071362,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.99026713,0
67,90,25,1521689250,1521694671,90.35,17121,17367,153873,156135,0,7.87418894e+06,4428.4548,4761.82,4685.985,3.477424,3.3483635,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97317848,0
68,90,25,1521694671,1521700113,90.7,17368,17604,156162,158450,0,7.92670419e+06,4450.2194,4775.7195,4706.7821,3.51914,4.3621932,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97749759,0
69,90,25,1521700113,1521705589,91.266667,17605,17869,158473,160766,0,8.68831387e+06,4447.1986,4772.0892,4706.3516,3.527407,4.301065,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97740818,0
70,90,25,1521705589,1521711005,90.266667,17870,18140,160801,163082,0,8.97984653e+06,4442.3006,4785.6011,4703.5991,3.3841934,4.6062451,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97683654,0
71,90,25,1521711005,1521716410,90.083333,18141,18399,163107,165371,0,8.49692822e+06,4551.147,4794.8059,4670.4081,4.1961137,5.6914463,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9699435,0
72,90,25,1521716410,1521721817,90.116667,18400,18665,165398,167680,0,8.94802528e+06,4441.9679,4779.881,4689.8088,3.4268969,3.7031298,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97397261,0
73,90,25,1521721817,1521727280,91.05,18666,18909,167694,169964,0,7.45429886e+06,4442.9373,4760.9986,4693.4984,3.5897147,3.14604,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97473885,0
74,90,25,1521727280,1521732700,90.333333,18910,19147,170007,172289,0,7.35063885e+06,4525.1643,4800.1576,4695.8211,3.8942795,2.7965183,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97522122,0
75,90,25,1521732700,1521736739,67.316667,19148,19338,172313,174030,0,6.70456818e+06,4551.7404,4907.5743,4810.4911,3.1870943,3.02021,5,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.99903573,0
0,90,25,1521325910,1521331341,90.516667,0,241,17,2274,0,6.12914837e+06,4273.0626,4515.3323,4517.7719,4.7194072,3.7430407,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93824423,0
1,90,25,1521331341,1521336762,90.35,242,489,2307,4591,0,6.43491046e+06,4327.001,4554.3538,4546.5209,4.8314728,4.7905411,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94421478,0
2,90,25,1521336762,1521342170,90.133333,490,773,4606,6882,0,7.95880758e+06,4329.7762,4587.783,4608.8897,4.4310783,7.7933699,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95716745,0
3,90,25,1521342170,1521347579,90.15,774,1040,6887,9165,0,6.83257815e+06,4311.8438,4567.0338,4582.2918,4.4925159,5.1314282,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95164363,0
4,90,25,1521347579,1521352981,90.033333,1041,1283,9185,11460,0,6.7928587e+06,4275.9331,4548.3042,4583.6922,4.3441629,5.5855858,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95193446,0
5,90,25,1521352981,1521358387,90.1,1284,1559,11469,13761,0,7.50584622e+06,4316.2787,4561.5152,4558.5328,4.6099772,4.4709803,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94670939,0
6,90,25,1521358387,1521363805,90.3,1560,1831,13768,16054,0,7.57184842e+06,4308.9935,4572.1685,4585.2726,4.4011462,5.5879435,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95226268,0
7,90,25,1521363805,1521369210,90.083333,1832,2100,16062,18343,0,7.03264917e+06,4359.1334,4610.2275,4631.708,4.4702037,5.6169641,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96190632,0
8,90,25,1521369210,1521374610,90,2101,2395,18349,20635,0,7.99422536e+06,4302.9319,4539.2396,4535.4969,4.7490812,6.0995407,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94192534,0
9,90,25,1521374610,1521380016,90.1,2396,2633,20639,22914,0,6.17918755e+06,4281.1307,4511.0148,4522.396,4.8748332,5.0467391,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93920455,0
10,90,25,1521380016,1521385419,90.05,2634,2887,22926,25186,0,7.01153014e+06,4294.0821,4532.3631,4554.0928,4.7373581,5.9457509,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94578731,0
11,90,25,1521385419,1521390880,91.016667,2888,3147,25204,27474,0,7.61623004e+06,4337.6047,4589.8126,4600.1938,4.4893254,6.2066898,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95536149,0
12,90,25,1521390880,1521396299,90.316667,3148,3397,27512,29763,0,7.14851761e+06,4304.4138,4567.284,4569.7677,4.4116635,5.5699551,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94904265,0
13,90,25,1521396299,1521401709,90.166667,3398,3651,29794,32076,0,7.90255413e+06,4334.2092,4601.7643,4619.1242,4.3130728,6.3541512,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95929292,0
14,90,25,1521401709,1521407124,90.25,3652,3894,32083,34374,0,6.53467255e+06,4338.3532,4589.3682,4566.1947,4.5028255,4.7095634,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9483006,0
15,90,25,1521407124,1521412548,90.4,3895,4143,34381,36675,0,6.88135975e+06,4318.3834,4556.8926,4551.7739,4.6941239,5.3092414,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94530571,0
16,90,25,1521412548,1521417959,90.183333,4144,4406,36694,38978,0,7.41049396e+06,4146.0014,4487.0165,4549.9359,3.8280928,3.4946079,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.944924,0
17,90,25,1521417959,1521423375,90.266667,4407,4675,38983,41253,0,7.01780499e+06,4317.4457,4561.8012,4569.6089,4.6194071,4.8530175,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94900967,0
18,90,25,1521423375,1521428810,90.583333,4676,4942,41266,43536,0,8.07263139e+06,4366.1427,4614.4094,4611.216,4.4942659,6.661151,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95765057,0
19,90,25,1521428810,1521434234,90.4,4943,5180,43554,45836,0,6.77034192e+06,4329.4953,4599.2514,4617.7149,4.2949238,4.3958794,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95900024,0
20,90,25,1521434234,1521439638,90.066667,5181,5424,45853,48138,0,6.97516425e+06,4322.9007,4598.2791,4600.1859,4.2415535,6.0443482,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95535985,0
21,90,25,1521439638,1521445039,90.016667,5425,5673,48146,50439,0,6.82977176e+06,4315.3633,4577.9412,4582.7372,4.3985826,5.8836399,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95173613,0
22,90,25,1521445039,1521450470,90.516667,5674,5918,50444,52669,0,7.33491781e+06,4355.5539,4589.725,4598.612,4.6913295,5.5102341,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95503298,0
23,90,25,1521450470,1521455953,91.383333,5919,6210,52735,55000,0,7.69987718e+06,4288.9469,4542.1689,4562.7586,4.5527101,6.3114326,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.947587,0
24,90,25,1521455953,1521461359,90.1,6211,6454,55052,57346,0,7.07385859e+06,4312.4154,4579.7413,4576.7561,4.3476897,5.5784441,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95049398,0
25,90,25,1521461359,1521466766,90.116667,6455,6707,57351,59627,0,6.97307816e+06,4339.3344,4599.0932,4612.4432,4.3959499,4.7520361,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95790543,0
26,90,25,1521466766,1521472207,90.683333,6708,6943,59631,61913,0,6.47743358e+06,4340.6895,4565.7581,4547.8563,4.8403374,3.9632102,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94449212,0
27,90,25,1521472207,1521477615,90.133333,6944,7188,61940,64228,0,6.20160385e+06,4313.1767,4535.5319,4510.2947,4.9262733,4.5844416,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.93669137,0
28,90,25,1521477615,1521483016,90.016667,7189,7443,64233,66520,0,6.78706994e+06,4349.7519,4590.6678,4585.1095,4.6122729,5.5332187,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9522288,0
29,90,25,1521483016,1521488441,90.416667,7444,7721,66522,68800,0,7.2092277e+06,4321.4027,4565.9597,4571.7784,4.6104941,4.6782183,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94946022,0
30,90,25,1521488441,1521493872,90.516667,7722,7968,68811,71087,0,6.58795106e+06,4338.586,4576.1451,4586.469,4.6738375,5.151024,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95251113,0
31,90,25,1521493872,1521499285,90.216667,7969,8210,71111,73386,0,6.56150722e+06,4361.2103,4607.6201,4590.1069,4.5248079,5.1455187,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95326666,0
32,90,25,1521499285,1521504692,90.116667,8211,8466,73395,75670,0,7.32540578e+06,4349.8486,4613.2054,4605.8929,4.3384773,6.21969,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95654507,0
33,90,25,1521504692,1521510146,90.9,8467,8708,75679,77938,0,6.98033143e+06,4342.152,4601.2504,4596.7682,4.3995566,4.9979753,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95465006,0
34,90,25,1521510146,1521515576,90.5,8709,8931,77987,80256,0,6.08952259e+06,4340.2232,4584.0523,4592.4333,4.5899601,4.1351035,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95374981,0
35,90,25,1521515576,1521520983,90.116667,8932,9196,80284,82565,0,7.16654335e+06,4343.5211,4586.5136,4575.772,4.5954479,5.8562441,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95028961,0
36,90,25,1521520983,1521526384,90.016667,9197,9447,82575,84841,0,7.18679396e+06,4318.1634,4574.2731,4563.1338,4.4715849,4.4071073,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.94766493,0
37,90,25,1521526384,1521531824,90.666667,9448,9707,84859,87141,0,7.59730377e+06,4376.0628,4636.3963,4638.8305,4.3354572,5.6859229,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96338551,0
38,90,25,1521531824,1521537231,90.116667,9708,9950,87163,89447,0,7.03049001e+06,4381.4998,4639.5003,4618.792,4.3547369,5.4595821,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95922394,0
39,90,25,1521537231,1521542646,90.25,9951,10210,89452,91740,0,7.114039e+06,4350.3182,4600.959,4599.0452,4.4891194,5.4206269,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95512295,0
40,90,25,1521542646,1521548053,90.116667,10211,10462,91752,94017,0,7.68900692e+06,4402.7989,4658.5289,4625.5079,4.3506174,5.3317558,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96061868,0
41,90,25,1521548053,1521553459,90.1,10463,10718,94050,96338,0,7.42498006e+06,4380.0587,4617.2005,4601.9466,4.6134531,5.6906817,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95572551,0
42,90,25,1521553459,1521558926,91.116667,10719,10992,96344,98623,0,7.77193649e+06,4418.0889,4664.2614,4647.3979,4.4425216,5.4052917,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96516476,0
43,90,25,1521558926,1521564348,90.366667,10993,11238,98654,100934,0,7.49598731e+06,4401.045,4648.1316,4631.1861,4.4564616,5.2190657,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96179792,0
44,90,25,1521564348,1521569751,90.05,11239,11505,100950,103241,0,7.9782926e+06,4409.9967,4663.5349,4644.8941,4.3660281,5.4275724,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96464478,0
45,90,25,1521569751,1521575157,90.1,11506,11776,103243,105517,0,7.80711374e+06,4413.5321,4661.7258,4663.3721,4.4246711,6.5762243,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96848227,0
46,90,25,1521575157,1521580648,91.516667,11777,12033,105534,107792,0,7.82493473e+06,4404.3488,4646.6442,4625.2841,4.5107016,5.1470208,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96057221,0
47,90,25,1521580648,1521586055,90.116667,12034,12287,107856,110137,0,8.04929904e+06,4419.652,4672.1306,4660.7272,4.3646911,6.6254897,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96793298,0
48,90,25,1521586055,1521591482,90.45,12288,12563,110141,112428,0,8.21489647e+06,4397.6217,4659.3805,4658.5255,4.2883829,5.8869955,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96747573,0
49,90,25,1521591482,1521596886,90.066667,12564,12814,112443,114724,0,7.10018937e+06,4417.3042,4653.8628,4644.4469,4.5636355,5.4310755,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96455191,0
50,90,25,1521596886,1521602286,90,12815,13055,114736,117014,0,7.73288532e+06,4378.8128,4660.0248,4630.6283,4.1014181,4.2820526,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96168207,0
51,90,25,1521602286,1521607708,90.366667,13056,13315,117022,119302,0,7.43394756e+06,4389.5861,4638.9805,4622.1481,4.445338,5.0579897,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.95992093,0
52,90,25,1521607708,1521613127,90.316667,13316,13573,119321,121611,0,7.37715225e+06,4392.1047,4647.026,4624.5861,4.3755261,4.8330936,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96042725,0
53,90,25,1521613127,1521618538,90.183333,13574,13826,121621,123910,0,8.49283766e+06,4277.0115,4668.0858,4700.5249,3.2694724,3.8997504,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9761981,0
54,90,25,1521618538,1521623952,90.233333,13827,14088,123920,126198,0,7.66665239e+06,4429.698,4662.5344,4655.1054,4.5927191,5.5852149,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96676545,0
55,90,25,1521623952,1521629374,90.366667,14089,14329,126213,128507,0,7.95876901e+06,4419.0011,4700.7518,4699.1778,4.0429842,5.7233739,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97591835,0
56,90,25,1521629374,1521634774,90,14330,14583,128521,130807,0,7.57288713e+06,4430.0298,4690.9817,4694.2165,4.2524166,6.111195,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97488798,0
57,90,25,1521634774,1521640190,90.266667,14584,14810,130808,133090,0,7.34218556e+06,4425.8479,4689.4542,4659.0011,4.2283816,4.3860908,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9675745,0
58,90,25,1521640190,1521645624,90.566667,14811,15068,133098,135367,0,7.40190049e+06,4447.7002,4704.9096,4692.4828,4.2705355,5.8580983,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97452793,0
59,90,25,1521645624,1521651032,90.133333,15069,15309,135387,137647,0,6.99102829e+06,4410.6717,4661.3456,4652.2951,4.3990385,5.0519185,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96618181,0
60,90,25,1521651032,1521656445,90.216667,15310,15546,137674,139953,0,8.11762518e+06,4473.3226,4748.9306,4734.3074,4.03699,5.8576061,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.98321401,0
61,90,25,1521656445,1521661854,90.15,15547,15788,139971,142255,0,6.6969731e+06,4425.0027,4656.8986,4632.6675,4.6121293,4.737831,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96210557,0
62,90,25,1521661854,1521667272,90.3,15789,16054,142260,144547,0,8.12870156e+06,4467.457,4747.7739,4763.1403,3.9960738,6.6525667,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.98920198,0
63,90,25,1521667272,1521672676,90.066667,16055,16321,144562,146831,0,7.88355848e+06,4298.3085,4642.2074,4676.9047,3.6129764,3.1891279,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.9712927,0
64,90,25,1521672676,1521678078,90.033333,16322,16572,146843,149135,0,7.81872338e+06,4398.1114,4668.9158,4668.5764,4.1868229,5.4384068,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96956308,0
65,90,25,1521678078,1521683524,90.766667,16573,16838,149138,151417,0,7.86986775e+06,4455.187,4697.2867,4682.2791,4.4383166,5.5454797,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97240884,0
66,90,25,1521683524,1521688946,90.366667,16839,17110,151448,153721,0,8.74913813e+06,4286.709,4637.189,4644.5116,3.571516,3.4870875,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96456535,0
67,90,25,1521688946,1521694349,90.05,17111,17333,153745,156020,0,6.75980773e+06,4423.5451,4687.6774,4698.2201,4.2256679,4.8377204,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97571945,0
68,90,25,1521694349,1521699749,90,17334,17565,156026,158315,0,6.61324483e+06,4454.0935,4711.3896,4700.7467,4.2607863,5.6233317,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97624417,0
69,90,25,1521699749,1521705151,90.033333,17566,17822,158316,160613,0,7.80099978e+06,4433.7715,4706.4248,4686.7123,4.1190688,5.129805,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97332953,0
70,90,25,1521705151,1521710551,90,17823,18081,160615,162910,0,7.67332838e+06,4449.3264,4717.4019,4684.7101,4.1477155,5.3108407,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97291371,0
71,90,25,1521710551,1521715968,90.283333,18082,18335,162917,165200,0,8.33901302e+06,4299.1581,4657.1038,4707.6259,3.4967554,3.7872706,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97767283,0
72,90,25,1521715968,1521721374,90.1,18336,18608,165211,167499,0,8.99102211e+06,4411.6906,4690.3127,4674.4421,4.0850174,5.746841,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97078127,0
73,90,25,1521721374,1521726778,90.066667,18609,18854,167504,169790,0,7.38722383e+06,4446.7696,4701.134,4669.5769,4.3044599,4.9360353,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.96977086,0
74,90,25,1521726778,1521732228,90.833333,18855,19106,169797,172090,0,7.50634692e+06,4384.0918,4693.2239,4711.3005,3.8186679,3.6977286,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.97843597,0
75,90,25,1521732228,1521736826,76.633333,19107,19331,172111,174068,0,7.09147323e+06,4508.9245,4747.5085,4731.7392,4.4048794,5.3747704,6,178,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.98268065,0
0,90,25,1521748072,1521753485,90.216667,0,258,6,2293,0,5.38767626e+06,2886.4544,3014.1232,2823.2903,2.7326246,1.7116722,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58633677,0
1,90,25,1521753485,1521758898,90.216667,259,511,2303,4571,0,5.18036943e+06,2909.1189,3047.9487,2861.3821,2.5690846,2.3401875,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.59424763,0
2,90,25,1521758898,1521764300,90.033333,512,761,4588,6869,0,5.37524577e+06,2912.912,3041.5392,2831.8787,2.6944857,1.8932791,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.5881204,0
3,90,25,1521764300,1521769711,90.183333,762,995,6881,9162,0,4.73876576e+06,2949.5259,3051.1304,2855.4172,3.0610699,2.2853851,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.59300885,0
4,90,25,1521769711,1521775120,90.15,996,1239,9167,11451,0,4.79911218e+06,2860.3068,2980.3073,2798.8501,2.8666954,1.6916074,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58126107,0
5,90,25,1521775120,1521780529,90.15,1240,1498,11456,13722,0,5.31083471e+06,2891.5173,3019.958,2818.9525,2.7173695,1.6759789,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58543591,0
6,90,25,1521780529,1521785932,90.05,1499,1742,13739,16014,0,4.71001231e+06,2907.6422,3038.6618,2827.8143,2.6681683,1.5034347,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58727633,0
7,90,25,1521785932,1521791342,90.166667,1743,1987,16039,18332,0,5.11190769e+06,2883.0976,2984.6588,2767.4525,3.1364102,2.4866533,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57474047,0
8,90,25,1521791342,1521796782,90.666667,1988,2253,18338,20629,0,5.22349329e+06,2861.9414,2986.2709,2788.6306,2.8029599,1.5069127,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.5791387,0
9,90,25,1521796782,1521802197,90.25,2254,2512,20650,22945,0,5.3270397e+06,2885.2269,3012.5611,2811.0612,2.7383352,1.5812648,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58379706,0
10,90,25,1521802197,1521807622,90.416667,2513,2765,22953,25225,0,4.94925134e+06,2870.3069,3004.8986,2802.2798,2.6574075,1.713189,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58197335,0
11,90,25,1521807622,1521813024,90.033333,2766,3000,25243,27537,0,4.24698274e+06,2829.4077,2952.3892,2763.7718,2.8559988,1.3987501,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57397608,0
12,90,25,1521813024,1521818430,90.1,3001,3256,27540,29821,0,5.35618233e+06,2853.337,2970.0241,2772.8722,2.9234654,1.4097804,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57586602,0
13,90,25,1521818430,1521823832,90.033333,3257,3525,29835,32112,0,5.19986129e+06,2857.8057,2990.1653,2786.5533,2.6982623,1.5196361,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57870729,0
14,90,25,1521823832,1521829257,90.416667,3526,3802,32120,34405,0,5.71865083e+06,2843.852,2975.2707,2775.1354,2.7243811,1.6913591,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57633604,0
15,90,25,1521829257,1521834696,90.65,3803,4044,34417,36697,0,4.80247399e+06,2867.5018,2996.0557,2791.2594,2.7392856,1.5291226,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57968466,0
16,90,25,1521834696,1521840103,90.116667,4045,4291,36716,38991,0,4.74120993e+06,2819.9644,2949.0754,2755.6555,2.7796878,1.5441026,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57229048,0
17,90,25,1521840103,1521845537,90.566667,4292,4539,39007,41295,0,5.37940786e+06,2882.3573,3035.5999,2863.858,2.4267111,3.2585969,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.59476182,0
18,90,25,1521845537,1521850937,90,4540,4806,41315,43596,0,5.02151611e+06,2898.8163,2998.4802,2784.0575,3.1516434,2.7276593,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57818897,0
19,90,25,1521850937,1521856346,90.15,4807,5092,43598,45876,0,5.50045683e+06,2859.2942,2995.6603,2796.0401,2.6453281,2.0582904,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.5806775,0
20,90,25,1521856346,1521861772,90.433333,5093,5350,45882,48157,0,5.0671703e+06,2835.2357,2975.1693,2787.035,2.6235475,1.8291941,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57880734,0
21,90,25,1521861772,1521867182,90.166667,5351,5620,48178,50476,0,5.2948729e+06,2865.5028,3000.9373,2789.1475,2.6512361,1.3823212,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57924606,0
22,90,25,1521867182,1521872609,90.45,5621,5893,50482,52758,0,5.76825345e+06,2920.7395,3037.82,2812.3275,2.8473091,2.7838402,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58406005,0
23,90,25,1521872609,1521878013,90.066667,5894,6158,52776,55066,0,5.47802966e+06,2888.901,3014.9241,2805.1849,2.7525456,1.3429344,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58257667,0
24,90,25,1521878013,1521883420,90.116667,6159,6412,55069,57339,0,5.5416761e+06,2878.4486,3002.6191,2788.0096,2.7884912,1.402328,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.57900974,0
25,90,25,1521883420,1521888825,90.083333,6413,6653,57349,59632,0,4.52294608e+06,2883.0022,3012.0739,2800.583,2.7171918,1.5030936,0,180,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2018-02-15",0.58162096,0
