idx,interval,minInterval,tStart,tStop,tLength,sliceStart,sliceStop,sliceStartEvNum,sliceStopEvNum,numClusters,N,G_fit,G_fitmean,G,theta,redChiSq,Chip,Run,File,RunPeriod
9,90,25,1509885746,1509891183,90.616667,2323,2605,20080,22307,0,6.4701554e+06,3869.4963,4159.5876,4029.0815,4.5252914,4.2720746,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509891183,1509896634,90.85,2606,2866,22324,24543,0,6.1864633e+06,3882.8955,4146.3809,4027.2696,4.8415481,4.9048644,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509896634,1509902055,90.35,2867,3143,24582,26765,0,5.89536867e+06,3914.4434,4172.1119,4050.9072,4.8583593,4.5373628,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509902055,1509907467,90.2,3144,3419,26811,29044,0,6.20431349e+06,3919.7918,4213.2641,4105.8838,4.3953727,4.1993167,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509907467,1509912867,90,3420,3673,29051,31263,0,6.03369513e+06,3933.1483,4194.2986,4052.5118,4.7744735,4.409156,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509912867,1509918268,90.016667,3674,3907,31269,33499,0,5.37164325e+06,4007.8373,4269.2369,4142.8537,4.6326371,4.3293752,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1509918268,1509922235,66.116667,3908,4108,33505,35144,0,4.62577989e+06,3967.6852,4228.4075,4085.2669,4.714782,4.1800323,2,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509836998,1509842414,90.266667,0,279,0,2203,0,6.56541725e+06,3226.0092,3341.2287,3143.8642,2.9398571,3.1756774,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509842414,1509847828,90.233333,280,556,2224,4411,0,6.40851969e+06,3249.5993,3365.1022,3173.7665,2.9138565,3.1608762,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509847828,1509853236,90.133333,557,844,4444,6649,0,7.08394499e+06,3198.0502,3344.2118,3176.7296,2.5670691,2.8699018,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509853236,1509858636,90,845,1125,6676,8897,0,6.5085732e+06,3194.0326,3337.2858,3169.2632,2.6035573,2.2812747,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509858636,1509864115,91.316667,1126,1399,8899,11119,0,6.43286041e+06,3212.5405,3334.3532,3138.8477,2.8584999,2.9128347,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509864115,1509869515,90,1400,1720,11152,13383,0,7.89002308e+06,3213.6404,3323.0417,3127.7013,3.0396827,3.7515484,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509869515,1509874930,90.25,1721,1985,13392,15620,0,6.29029843e+06,3209.2004,3322.3234,3128.0166,2.9869706,2.3555702,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509874930,1509880338,90.133333,1986,2279,15630,17861,0,6.66163052e+06,3216.8357,3324.7472,3129.241,3.0599422,3.2065498,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509880338,1509885750,90.2,2280,2566,17870,20075,0,6.68141345e+06,3168.6748,3311.3017,3153.8389,2.6318591,2.9522617,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509885750,1509891155,90.083333,2567,2842,20082,22307,0,6.82843715e+06,3153.916,3308.7828,3134.7673,2.506453,2.3188819,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509891155,1509896573,90.3,2843,3135,22313,24540,0,7.42049964e+06,3233.0775,3351.9686,3162.6548,2.8805728,3.5025965,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509896573,1509902003,90.5,3136,3441,24558,26771,0,7.57331054e+06,3262.3829,3384.2095,3177.7917,2.8138692,3.5115675,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509902003,1509907424,90.35,3442,3731,26790,29018,0,6.96379552e+06,3235.5965,3368.5393,3186.2416,2.6926675,2.8679432,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509907424,1509912857,90.55,3732,4031,29033,31241,0,7.25281e+06,3266.5084,3401.1374,3182.2308,2.6466465,2.947148,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509912857,1509918266,90.15,4032,4314,31263,33491,0,6.59701919e+06,3319.882,3434.2289,3244.114,2.8676996,3.4808769,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1509918266,1509922225,65.983333,4315,4527,33504,35140,0,5.61981668e+06,3263.6535,3406.5857,3221.4106,2.5519422,2.055678,3,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509837018,1509842433,90.25,0,292,8,2214,0,5.69786422e+06,2505.0517,2760.4694,2613.1781,2.1002508,3.5856341,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509842433,1509847850,90.283333,293,524,2232,4427,0,4.62804713e+06,2548.7767,2796.1895,2638.1277,2.1242018,2.7327457,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509847850,1509853272,90.366667,525,790,4453,6676,0,5.16417845e+06,2571.249,2833.0209,2659.6175,1.9966127,3.1994076,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509853272,1509858688,90.266667,791,1046,6691,8906,0,4.75134708e+06,2549.2397,2800.4477,2658.8415,2.0941139,3.2813899,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509858688,1509864117,90.483333,1047,1293,8920,11134,0,3.95779176e+06,2643.4698,2799.3654,2618.4684,2.9566399,4.6367249,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509864117,1509869517,90,1294,1557,11153,13385,0,5.05613859e+06,2514.7372,2776.2552,2639.9554,2.0452902,3.512135,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509869517,1509874958,90.683333,1558,1826,13393,15620,0,4.32269807e+06,2606.0114,2759.3163,2602.1553,3.0413553,5.7133753,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509874958,1509880393,90.583333,1827,2084,15642,17874,0,5.00165583e+06,2485.6757,2736.5171,2589.9138,2.1540478,3.1251475,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509880393,1509885815,90.366667,2085,2370,17892,20093,0,5.01346647e+06,2621.7901,2775.8199,2620.639,3.0101477,6.0216192,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509885815,1509891220,90.083333,2371,2643,20110,22333,0,4.93544748e+06,2598.4576,2760.5093,2594.8797,2.9335524,6.6800045,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509891220,1509896634,90.233333,2644,2924,22339,24558,0,5.25009788e+06,2507.2131,2760.4581,2617.4643,2.1152688,3.1619347,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509896634,1509902072,90.633333,2925,3163,24582,26781,0,4.42547297e+06,2631.3044,2800.1042,2615.32,2.8071972,4.6597882,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509902072,1509907495,90.383333,3164,3457,26818,29051,0,5.63981309e+06,2657.1607,2829.7141,2664.048,2.7319146,7.5314732,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509907495,1509912901,90.1,3458,3724,29062,31278,0,5.29541925e+06,2546.187,2784.5848,2630.7775,2.1995384,3.3792946,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509912901,1509918323,90.366667,3725,3973,31283,33517,0,4.662466e+06,2672.3738,2840.036,2664.0853,2.7724008,5.8441587,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1509918323,1509922224,65.016667,3974,4171,33529,35139,0,4.05175183e+06,2681.8425,2843.7729,2647.6959,2.8315065,5.0362048,4,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509837018,1509842424,90.1,0,260,8,2222,0,7.1690492e+06,4283.2025,4541.0397,4497.9379,4.4041166,3.6274039,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509842424,1509847831,90.116667,261,499,2228,4372,0,6.82944238e+06,4275.077,4546.5778,4503.398,4.2579016,3.1633093,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509847831,1509853241,90.166667,500,742,4445,6651,0,7.38816563e+06,4263.7807,4550.8651,4507.4643,4.1044271,2.9544861,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509853241,1509858679,90.633333,743,982,6678,8898,0,7.18976805e+06,4237.5735,4525.6178,4468.8023,4.1310338,2.6697911,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509858679,1509864115,90.6,983,1224,8916,11136,0,6.97064575e+06,4277.1381,4542.7513,4505.4516,4.3219242,2.7510821,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509864115,1509869565,90.833333,1225,1465,11152,13382,0,7.1349624e+06,4254.0571,4545.8932,4507.1188,4.068247,3.1585771,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509869565,1509874967,90.033333,1466,1724,13412,15636,0,7.21477553e+06,4254.5114,4534.673,4474.3135,4.1917021,2.5802213,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509874967,1509880380,90.216667,1725,1971,15646,17880,0,7.20312881e+06,4287.1702,4553.9064,4487.7926,4.2942708,2.8876366,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509880380,1509885785,90.083333,1972,2220,17887,20073,0,7.23933404e+06,4249.0354,4518.9062,4465.2768,4.3147504,2.6277535,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509885785,1509891220,90.583333,2221,2452,20098,22277,0,6.91660155e+06,4274.6831,4570.4488,4556.4165,4.0000633,4.1060984,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509891220,1509896638,90.3,2453,2695,22339,24568,0,6.68874702e+06,4230.9244,4510.4948,4451.3576,4.2323915,2.8525264,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509896638,1509902090,90.866667,2696,2935,24584,26791,0,7.0962437e+06,4267.6418,4544.1655,4484.8423,4.2127415,2.9401885,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509902090,1509907502,90.2,2936,3178,26825,29055,0,7.15915695e+06,4311.7441,4588.0848,4532.6553,4.1525393,2.6870442,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509907502,1509912917,90.25,3179,3420,29066,31276,0,6.97755153e+06,4328.044,4619.407,4554.6327,3.9740952,2.4320105,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509912917,1509918336,90.316667,3421,3668,31289,33526,0,7.5751474e+06,4352.1302,4632.6144,4576.1263,4.0539056,3.2986574,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1509918336,1509922224,64.8,3669,3866,33534,35139,0,6.10116882e+06,4351.1714,4620.8404,4558.274,4.1708046,2.3604901,5,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509837093,1509842503,90.166667,0,264,38,2227,0,7.04955131e+06,4171.8092,4448.1492,4496.4282,4.4604634,2.7985361,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509842503,1509847967,91.066667,265,490,2261,4461,0,5.85156781e+06,4285.5945,4474.2385,4465.8521,5.5195222,3.9906882,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509847967,1509853391,90.4,491,728,4501,6718,0,6.56418663e+06,4325.1768,4537.1908,4535.6606,5.0583475,4.8651831,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509853391,1509858881,91.5,729,997,6739,8961,0,6.86799535e+06,4310.0707,4521.3801,4521.9111,5.0965494,4.8375538,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509858881,1509864290,90.15,998,1240,9001,11218,0,7.01625756e+06,4246.3234,4452.1291,4444.3475,5.3052546,4.3125726,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509864290,1509869703,90.216667,1241,1492,11226,13437,0,6.340643e+06,4306.0804,4500.0462,4508.6358,5.3853937,4.5700878,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509869703,1509875125,90.366667,1493,1726,13468,15698,0,5.91495188e+06,4326.2842,4514.2815,4511.6623,5.4488944,3.7621041,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509875125,1509880531,90.1,1727,1990,15711,17941,0,7.72663596e+06,4146.7699,4444.9005,4513.9081,4.2534005,3.2382331,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509880531,1509885958,90.45,1991,2238,17948,20156,0,6.2914873e+06,4297.0592,4496.8121,4494.3375,5.3056206,5.0252057,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509885958,1509891399,90.683333,2239,2502,20168,22387,0,7.40795628e+06,4301.4535,4540.6203,4573.988,4.7132714,5.1948432,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509891399,1509896802,90.05,2503,2760,22411,24641,0,6.89391052e+06,4319.8277,4521.4736,4530.2377,5.2310606,4.7903874,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509896802,1509902264,91.033333,2761,3021,24650,26871,0,7.80396195e+06,4308.9046,4539.0056,4531.44,4.8239218,4.8645831,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509902264,1509907708,90.733333,3022,3275,26897,29119,0,6.80966087e+06,4204.8142,4506.0116,4582.3357,4.1342885,3.1175988,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509907708,1509913109,90.016667,3276,3540,29150,31360,0,7.56393641e+06,4390.601,4589.1618,4583.0882,5.1504518,5.6854565,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509913109,1509918558,90.816667,3541,3812,31367,33601,0,7.45879156e+06,4397.8997,4592.4787,4574.0207,5.2015632,4.9805326,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1509918558,1509922191,60.55,3813,3965,33626,35125,0,4.12773212e+06,4369.0415,4558.1881,4544.8891,5.3459107,2.6720117,6,80,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509922490,1509927923,90.55,0,250,17,2221,0,4.81757819e+06,2704.9843,2831.7858,2645.2415,2.9395545,2.6393197,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509927923,1509933343,90.333333,251,475,2237,4461,0,4.17470527e+06,2683.8639,2792.1045,2630.3991,3.2690523,2.3884793,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509933343,1509938751,90.133333,476,737,4473,6681,0,4.66772894e+06,2700.3617,2811.0226,2641.5272,3.2040769,3.1797264,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509938751,1509944192,90.683333,738,978,6693,8898,0,4.50090665e+06,2727.9404,2836.5331,2655.3581,3.2039759,2.7435799,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509944192,1509949739,92.45,979,1221,8925,11170,0,4.4831802e+06,2694.3226,2832.9071,2662.682,2.7857346,1.4124401,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509949739,1509955183,90.733333,1222,1457,11234,13469,0,4.53013727e+06,2742.5442,2865.6005,2687.9353,2.9514229,2.6701511,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509955183,1509960585,90.033333,1458,1695,13507,15765,0,4.24768221e+06,2727.2337,2835.1087,2651.1142,3.2175108,1.8683405,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509960585,1509965999,90.233333,1696,1925,15774,17955,0,4.37034661e+06,2664.5567,2813.4119,2655.802,2.6852178,1.7853942,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509965999,1509971438,90.65,1926,2161,17999,20229,0,4.05966955e+06,2717.7335,2833.3645,2649.5062,3.0978916,1.8698926,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509971438,1509976841,90.05,2162,2418,20246,22477,0,5.11189701e+06,2748.269,2864.1435,2672.3488,3.0563088,2.8512404,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509976841,1509982263,90.366667,2419,2665,22484,24682,0,4.45635412e+06,2765.9939,2886.2218,2682.5221,2.9671223,2.5139252,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509982263,1509987708,90.75,2666,2933,24719,26944,0,5.21201774e+06,2722.3882,2857.415,2686.4568,2.8028257,1.7317516,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509987708,1509993134,90.433333,2934,3190,26985,29213,0,4.91980079e+06,2744.8021,2866.0785,2684.4429,2.9757724,3.2188689,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509993134,1509998557,90.383333,3191,3450,29225,31432,0,4.70390864e+06,2724.078,2853.4994,2693.2325,2.8792603,2.0792064,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509998557,1510003987,90.5,3451,3701,31466,33691,0,4.93736853e+06,2789.8703,2911.3952,2711.7725,2.9204315,2.7895194,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1510003987,1510009241,87.566667,3702,3920,33704,35855,0,4.11423554e+06,2761.4734,2897.0969,2716.3677,2.7527048,1.5675219,0,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509922455,1509927871,90.266667,0,258,1,2203,0,4.33039694e+06,3858.6327,4227.2931,4188.9821,5.4854126,5.4347306,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509927871,1509933291,90.333333,259,481,2216,4439,0,3.44541852e+06,3902.9087,4272.8487,4214.8561,5.3530067,3.6230707,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509933291,1509938702,90.183333,482,733,4452,6664,0,3.77842521e+06,3864.5398,4204.2557,4173.781,5.8758744,4.3400284,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509938702,1509944166,91.066667,734,1000,6673,8882,0,4.14662282e+06,3860.027,4272.9991,4230.0119,4.9388634,5.206189,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509944166,1509949695,92.15,1001,1279,8915,11161,0,4.55435261e+06,3904.68,4289.5056,4251.1363,5.1626744,5.180205,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509949695,1509955113,90.3,1280,1514,11215,13453,0,3.82086055e+06,3906.4198,4262.1448,4222.7146,5.5314724,4.8775324,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509955113,1509960539,90.433333,1515,1744,13466,15738,0,3.59872941e+06,3928.4386,4286.2668,4254.868,5.4457047,4.3547847,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509960539,1509965996,90.95,1745,2008,15755,17914,0,4.13743338e+06,3934.9271,4293.7753,4246.3046,5.4156313,5.7002243,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509965996,1509971432,90.6,2009,2254,17998,20215,0,4.40642988e+06,3873.5445,4284.9489,4255.6235,4.9253618,4.328643,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509971432,1509976841,90.15,2255,2488,20244,22479,0,3.7235584e+06,3909.402,4295.1625,4247.5227,5.1399979,4.6059114,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509976841,1509982243,90.033333,2489,2728,22484,24699,0,4.09058387e+06,3875.8688,4277.4283,4244.7864,5.0326224,4.6082185,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509982243,1509987654,90.183333,2729,3009,24710,26953,0,4.60618868e+06,3946.9637,4305.1583,4232.6617,5.3936964,5.6990228,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509987654,1509993065,90.183333,3010,3262,26963,29190,0,4.72648727e+06,3918.2287,4335.1106,4286.9304,4.765915,5.9467603,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509993065,1509998478,90.216667,3263,3515,29196,31422,0,4.40495171e+06,3922.0003,4332.96,4275.5509,4.8218817,5.4060657,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509998478,1510003880,90.033333,3516,3793,31432,33654,0,4.64596955e+06,3920.1375,4315.37,4256.9478,5.0029052,5.189471,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1510003880,1510009241,89.35,3794,4053,33661,35855,0,4.45328999e+06,3948.5713,4335.8592,4310.6592,5.0301603,5.7979229,1,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509922460,1509927910,90.833333,0,249,3,2207,0,5.85280731e+06,3969.5234,4222.3646,4093.8208,4.8172745,4.1693207,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509927910,1509933338,90.466667,250,512,2232,4450,0,6.066253e+06,3951.8548,4215.4358,4074.2722,4.7067332,3.6606941,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509933338,1509938772,90.566667,513,792,4471,6668,0,6.84662238e+06,4011.9406,4286.1271,4147.5321,4.4659029,5.4132617,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509938772,1509944192,90.333333,793,1056,6701,8916,0,6.32662939e+06,4036.3921,4302.5931,4153.5302,4.5219824,5.0450069,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
4,90,25,1509944192,1509949618,90.433333,1057,1314,8925,11173,0,6.02981272e+06,4033.177,4293.7203,4153.7603,4.5987376,4.8786348,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
5,90,25,1509949618,1509955031,90.216667,1315,1557,11184,13426,0,6.15986664e+06,3997.9135,4272.6869,4122.8371,4.4827765,3.8463612,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
6,90,25,1509955031,1509960444,90.216667,1558,1825,13433,15707,0,6.0897394e+06,4048.9124,4315.541,4196.2109,4.4954098,5.4709789,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
7,90,25,1509960444,1509965846,90.033333,1826,2113,15716,17927,0,6.64398996e+06,4026.6968,4291.1659,4125.5017,4.5603294,4.9699887,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
8,90,25,1509965846,1509971255,90.15,2114,2376,17937,20146,0,6.65083774e+06,4061.3369,4342.2212,4173.3396,4.3059518,4.5230059,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
9,90,25,1509971255,1509976658,90.05,2377,2631,20171,22393,0,6.35412116e+06,4076.1857,4345.1031,4181.6093,4.4222797,4.3666468,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
10,90,25,1509976658,1509982062,90.066667,2632,2883,22404,24626,0,6.46324824e+06,4072.2788,4342.5551,4172.0687,4.412385,4.2365496,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
11,90,25,1509982062,1509987493,90.516667,2884,3184,24637,26864,0,6.76848204e+06,4083.483,4316.6688,4184.6399,4.8773392,5.0406665,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
12,90,25,1509987493,1509992912,90.316667,3185,3445,26895,29106,0,6.34035042e+06,4089.3463,4375.6243,4194.2953,4.2019133,3.6909841,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
13,90,25,1509992912,1509998316,90.066667,3446,3705,29134,31358,0,6.6292611e+06,4088.5488,4378.4968,4233.1791,4.1630027,5.1796641,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
14,90,25,1509998316,1510003761,90.75,3706,3961,31366,33583,0,6.21346895e+06,4108.8041,4387.5205,4235.3165,4.2565694,4.7853841,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
15,90,25,1510003761,1510009206,90.75,3962,4203,33613,35841,0,6.13388099e+06,4101.2144,4376.3724,4192.5401,4.308898,3.959773,2,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
0,90,25,1509922460,1509927861,90.016667,0,250,3,2200,0,6.68815829e+06,3327.8925,3484.4109,3282.2944,2.3615904,2.2519681,3,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
1,90,25,1509927861,1509933264,90.05,251,526,2212,4437,0,7.51184701e+06,3338.0169,3453.851,3235.0669,2.8311659,3.2344798,3,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
2,90,25,1509933264,1509938702,90.633333,527,803,4441,6648,0,7.54290719e+06,3263.8278,3406.7451,3228.8468,2.5519766,2.6285366,3,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
3,90,25,1509938702,1509944110,90.133333,804,1063,6673,8879,0,6.07248649e+06,3288.1016,3426.145,3231.2873,2.5890701,2.1053291,3,81,/home/basti/CastData/data/DataRuns2017_Reco.h5,"2017-10-30"
