centerX,centerY,hits,eccentricity,skewnessLongitudinal,skewnessTransverse,kurtosisLongitudinal,kurtosisTransverse,length,width,rmsLongitudinal,rmsTransverse,lengthDivRmsTrans,rotationAngle,energyFromCharge,fractionInTransverseRms,totalCharge,gasGain,eventNumber,Type,Target,σT,runNumber,DataType,isFake?,File,pred
6.8351449,8.5955435,138,1.1124096,0.083573778,-0.14051549,-0.57656515,-0.21613659,4.9931694,4.7503691,1.0260875,0.9224008,5.4132319,3.1039363,3.3934677,0.31884058,4.21064407e+05,3.4777785,1710,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.99697971
9.0945763,3.9012712,118,1.2519524,0.15384187,-0.22602744,-0.38573798,-3.7791763e-05,5.2504423,4.6827033,1.1759416,0.93928617,5.5898217,1.218004,2.8159951,0.33050847,3.49411107e+05,3.4777785,1716,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.97980416
7.7451415,10.368538,106,1.1170953,-0.26307033,-0.087855511,-0.19163781,-0.48808863,3.9329217,3.4032831,0.85586722,0.76615417,5.1333294,3.021672,2.585786,0.3490566,3.20846563e+05,3.4777785,1765,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.97417408
7.3697609,10.710891,115,1.1655923,-0.33611608,0.23685819,-0.2745656,0.15567921,5.1027211,5.133906,1.1539777,0.99003546,5.1540792,1.5014923,3.1725909,0.33043478,3.93657828e+05,3.4777785,1769,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.98429745
5.8173649,8.555473,111,1.1228034,0.21785068,-0.25230411,-0.27062219,-0.42211246,5.62088,5.2705214,1.2290461,1.0946227,5.134993,0.429642,2.8639282,0.2972973,3.55358688e+05,3.4777785,1999,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.96227896
5.5586504,5.552323,113,1.3572412,0.44235992,-0.087739142,-0.26206887,-0.20755117,5.4834574,4.0545406,1.1476798,0.84559749,6.4847134,0.6913537,3.0421118,0.30973451,3.77467861e+05,3.4777785,2000,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.86056077
8.1680612,10.568418,98,1.1621017,0.029395218,-0.047201823,-0.45135943,0.60296285,5.4725419,5.857942,1.1380095,0.97926842,5.5883982,2.545009,2.5373198,0.34693878,3.14832838e+05,3.4777785,2014,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.98557216
6.122,4.753,110,1.1478482,0.34284792,0.21798757,-0.20675265,0.33348775,4.2461274,4.3872767,0.86924216,0.75727972,5.6070792,0.34005793,2.8591806,0.30909091,3.54769604e+05,3.4777785,2133,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.95991457
6.8736386,9.6737376,101,1.0387613,0.25102815,-0.071558018,-0.68949712,0.039421504,4.9131913,5.2440523,1.0576817,1.0182144,4.8253013,1.7236055,2.5425822,0.32673267,3.15485803e+05,3.4777785,2142,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.99255896
5.9764189,7.0278604,111,1.1018618,0.042349199,0.3823703,-0.29922281,-0.65934402,4.629908,3.4788037,0.88968074,0.80743406,5.7341004,1.4195356,3.0777116,0.31531532,3.81885121e+05,3.4777785,2146,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.8649056
5.9289567,4.7579331,127,1.1597632,0.12953203,0.17410555,-0.70554487,0.1802523,5.0970513,4.9423934,1.1996486,1.0343909,4.927587,0.35593657,3.4813858,0.37795276,4.31973359e+05,3.4777785,2162,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.96646088
10.035651,9.7282983,119,1.1006691,-0.016578062,0.28137906,-0.016866695,-0.28531551,4.2243103,3.4723596,0.78464742,0.71288222,5.9256777,0.86139445,2.7892721,0.36134454,3.460953e+05,3.4777785,2190,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.95524389
7.3766748,9.9675485,103,1.1426593,0.095461819,-0.062377746,-0.20270595,0.16518216,3.9585383,3.7481197,0.76936075,0.67330719,5.8792455,1.7255546,2.6916338,0.27184466,3.33980244e+05,3.4777785,2552,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.96375817
4.5088445,6.5701891,119,1.0851507,0.081627151,0.10931552,-0.44490843,-0.45621596,3.9722459,3.7867093,0.91070518,0.83924304,4.7331293,1.4247309,3.3288186,0.3697479,4.13042691e+05,3.4777785,2557,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.96325487
7.1432456,3.3096491,114,1.057286,0.11253566,-0.12384968,-0.52964695,-0.53497682,1.9422691,1.8834039,0.43653227,0.41288004,4.7041972,1.7588443,3.2473999,0.36842105,4.02940188e+05,3.4777785,2620,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.89462584
5.7915,8.9246667,120,1.2047821,-0.49139542,0.13701422,0.14034879,-0.73628234,4.0803331,3.1150865,0.79866556,0.66291287,6.1551575,1.3347869,3.1504475,0.31666667,3.90910248e+05,3.4777785,2624,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.80471528
5.0643421,8.0034649,114,1.0782312,0.45223444,-0.10255554,0.56668374,-0.24779099,5.9880423,5.5259828,1.1354086,1.0530289,5.6864939,0.27107999,3.0334843,0.36842105,3.76397357e+05,3.4777785,2638,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.95754188
11.163266,7.1403378,111,1.2231238,-0.31961657,0.12258029,-0.090098071,-0.43280101,4.6133752,3.6982365,0.97696552,0.79874621,5.775771,0.23989665,2.9203521,0.36936937,3.6235981e+05,3.4777785,2723,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.95986503
5.6095089,11.290714,112,1.3189526,-0.049694123,0.021060821,-0.82951099,-0.21301323,5.7570038,4.4290919,1.282137,0.9720872,5.9223121,2.3082246,2.945816,0.23214286,3.65519398e+05,3.4777785,2861,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.8642633
10.322457,6.03625,116,1.3903218,0.18789849,-0.14029706,0.24829551,-0.68673863,5.4674692,3.1131017,1.0505045,0.75558374,7.2360864,0.2920433,2.8226131,0.31034483,3.50232279e+05,3.4777785,2885,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.7573877
5.1088889,7.743287,108,1.3959451,-0.064909458,0.25729389,-0.28573838,0.56685121,4.3975519,3.9756005,0.91256431,0.65372507,6.7269133,2.7511761,2.9851288,0.33333333,3.70397357e+05,3.4777785,2923,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.93621635
3.7698707,6.6018966,116,1.0942554,-0.015491859,-0.024665614,-0.40963608,-0.011789256,4.631842,4.1699432,0.88228309,0.80628624,5.744662,2.0823887,3.3666404,0.32758621,4.17735653e+05,3.4777785,2964,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.97664559
3.9146138,10.253476,123,1.1714207,0.16718519,0.091484837,-0.60317452,0.11290557,3.9206209,4.0118288,0.95381239,0.81423559,4.815094,2.5523655,3.3554712,0.36585366,4.16349774e+05,3.4777785,2971,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.96912092
6.2775,8.307,110,1.381858,0.38151888,-0.03881715,-0.14633829,-0.3514557,5.0556772,3.9443945,1.0975567,0.7942616,6.3652545,2.2362365,2.9882885,0.32727273,3.70789425e+05,3.4777785,2999,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.78219426
7.4411207,4.6427586,116,1.1909973,0.59287929,-0.48562377,-0.40181884,0.18912129,4.3373812,4.1963604,1.0217351,0.85788197,5.0559183,0.30294674,3.1501174,0.35344828,3.90869291e+05,3.4777785,3050,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.74030161
4.2516038,5.8123585,106,1.2174514,-0.10267684,-0.20762794,-0.68214793,-0.25493663,5.8876499,5.0359716,1.2439758,1.0217868,5.7621118,2.7717647,2.7552736,0.28301887,3.41876735e+05,3.4777785,3086,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.89711708
8.356681,3.2706034,116,1.2036102,-0.02093807,-0.27328565,0.49187449,0.36075808,4.7913417,4.9083937,1.0192607,0.84683623,5.6579318,1.6973806,2.9980254,0.4137931,3.7199758e+05,3.4777785,3127,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.96573198
8.0805342,3.2080983,117,1.118657,0.16784767,-0.5812592,-0.5003029,-0.1110789,5.370688,4.8394177,1.1959701,1.0691124,5.0235016,2.8382082,3.3245584,0.2991453,4.12514085e+05,3.4777785,3198,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.73910487
10.244885,5.5537385,109,1.150429,-0.15642554,0.15828382,-0.14996758,-0.22677879,5.3460057,4.8495889,1.1253681,0.97821602,5.4650564,3.0629035,2.7691545,0.33944954,3.4359908e+05,3.4777785,3251,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.98392904
8.7507661,6.7978226,124,1.0436627,-0.062264202,0.032446971,-0.70607751,0.553882,4.4991304,4.9068195,0.93805714,0.89881258,5.005638,0.59599258,3.1238433,0.33870968,3.87609174e+05,3.4777785,3301,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.99052233
7.9313492,5.0909921,126,1.0323697,0.18898808,-0.35130687,-0.51692478,-0.2443694,2.9166488,3.0160241,0.6447116,0.62449686,4.6703979,1.7492147,3.3254539,0.38095238,4.12625193e+05,3.4777785,3303,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.83993715
4.8920536,8.8510714,112,1.0286381,-0.090779527,0.19277867,-0.56862041,-0.34130386,5.4128931,4.9993146,1.1394287,1.1077061,4.8865786,2.9045615,3.0060058,0.30357143,3.72987805e+05,3.4777785,3310,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.97615677
5.4186,11.0165,100,1.0942211,-0.053690884,0.37467568,-0.038729356,0.85830198,4.9066872,5.1082836,0.97065991,0.88707842,5.5312891,1.9025355,2.6990869,0.42,3.34905039e+05,3.4777785,3387,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.99073935
6.2160185,10.164815,108,1.1553455,0.093144705,0.066524524,-0.91357403,0.5243139,2.242752,2.8437537,0.58306012,0.50466299,4.4440588,1.8857158,2.7770314,0.35185185,3.44576457e+05,3.4777785,3483,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.90628582
4.3010965,6.137807,114,1.2629384,0.16751833,-0.27415789,0.0030522197,-0.21134787,4.9348653,3.8898676,0.91860032,0.72735167,6.7847033,2.0293524,3.0953024,0.28947368,3.84067799e+05,3.4777785,3537,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.75004339
6.4579167,4.4174167,120,1.1455274,-0.23554467,-0.52540073,0.20574507,0.8137606,5.7254544,5.9419399,1.1093133,0.96838653,5.9123647,2.2051925,3.2571703,0.35,4.04152507e+05,3.4777785,3590,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.90331602
8.0387887,5.4061598,97,1.0931623,-0.32588557,-0.05106362,0.26035732,-0.42116877,5.0255452,4.2303369,1.0301571,0.94236428,5.3329114,2.8517611,2.786057,0.31958763,3.45696365e+05,3.4777785,3619,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.95705861
7.4748113,6.8023585,106,1.1350116,0.10820648,-0.34412163,-0.41171128,-0.22939747,5.0419006,4.8507739,1.171414,1.0320722,4.8852207,0.31811127,2.9505122,0.3490566,3.66102101e+05,3.4777785,3654,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.97386974
11.319386,5.675614,114,1.1665487,-0.022017157,0.5424664,0.32926387,-0.03954875,3.6136094,2.352109,0.60188348,0.51595231,7.0037662,2.6975765,2.9388993,0.3245614,3.64661165e+05,3.4777785,3678,signal,Ag-Ag-6kV,0.63860275,120,both,false,/home/basti/CastData/data/CalibrationRuns2017_Reco.h5,0.66933072
