centerX,centerY,hits,eccentricity,skewnessLongitudinal,skewnessTransverse,kurtosisLongitudinal,kurtosisTransverse,length,width,rmsLongitudinal,rmsTransverse,lengthDivRmsTrans,rotationAngle,energyFromCharge,fractionInTransverseRms,totalCharge,gasGain,eventNumber,Type,Target,σT,runNumber,DataType,isFake?,File,pred
5.0168534,9.185,116,1.2758791,0.25467333,-0.014261418,-0.14734419,-0.16380988,3.8974672,3.2441835,0.76915903,0.60284634,6.4651089,2.5309644,2.8091404,0.29310345,3.08290434e+05,2.6602214,2810,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.89990216
6.6751953,5.5275,128,1.0290528,0.046258618,-0.12940627,-0.19907785,0.16704512,4.929832,5.2329803,1.0355185,1.0062831,4.8990506,2.5711492,2.6233961,0.3359375,3.44252276e+05,2.6602214,2866,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.98854804
5.2352016,10.753831,124,1.1344475,-0.039659844,-0.015589266,-0.4849432,-0.7437707,4.0196734,3.4797235,0.84668707,0.74634313,5.385825,1.6941418,2.9035431,0.26612903,3.10323561e+05,2.6602214,2885,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.97244579
3.7934434,9.0039151,106,1.0782632,-0.14482873,-0.23525316,0.16696826,0.069036993,1.7128682,1.6675005,0.33281686,0.30866014,5.5493665,1.6566268,2.1878189,0.35849057,2.90577836e+05,2.6602214,2911,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.82588673
9.1546053,9.0667982,114,1.19574,0.17968954,-0.055694535,-0.14042385,-0.45089894,5.0055635,3.9771648,0.93984022,0.78599043,6.3684789,2.2765948,2.5960545,0.3245614,2.71074132e+05,2.6602214,2925,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.97854108
5.1076339,4.5463393,112,1.1383828,0.28088043,-0.10556548,-0.15542993,-0.13460081,3.0679044,2.6789967,0.60008685,0.52713976,5.819907,2.2230578,2.1254003,0.35714286,3.17291304e+05,2.6602214,2928,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.90503252
5.2844084,10.472042,131,1.1661478,0.12009023,-0.11940187,-0.63697579,-0.2239884,3.9591214,3.7042326,0.91565169,0.78519354,5.0422236,2.8120255,2.7949969,0.33587786,3.21672034e+05,2.6602214,2973,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.95281237
8.7966011,9.625309,89,1.0403578,0.13090795,0.22102154,-0.77215557,-0.34774986,1.6748079,1.7281249,0.38600682,0.37103277,4.5139083,0.45316285,2.6364927,0.42696629,2.39566268e+05,2.6602214,3024,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.88713676
10.593508,9.0904832,119,1.1949371,-0.10420387,-0.25853236,-0.32085795,0.17476337,4.1875917,3.9222308,0.90799949,0.75987222,5.5109156,1.5313646,2.4071632,0.39495798,2.7963781e+05,2.6602214,3029,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.98045254
3.9453017,7.8929741,116,1.1419774,0.092685625,-0.21565085,0.33146656,-0.38222364,5.5277178,3.7326715,0.96568403,0.84562449,6.5368469,0.80676622,2.9704849,0.29310345,2.93739516e+05,2.6602214,3035,signal,Ag-Ag-6kV,0.64425148,329,both,false,/home/basti/CastData/data/CDL_2019/CDL_2019_Reco.h5,0.96617693
