timestamp,RunPeriod,Interval,Median energy [keV]
1.5094e+09,30/10/2017,60,2.9508
1.5094e+09,30/10/2017,60,3.2122
1.5094e+09,30/10/2017,60,2.905
1.5094e+09,30/10/2017,60,3.1386
1.5094e+09,30/10/2017,60,2.9953
1.5094e+09,30/10/2017,60,3.155
1.5094e+09,30/10/2017,60,3.047
1.5094e+09,30/10/2017,60,2.7742
1.5094e+09,30/10/2017,60,2.833
1.5094e+09,30/10/2017,60,2.9153
1.5094e+09,30/10/2017,60,2.8766
1.5094e+09,30/10/2017,60,2.9565
1.5094e+09,30/10/2017,60,2.9862
1.5094e+09,30/10/2017,60,2.9149
1.5094e+09,30/10/2017,60,3.2575
1.5094e+09,30/10/2017,60,3.0974
1.5094e+09,30/10/2017,60,3.1399
1.5094e+09,30/10/2017,60,2.9925
1.5095e+09,30/10/2017,60,3.0091
1.5095e+09,30/10/2017,60,2.7752
1.5095e+09,30/10/2017,60,2.7835
1.5095e+09,30/10/2017,60,2.9644
1.5095e+09,30/10/2017,60,2.9755
1.5095e+09,30/10/2017,60,3.0789
1.5095e+09,30/10/2017,60,2.7994
1.5095e+09,30/10/2017,60,3.0842
1.5095e+09,30/10/2017,60,3.1694
1.5095e+09,30/10/2017,60,3.0899
1.5095e+09,30/10/2017,60,2.9157
1.5095e+09,30/10/2017,60,3.1316
1.5095e+09,30/10/2017,60,3.2403
1.5095e+09,30/10/2017,60,2.9109
1.5095e+09,30/10/2017,60,2.9009
1.5095e+09,30/10/2017,60,2.8117
1.5095e+09,30/10/2017,60,2.9598
1.5095e+09,30/10/2017,60,3.0023
1.5095e+09,30/10/2017,60,2.9624
1.5095e+09,30/10/2017,60,2.8075
1.5095e+09,30/10/2017,60,2.9465
1.5095e+09,30/10/2017,60,2.9499
1.5095e+09,30/10/2017,60,2.931
1.5095e+09,30/10/2017,60,3.4042
1.5095e+09,30/10/2017,60,3.1805
1.5095e+09,30/10/2017,60,2.9475
1.5095e+09,30/10/2017,60,2.9904
1.5095e+09,30/10/2017,60,2.9702
1.5096e+09,30/10/2017,60,3.0285
1.5096e+09,30/10/2017,60,2.7164
1.5096e+09,30/10/2017,60,2.7213
1.5096e+09,30/10/2017,60,2.7874
1.5096e+09,30/10/2017,60,3.0195
1.5096e+09,30/10/2017,60,2.9923
1.5096e+09,30/10/2017,60,2.803
1.5096e+09,30/10/2017,60,3.2015
1.5096e+09,30/10/2017,60,2.8087
1.5096e+09,30/10/2017,60,2.84
1.5096e+09,30/10/2017,60,2.6988
1.5096e+09,30/10/2017,60,2.7276
1.5096e+09,30/10/2017,60,3.061
1.5096e+09,30/10/2017,60,2.9415
1.5096e+09,30/10/2017,60,2.8214
1.5096e+09,30/10/2017,60,2.8804
1.5096e+09,30/10/2017,60,3.1603
1.5096e+09,30/10/2017,60,2.7244
1.5096e+09,30/10/2017,60,3.0074
1.5096e+09,30/10/2017,60,2.7725
1.5096e+09,30/10/2017,60,2.8542
1.5096e+09,30/10/2017,60,2.7098
1.5096e+09,30/10/2017,60,3.0949
1.5096e+09,30/10/2017,60,2.7625
1.5096e+09,30/10/2017,60,2.6808
1.5096e+09,30/10/2017,60,2.7305
1.5096e+09,30/10/2017,60,2.8706
1.5096e+09,30/10/2017,60,2.9168
1.5097e+09,30/10/2017,60,3.1035
1.5097e+09,30/10/2017,60,2.8414
1.5097e+09,30/10/2017,60,2.8309
1.5097e+09,30/10/2017,60,2.7984
1.5097e+09,30/10/2017,60,3.1984
1.5097e+09,30/10/2017,60,2.7691
1.5097e+09,30/10/2017,60,2.7394
1.5097e+09,30/10/2017,60,3.1773
1.5097e+09,30/10/2017,60,3.022
