timestamp,RunPeriod,Interval,Median energy [keV]
1.5401e+09,21/10/2018,120,2.6866
1.5401e+09,21/10/2018,120,2.8952
1.5401e+09,21/10/2018,120,3.035
1.5402e+09,21/10/2018,120,2.904
1.5402e+09,21/10/2018,120,2.8808
1.5402e+09,21/10/2018,120,2.9072
1.5402e+09,21/10/2018,120,2.9757
1.5402e+09,21/10/2018,120,2.641
1.5402e+09,21/10/2018,120,2.8026
1.5402e+09,21/10/2018,120,2.9203
1.5402e+09,21/10/2018,120,2.8507
1.5402e+09,21/10/2018,120,2.9246
1.5402e+09,21/10/2018,120,2.8607
1.5402e+09,21/10/2018,120,2.9303
1.5402e+09,21/10/2018,120,2.885
1.5402e+09,21/10/2018,120,2.9266
1.5403e+09,21/10/2018,120,2.6705
1.5403e+09,21/10/2018,120,2.9247
1.5403e+09,21/10/2018,120,2.6898
1.5403e+09,21/10/2018,120,2.8657
1.5403e+09,21/10/2018,120,2.886
1.5403e+09,21/10/2018,120,2.7394
1.5403e+09,21/10/2018,120,2.6902
1.5403e+09,21/10/2018,120,2.693
1.5403e+09,21/10/2018,120,2.8428
1.5403e+09,21/10/2018,120,2.8726
1.5403e+09,21/10/2018,120,2.7305
1.5403e+09,21/10/2018,120,2.9901
1.5403e+09,21/10/2018,120,3.0224
1.5404e+09,21/10/2018,120,2.8013
1.5404e+09,21/10/2018,120,2.9162
1.5404e+09,21/10/2018,120,2.8325
1.5404e+09,21/10/2018,120,2.8135
1.5404e+09,21/10/2018,120,2.9586
1.5404e+09,21/10/2018,120,2.8966
1.5404e+09,21/10/2018,120,2.9296
1.5404e+09,21/10/2018,120,2.8554
1.5404e+09,21/10/2018,120,2.8204
1.5404e+09,21/10/2018,120,2.7636
1.5404e+09,21/10/2018,120,2.8063
1.5404e+09,21/10/2018,120,2.806
1.5404e+09,21/10/2018,120,2.7932
1.5405e+09,21/10/2018,120,2.6364
1.5405e+09,21/10/2018,120,2.7937
1.5405e+09,21/10/2018,120,2.8561
1.5405e+09,21/10/2018,120,2.7971
1.5405e+09,21/10/2018,120,2.8014
1.5405e+09,21/10/2018,120,2.83
1.5405e+09,21/10/2018,120,2.7492
1.5405e+09,21/10/2018,120,2.721
1.5405e+09,21/10/2018,120,2.7069
1.5405e+09,21/10/2018,120,2.717
1.5405e+09,21/10/2018,120,2.8268
1.5405e+09,21/10/2018,120,2.8962
