timestamp,RunPeriod,Interval,Median energy [keV]
1.5094e+09,30/10/2017,180,3.0052
1.5094e+09,30/10/2017,180,3.0599
1.5094e+09,30/10/2017,180,2.8443
1.5094e+09,30/10/2017,180,2.8915
1.5094e+09,30/10/2017,180,2.963
1.5094e+09,30/10/2017,180,3.0716
1.5095e+09,30/10/2017,180,2.8271
1.5095e+09,30/10/2017,180,2.9746
1.5095e+09,30/10/2017,180,2.9969
1.5095e+09,30/10/2017,180,3.0388
1.5095e+09,30/10/2017,180,3.0129
1.5095e+09,30/10/2017,180,2.8931
1.5095e+09,30/10/2017,180,2.8967
1.5095e+09,30/10/2017,180,3.0329
1.5095e+09,30/10/2017,180,3.0952
1.5096e+09,30/10/2017,180,2.8232
1.5096e+09,30/10/2017,180,2.7431
1.5096e+09,30/10/2017,180,2.997
1.5096e+09,30/10/2017,180,2.8193
1.5096e+09,30/10/2017,180,2.8269
1.5096e+09,30/10/2017,180,2.8513
1.5096e+09,30/10/2017,180,2.9954
1.5096e+09,30/10/2017,180,2.772
1.5096e+09,30/10/2017,180,2.8157
1.5096e+09,30/10/2017,180,2.8033
1.5097e+09,30/10/2017,180,2.8889
1.5097e+09,30/10/2017,180,2.8888
1.5097e+09,30/10/2017,180,2.9749
1.5097e+09,30/10/2017,180,3.5405
1.5097e+09,30/10/2017,180,2.8845
1.5097e+09,30/10/2017,180,2.8974
1.5097e+09,30/10/2017,180,2.7759
1.5097e+09,30/10/2017,180,2.8414
1.5097e+09,30/10/2017,180,2.8836
1.5097e+09,30/10/2017,180,3.2664
1.5097e+09,30/10/2017,180,2.8186
1.5098e+09,30/10/2017,180,2.7627
1.5098e+09,30/10/2017,180,2.8639
1.5098e+09,30/10/2017,180,2.8656
1.5098e+09,30/10/2017,180,2.7526
1.5098e+09,30/10/2017,180,2.8154
1.5098e+09,30/10/2017,180,2.7964
1.5098e+09,30/10/2017,180,2.7207
1.5098e+09,30/10/2017,180,2.727
1.5098e+09,30/10/2017,180,2.6062
1.5098e+09,30/10/2017,180,2.775
1.5099e+09,30/10/2017,180,2.7688
1.5099e+09,30/10/2017,180,2.8085
1.5099e+09,30/10/2017,180,2.7743
1.5099e+09,30/10/2017,180,2.7896
1.5099e+09,30/10/2017,180,2.7565
1.5099e+09,30/10/2017,180,2.7672
1.5099e+09,30/10/2017,180,2.6875
1.5099e+09,30/10/2017,180,2.9541
1.5099e+09,30/10/2017,180,2.8401
1.5099e+09,30/10/2017,180,2.8792
1.51e+09,30/10/2017,180,2.8982
1.51e+09,30/10/2017,180,2.8738
1.51e+09,30/10/2017,180,2.9794
1.51e+09,30/10/2017,180,2.9519
1.51e+09,30/10/2017,180,2.889
1.51e+09,30/10/2017,180,3.0105
1.51e+09,30/10/2017,180,2.9896
1.51e+09,30/10/2017,180,2.8922
1.51e+09,30/10/2017,180,2.8269
1.51e+09,30/10/2017,180,2.8372
1.5101e+09,30/10/2017,180,2.9167
1.5101e+09,30/10/2017,180,2.8426
1.5101e+09,30/10/2017,180,2.7315
1.5101e+09,30/10/2017,180,2.7686
1.5101e+09,30/10/2017,180,2.7477
1.5101e+09,30/10/2017,180,2.8764
1.5101e+09,30/10/2017,180,2.8173
1.5101e+09,30/10/2017,180,2.8925
1.5101e+09,30/10/2017,180,2.8716
1.5102e+09,30/10/2017,180,2.7679
1.5102e+09,30/10/2017,180,2.8433
1.5102e+09,30/10/2017,180,3.0143
1.5102e+09,30/10/2017,180,3.0131
1.5102e+09,30/10/2017,180,2.9113
1.5102e+09,30/10/2017,180,2.9435
1.5102e+09,30/10/2017,180,2.8502
1.5102e+09,30/10/2017,180,2.7912
1.5102e+09,30/10/2017,180,2.8565
1.5102e+09,30/10/2017,180,2.6131
1.5103e+09,30/10/2017,180,2.7366
1.5103e+09,30/10/2017,180,2.7929
1.5103e+09,30/10/2017,180,2.8097
1.5103e+09,30/10/2017,180,2.783
1.5103e+09,30/10/2017,180,2.7325
1.5103e+09,30/10/2017,180,2.8053
1.5103e+09,30/10/2017,180,2.5959
1.5103e+09,30/10/2017,180,2.7564
1.5103e+09,30/10/2017,180,2.6885
1.5104e+09,30/10/2017,180,2.7705
1.5104e+09,30/10/2017,180,2.5231
1.5104e+09,30/10/2017,180,2.8086
1.5104e+09,30/10/2017,180,2.7914
1.5104e+09,30/10/2017,180,2.6436
1.5104e+09,30/10/2017,180,2.7674
1.5104e+09,30/10/2017,180,2.7398
1.5104e+09,30/10/2017,180,2.7856
1.5104e+09,30/10/2017,180,2.8908
1.5104e+09,30/10/2017,180,2.7278
1.5105e+09,30/10/2017,180,2.5937
1.5105e+09,30/10/2017,180,2.7947
1.5105e+09,30/10/2017,180,2.6233
1.5105e+09,30/10/2017,180,2.7349
1.5105e+09,30/10/2017,180,2.7929
1.5105e+09,30/10/2017,180,2.7304
1.5105e+09,30/10/2017,180,2.8067
1.5106e+09,30/10/2017,180,2.7688
1.5106e+09,30/10/2017,180,2.8894
1.5106e+09,30/10/2017,180,2.9176
1.5106e+09,30/10/2017,180,2.6964
1.5106e+09,30/10/2017,180,3.1264
1.5106e+09,30/10/2017,180,3.0622
1.5106e+09,30/10/2017,180,2.7959
1.5106e+09,30/10/2017,180,2.804
1.5106e+09,30/10/2017,180,2.8395
1.5106e+09,30/10/2017,180,2.8675
1.5107e+09,30/10/2017,180,2.8191
1.5107e+09,30/10/2017,180,3.0093
1.5107e+09,30/10/2017,180,2.8273
1.5107e+09,30/10/2017,180,3.0501
1.5107e+09,30/10/2017,180,2.7976
1.5107e+09,30/10/2017,180,2.8572
1.5107e+09,30/10/2017,180,2.8589
1.5107e+09,30/10/2017,180,2.8315
1.5107e+09,30/10/2017,180,3.0403
1.5107e+09,30/10/2017,180,2.8456
1.5108e+09,30/10/2017,180,2.9851
1.5108e+09,30/10/2017,180,2.9635
1.5108e+09,30/10/2017,180,2.8192
1.5108e+09,30/10/2017,180,2.9493
1.5108e+09,30/10/2017,180,2.9174
1.5108e+09,30/10/2017,180,2.9111
1.5108e+09,30/10/2017,180,2.8945
1.5108e+09,30/10/2017,180,3.0001
1.5108e+09,30/10/2017,180,2.9511
1.5108e+09,30/10/2017,180,2.9414
1.5109e+09,30/10/2017,180,2.8412
1.5109e+09,30/10/2017,180,2.8045
1.5109e+09,30/10/2017,180,2.8832
1.5109e+09,30/10/2017,180,2.785
1.5109e+09,30/10/2017,180,2.7631
1.5109e+09,30/10/2017,180,2.9421
1.5109e+09,30/10/2017,180,2.8702
1.5109e+09,30/10/2017,180,2.7193
1.5109e+09,30/10/2017,180,2.8656
1.511e+09,30/10/2017,180,2.9857
1.511e+09,30/10/2017,180,3.0051
1.511e+09,30/10/2017,180,2.8086
1.511e+09,30/10/2017,180,2.873
1.511e+09,30/10/2017,180,2.9247
1.511e+09,30/10/2017,180,2.7717
1.511e+09,30/10/2017,180,2.6802
1.511e+09,30/10/2017,180,2.7576
1.511e+09,30/10/2017,180,2.8609
1.5111e+09,30/10/2017,180,3.0379
1.5111e+09,30/10/2017,180,2.8227
1.5111e+09,30/10/2017,180,2.9433
1.5111e+09,30/10/2017,180,2.9462
1.5111e+09,30/10/2017,180,2.7296
1.5111e+09,30/10/2017,180,2.9514
1.5111e+09,30/10/2017,180,2.7307
1.5111e+09,30/10/2017,180,2.9203
1.5111e+09,30/10/2017,180,2.8143
1.5111e+09,30/10/2017,180,2.8245
1.5112e+09,30/10/2017,180,2.892
1.5112e+09,30/10/2017,180,3.0129
1.5112e+09,30/10/2017,180,2.8526
1.5112e+09,30/10/2017,180,2.9237
1.5112e+09,30/10/2017,180,3.0128
1.5112e+09,30/10/2017,180,2.8262
1.5112e+09,30/10/2017,180,2.7794
1.5112e+09,30/10/2017,180,2.7545
1.5112e+09,30/10/2017,180,2.9023
1.5113e+09,30/10/2017,180,2.6697
1.5113e+09,30/10/2017,180,3.0046
1.5113e+09,30/10/2017,180,2.7239
1.5113e+09,30/10/2017,180,2.8162
1.5113e+09,30/10/2017,180,2.848
1.5113e+09,30/10/2017,180,2.8526
1.5113e+09,30/10/2017,180,2.7933
1.5113e+09,30/10/2017,180,2.8516
1.5113e+09,30/10/2017,180,2.7753
1.5114e+09,30/10/2017,180,2.9073
1.5114e+09,30/10/2017,180,2.841
1.5114e+09,30/10/2017,180,2.7941
1.5114e+09,30/10/2017,180,2.7816
1.5114e+09,30/10/2017,180,2.8453
1.5114e+09,30/10/2017,180,2.7356
1.5114e+09,30/10/2017,180,2.8494
1.5114e+09,30/10/2017,180,2.9579
1.5115e+09,30/10/2017,180,2.7278
1.5115e+09,30/10/2017,180,2.905
1.5115e+09,30/10/2017,180,2.843
1.5115e+09,30/10/2017,180,2.9025
1.5115e+09,30/10/2017,180,2.8597
1.5115e+09,30/10/2017,180,2.7567
1.5115e+09,30/10/2017,180,2.7785
1.5115e+09,30/10/2017,180,2.7708
1.5115e+09,30/10/2017,180,2.7607
1.5116e+09,30/10/2017,180,2.8925
1.5116e+09,30/10/2017,180,2.8319
1.5116e+09,30/10/2017,180,2.8049
1.5116e+09,30/10/2017,180,2.9385
1.5116e+09,30/10/2017,180,2.7942
1.5116e+09,30/10/2017,180,2.8648
1.5116e+09,30/10/2017,180,2.7652
1.5116e+09,30/10/2017,180,2.9158
1.5116e+09,30/10/2017,180,2.8418
1.5117e+09,30/10/2017,180,2.6979
1.5117e+09,30/10/2017,180,2.6679
1.5117e+09,30/10/2017,180,2.843
1.5117e+09,30/10/2017,180,2.8804
1.5117e+09,30/10/2017,180,2.9687
1.5117e+09,30/10/2017,180,2.8039
1.5117e+09,30/10/2017,180,2.7975
1.5117e+09,30/10/2017,180,3.1423
1.5117e+09,30/10/2017,180,2.9353
1.5117e+09,30/10/2017,180,2.7318
1.5118e+09,30/10/2017,180,2.8982
1.5118e+09,30/10/2017,180,3.0283
1.5118e+09,30/10/2017,180,2.9106
1.5118e+09,30/10/2017,180,2.8357
1.5118e+09,30/10/2017,180,2.8853
1.5118e+09,30/10/2017,180,3.0027
1.5118e+09,30/10/2017,180,2.8465
1.5118e+09,30/10/2017,180,2.8925
1.5118e+09,30/10/2017,180,2.8366
1.5118e+09,30/10/2017,180,2.8646
1.5119e+09,30/10/2017,180,2.7976
1.5119e+09,30/10/2017,180,2.7238
1.5119e+09,30/10/2017,180,2.8186
1.5119e+09,30/10/2017,180,2.7742
1.5119e+09,30/10/2017,180,2.9023
1.5119e+09,30/10/2017,180,2.8348
1.5119e+09,30/10/2017,180,2.7743
1.5119e+09,30/10/2017,180,2.9295
1.5119e+09,30/10/2017,180,2.9338
1.512e+09,30/10/2017,180,2.8149
1.512e+09,30/10/2017,180,2.8328
1.512e+09,30/10/2017,180,2.9704
1.512e+09,30/10/2017,180,2.9922
1.512e+09,30/10/2017,180,2.9314
1.512e+09,30/10/2017,180,2.7921
1.512e+09,30/10/2017,180,2.7683
1.512e+09,30/10/2017,180,2.9055
1.512e+09,30/10/2017,180,2.7565
1.5121e+09,30/10/2017,180,2.8726
1.5121e+09,30/10/2017,180,2.9764
1.5121e+09,30/10/2017,180,2.9218
1.5121e+09,30/10/2017,180,2.752
1.5121e+09,30/10/2017,180,2.852
1.5121e+09,30/10/2017,180,2.9184
1.5121e+09,30/10/2017,180,2.9684
1.5121e+09,30/10/2017,180,2.9303
1.5121e+09,30/10/2017,180,2.723
1.5121e+09,30/10/2017,180,2.953
1.5122e+09,30/10/2017,180,2.7867
1.5122e+09,30/10/2017,180,2.8838
1.5122e+09,30/10/2017,180,2.9633
1.5122e+09,30/10/2017,180,2.8417
1.5122e+09,30/10/2017,180,2.8487
1.5122e+09,30/10/2017,180,2.8257
1.5122e+09,30/10/2017,180,2.7997
1.5122e+09,30/10/2017,180,3.026
1.5122e+09,30/10/2017,180,2.812
1.5123e+09,30/10/2017,180,2.9434
1.5123e+09,30/10/2017,180,3.0424
1.5123e+09,30/10/2017,180,3.0391
1.5123e+09,30/10/2017,180,2.9082
1.5123e+09,30/10/2017,180,2.9343
1.5123e+09,30/10/2017,180,3.0196
1.5123e+09,30/10/2017,180,2.8606
1.5123e+09,30/10/2017,180,2.8756
1.5123e+09,30/10/2017,180,2.9734
1.5123e+09,30/10/2017,180,2.886
1.5124e+09,30/10/2017,180,2.9044
1.5124e+09,30/10/2017,180,2.7918
1.5124e+09,30/10/2017,180,3.0042
1.5124e+09,30/10/2017,180,3.0964
1.5124e+09,30/10/2017,180,2.7789
1.5124e+09,30/10/2017,180,2.9153
1.5124e+09,30/10/2017,180,2.8549
1.5124e+09,30/10/2017,180,2.903
