skewnessTransverse,run
-0.013690033,328
0.23284899,328
-0.24992994,328
0.33969206,328
0.21781962,328
0.037062134,328
0.15878951,328
0.10160169,328
0.23136233,328
-0.094507787,328
-0.24709512,328
-0.060353111,328
-0.23069581,328
0.017449259,328
-0.033758995,328
0.26852058,328
-0.2197844,328
0.30330722,328
-0.5095489,328
-0.15687026,328
0.30638831,328
0.22734352,328
0.24139187,328
0.14707402,328
0.12801083,328
0.13673796,328
0.27717634,328
0.011364418,328
0.043695565,328
0.27907438,328
0.22364257,328
0.12609089,328
-0.47525205,328
-0.11455087,328
-0.259804,328
0.27809358,328
-0.14822482,328
-0.65191665,328
-0.10472693,328
0.20207655,328
-0.36950803,328
0.28096063,328
0.26000697,328
-0.35001016,328
-0.23837575,328
0.1235623,328
-0.06247701,328
-0.017122963,328
0.13983911,328
0.21808259,328
-0.22226919,328
0.0019914964,328
-0.07657683,328
-0.27675462,328
-0.011310597,328
0.0020386088,328
0.0400376,328
-0.025762494,328
0.28662853,328
0.26053365,328
-0.10140182,328
-0.106148,328
0.096407367,328
-0.10439048,328
0.20218203,328
0.085815838,328
-0.094764841,328
0.22119739,328
-0.0048198102,328
-0.06671808,328
-0.012804446,328
0.21156996,328
0.26817021,328
-0.39331867,328
0.10570706,328
0.16172599,328
-0.037572268,328
-0.18762541,328
-0.30303033,328
0.1195635,328
0.40459259,328
0.62876111,328
0.10199972,328
0.40560057,328
0.26682618,328
0.032662597,328
0.17832097,328
-0.10158559,328
0.12228055,328
0.12346717,328
0.025281988,328
0.10278631,328
0.083669119,328
-0.21176702,328
-0.073547245,328
0.066301629,328
-0.34079492,328
-0.27715783,328
-0.21230344,328
0.11419467,328
0.33346772,328
-0.2591645,328
-0.052330114,328
0.21376655,328
0.64511815,328
0.21574629,328
0.12055387,328
-0.08429653,328
-0.12004184,328
-0.1787395,328
-0.0016356752,328
-0.12677559,328
-0.036717123,328
0.16454874,328
-0.00023714132,328
-0.21453024,328
0.33436512,328
-0.059907046,328
-0.23254816,328
-0.25672973,328
0.14696919,328
-0.0024922386,328
-0.055618097,328
0.18280034,328
0.04196374,328
0.10670424,328
-0.31896442,328
0.042629196,328
0.044182759,328
0.55902569,328
-0.099494698,328
0.21319796,328
0.045951828,328
0.16241465,328
-0.041275202,328
-0.23857586,328
0.35273343,328
0.0049182862,328
0.13276314,328
-0.066376116,328
-0.0043956525,328
-0.02737167,328
-0.10054368,328
-0.023489348,328
-0.020656783,328
0.31481522,328
-0.037970566,328
-0.28408428,328
-0.083750182,328
0.26552129,328
-0.16719304,328
0.049107032,328
0.32053119,328
0.076439134,328
-0.39036346,328
0.0090801086,328
0.21519781,328
-0.3435423,328
-0.17382799,328
-0.39485663,328
-0.11492288,328
0.0086890951,328
-0.06724699,328
-0.017154641,328
0.18121108,328
-0.28774819,328
-0.53646562,328
0.14726603,328
0.059420821,328
0.56356591,328
0.13222514,328
-0.38135614,328
-0.092520659,328
0.24155579,328
0.78125918,328
-0.070273135,328
0.34558475,328
-0.1968774,328
-0.093999595,328
-0.21861807,328
0.16636963,328
0.083444847,328
-0.3406123,328
0.27876929,328
0.037953147,328
0.054715007,328
