rmsTransverse,run
0.71373563,319
0.95585235,319
0.41340645,319
0.93098409,319
0.69812722,319
0.82715507,319
0.8745333,319
0.68663081,319
0.9066584,319
0.47551037,319
0.58100358,319
0.38763123,319
0.65165614,319
0.44090108,319
0.72673548,319
0.52891361,319
0.6278379,319
0.86033558,319
0.97853039,319
0.45961522,319
0.88773742,319
0.85385539,319
0.86794791,319
0.98578666,319
0.8789052,319
0.93354387,319
0.82402538,319
0.79413886,319
0.99009354,319
0.89810258,319
0.8771435,319
0.25624703,319
0.52903509,319
0.67708476,319
0.74740418,319
0.77798889,319
0.94683335,319
0.90940077,319
0.44033992,319
0.63616056,319
0.84994815,319
0.97075234,319
0.91736803,319
0.69841003,319
0.72341718,319
0.96766845,319
0.9006802,319
0.63370647,319
1.0093035,319
0.96667971,319
0.57979432,319
0.83058916,319
0.85217708,319
0.95168196,319
0.90116539,319
0.47690372,319
0.65388288,319
0.45580319,319
0.77358092,319
0.92416561,319
0.96630752,319
0.82605554,319
0.77670446,319
0.65692182,319
0.93760091,319
0.83821887,319
0.8479623,319
0.91497137,319
0.63484257,319
0.98098476,319
0.7191213,319
0.96701476,319
0.89551282,319
0.84690191,319
0.95487988,319
0.62434122,319
0.7582279,319
0.83188891,319
0.81935498,319
0.78913057,319
0.86157902,319
0.65200914,319
0.68061761,319
0.88516865,319
0.62410327,319
1.0075264,319
0.39916448,319
0.96297721,319
0.92948345,319
0.8133286,319
0.28167748,319
0.97422616,319
0.74573445,319
0.85897331,319
0.82680249,319
0.8395229,319
0.8892613,319
0.87061632,319
0.81174183,319
0.51910747,319
1.0235802,319
0.62653258,319
0.80361242,319
0.57830937,319
1.0317763,319
0.66554181,319
0.93026033,319
0.87748022,319
0.21221945,319
0.70973343,319
0.47960067,319
0.85208396,319
0.72530739,319
0.63326245,319
0.80821143,319
0.38933624,319
0.77116731,319
0.69198838,319
0.77633533,319
0.49614908,319
0.5861618,319
0.47230646,319
0.72131193,319
0.47795574,319
0.61904467,319
0.9423211,319
0.84403949,319
0.55898168,319
0.89405482,319
0.8168745,319
0.71753919,319
1.0057312,319
0.62789136,319
0.92101214,319
0.65442015,319
0.95041884,319
0.93510855,319
0.21674301,319
0.70391753,319
0.87543634,319
0.83258736,319
0.82075899,319
0.36081223,319
0.48039877,319
0.52824624,319
0.79698441,319
0.75539349,319
0.92171048,319
0.80072356,319
0.36880305,319
0.61476863,319
0.71024959,319
0.94561962,319
0.60948219,319
0.73718069,319
0.88733443,319
0.94467083,319
0.88418383,319
0.92770306,319
0.82862702,319
0.92675504,319
0.56833933,319
0.62879799,319
0.92925498,319
0.86207845,319
0.78211131,319
0.72739961,319
0.47558785,319
0.83218404,319
0.84347827,319
0.96889877,319
0.62712596,319
0.35452149,319
0.52561689,319
0.93386456,319
0.77445635,319
0.81705437,319
0.85357631,319
0.62967711,319
0.63479236,319
0.96781095,319
0.81638048,319
0.39989762,319
0.5377307,319
0.710896,319
0.77784936,319
0.41363951,319
0.84077162,319
0.98959787,319
0.94304991,319
0.86732403,319
0.89635327,319
0.35923322,319
1.0021953,319
0.63729499,319
0.8981046,319
0.30105802,319
0.43461872,319
0.47374036,319
0.83053766,319
0.92315052,319
0.99768806,319
0.93485436,319
0.96051604,319
0.34348875,319
0.73072834,319
1.0105276,319
0.49970891,319
0.96254854,319
0.81985305,319
0.83920252,319
0.93673152,319
0.99340602,319
0.92884651,319
0.40927455,319
0.88221395,319
0.96903903,319
0.60262616,319
1.0084144,319
0.93228835,319
0.76718548,319
0.51224834,319
0.98102563,319
0.66565053,319
0.99689033,319
0.77843346,319
0.60559124,319
0.60689837,319
0.85349647,319
0.93623691,319
0.66862881,319
0.65540644,319
0.42431692,319
0.8215374,319
0.90004017,319
0.80996113,319
0.89700075,319
0.41031064,319
0.78279698,319
0.42364972,319
0.43699913,319
0.88081901,319
0.95036754,319
0.2921213,319
0.92774259,319
0.87071651,319
0.88042559,319
0.89632261,319
0.90541349,319
0.31462114,319
0.89083249,319
0.9792734,319
1.0035624,319
0.92040814,319
0.18326463,319
0.37762992,319
0.89786774,319
0.57905276,319
1.0136933,319
0.63771181,319
0.81906202,319
0.73535628,319
0.25073594,319
0.68805175,319
0.9831334,319
0.72969968,319
0.92945362,319
0.79344576,319
0.67249305,319
0.56602567,319
0.63555124,319
0.50801011,319
0.74434992,319
0.79199401,319
0.31456704,319
0.59435842,319
0.96773274,319
0.86112598,319
0.83911024,319
0.58853409,319
0.67364496,319
0.66431308,319
0.95112537,319
0.93223321,319
0.51564742,319
0.85739145,319
0.42346249,319
0.99840907,319
0.77131649,319
0.97100732,319
0.96155862,319
0.78684133,319
0.34432548,319
0.97124248,319
0.7539026,319
0.73050137,319
0.67598464,319
0.58637032,319
0.75880131,319
0.16105139,319
0.87991014,319
0.70136048,319
0.62190996,319
0.59013488,319
0.9523657,319
0.48839774,319
0.57391885,319
1.027083,319
0.71881212,319
0.79832659,319
0.8293741,319
0.97698616,319
0.71666023,319
0.9876083,319
0.68589452,319
0.90795212,319
0.76171741,319
0.92511697,319
0.44073409,319
0.9847282,319
0.66992182,319
0.16494127,319
0.51904864,319
0.4699558,319
0.873488,319
0.46387898,319
0.89410822,319
0.70294918,319
0.96454821,319
0.81750396,319
0.95497991,319
0.81084866,319
0.74768948,319
0.9503131,319
0.33719389,319
0.95773039,319
0.85011229,319
0.65546046,319
0.54279887,319
0.49075557,319
0.6329046,319
0.51521253,319
0.97554406,319
0.92485538,319
1.0596758,319
0.50623682,319
0.95317311,319
0.5488532,319
0.84335928,319
0.76769833,319
0.51982819,319
0.99097169,319
0.93457112,319
0.7664319,319
0.90992619,319
0.94616741,319
0.80318901,319
0.89741443,319
0.35372738,319
0.9038354,319
1.0337135,319
0.76690794,319
0.88047677,319
0.87352133,319
0.95699727,319
0.9207023,319
0.99922792,319
0.90792631,319
0.72978959,319
0.86839214,319
0.80270978,319
1.0607312,319
0.77682828,319
0.23973867,319
0.93210969,319
0.9006793,319
0.99618298,319
0.30795468,319
0.89963744,319
0.66562857,319
0.7974662,319
0.88581705,319
0.63082904,319
0.96435579,319
0.89248725,319
0.63751188,319
0.47866583,319
0.60332786,319
0.50193221,319
0.440939,319
0.72949425,319
0.81166413,319
0.68204885,319
0.69640009,319
0.89002345,319
0.71857344,319
0.96434363,319
0.62360327,319
0.49182151,319
0.22181695,319
0.94909888,319
0.92177537,319
0.41572509,319
0.766124,319
0.87752883,319
0.8954206,319
0.93658828,319
0.63854272,319
0.63247802,319
0.97597753,319
0.8716166,319
0.86941915,319
0.65633211,319
0.59670815,319
0.75714495,319
0.71104916,319
0.8963535,319
0.66088061,319
0.87277606,319
0.89159946,319
0.88676282,319
0.89380516,319
0.46721481,319
0.8987531,319
0.98265878,319
0.69081339,319
0.29088896,319
0.76052093,319
0.60437535,319
0.73445789,319
0.40343804,319
0.9918587,319
0.97925956,319
0.66738163,319
0.82370551,319
0.9827069,319
0.4929364,319
0.98087613,319
0.90633268,319
0.8699054,319
0.94202876,319
0.59857566,319
0.84939008,319
0.93294907,319
0.54167228,319
0.95011547,319
0.46524492,319
0.77596417,319
0.79353331,319
0.75010223,319
0.72566393,319
0.69695423,319
0.18930345,319
0.80945273,319
0.97249526,319
0.38278644,319
0.85749454,319
0.33379006,319
0.80731017,319
0.74500822,319
0.41437004,319
0.5265998,319
1.0070585,319
0.99572067,319
0.97228553,319
0.82852283,319
1.0007061,319
0.76368924,319
0.97392222,319
0.80631413,319
0.84657419,319
0.99798813,319
0.30531048,319
0.92588821,319
0.36756596,319
0.94183292,319
0.5979579,319
0.97555625,319
0.729164,319
0.82904654,319
0.96232488,319
0.64940908,319
0.99760625,319
0.81175468,319
0.93329171,319
0.2483392,319
0.88632888,319
0.45007635,319
0.82215718,319
0.52259606,319
1.0107387,319
0.66433662,319
0.93168826,319
0.75716476,319
0.85706928,319
0.90823864,319
0.95878061,319
0.83608379,319
0.37060118,319
0.56252241,319
0.57124985,319
0.57286134,319
0.90972768,319
0.8257277,319
0.81258412,319
0.98542645,319
0.92976927,319
0.91432552,319
0.80154769,319
0.72060667,319
0.95947839,319
0.95940077,319
0.92013933,319
0.63773242,319
0.90923287,319
0.85069751,319
0.78208564,319
0.94344967,319
0.96651806,319
1.0560386,319
0.72937028,319
0.98474596,319
0.32194162,319
0.92912059,319
0.30266943,319
0.86721178,319
0.41557722,319
0.47133653,319
0.91159967,319
0.398078,319
0.94256555,319
0.50951836,319
0.8739628,319
0.93661788,319
0.76837469,319
0.18890366,319
0.79313458,319
0.5522683,319
0.84620572,319
0.19968557,319
0.74952929,319
0.93428801,319
0.93396205,319
0.69166732,319
0.88169062,319
0.61936163,319
0.63369595,319
0.89131195,319
0.64765386,319
0.6431832,319
0.77358607,319
0.86962248,319
0.76775682,319
0.79569413,319
0.21903547,319
0.57758147,319
0.88277333,319
0.89793593,319
0.64635459,319
0.77573567,319
0.82815273,319
0.83726126,319
1.0076919,319
0.61733664,319
0.46222138,319
0.80466198,319
0.96029571,319
0.66383788,319
0.59694891,319
0.80248368,319
0.3502434,319
0.81658656,319
1.0163464,319
0.68928519,319
0.83729858,319
0.93515542,319
0.7048968,319
0.95795524,319
0.88115837,319
0.71337581,319
0.93813377,319
0.94560466,319
1.0375915,319
0.40786684,319
0.36264151,319
0.7775021,319
0.98638653,319
0.7644098,319
0.78111668,319
0.95911575,319
0.91085592,319
0.5998944,319
0.94638303,319
0.2464071,319
0.93207396,319
0.69475335,319
0.38362091,319
1.0396172,319
0.43579998,319
0.98093249,319
0.46685899,319
1.0049326,319
0.43820985,319
0.74760683,319
0.93877747,319
0.7268459,319
0.80769163,319
0.44293153,319
0.77104782,319
0.92271447,319
0.61851637,319
1.0194419,319
0.68338725,319
0.88675051,319
0.81323743,319
0.91307508,319
0.86666334,319
0.92592692,319
0.70817784,319
0.19165207,319
0.2857039,319
0.78029174,319
0.33831126,319
0.40918506,319
0.59448512,319
0.88407653,319
0.98824631,319
0.75257578,319
0.76624235,319
0.69304162,319
0.85635906,319
0.94617014,319
0.90592297,319
0.95876955,319
0.87895523,319
0.67181667,319
0.89706495,319
0.74062709,319
0.88911561,319
0.37000676,319
0.58868499,319
0.93460578,319
0.7728058,319
0.57520866,319
0.96577098,319
0.90880143,319
0.81304576,319
0.59367983,319
0.36480751,319
1.0572091,319
0.78615405,319
0.80123552,319
1.0042192,319
0.79101167,319
0.87143447,319
0.27044808,319
0.94228396,319
0.5278111,319
0.74090895,319
0.85807135,319
0.64863539,319
0.46572062,319
0.48023675,319
0.37827237,319
0.38917067,319
0.99084945,319
0.88294839,319
0.87606696,319
0.90455014,319
0.95870038,319
0.66672499,319
0.87939862,319
0.92750784,319
1.0211941,319
0.90930619,319
0.58814535,319
0.99130474,319
0.84451275,319
0.55660186,319
0.9720907,319
0.35662343,319
0.5725842,319
0.9076803,319
0.32880551,319
0.60876947,319
0.98564616,319
0.70296256,319
0.53605394,319
0.41813378,319
0.46035938,319
0.97117606,319
0.5975734,319
0.82810357,319
0.79553992,319
0.95837626,319
0.49214038,319
0.92742112,319
0.5992948,319
0.60363151,319
0.991157,319
1.0052876,319
0.92866608,319
0.88193285,319
0.52386892,319
0.8076072,319
0.63469256,319
0.82733655,319
0.87449532,319
0.38389557,319
0.88104698,319
0.83901179,319
0.5268681,319
0.90017384,319
0.5457221,319
0.98369227,319
0.89187333,319
0.77242732,319
0.7413826,319
0.80859273,319
0.81329675,319
0.49044408,319
0.50980351,319
0.1735394,319
0.68795777,319
0.74229614,319
0.95966803,319
0.7072662,319
0.68695179,319
0.77786944,319
0.68401369,319
0.78135911,319
0.99805825,319
0.80226729,319
0.9111579,319
0.97047972,319
0.98008018,319
0.69526883,319
0.92034193,319
0.98599386,319
1.0180511,319
0.81601473,319
0.39389838,319
0.60760491,319
0.94423112,319
0.95228554,319
0.86056461,319
0.52509557,319
0.23181833,319
0.57408692,319
0.72500071,319
0.75587579,319
0.58225783,319
1.0087439,319
0.80621507,319
0.37556632,319
0.34363448,319
0.3712227,319
0.87594995,319
0.86744496,319
0.70428164,319
0.9632863,319
0.74722345,319
0.36611256,319
0.74609166,319
1.017426,319
0.77551038,319
0.71161911,319
0.89717116,319
0.71014021,319
0.95167244,319
0.39426256,319
0.89390847,319
0.92509355,319
0.71302359,319
0.6512809,319
0.94065206,319
0.94897578,319
0.92358583,319
0.79501407,319
0.45326331,319
0.98067211,319
0.30848773,319
0.71354528,319
0.25961279,319
0.46888317,319
0.7746961,319
0.76267339,319
0.96594743,319
0.41574725,319
0.87393249,319
0.44812295,319
0.37656016,319
0.98965266,319
0.83281537,319
0.84974603,319
0.85007198,319
0.46424493,319
0.57479815,319
1.015994,319
1.0397668,319
0.97158471,319
0.35758032,319
0.48123768,319
0.9402371,319
0.89846208,319
0.40522348,319
0.53485042,319
0.17189185,319
0.54938612,319
0.91125583,319
0.44096447,319
0.78453599,319
0.97423493,319
0.75832295,319
0.89218722,319
0.88148491,319
0.90631366,319
0.42361176,319
0.38339409,319
0.50869792,319
0.36983749,319
0.31239537,319
0.7822744,319
0.88682791,319
0.63169447,319
0.86141739,319
0.4062112,319
0.82185615,319
0.75880296,319
0.75024203,319
0.45913106,319
0.53694031,319
0.44689721,319
0.87486611,319
0.90319724,319
0.42229775,319
0.75543965,319
0.8051617,319
0.25713236,319
0.88094143,319
0.82453568,319
0.80895282,319
0.90897679,319
0.44187843,319
0.48359006,319
0.97136064,319
0.61610653,319
0.8918268,319
0.79734714,319
0.59059487,319
0.54869326,319
0.62031579,319
0.58732805,319
0.92526541,319
0.6800898,319
0.90108493,319
0.92682781,319
0.84137652,319
0.44966923,319
0.99047898,319
0.59848396,319
0.74551401,319
0.52313666,319
0.4472365,319
0.33115924,319
1.0384637,319
0.92634646,319
0.9220399,319
0.71558946,319
0.87129359,319
0.64642668,319
0.74107443,319
0.19752371,319
0.31837424,319
0.99258789,319
0.40301291,319
0.82867872,319
0.27867197,319
0.87256606,319
0.74652065,319
0.70831046,319
0.25330654,319
0.70205458,319
0.67219085,319
0.85124993,319
0.61433354,319
0.68704821,319
0.73656461,319
0.58180493,319
0.64799717,319
0.55578249,319
0.79282744,319
0.96773821,319
0.61846839,319
0.91177932,319
0.79526551,319
0.799742,319
0.40244668,319
0.53855684,319
0.50102216,319
0.82862205,319
0.80227278,319
0.87478059,319
0.8310994,319
0.73177778,319
0.35366863,319
0.86639041,319
0.94859332,319
