Cut?,Counts,eventNumber,runNumber
Raw,678,2,323
Raw,440,5,323
Raw,236,10,323
Raw,61,11,323
Raw,231,13,323
Raw,304,19,323
Raw,565,23,323
Raw,583,25,323
Raw,200,26,323
Raw,298,30,323
Raw,485,39,323
Raw,222,39,323
Raw,222,40,323
Raw,358,54,323
Raw,338,54,323
Raw,538,59,323
Raw,209,63,323
Raw,246,67,323
Raw,370,82,323
Raw,594,88,323
Raw,495,93,323
Raw,464,94,323
Raw,152,101,323
Raw,312,116,323
Raw,15,116,323
Raw,100,118,323
Raw,235,120,323
Raw,212,121,323
Raw,4,124,323
Raw,226,125,323
Raw,180,125,323
Raw,180,135,323
Raw,237,138,323
Raw,197,138,323
Raw,153,140,323
Raw,428,149,323
Raw,428,161,323
Raw,229,166,323
Raw,153,190,323
Raw,192,208,323
Raw,139,259,323
Raw,186,267,323
Raw,220,279,323
Raw,224,291,323
Raw,187,303,323
Raw,129,315,323
Raw,169,317,323
Raw,224,324,323
Raw,47,339,323
Raw,233,341,323
Raw,372,342,323
Raw,254,344,323
Raw,258,352,323
Raw,129,352,323
Raw,229,364,323
Raw,131,379,323
Raw,209,394,323
Raw,265,400,323
Raw,118,415,323
Raw,213,418,323
Raw,129,439,323
Raw,199,440,323
Raw,446,442,323
Raw,388,443,323
Raw,166,446,323
Raw,110,469,323
Raw,257,484,323
Raw,252,487,323
Raw,471,489,323
Raw,211,490,323
Raw,317,491,323
Raw,507,494,323
Raw,419,499,323
Raw,134,502,323
Raw,209,504,323
Raw,134,513,323
Raw,215,518,323
Raw,156,520,323
Raw,244,556,323
Raw,215,561,323
Raw,354,563,323
Raw,144,568,323
Raw,223,578,323
Raw,240,591,323
Raw,298,593,323
Raw,211,598,323
Raw,196,599,323
Raw,228,600,323
Raw,60,600,323
Raw,177,613,323
Raw,183,621,323
Raw,151,643,323
Raw,46,643,323
Raw,157,656,323
Raw,197,657,323
Raw,195,670,323
Raw,56,670,323
Raw,261,681,323
Raw,194,689,323
Raw,277,693,323
Raw,164,705,323
Raw,159,711,323
Raw,468,712,323
Raw,16,712,323
Raw,181,713,323
Raw,287,716,323
Raw,240,727,323
Raw,230,732,323
Raw,119,734,323
Raw,21,737,323
Raw,224,739,323
Raw,106,744,323
Raw,446,755,323
Raw,235,758,323
Raw,109,767,323
Raw,192,775,323
Raw,232,801,323
Raw,69,808,323
Raw,202,811,323
Raw,230,814,323
Raw,177,814,323
Raw,160,822,323
Raw,93,824,323
Raw,472,827,323
Raw,240,842,323
Raw,96,849,323
Raw,245,850,323
Raw,235,854,323
Raw,204,863,323
Raw,440,866,323
Raw,182,873,323
Raw,219,873,323
Raw,249,879,323
Raw,421,881,323
Raw,261,885,323
Raw,227,891,323
Raw,154,891,323
Raw,131,897,323
Raw,547,904,323
Raw,493,912,323
Raw,72,921,323
Raw,223,926,323
Raw,206,931,323
Raw,233,942,323
Raw,638,950,323
Raw,194,963,323
Raw,150,965,323
Raw,192,973,323
Raw,479,980,323
Raw,229,985,323
Raw,148,986,323
Raw,136,987,323
Raw,203,997,323
Raw,203,1000,323
Raw,204,1006,323
Raw,387,1009,323
Raw,201,1015,323
Raw,189,1017,323
Raw,189,1018,323
Raw,61,1022,323
Raw,412,1025,323
Raw,251,1034,323
Raw,229,1034,323
Raw,115,1035,323
Raw,156,1049,323
Raw,128,1066,323
Raw,382,1068,323
Raw,178,1071,323
Raw,198,1087,323
Raw,225,1094,323
Raw,186,1100,323
Raw,233,1115,323
Raw,219,1118,323
Raw,206,1118,323
Raw,259,1122,323
Raw,238,1129,323
Raw,235,1137,323
Raw,397,1150,323
Raw,223,1163,323
Raw,219,1173,323
Raw,186,1179,323
Raw,223,1183,323
Raw,222,1189,323
Raw,49,1195,323
Raw,133,1198,323
Raw,240,1203,323
Raw,254,1208,323
Raw,438,1212,323
Raw,499,1222,323
Raw,158,1225,323
Raw,196,1226,323
Raw,98,1226,323
Raw,239,1230,323
Raw,209,1233,323
Raw,433,1238,323
Raw,53,1252,323
Raw,439,1262,323
Raw,205,1266,323
Raw,224,1271,323
Raw,381,1298,323
Raw,228,1301,323
