skewnessLongitudinal,run
-1.0681335,339
-1.3826557,339
-0.51673601,339
-0.28615471,339
-0.74825711,339
-0.52655903,339
0.15140329,339
-0.11580612,339
0.38851169,339
-1.013528,339
1.269056,339
0.60331476,339
-0.6462923,339
0.78643383,339
0.21043965,339
0.12058287,339
-0.47966426,339
0.18492703,339
0.092659976,339
-0.28872437,339
0.63812752,339
0.1504601,339
0.18195766,339
0.31353269,339
0.061387225,339
-0.24406548,339
-0.3569956,339
-0.10416502,339
0.37477188,339
0.095276757,339
-0.68124776,339
-0.55873518,339
0.60546736,339
0.33396584,339
0.072193964,339
-0.036050863,339
0.06526148,339
-0.65737434,339
-0.081924786,339
0.15181042,339
-0.068552504,339
-0.25246599,339
0.31611729,339
-0.0026417328,339
-0.44492399,339
-0.31231481,339
0.40595708,339
-0.4650945,339
-0.76464044,339
0.1571401,339
-0.099054502,339
-0.49124155,339
0.10666881,339
-0.22154442,339
-0.10169569,339
0.56488645,339
-0.52264693,339
0.6811139,339
0.15494727,339
-0.28680912,339
0.10579774,339
0.087317688,339
-0.21924355,339
0.70877331,339
0.32118635,339
0.22589592,339
0.30630006,339
-0.16691367,339
-0.083216931,339
0.24350663,339
-1.2676334,339
-0.44354797,339
-0.046281513,339
-0.65886855,339
0.24752899,339
0.34202521,339
0.1105939,339
-0.03853149,339
-0.69447553,339
-0.14334458,339
0.38340741,339
-0.057467718,339
0.5475083,339
-0.087999246,339
-0.33216641,339
0.064150458,339
-0.58602126,339
-0.14482699,339
-0.11711015,339
0.15340379,339
-0.07972385,339
0.23912182,339
-0.035130493,339
-0.56627859,339
0.45496312,339
0.78177188,339
0.094268994,339
0.25108986,339
0.24239774,339
-0.033266802,339
0.49036315,339
-0.27003812,339
0.35693357,339
0.36346581,339
0.50780643,339
0.4414501,339
1.0369664,339
-0.60267882,339
-0.28011881,339
0.040504071,339
-0.13519541,339
-0.30514013,339
0.5555003,339
-0.49881765,339
0.98069035,339
0.61857263,339
-0.47177046,339
0.062394176,339
0.4428949,339
0.18990965,339
0.15854941,339
0.23882281,339
0.078117576,339
0.46347768,339
0.21405618,339
-0.37514611,339
-0.43048638,339
0.27529732,339
-0.35231224,339
-0.15828148,339
1.0139939,339
0.38645827,339
0.40485369,339
0.13118171,339
-0.6330047,339
0.085383913,339
0.54628037,339
0.7185708,339
-0.3990248,339
0.034125766,339
-0.54981473,339
0.40179525,339
0.96482664,339
0.3676638,339
-0.15086978,339
-0.54304154,339
0.10136067,339
-0.34450696,339
0.062693804,339
-0.72845717,339
-0.23358555,339
0.54136693,339
-0.23088483,339
0.26897246,339
0.64394451,339
-0.65864983,339
0.090909818,339
-0.82266705,339
0.57049284,339
-0.0592838,339
0.26182113,339
0.40680186,339
1.1425126,339
0.27420216,339
-0.20191303,339
-1.3021295,339
-0.40978701,339
0.89136604,339
-0.35124305,339
1.6317181,339
0.12099569,339
0.70239764,339
0.13987165,339
-0.47073244,339
-0.083919368,339
-0.097926186,339
0.17496044,339
-0.34014901,339
-0.69595446,339
0.002218924,339
0.49784424,339
-0.072647675,339
0.080116217,339
-0.097765215,339
0.14780976,339
0.83366087,339
-0.064734249,339
-0.57400538,339
-0.11411505,339
0.41869475,339
-0.47822058,339
-0.38851271,339
-0.26615542,339
0.4270121,339
0.58540024,339
-0.10150311,339
-1.1372418,339
0.56419879,339
0.11408218,339
1.1219614,339
0.076502708,339
0.63663779,339
-0.038580314,339
0.15815809,339
0.48144296,339
-0.35970366,339
-0.28260643,339
0.10396669,339
-0.40566237,339
0.090307099,339
-0.010486629,339
1.2528035,339
-0.063708876,339
0.14004611,339
0.30531458,339
0.13702958,339
0.072849189,339
0.0024191703,339
-0.030009223,339
-0.029208831,339
0.27257465,339
-0.7595089,339
-0.078335379,339
-0.69318563,339
-0.071275356,339
0.092808274,339
-0.089461826,339
0.097013988,339
-0.54630648,339
1.0309761,339
0.023472338,339
0.73388169,339
1.0780664,339
0.028740141,339
0.53886187,339
0.64114518,339
-0.61829275,339
-0.020739256,339
-0.43013479,339
-0.16726829,339
-0.15631847,339
-0.74055789,339
0.14625168,339
-0.1981255,339
0.2316319,339
-0.64179822,339
-0.1910542,339
-0.29219115,339
-0.47697457,339
-0.0013709064,339
1.4015369,339
-0.19629139,339
-0.17242627,339
-0.6454711,339
0.10442288,339
0.094518688,339
-0.13554194,339
-1.2747692,339
-0.66546204,339
-1.2470496,339
0.68512326,339
0.30299276,339
0.06414196,339
0.7888932,339
0.11645321,339
1.0968702,339
-0.26702652,339
-0.13762798,339
0.29154462,339
0.26725099,339
-0.038367372,339
0.5742442,339
0.31244046,339
-0.033699084,339
0.2556739,339
