length,run
2.228137,332
5.8870457,332
5.1423275,332
3.7241334,332
4.0773999,332
4.0387044,332
4.3220912,332
2.7355187,332
5.6292953,332
3.9338772,332
4.8785294,332
5.7752263,332
6.4856232,332
5.7189761,332
8.697907,332
4.5132802,332
7.1411899,332
7.4974157,332
3.8316734,332
7.6292394,332
4.985894,332
4.2667467,332
5.0030309,332
7.5297165,332
4.7127361,332
4.230659,332
4.2799637,332
5.2738382,332
4.2081246,332
2.4508593,332
3.9623646,332
4.19001,332
2.9669643,332
5.3259057,332
5.0014712,332
4.3453981,332
3.1070417,332
6.1397602,332
1.8476927,332
5.2697709,332
3.8195003,332
5.6269946,332
4.5121272,332
4.4482978,332
3.6299695,332
4.9263158,332
4.8994839,332
4.7876657,332
4.9352035,332
3.8157559,332
4.5125252,332
3.7457823,332
6.893631,332
3.3820643,332
5.9901923,332
4.3739655,332
3.9552079,332
3.7757496,332
4.0183053,332
3.9882018,332
3.6000659,332
3.8192476,332
5.3629065,332
4.8383801,332
5.8805347,332
4.1579254,332
4.8910214,332
5.1812379,332
6.8290566,332
4.2985408,332
2.8153132,332
5.1077395,332
7.6489202,332
4.2268013,332
4.4670448,332
4.2292945,332
6.4015508,332
8.2585647,332
5.3756643,332
4.754139,332
4.2244095,332
4.7972255,332
4.3343799,332
2.9715957,332
3.4739426,332
3.997051,332
3.8707209,332
5.1069331,332
6.4756435,332
6.2083825,332
4.4629107,332
3.7822852,332
4.2551277,332
3.4182931,332
5.9185699,332
6.2164291,332
4.823304,332
5.0667064,332
4.988294,332
7.3994825,332
4.4720301,332
4.6470273,332
3.7693179,332
5.9416021,332
4.0444328,332
5.073595,332
4.2770255,332
5.8430108,332
4.0921098,332
4.257123,332
4.924513,332
4.3916436,332
4.8312347,332
2.1060944,332
4.1317593,332
3.6618538,332
4.4905458,332
5.338186,332
4.1823132,332
5.1820514,332
6.5392718,332
4.3895847,332
5.8188264,332
4.0300614,332
4.5902404,332
4.0379221,332
4.3167855,332
4.7447453,332
3.6715817,332
4.3316043,332
7.3273384,332
5.3002104,332
5.2670343,332
8.3027411,332
4.2264088,332
4.8508395,332
3.4920762,332
4.0366727,332
3.8501939,332
4.9542854,332
3.7745793,332
4.9677074,332
3.8976921,332
4.6084343,332
4.0598747,332
3.8585191,332
4.2253338,332
3.3321456,332
7.4384543,332
6.4197671,332
4.1714539,332
6.6931176,332
4.6645227,332
6.3122397,332
5.5327687,332
4.9267273,332
5.4338887,332
4.8036691,332
4.5826579,332
4.8691762,332
4.0151435,332
5.5943587,332
3.9230778,332
3.8160076,332
4.8920096,332
4.9910668,332
4.1867351,332
2.2089119,332
3.2826279,332
4.9116255,332
6.1760076,332
4.6031435,332
4.8189352,332
3.2853305,332
4.301178,332
4.7879395,332
3.5699641,332
5.4424637,332
3.9682303,332
4.2813085,332
4.1365445,332
4.8137644,332
5.4113555,332
4.1086635,332
5.542785,332
6.582507,332
5.3104632,332
3.4392767,332
2.9645251,332
4.5573719,332
7.2591924,332
6.7942057,332
4.0955392,332
4.4518804,332
7.7321866,332
4.55629,332
5.0237857,332
4.042011,332
7.0119791,332
4.513212,332
4.7544609,332
4.4783059,332
6.8344889,332
4.2812439,332
8.1079548,332
4.2642026,332
4.4109495,332
5.1380356,332
4.6545899,332
3.152949,332
4.7892026,332
4.9430664,332
5.3204415,332
3.825136,332
4.5878307,332
4.9732751,332
4.4787767,332
3.1186258,332
8.1367635,332
2.5754229,332
5.3306364,332
5.9109832,332
4.4992527,332
5.0972826,332
3.8443261,332
4.0094703,332
4.9850545,332
5.3141156,332
5.2989687,332
4.3629002,332
5.6212918,332
2.4437181,332
4.6704634,332
5.7339936,332
4.2520806,332
7.5305114,332
6.0788564,332
4.5146017,332
3.5065438,332
4.6639512,332
3.95577,332
4.2282726,332
5.0875334,332
5.3243299,332
5.4106145,332
6.1604422,332
4.5619277,332
5.8081937,332
6.6206602,332
3.2947228,332
3.2064827,332
4.2621001,332
5.6272822,332
5.5688527,332
4.7189723,332
3.6391321,332
4.3103222,332
4.2493811,332
6.5120412,332
4.6630286,332
4.5547786,332
3.7201095,332
4.3229242,332
5.1109412,332
4.1610862,332
7.0137795,332
6.4997793,332
2.8837024,332
4.6561818,332
4.9891681,332
4.1855179,332
4.3473709,332
4.3026067,332
3.7222608,332
3.0837526,332
4.4603787,332
5.04221,332
4.9531529,332
3.9377891,332
4.4384014,332
5.6474,332
3.5512758,332
4.4348825,332
3.2935346,332
5.9509723,332
2.9304048,332
5.1854124,332
4.6155544,332
5.3077579,332
4.8436056,332
3.734935,332
4.5623254,332
3.5855771,332
4.6790218,332
5.3452159,332
5.9406529,332
5.350773,332
4.0953318,332
5.1160028,332
6.2747407,332
4.9611659,332
5.4288303,332
3.6269234,332
4.8414848,332
4.5560822,332
5.0995325,332
4.1207655,332
3.8382176,332
4.7786973,332
3.936682,332
5.1102192,332
3.7312538,332
5.7188004,332
4.7787108,332
4.5076918,332
5.2314682,332
3.9993782,332
6.7008974,332
4.7746321,332
4.3211878,332
7.4444618,332
5.7914874,332
3.6568846,332
3.9309841,332
7.0586421,332
3.7089801,332
5.2936371,332
5.7022702,332
7.5896674,332
4.6141625,332
2.0322228,332
2.8013925,332
3.6349096,332
5.0151686,332
5.3128596,332
3.6709549,332
4.0695332,332
8.0829724,332
6.3842493,332
2.7317213,332
4.8318232,332
4.3050736,332
4.6607652,332
8.4469029,332
4.7741051,332
4.4079321,332
4.5563794,332
4.350449,332
5.8861435,332
8.1677389,332
3.6792701,332
4.346271,332
5.4401081,332
4.4930027,332
4.2730754,332
4.635742,332
4.3176584,332
5.2513167,332
7.5199879,332
5.0054691,332
4.8972977,332
5.092228,332
4.3178871,332
3.7790997,332
4.3450588,332
5.0166908,332
4.2930266,332
9.2349065,332
3.03732,332
5.5878448,332
4.4563444,332
3.9956859,332
2.8724049,332
3.7768049,332
4.1148741,332
7.2461522,332
4.7619509,332
4.7478574,332
8.0297218,332
4.1080802,332
3.9958077,332
3.8199766,332
4.3957571,332
4.7507082,332
7.3419669,332
4.1999169,332
3.8588241,332
3.6772349,332
3.7099979,332
3.95102,332
5.1627025,332
4.1110186,332
7.9672558,332
6.0349609,332
5.1914145,332
7.964166,332
4.6496445,332
4.919231,332
4.0427935,332
5.1411398,332
4.7790646,332
4.6217311,332
4.4685881,332
4.4558307,332
5.0052985,332
6.874718,332
4.0637704,332
6.7646824,332
4.7794391,332
2.8345848,332
4.1065432,332
5.746252,332
2.4402313,332
4.8587159,332
4.2097952,332
3.5785459,332
6.5490002,332
3.976516,332
4.7617016,332
5.115914,332
4.1829613,332
3.4056156,332
4.2197742,332
4.9546912,332
5.1285894,332
3.7159008,332
5.1811051,332
9.1489646,332
4.1409254,332
5.9286611,332
5.569072,332
5.4012375,332
4.0354273,332
5.7713447,332
3.5610207,332
4.6565201,332
4.4788618,332
4.5374954,332
5.3141274,332
3.2938728,332
4.3296331,332
3.6407746,332
4.8948735,332
4.6795347,332
5.5428685,332
3.5855517,332
4.6055672,332
4.3975894,332
5.0063879,332
4.8568939,332
8.2767149,332
6.3724342,332
4.9153463,332
4.9378728,332
4.8141339,332
4.3806473,332
2.6969883,332
6.7895514,332
4.7606779,332
3.6205462,332
5.3580264,332
5.9118735,332
4.0073448,332
4.6854722,332
4.4376476,332
2.9175507,332
4.9147245,332
3.651191,332
3.6993838,332
