hits,run
16,342
21,342
12,342
23,342
14,342
9,342
15,342
10,342
19,342
20,342
18,342
23,342
11,342
25,342
13,342
18,342
19,342
19,342
14,342
24,342
17,342
22,342
23,342
23,342
15,342
12,342
15,342
23,342
9,342
22,342
21,342
18,342
21,342
18,342
21,342
20,342
17,342
13,342
13,342
10,342
19,342
20,342
24,342
16,342
19,342
19,342
20,342
22,342
10,342
11,342
17,342
18,342
20,342
14,342
16,342
15,342
20,342
16,342
22,342
10,342
21,342
30,342
19,342
16,342
24,342
23,342
19,342
20,342
21,342
18,342
36,342
24,342
5,342
13,342
23,342
20,342
19,342
14,342
17,342
15,342
17,342
30,342
21,342
25,342
12,342
16,342
17,342
26,342
21,342
27,342
19,342
14,342
16,342
23,342
15,342
17,342
16,342
18,342
16,342
17,342
15,342
20,342
18,342
22,342
21,342
31,342
23,342
18,342
13,342
28,342
16,342
27,342
21,342
21,342
17,342
20,342
24,342
14,342
14,342
19,342
18,342
9,342
10,342
18,342
26,342
24,342
21,342
25,342
21,342
20,342
17,342
17,342
14,342
26,342
17,342
13,342
15,342
19,342
17,342
21,342
10,342
22,342
19,342
20,342
17,342
20,342
15,342
19,342
18,342
16,342
17,342
18,342
23,342
17,342
24,342
16,342
13,342
16,342
18,342
18,342
20,342
16,342
15,342
20,342
21,342
19,342
17,342
15,342
10,342
12,342
26,342
20,342
14,342
20,342
18,342
14,342
15,342
20,342
20,342
15,342
18,342
19,342
15,342
21,342
19,342
16,342
13,342
28,342
21,342
17,342
18,342
16,342
14,342
18,342
15,342
21,342
23,342
14,342
22,342
22,342
17,342
12,342
14,342
17,342
18,342
19,342
19,342
30,342
20,342
14,342
17,342
17,342
17,342
40,342
11,342
17,342
18,342
19,342
22,342
21,342
23,342
14,342
14,342
15,342
15,342
12,342
20,342
32,342
16,342
22,342
18,342
14,342
16,342
11,342
15,342
12,342
16,342
17,342
15,342
15,342
17,342
9,342
17,342
7,342
16,342
14,342
23,342
18,342
20,342
33,342
15,342
16,342
21,342
19,342
24,342
15,342
25,342
19,342
19,342
23,342
8,342
9,342
17,342
19,342
12,342
16,342
20,342
16,342
19,342
24,342
13,342
19,342
19,342
18,342
20,342
18,342
31,342
20,342
12,342
17,342
17,342
23,342
21,342
17,342
22,342
17,342
24,342
61,342
17,342
19,342
21,342
16,342
19,342
24,342
11,342
42,342
15,342
19,342
21,342
16,342
19,342
12,342
9,342
14,342
21,342
7,342
16,342
20,342
16,342
14,342
19,342
26,342
20,342
15,342
23,342
22,342
17,342
22,342
18,342
16,342
17,342
20,342
17,342
24,342
18,342
17,342
18,342
22,342
21,342
19,342
28,342
17,342
9,342
19,342
21,342
18,342
18,342
22,342
11,342
29,342
22,342
12,342
20,342
19,342
17,342
27,342
14,342
19,342
19,342
20,342
16,342
31,342
24,342
28,342
22,342
21,342
12,342
11,342
18,342
19,342
20,342
16,342
21,342
16,342
7,342
21,342
28,342
29,342
15,342
16,342
23,342
15,342
31,342
20,342
14,342
12,342
18,342
27,342
22,342
14,342
16,342
24,342
16,342
22,342
18,342
22,342
12,342
23,342
15,342
16,342
10,342
18,342
20,342
13,342
34,342
25,342
20,342
23,342
10,342
21,342
18,342
15,342
17,342
15,342
21,342
22,342
20,342
10,342
17,342
21,342
20,342
30,342
27,342
18,342
24,342
15,342
34,342
14,342
19,342
15,342
21,342
14,342
15,342
25,342
21,342
30,342
20,342
29,342
15,342
17,342
20,342
14,342
12,342
32,342
18,342
19,342
18,342
5,342
18,342
22,342
36,342
20,342
15,342
23,342
16,342
17,342
15,342
21,342
21,342
20,342
21,342
23,342
17,342
17,342
20,342
29,342
18,342
17,342
19,342
16,342
15,342
15,342
23,342
20,342
26,342
20,342
18,342
19,342
15,342
20,342
15,342
17,342
16,342
28,342
15,342
19,342
18,342
14,342
10,342
13,342
27,342
16,342
8,342
13,342
18,342
13,342
17,342
15,342
20,342
14,342
28,342
36,342
18,342
15,342
18,342
18,342
16,342
22,342
15,342
16,342
6,342
10,342
42,342
14,342
19,342
21,342
22,342
19,342
15,342
16,342
16,342
23,342
8,342
23,342
18,342
23,342
21,342
20,342
14,342
20,342
19,342
19,342
21,342
20,342
16,342
17,342
17,342
15,342
21,342
14,342
18,342
23,342
19,342
21,342
19,342
19,342
17,342
17,342
14,342
11,342
16,342
17,342
20,342
16,342
17,342
23,342
36,342
20,342
19,342
22,342
15,342
11,342
20,342
11,342
12,342
18,342
12,342
20,342
16,342
8,342
14,342
17,342
4,342
20,342
23,342
14,342
25,342
22,342
13,342
15,342
22,342
18,342
18,342
23,342
18,342
23,342
15,342
21,342
18,342
24,342
28,342
6,342
30,342
21,342
19,342
22,342
19,342
16,342
23,342
21,342
22,342
17,342
19,342
22,342
20,342
20,342
12,342
11,342
15,342
12,342
23,342
15,342
23,342
18,342
17,342
18,342
30,342
20,342
15,342
21,342
23,342
20,342
15,342
19,342
18,342
24,342
23,342
13,342
14,342
25,342
16,342
19,342
20,342
23,342
19,342
27,342
20,342
13,342
16,342
27,342
27,342
24,342
20,342
19,342
19,342
26,342
15,342
18,342
27,342
22,342
12,342
25,342
18,342
18,342
26,342
18,342
20,342
29,342
19,342
18,342
30,342
31,342
19,342
22,342
21,342
15,342
22,342
21,342
26,342
16,342
12,342
23,342
18,342
25,342
13,342
15,342
24,342
12,342
15,342
21,342
25,342
12,342
21,342
19,342
19,342
7,342
22,342
18,342
24,342
23,342
17,342
18,342
13,342
23,342
21,342
19,342
17,342
10,342
29,342
17,342
11,342
18,342
14,342
32,342
21,342
13,342
20,342
11,342
19,342
17,342
34,342
30,342
16,342
15,342
27,342
17,342
13,342
24,342
17,342
14,342
20,342
8,342
20,342
24,342
20,342
17,342
12,342
14,342
19,342
23,342
26,342
17,342
15,342
19,342
14,342
15,342
11,342
36,342
14,342
16,342
21,342
29,342
22,342
18,342
32,342
14,342
17,342
18,342
13,342
19,342
25,342
22,342
13,342
13,342
15,342
21,342
17,342
16,342
14,342
7,342
15,342
15,342
16,342
21,342
18,342
13,342
13,342
8,342
18,342
15,342
33,342
15,342
17,342
15,342
15,342
25,342
12,342
46,342
15,342
24,342
16,342
22,342
12,342
21,342
21,342
11,342
21,342
15,342
20,342
20,342
25,342
26,342
16,342
17,342
19,342
13,342
12,342
11,342
22,342
19,342
16,342
20,342
22,342
10,342
22,342
10,342
19,342
22,342
18,342
9,342
24,342
16,342
20,342
22,342
21,342
24,342
31,342
25,342
21,342
17,342
9,342
21,342
4,342
29,342
17,342
28,342
25,342
20,342
15,342
22,342
17,342
16,342
13,342
13,342
16,342
12,342
14,342
22,342
22,342
19,342
10,342
21,342
18,342
22,342
11,342
21,342
25,342
23,342
23,342
20,342
20,342
17,342
22,342
13,342
14,342
19,342
24,342
17,342
19,342
10,342
13,342
16,342
16,342
20,342
22,342
16,342
17,342
13,342
23,342
22,342
19,342
19,342
19,342
16,342
18,342
18,342
12,342
17,342
16,342
18,342
42,342
14,342
20,342
17,342
22,342
17,342
20,342
17,342
14,342
12,342
17,342
22,342
17,342
17,342
16,342
19,342
17,342
11,342
25,342
12,342
17,342
24,342
24,342
13,342
16,342
22,342
21,342
11,342
26,342
21,342
15,342
21,342
19,342
29,342
15,342
21,342
9,342
24,342
34,342
10,342
15,342
9,342
3,342
20,342
21,342
35,342
7,342
19,342
13,342
22,342
28,342
18,342
27,342
17,342
23,342
26,342
16,342
14,342
19,342
15,342
19,342
15,342
17,342
17,342
20,342
18,342
21,342
13,342
16,342
12,342
3,342
17,342
29,342
15,342
18,342
8,342
20,342
20,342
8,342
15,342
16,342
18,342
20,342
15,342
15,342
25,342
15,342
20,342
18,342
17,342
33,342
13,342
20,342
16,342
18,342
13,342
16,342
21,342
22,342
20,342
17,342
24,342
24,342
29,342
19,342
15,342
16,342
20,342
25,342
24,342
22,342
27,342
25,342
11,342
15,342
15,342
16,342
17,342
18,342
19,342
18,342
13,342
20,342
20,342
15,342
17,342
14,342
16,342
21,342
20,342
14,342
21,342
14,342
18,342
17,342
17,342
23,342
16,342
14,342
9,342
20,342
16,342
41,342
10,342
16,342
11,342
13,342
12,342
18,342
22,342
19,342
10,342
33,342
9,342
33,342
18,342
19,342
17,342
18,342
24,342
18,342
26,342
17,342
12,342
16,342
18,342
24,342
29,342
20,342
16,342
21,342
22,342
24,342
23,342
18,342
21,342
17,342
10,342
13,342
22,342
9,342
16,342
19,342
20,342
25,342
17,342
19,342
23,342
14,342
10,342
16,342
8,342
26,342
17,342
14,342
18,342
20,342
18,342
18,342
17,342
22,342
20,342
19,342
19,342
26,342
16,342
22,342
16,342
35,342
15,342
18,342
18,342
21,342
19,342
23,342
22,342
14,342
16,342
17,342
14,342
34,342
16,342
13,342
22,342
4,342
16,342
13,342
22,342
25,342
16,342
15,342
4,342
18,342
14,342
13,342
22,342
15,342
8,342
13,342
20,342
12,342
23,342
4,342
21,342
17,342
23,342
16,342
16,342
17,342
26,342
19,342
31,342
12,342
23,342
18,342
23,342
12,342
25,342
18,342
20,342
15,342
18,342
16,342
20,342
19,342
17,342
20,342
28,342
23,342
16,342
15,342
20,342
15,342
23,342
24,342
25,342
7,342
23,342
17,342
24,342
17,342
14,342
20,342
21,342
19,342
17,342
32,342
24,342
20,342
32,342
21,342
22,342
18,342
15,342
23,342
19,342
19,342
18,342
20,342
25,342
8,342
21,342
19,342
12,342
23,342
22,342
18,342
33,342
19,342
31,342
12,342
23,342
14,342
13,342
24,342
14,342
10,342
19,342
19,342
17,342
20,342
20,342
26,342
17,342
24,342
20,342
17,342
18,342
19,342
14,342
18,342
20,342
18,342
34,342
29,342
23,342
18,342
19,342
16,342
13,342
18,342
13,342
27,342
18,342
13,342
18,342
17,342
22,342
29,342
21,342
22,342
19,342
8,342
23,342
20,342
16,342
22,342
11,342
28,342
23,342
18,342
35,342
20,342
11,342
19,342
17,342
23,342
15,342
24,342
17,342
16,342
14,342
25,342
23,342
26,342
13,342
18,342
22,342
16,342
20,342
17,342
18,342
8,342
18,342
29,342
20,342
19,342
25,342
15,342
25,342
19,342
8,342
15,342
19,342
35,342
15,342
27,342
28,342
16,342
15,342
16,342
19,342
16,342
21,342
18,342
24,342
12,342
8,342
18,342
14,342
20,342
19,342
16,342
24,342
17,342
9,342
22,342
18,342
25,342
31,342
19,342
21,342
20,342
27,342
19,342
27,342
8,342
11,342
11,342
14,342
18,342
11,342
14,342
21,342
26,342
15,342
14,342
16,342
20,342
27,342
21,342
12,342
16,342
19,342
23,342
19,342
17,342
14,342
15,342
17,342
20,342
19,342
24,342
18,342
20,342
17,342
18,342
26,342
16,342
12,342
15,342
22,342
19,342
22,342
17,342
15,342
25,342
35,342
33,342
17,342
23,342
17,342
14,342
18,342
19,342
23,342
12,342
23,342
18,342
18,342
15,342
27,342
23,342
26,342
22,342
21,342
13,342
18,342
15,342
16,342
19,342
21,342
26,342
19,342
15,342
20,342
17,342
6,342
14,342
22,342
19,342
23,342
13,342
5,342
17,342
22,342
32,342
26,342
25,342
19,342
24,342
17,342
20,342
21,342
18,342
19,342
20,342
16,342
13,342
19,342
21,342
17,342
24,342
18,342
11,342
20,342
20,342
5,342
21,342
9,342
22,342
21,342
22,342
16,342
19,342
17,342
19,342
19,342
15,342
17,342
13,342
23,342
7,342
23,342
21,342
18,342
19,342
21,342
19,342
17,342
27,342
11,342
19,342
15,342
15,343
4,343
14,343
20,343
12,343
13,343
24,343
27,343
12,343
22,343
20,343
23,343
13,343
25,343
32,343
11,343
20,343
20,343
14,343
9,343
20,343
15,343
12,343
10,343
18,343
37,343
9,343
26,343
25,343
17,343
9,343
14,343
24,343
26,343
20,343
16,343
24,343
22,343
14,343
27,343
24,343
13,343
20,343
14,343
18,343
24,343
21,343
53,343
11,343
14,343
12,343
13,343
25,343
15,343
25,343
13,343
22,343
14,343
27,343
23,343
38,343
24,343
25,343
16,343
25,343
11,343
11,343
19,343
11,343
25,343
9,343
19,343
8,343
3,343
10,343
18,343
32,343
9,343
12,343
19,343
15,343
16,343
37,343
17,343
21,343
17,343
11,343
11,343
14,343
54,343
7,343
12,343
23,343
10,343
18,343
47,343
16,343
22,343
24,343
14,343
12,343
15,343
17,343
21,343
25,343
12,343
17,343
16,343
40,343
41,343
10,343
17,343
9,343
22,343
7,343
8,343
9,343
16,343
7,343
9,343
18,343
27,343
18,343
13,343
25,343
29,343
25,343
12,343
16,343
20,343
26,343
15,343
20,343
15,343
17,343
9,343
23,343
12,343
16,343
17,343
17,343
23,343
16,343
12,343
16,343
14,343
11,343
21,343
11,343
22,343
15,343
50,343
12,343
18,343
12,343
20,343
20,343
18,343
25,343
21,343
17,343
6,343
22,343
20,343
15,343
22,343
7,343
16,343
14,343
15,343
12,343
14,343
19,343
13,343
53,343
17,343
24,343
13,343
9,343
12,343
17,343
18,343
26,343
13,343
52,343
16,343
25,343
13,343
18,343
13,343
28,343
45,343
22,343
18,343
20,343
12,343
15,343
13,343
24,343
20,343
27,343
10,343
12,343
12,343
45,343
32,343
37,343
29,343
16,343
17,343
16,343
24,343
18,343
45,343
19,343
12,343
17,343
20,343
16,343
17,343
16,343
30,343
19,343
18,343
25,343
31,343
22,343
15,343
9,343
21,343
34,343
13,343
27,343
26,343
19,343
15,343
16,343
18,343
17,343
9,343
22,343
15,343
18,343
14,343
16,343
13,343
27,343
14,343
16,343
22,343
25,343
12,343
24,343
27,343
15,343
21,343
21,343
24,343
9,343
12,343
17,343
21,343
21,343
15,343
25,343
17,343
32,343
19,343
20,343
19,343
16,343
18,343
16,343
12,343
47,343
19,343
26,343
17,343
18,343
11,343
21,343
17,343
19,343
18,343
30,343
15,343
14,343
16,343
39,343
17,343
17,343
8,343
14,343
14,343
20,343
26,343
8,343
17,343
9,343
9,343
22,343
41,343
30,343
16,343
20,343
22,343
17,343
20,343
22,343
21,343
12,343
8,343
35,343
10,343
17,343
13,343
20,343
22,343
14,343
24,343
17,343
9,343
34,343
23,343
18,343
28,343
17,343
16,343
19,343
9,343
9,343
19,343
17,343
11,343
26,343
17,343
12,343
9,343
20,343
25,343
23,343
24,343
20,343
22,343
21,343
16,343
16,343
14,343
13,343
17,343
13,343
13,343
14,343
9,343
21,343
19,343
18,343
46,343
34,343
25,343
20,343
18,343
18,343
23,343
11,343
12,343
20,343
27,343
20,343
8,343
20,343
18,343
32,343
11,343
25,343
16,343
27,343
10,343
20,343
16,343
11,343
18,343
18,343
18,343
15,343
17,343
14,343
10,343
18,343
18,343
40,343
14,343
15,343
35,343
21,343
12,343
36,343
24,343
16,343
15,343
19,343
13,343
11,343
18,343
15,343
28,343
27,343
27,343
13,343
21,343
24,343
33,343
16,343
16,343
16,343
38,343
26,343
14,343
18,343
21,343
18,343
29,343
19,343
14,343
30,343
18,343
13,343
31,343
18,343
8,343
19,343
21,343
24,343
20,343
14,343
39,343
42,343
15,343
19,343
17,343
11,343
10,343
18,343
18,343
20,343
20,343
13,343
21,343
35,343
17,343
14,343
14,343
9,343
10,343
21,343
20,343
23,343
7,343
20,343
24,343
20,343
13,343
20,343
32,343
27,343
18,343
59,343
19,343
5,343
15,343
40,343
10,343
15,343
21,343
12,343
18,343
10,343
38,343
18,343
8,343
20,343
14,343
14,343
15,343
29,343
15,343
24,343
17,343
24,343
11,343
18,343
18,343
24,343
7,343
16,343
18,343
13,343
11,343
17,343
32,343
18,343
25,343
13,343
21,343
28,343
18,343
17,343
22,343
9,343
18,343
14,343
30,343
18,343
21,343
19,343
27,343
9,343
19,343
12,343
24,343
33,343
14,343
20,343
21,343
22,343
21,343
20,343
23,343
11,343
14,343
3,343
20,343
27,343
18,343
24,343
21,343
38,343
10,343
14,343
16,343
25,343
21,343
22,343
18,343
18,343
21,343
14,343
8,343
23,343
14,343
14,343
20,343
19,343
17,343
19,343
15,343
17,343
33,343
7,343
11,343
19,343
35,343
14,343
24,343
18,343
20,343
19,343
8,343
10,343
12,343
23,343
20,343
13,343
22,343
8,343
4,343
17,343
8,343
35,343
3,343
13,343
11,343
36,343
21,343
19,343
16,343
17,343
13,343
13,343
15,343
21,343
14,343
21,343
15,343
9,343
16,343
23,343
17,343
20,343
13,343
21,343
14,343
28,343
18,343
17,343
13,343
19,343
24,343
17,343
17,343
24,343
15,343
21,343
23,343
9,343
32,343
19,343
14,343
11,343
59,343
13,343
11,343
20,343
11,343
17,343
13,343
16,343
16,343
11,343
26,343
16,343
14,343
25,343
20,343
17,343
10,343
23,343
15,343
20,343
16,343
20,343
26,343
12,343
17,343
14,343
20,343
12,343
17,343
17,343
20,343
18,343
17,343
12,343
20,343
19,343
17,343
15,343
18,343
19,343
23,343
36,343
19,343
14,343
21,343
22,343
17,343
43,343
17,343
15,343
25,343
22,343
9,343
22,343
18,343
19,343
8,343
20,343
11,343
16,343
10,343
14,343
34,343
14,343
28,343
48,343
20,343
22,343
16,343
15,343
21,343
18,343
13,343
16,343
3,343
8,343
17,343
22,343
19,343
26,343
19,343
21,343
16,343
21,343
13,343
24,343
23,343
17,343
19,343
12,343
16,343
16,343
17,343
30,343
28,343
20,343
17,343
23,343
18,343
19,343
19,343
28,343
12,343
25,343
20,343
10,343
21,343
9,343
16,343
24,343
13,343
17,343
16,343
14,343
17,343
22,343
9,343
10,343
20,343
16,343
15,343
20,343
12,343
17,343
18,343
9,343
10,343
11,343
24,343
22,343
12,343
19,343
8,343
23,343
14,343
13,343
9,343
6,343
11,343
7,343
7,343
16,343
22,343
21,343
36,343
7,343
27,343
21,343
35,343
23,343
8,343
10,343
17,343
13,343
18,343
14,343
16,343
17,343
21,343
14,343
9,343
19,343
21,343
22,343
41,343
27,343
20,343
40,343
15,343
20,343
13,343
13,343
22,343
17,343
21,343
13,343
17,343
17,343
26,343
3,343
17,343
34,343
16,343
21,343
20,343
19,343
18,343
17,343
18,343
20,343
11,343
21,343
7,343
15,343
17,343
27,343
27,343
39,343
22,343
22,343
19,343
16,343
11,343
17,343
11,343
11,343
6,343
9,343
7,343
22,343
17,343
21,343
20,343
10,343
23,343
22,343
20,343
30,343
11,343
18,343
22,343
10,343
15,343
20,343
22,343
18,343
16,343
18,343
16,343
30,343
25,343
11,343
44,343
9,343
8,343
24,343
28,343
10,343
18,343
18,343
16,343
13,343
16,343
18,343
12,343
19,343
21,343
21,343
34,343
10,343
21,343
22,343
17,343
12,343
16,343
23,343
14,343
15,343
30,343
14,343
26,343
24,343
28,343
16,343
13,343
17,343
14,343
11,343
18,343
16,343
15,343
6,343
23,343
18,343
16,343
18,343
14,343
11,343
14,343
18,343
16,343
14,343
33,343
19,343
22,343
33,343
17,343
30,343
12,343
12,343
21,343
16,343
15,343
19,343
16,343
22,343
20,343
5,343
16,343
14,343
15,343
20,343
11,343
16,343
16,343
13,343
14,343
17,343
22,343
16,343
19,343
6,343
33,343
16,343
16,343
31,343
17,343
20,343
28,343
27,343
14,343
10,343
17,343
14,343
17,343
18,343
7,343
36,343
5,343
16,343
17,343
12,343
22,343
8,343
17,343
9,343
12,343
18,343
15,343
7,343
5,343
28,343
11,343
17,343
15,343
20,343
14,343
24,343
19,343
15,343
26,343
11,343
19,343
19,343
22,343
12,343
12,343
17,343
25,343
19,343
16,343
19,343
16,343
7,343
17,343
15,343
17,343
19,343
10,343
26,343
20,343
12,343
19,343
14,343
26,343
20,343
10,343
6,343
16,343
12,343
35,343
32,343
12,343
42,343
21,343
15,343
14,343
21,343
37,343
24,343
22,343
26,343
21,343
11,343
12,343
19,343
12,343
15,343
20,343
25,343
19,343
15,343
13,343
16,343
14,343
15,343
18,343
20,343
21,343
23,343
23,343
21,343
18,343
29,343
29,343
24,343
8,343
23,343
14,343
27,343
18,343
16,343
13,343
23,343
18,343
17,343
57,343
17,343
16,343
13,343
12,343
24,343
19,343
19,343
16,343
24,343
26,343
23,343
18,343
16,343
22,343
30,343
8,343
24,343
16,343
41,343
12,343
34,343
18,343
21,343
34,343
15,343
22,343
22,343
21,343
21,343
41,343
26,343
15,343
14,343
17,343
12,343
31,343
14,343
14,343
18,343
18,343
14,343
12,343
10,343
14,343
17,343
16,343
20,343
20,343
8,343
15,343
15,343
16,343
21,343
15,343
37,343
20,343
19,343
17,343
18,343
11,343
19,343
17,343
14,343
15,343
21,343
3,343
18,343
18,343
14,343
21,343
17,343
14,343
7,343
20,343
20,343
17,343
12,343
22,343
16,343
13,343
10,343
28,343
22,343
13,343
29,343
15,343
12,343
9,343
19,343
17,343
9,343
8,343
13,343
17,343
16,343
11,343
32,343
18,343
14,343
25,343
21,343
31,343
7,343
22,343
18,343
15,343
13,343
5,343
15,343
13,343
16,343
18,343
14,343
28,343
10,343
33,343
12,343
16,343
15,343
18,343
8,343
23,343
13,343
18,343
14,343
14,343
11,343
13,343
14,343
21,343
6,343
12,343
25,343
8,343
15,343
22,343
36,343
21,343
24,343
7,343
17,343
6,343
17,343
22,343
17,343
22,343
6,343
24,343
12,343
20,343
11,343
13,343
23,343
13,343
42,343
40,343
17,343
30,343
18,343
6,343
33,343
21,343
12,343
37,343
16,343
22,343
18,343
27,343
18,343
14,343
9,343
8,343
18,343
20,343
23,343
13,343
21,343
18,343
14,343
22,343
10,343
20,343
12,343
21,343
16,343
26,343
18,343
10,343
22,343
16,343
11,343
44,343
28,343
22,343
21,343
31,343
15,343
22,343
8,343
19,343
11,343
22,343
21,343
14,343
38,343
11,343
22,343
17,343
14,343
15,343
17,343
34,343
19,343
19,343
17,343
15,343
16,343
18,343
19,343
10,343
21,343
10,343
13,343
19,343
15,343
12,343
22,343
12,343
23,343
17,343
13,343
14,343
19,343
17,343
13,343
24,343
15,343
33,343
21,343
11,343
22,343
20,343
11,343
8,343
31,343
11,343
10,343
25,343
26,343
19,343
21,343
29,343
41,343
20,343
14,343
11,343
10,343
11,343
14,343
24,343
28,343
29,343
28,343
24,343
17,343
20,343
13,343
20,343
23,343
11,343
24,343
23,343
15,343
15,343
20,343
16,343
17,343
51,343
22,343
17,343
12,343
11,343
15,343
13,343
9,343
33,343
19,343
13,343
19,343
24,343
20,343
30,343
25,343
38,343
20,343
21,343
32,343
12,343
16,343
20,343
18,343
13,343
24,343
14,343
18,343
11,343
10,343
36,343
8,343
21,343
26,343
20,343
20,343
19,343
16,343
21,343
10,343
14,343
16,343
14,343
11,343
14,343
17,343
18,343
16,343
14,343
15,343
13,343
15,343
22,343
18,343
21,343
21,343
16,343
16,343
36,343
14,343
18,343
20,343
32,343
32,343
12,343
21,343
23,343
20,343
20,343
21,343
6,343
23,343
14,343
15,343
21,343
21,343
32,343
6,343
23,343
14,343
21,343
40,343
16,343
20,343
16,343
14,343
15,343
20,343
10,343
26,343
20,343
20,343
16,343
16,343
16,343
14,343
23,343
11,343
10,343
21,343
16,343
29,343
14,343
20,343
18,343
15,343
21,343
19,343
19,343
26,343
16,343
18,343
37,343
17,343
19,343
16,343
39,343
14,343
15,343
22,343
14,343
15,343
16,343
18,343
13,343
14,343
16,343
17,343
17,343
19,343
22,343
15,343
22,343
14,343
24,343
18,343
11,343
22,343
36,343
8,343
15,343
18,343
18,343
21,343
8,343
33,343
23,343
18,343
12,343
22,343
34,343
3,343
11,343
12,343
30,343
15,343
39,343
9,343
15,343
14,343
9,343
18,343
18,343
16,343
19,343
16,343
7,343
17,343
22,343
26,343
21,343
26,343
24,343
13,343
17,343
11,343
25,343
25,343
18,343
35,343
6,343
19,343
21,343
24,343
4,343
27,343
14,343
9,343
13,343
16,343
17,343
22,343
33,343
16,343
14,343
19,343
43,343
19,343
7,343
8,343
16,343
9,343
14,343
17,343
20,343
19,343
10,343
8,343
19,343
27,343
17,343
21,343
22,343
17,343
32,343
4,343
17,343
20,343
13,343
16,343
19,343
13,343
26,343
17,343
17,343
18,343
16,343
24,343
13,343
19,343
19,343
31,343
14,343
15,343
32,343
18,343
13,343
20,343
25,343
17,343
33,343
14,343
22,343
17,343
33,343
12,343
20,343
18,343
17,343
25,343
15,343
19,343
41,343
18,343
13,343
27,343
16,343
10,343
18,343
18,343
7,343
19,343
16,343
5,343
16,343
12,343
20,343
20,343
22,343
11,343
13,343
18,343
10,343
18,343
20,343
16,343
8,343
17,343
19,343
11,343
21,343
17,343
16,343
15,343
19,343
12,343
25,343
17,343
16,343
24,343
15,343
15,343
9,343
14,343
13,343
15,343
33,343
14,343
24,343
14,343
23,343
10,343
19,343
18,343
17,343
18,343
27,343
8,343
19,343
14,343
18,343
21,343
32,343
19,343
20,343
37,343
18,343
6,343
23,343
20,343
9,343
20,343
20,343
20,343
11,343
17,343
9,343
19,343
12,343
15,343
16,343
17,343
21,343
20,343
17,343
23,343
8,343
8,343
17,343
13,343
19,343
20,343
22,343
18,343
22,343
22,343
27,343
15,343
24,343
17,343
28,343
14,343
12,343
16,343
22,343
9,343
27,343
19,343
25,343
14,343
19,343
19,343
24,343
20,343
16,343
22,343
13,343
21,343
19,343
32,343
16,343
29,343
15,343
15,343
10,343
17,343
21,343
18,343
15,343
13,343
10,343
19,343
15,343
10,343
7,343
21,343
8,343
29,343
16,343
23,343
35,343
23,343
12,343
16,343
16,343
17,343
16,343
24,343
20,343
7,343
24,343
8,343
15,343
13,343
15,343
22,343
14,343
19,343
12,343
21,343
5,343
20,343
16,343
14,343
23,343
25,343
12,343
50,343
8,343
20,343
25,343
16,343
10,343
21,343
15,343
25,343
33,343
21,343
22,343
18,343
16,343
10,343
19,343
16,343
13,343
28,343
16,343
9,343
20,343
26,343
19,343
