rmsLongitudinal,run
1.2204906,342
0.9327121,342
1.4197071,342
1.2021701,342
0.94900755,342
0.95704139,342
1.056882,342
1.105538,342
1.1172283,342
1.6556848,342
1.5159578,342
1.2185931,342
1.3288429,342
0.94492375,342
1.3549069,342
0.77138736,342
1.381174,342
1.4985757,342
1.4129063,342
1.0951964,342
1.0792424,342
1.175713,342
1.2499767,342
1.046157,342
1.1793078,342
1.1633767,342
1.4897422,342
1.2987942,342
1.1004172,342
1.1585075,342
1.0292334,342
1.138435,342
1.0801405,342
1.124316,342
1.1007556,342
1.1139676,342
0.79660473,342
1.241001,342
0.98715451,342
0.92321866,342
0.92624291,342
0.96050873,342
1.0825454,342
0.89525098,342
1.2801701,342
0.9064806,342
0.98137217,342
1.2672177,342
1.0309318,342
0.83394131,342
1.2048274,342
0.86181524,342
1.245745,342
1.1038677,342
1.3862272,342
0.86312033,342
0.78570614,342
0.91782668,342
1.0964852,342
1.1550764,342
1.1641983,342
1.167673,342
0.9192792,342
0.89789089,342
1.1249862,342
0.88043628,342
1.0876709,342
0.92239197,342
0.80675514,342
0.95261261,342
1.0202167,342
0.88137163,342
1.1110025,342
1.2029895,342
1.3867792,342
1.414144,342
0.94520356,342
0.89849778,342
1.055393,342
0.82942059,342
1.1219203,342
0.8446306,342
1.1075235,342
1.0596746,342
0.95457374,342
1.1712581,342
0.88124889,342
1.1087729,342
1.1413467,342
0.9041606,342
1.5714102,342
0.93967039,342
0.91038532,342
1.0594212,342
1.2125357,342
1.0841928,342
0.90796692,342
1.358335,342
0.99552695,342
1.1396495,342
1.065504,342
1.0201043,342
0.77315713,342
1.1052111,342
0.87524602,342
0.87827632,342
1.1553008,342
1.0929967,342
1.2967263,342
1.1470884,342
1.4758065,342
1.2440373,342
1.236274,342
1.1015249,342
1.0983798,342
1.2764081,342
1.254421,342
0.98459496,342
1.0074748,342
1.1689757,342
1.1485455,342
1.0448209,342
1.0428767,342
1.0347708,342
0.96999943,342
1.206899,342
1.2129952,342
1.1381285,342
0.76408334,342
0.77365227,342
1.0913487,342
0.88364274,342
1.1974736,342
1.1867968,342
1.163888,342
1.0614095,342
0.87109323,342
0.85358948,342
1.4025818,342
1.0037624,342
1.161119,342
0.97798792,342
1.165934,342
0.99019817,342
1.2976764,342
0.89605917,342
0.95087632,342
1.4126655,342
1.0734995,342
1.248745,342
1.2225009,342
1.0908259,342
1.3286872,342
0.95210952,342
0.9687659,342
1.0682531,342
1.5064232,342
0.92828426,342
1.4798156,342
1.126922,342
1.1167751,342
0.99762508,342
0.88644032,342
1.1611199,342
1.187086,342
1.1400748,342
0.83367342,342
0.99047701,342
0.83993792,342
1.0588031,342
1.0459886,342
1.1876505,342
0.45902654,342
1.2218432,342
1.3256923,342
0.90620885,342
1.4811954,342
1.2130757,342
1.156878,342
1.1595245,342
1.2882877,342
1.3532255,342
1.5458782,342
1.1196574,342
0.98383742,342
1.2365509,342
1.2490473,342
1.0027093,342
1.4384191,342
1.1820207,342
0.94641224,342
1.1738107,342
1.2037808,342
1.6076435,342
0.96247521,342
1.6054151,342
1.1199735,342
1.1096658,342
0.94515717,342
1.1693702,342
0.87277476,342
1.2483138,342
1.1498465,342
1.3129589,342
1.3582779,342
