rmsTransverse,run
0.73142713,325
0.98318248,325
0.86019579,325
0.97592043,325
0.56437729,325
0.88626891,325
0.97434126,325
0.9198906,325
0.62193907,325
0.61761725,325
0.94565815,325
0.73688668,325
0.93434458,325
0.99748677,325
0.78044658,325
0.30766689,325
0.44798669,325
0.73371924,325
0.29020091,325
0.2647159,325
0.8672335,325
0.88048686,325
0.93976373,325
1.0040614,325
0.89952002,325
1.0441145,325
0.96292166,325
0.9242065,325
0.36581527,325
0.73706167,325
0.89469478,325
0.93450258,325
0.93652109,325
0.87756095,325
0.95685059,325
0.94401684,325
1.0335154,325
0.98189439,325
0.84140942,325
0.61237126,325
0.91446555,325
1.0484014,325
0.58179183,325
0.29767464,325
0.65313035,325
0.60130184,325
0.90260254,325
0.61117495,325
0.67407729,325
0.74257937,325
0.93778314,325
0.47394438,325
1.0854745,325
0.88839621,325
0.68223391,325
0.85858795,325
0.89869548,325
0.92654002,325
0.7176725,325
0.7850097,325
0.89824299,325
0.98412062,325
0.75965736,325
0.81256696,325
0.93229167,325
0.82299429,325
0.92329348,325
0.32765623,325
0.97735938,325
0.78200666,325
0.66221314,325
0.90439784,325
0.95516003,325
0.76479442,325
0.12487022,325
1.0547308,325
0.96091008,325
0.82735889,325
0.56790506,325
0.69369256,325
0.87107422,325
0.58307879,325
0.67752527,325
0.93711515,325
0.90796719,325
0.89192866,325
0.94160206,325
1.0263166,325
0.84137728,325
0.8905459,325
0.95109763,325
0.94880565,325
0.54744613,325
0.90969783,325
0.88266159,325
0.68575808,325
0.74589762,325
0.56533036,325
0.87694602,325
0.88869382,325
0.22600242,325
0.99682322,325
0.82387833,325
0.97298603,325
1.0016827,325
0.80249011,325
0.79339782,325
0.85480929,325
1.0380531,325
0.81510093,325
0.92337039,325
0.91702611,325
0.84263692,325
0.91347382,325
0.58939897,325
0.82048031,325
0.80612701,325
0.96015648,325
0.94902202,325
0.89740912,325
0.94722998,325
0.95107741,325
0.95555785,325
0.76767821,325
0.82292048,325
