centerY,run
8.7864118,325
5.7278368,325
4.5949874,325
7.0729321,325
5.0258069,325
8.7225867,325
9.4566228,325
10.743971,325
3.1774457,325
10.677118,325
7.8297436,325
2.9239607,325
7.5660396,325
10.423683,325
5.5368902,325
4.0678846,325
9.0455702,325
7.9017197,325
3.8997115,325
9.1205921,325
9.4491571,325
9.904157,325
8.8695765,325
4.3735185,325
6.9947059,325
9.2045937,325
7.6882602,325
4.5078846,325
4.9822239,325
9.6922816,325
9.3702108,325
11.101495,325
6.8275585,325
6.0196552,325
8.6610677,325
6.5801816,325
5.2340559,325
4.9775,325
6.5548099,325
6.0370588,325
6.5125266,325
8.5373276,325
8.1460756,325
3.8703777,325
3.2870856,325
9.1575,325
9.0083824,325
3.9286404,325
5.1205,325
3.3209595,325
2.8227419,325
4.9161885,325
4.8250248,325
7.8770405,325
4.769328,325
3.8692371,325
7.7346067,325
6.181859,325
6.9377717,325
9.4315782,325
5.8575,325
7.4535526,325
5.7558019,325
8.8936634,325
10.292441,325
3.398605,325
8.6314744,325
10.526029,325
8.8602317,325
5.763429,325
5.848566,325
10.882526,325
6.5444811,325
9.19875,325
7.3004412,325
8.2980866,325
5.2988663,325
10.490254,325
4.863343,325
8.6773077,325
7.2129381,325
8.4331383,325
8.6231173,325
8.1412958,325
10.920183,325
7.6021131,325
7.2421703,325
8.2108125,325
8.6895725,325
3.4198641,325
6.7824167,325
4.8945854,325
6.3363235,325
11.38482,325
9.9524333,325
8.0438171,325
5.8487842,325
4.5986111,325
10.748697,325
8.1521835,325
10.601759,325
7.7867038,325
6.9599505,325
9.7933611,325
3.4961667,325
9.9260294,325
5.6565751,325
6.50375,325
9.1930707,325
10.562366,325
4.49075,325
7.911274,325
3.100625,325
3.9830233,325
8.9998743,325
3.9415113,325
9.9674709,325
4.9998438,325
10.029775,325
5.5026523,325
6.0246508,325
6.3857486,325
8.117033,325
3.4981571,325
9.0032975,325
9.8409426,325
5.5618041,325
5.4318846,325
9.3673148,325
11.086769,325
4.1975565,325
11.063827,325
4.3860246,325
10.739635,325
6.2978039,325
9.0068351,325
4.5207471,325
6.954527,325
3.814552,325
6.2196951,325
5.8770161,325
7.3844951,325
7.8065625,325
4.442701,325
5.8675,325
2.6266429,325
9.4801667,325
7.1659568,325
8.8719583,325
3.6532941,325
8.5547647,325
10.604786,325
10.778819,325
9.3025585,325
7.2705286,325
6.6828056,325
4.972,325
3.2866667,325
6.5843079,325
5.167098,325
5.0484777,325
6.8039151,325
6.1321927,325
10.277655,325
8.8742665,325
9.7266667,325
4.8579421,325
8.4385278,325
4.1929775,325
9.7577761,325
6.7518846,325
8.1353882,325
6.2854494,325
5.4093085,325
8.0485811,325
