rmsLongitudinal,run
0.44788194,328
1.045096,328
1.0471345,328
0.64622504,328
1.0820015,328
0.97477352,328
1.1476861,328
0.87487759,328
0.62026018,328
0.45159666,328
1.0219236,328
0.5327751,328
0.55851283,328
0.36004931,328
0.62861135,328
1.0069643,328
0.95597988,328
0.70953709,328
0.89977226,328
0.99298392,328
1.0190384,328
1.0569285,328
0.98508263,328
0.93808528,328
0.77615497,328
0.8677783,328
1.1210213,328
0.90549301,328
1.1869055,328
0.90239941,328
1.1340161,328
0.89023766,328
1.060741,328
1.0690933,328
1.0223634,328
1.1070292,328
0.72000052,328
1.142608,328
0.62443501,328
0.67036337,328
0.34033023,328
1.0732326,328
1.0268155,328
1.035643,328
1.0345103,328
0.33170999,328
0.7049955,328
0.28054675,328
0.75037471,328
1.0537483,328
1.0293091,328
0.8941647,328
0.30017073,328
0.91363423,328
0.27351016,328
0.84800047,328
1.0345036,328
0.99953065,328
1.1135826,328
0.77156086,328
0.99676415,328
0.84275394,328
1.0954481,328
0.55762154,328
0.9917803,328
0.63308124,328
0.90712357,328
1.0650019,328
1.0654476,328
0.9543022,328
0.91777953,328
0.99643074,328
0.68585612,328
0.87842446,328
0.7587998,328
0.8939108,328
0.98216126,328
0.56148047,328
1.0029828,328
0.8092083,328
0.87766639,328
1.019277,328
0.86022898,328
0.81137051,328
0.6638647,328
0.6694365,328
0.72489371,328
0.94454439,328
1.0046742,328
1.1154652,328
0.77464516,328
0.91842212,328
0.7552642,328
0.84850391,328
0.7734625,328
1.1293931,328
0.94015166,328
0.57230235,328
0.2654458,328
0.31467473,328
0.58826696,328
0.69367629,328
0.99357364,328
1.0424537,328
0.58031253,328
0.27476498,328
1.0715928,328
0.98784695,328
0.26184403,328
1.0612592,328
0.73515068,328
0.98889865,328
1.0603461,328
1.0409183,328
0.67134554,328
0.88868468,328
0.99377206,328
1.083322,328
1.0131948,328
0.84458608,328
0.89968879,328
0.54372554,328
1.0055236,328
0.66280676,328
1.1105431,328
0.60217352,328
0.91817256,328
0.8397257,328
0.68307438,328
0.3837064,328
0.54275615,328
0.96851229,328
0.96419563,328
0.99834547,328
0.96834195,328
0.98881241,328
0.93863986,328
1.089613,328
0.4789473,328
0.93608032,328
0.9416846,328
0.22810311,328
0.43405749,328
0.19915215,328
1.0878069,328
0.64974902,328
0.55909158,328
0.60774328,328
0.98641389,328
0.86245861,328
0.54148737,328
0.82231367,328
0.79537181,328
0.68928268,328
0.56003078,328
0.38916908,328
0.84865158,328
0.98465444,328
0.62546642,328
0.86822322,328
0.53959489,328
1.0118071,328
1.0949573,328
0.25400521,328
1.054998,328
0.13827226,328
0.42877217,328
0.7681115,328
1.0332346,328
0.89044554,328
1.0067179,328
1.0079373,328
0.72730954,328
0.68266041,328
1.1244088,328
0.79689298,328
0.51116776,328
1.0094316,328
0.69737192,328
1.1406738,328
0.99103627,328
0.31941672,328
0.82094366,328
0.56925629,328
1.0190784,328
0.92714785,328
1.0811475,328
0.86358863,328
1.1030207,328
1.1560924,328
0.8142863,328
0.95087613,328
1.0312783,328
0.96006015,328
0.8612011,328
1.0283845,328
0.88792912,328
0.6301708,328
0.72190413,328
1.0467062,328
0.58739832,328
1.113433,328
0.89354597,328
0.80898579,328
1.0377708,328
1.0593543,328
1.1108796,328
0.93669609,328
1.0706646,328
0.97606836,328
0.98424372,328
0.7539303,328
0.75288138,328
0.94161081,328
1.0342406,328
0.82458862,328
0.94801635,328
0.7863341,328
0.94580631,328
0.94227184,328
0.94332127,328
1.2262404,328
0.74143421,328
1.0002569,328
0.97070877,328
0.73521082,328
0.83228353,328
0.31822979,328
0.87423334,328
1.0609372,328
0.35670547,328
0.80739102,328
0.45482349,328
0.92474919,328
1.1307875,328
0.99648567,328
0.46917772,328
0.18052814,328
0.55669093,328
1.0152475,328
0.55767715,328
1.2163537,328
1.001572,328
0.75590073,328
1.0918454,328
0.72165584,328
1.0621614,328
0.98258409,328
1.0524652,328
1.0333868,328
0.90031236,328
1.0552895,328
0.87721215,328
0.95654356,328
0.93609896,328
1.0830338,328
0.72194772,328
0.9269275,328
0.61671556,328
0.69837782,328
1.0297209,328
1.0288427,328
1.014142,328
0.75306599,328
0.93419263,328
1.076153,328
1.0822792,328
0.17641046,328
0.46205298,328
0.96060195,328
0.74222331,328
0.89545729,328
1.0415151,328
0.76334652,328
0.22184483,328
0.87493448,328
0.89733985,328
1.0597945,328
0.92131287,328
0.27021621,328
0.84822453,328
0.92758072,328
0.75466833,328
0.37132893,328
1.0680029,328
1.0057176,328
0.83955236,328
1.1729502,328
1.0197826,328
0.97759646,328
0.9807168,328
0.97294709,328
0.64813149,328
0.90654494,328
0.89345211,328
1.0292477,328
0.84997617,328
1.0859998,328
1.0940504,328
1.0981308,328
0.86279068,328
0.76833269,328
0.9435552,328
0.28222752,328
0.46518873,328
0.78994729,328
0.9434687,328
0.59534317,328
0.87182524,328
0.42622705,328
0.83123396,328
0.86600024,328
1.0048875,328
0.88505432,328
0.84582431,328
1.1108539,328
0.44018675,328
0.9134947,328
1.0600648,328
0.52277065,328
0.5341865,328
1.0648412,328
1.0585956,328
0.84311471,328
0.96860545,328
1.196116,328
0.51288269,328
1.1340416,328
0.91400437,328
1.0337613,328
0.73668286,328
0.98274715,328
0.95105245,328
0.92216276,328
0.97757743,328
1.0411249,328
0.7531835,328
0.56103574,328
0.86853499,328
1.1004279,328
0.90165254,328
1.0813474,328
0.81550407,328
0.40783512,328
0.57501999,328
0.84861132,328
0.74057579,328
1.1043813,328
1.1051248,328
1.0908806,328
0.77348861,328
1.1203909,328
0.61679373,328
0.94531567,328
0.70749602,328
0.99894117,328
0.49508782,328
0.18588996,328
1.0869455,328
0.50999635,328
0.78159168,328
0.97128633,328
1.1420027,328
0.85160756,328
0.87739049,328
0.46671634,328
0.8033224,328
1.0604411,328
0.57148101,328
0.52959381,328
1.0880761,328
1.0045045,328
0.93057736,328
0.90711848,328
0.78566106,328
1.0331285,328
0.98818865,328
0.77014567,328
1.0143199,328
1.0422204,328
0.96702028,328
0.89377819,328
0.71983887,328
0.79846056,328
1.1102203,328
0.60810989,328
0.98535014,328
0.78436054,328
1.0764069,328
1.0513925,328
1.0802352,328
0.97188414,328
0.99011602,328
1.0863029,328
0.25891282,328
1.0863232,328
0.92854939,328
0.96679862,328
0.77537527,328
1.0383752,328
1.0140523,328
0.98833845,328
1.0503412,328
0.35971285,328
0.68226794,328
0.85664661,328
1.0173081,328
0.96921399,328
0.80063679,328
1.0434287,328
1.0161351,328
1.0969428,328
1.088603,328
0.87831095,328
0.51024064,328
0.97932797,328
0.63422354,328
0.96799157,328
0.93226838,328
1.0394356,328
0.53837388,328
0.84703712,328
1.0295196,328
0.9997636,328
0.63178666,328
0.33844159,328
1.008943,328
0.89281378,328
0.50037824,328
1.0005097,328
0.94813238,328
1.0079103,328
1.0647783,328
0.76617796,328
0.88925788,328
0.67400556,328
1.057287,328
1.0579618,328
1.0038196,328
1.0382722,328
1.0539994,328
1.0398252,328
0.28556158,328
0.697043,328
0.99330862,328
0.92393028,328
0.61086956,328
0.48705263,328
0.84706898,328
0.90732098,328
0.52514468,328
0.78400571,328
0.94292994,328
0.49978662,328
1.1238769,328
1.0296692,328
0.64198644,328
0.99721573,328
0.99794304,328
0.85624227,328
1.0445093,328
0.34228304,328
1.011606,328
1.0668697,328
0.92034796,328
1.0302858,328
0.57707497,328
1.2044149,328
0.95931692,328
1.1319407,328
0.62105758,328
0.96954893,328
1.044167,328
1.1405272,328
1.0672303,328
0.91981931,328
0.34068868,328
0.97189812,328
0.65064861,328
0.96052047,328
0.58648189,328
1.0309766,328
0.8245488,328
1.089102,328
0.5223331,328
0.92366826,328
1.0788266,328
1.0367021,328
0.21909377,328
0.88781017,328
1.1734576,328
0.99369435,328
0.91767638,328
1.0108062,328
0.85208789,328
0.82485187,328
1.0117563,328
0.97774368,328
0.53278308,328
0.77743764,328
1.0625457,328
1.1189882,328
1.0368843,328
1.0300281,328
0.98766124,328
1.0046516,328
0.43014578,328
0.87257704,328
0.51709674,328
0.84142107,328
1.0085865,328
0.7466609,328
1.0147923,328
0.3312934,328
1.0782188,328
1.0650813,328
0.86663807,328
1.0323304,328
0.84849661,328
0.84874479,328
0.9520243,328
1.0497728,328
0.69481572,328
0.56629742,328
1.0320355,328
1.1089943,328
0.89512512,328
0.94750403,328
0.99480397,328
0.94292125,328
0.91630438,328
0.54128766,328
0.3268416,328
0.39351261,328
0.961405,328
0.64698575,328
1.1042604,328
0.70292904,328
0.88663372,328
0.90970449,328
0.72955433,328
0.70940961,328
0.99657577,328
0.61649113,328
0.90056841,328
0.93992412,328
0.76685895,328
0.65826378,328
0.56654275,328
0.76745764,328
0.5438224,328
0.64271107,328
1.0571931,328
0.9346679,328
0.8576385,328
1.0528925,328
1.1236233,328
0.95403484,328
1.1250804,328
1.1495775,328
0.90495283,328
1.1216141,328
1.0621907,328
0.9803627,328
0.9642301,328
0.69449149,328
0.95045334,328
0.36723883,328
1.0328188,328
0.82603115,328
0.98565689,328
0.26197822,328
0.21486748,328
1.0559643,328
1.0614667,328
1.043642,328
0.99872866,328
0.90864456,328
1.0627896,328
0.95878181,328
0.9856665,328
1.0018411,328
0.87425139,328
1.0731071,328
0.89998275,328
0.86790863,328
1.0709876,328
0.41309023,328
1.0248228,328
0.71873423,328
1.1055445,328
0.68154068,328
0.98694214,328
0.60981523,328
1.0867506,328
0.97153735,328
0.95117072,328
1.0017506,328
0.54366202,328
0.6282904,328
1.010774,328
1.1602768,328
0.8941144,328
0.70067135,328
0.98478152,328
1.0904109,328
1.0790622,328
1.0137958,328
0.81047698,328
0.45771079,328
0.48173404,328
1.0214442,328
0.88550056,328
1.0603573,328
0.52165305,328
0.89430668,328
0.99809031,328
0.65690767,328
1.0214537,328
0.89944174,328
0.87881676,328
0.96365838,328
1.0946847,328
0.97890077,328
0.83442008,328
0.68267512,328
0.67506825,328
0.99634691,328
0.67113317,328
0.99946595,328
1.0128592,328
1.1723767,328
0.26334402,328
0.80232702,328
0.33422174,328
1.0108741,328
1.110426,328
0.80476583,328
1.1410894,328
0.71660983,328
0.2234613,328
1.0242636,328
1.0540265,328
0.72252941,328
0.98378339,328
0.52262039,328
0.96294824,328
0.88771709,328
0.98841545,328
0.99189986,328
0.59576206,328
0.94423736,328
0.8806602,328
0.99394336,328
1.0534775,328
1.0799649,328
0.95142565,328
0.90818153,328
1.0195222,328
1.1126154,328
1.1255149,328
1.044997,328
0.83913015,328
1.0444001,328
0.66964351,328
0.83430527,328
1.0186722,328
0.81151472,328
0.74604967,328
0.97075723,328
1.0442869,328
0.76906014,328
0.73520823,328
1.0628129,328
0.43116243,328
0.92286351,328
0.88827717,328
0.98127313,328
0.52544706,328
1.1321383,328
0.97788337,328
0.94995282,328
1.0457812,328
0.83218731,328
1.0381991,328
0.70109089,328
0.95286575,328
0.58317576,328
0.86021346,328
0.80795505,328
0.6007931,328
1.0376876,328
0.86968674,328
0.71725762,328
1.0969248,328
0.97965191,328
0.35594381,328
1.0240258,328
0.4793123,328
1.0303686,328
0.42773755,328
0.91155395,328
0.80835905,328
0.91305296,328
0.7397156,328
1.0239563,328
1.0480565,328
0.82882248,328
0.7452614,328
0.9996666,328
1.0909833,328
0.88607987,328
0.94182057,328
0.47040422,328
0.38954562,328
0.5560383,328
1.0310233,328
0.99239164,328
0.59291256,328
0.93297257,328
1.1008226,328
0.98810248,328
1.1335394,328
0.52997682,328
1.0673937,328
0.97812007,328
0.91583348,328
1.0770623,328
1.0511846,328
0.8904924,328
0.57338915,328
0.12846903,328
1.0090366,328
0.99280654,328
1.053978,328
1.0504398,328
0.62339209,328
0.43608505,328
1.0626441,328
0.96352836,328
1.0230358,328
0.87958481,328
0.73084581,328
0.36324747,328
0.92335881,328
1.0404742,328
0.98921764,328
0.95897298,328
0.82780278,328
0.832309,328
0.8869459,328
1.0010267,328
0.9998953,328
1.0659884,328
0.99563562,328
0.96095049,328
0.91485392,328
0.78317911,328
1.0800691,328
0.89683145,328
0.89835066,328
0.38650106,328
0.57074047,328
0.97717013,328
0.62253288,328
0.82265829,328
0.8117686,328
0.80519044,328
1.0192993,328
0.89011908,328
0.94007627,328
0.64369371,328
1.0128955,328
0.53799793,328
0.18771694,328
0.98234503,328
1.0576302,328
0.86892985,328
0.92464195,328
1.0743043,328
1.0582934,328
0.81461694,328
1.081187,328
0.45633474,328
0.99821985,328
0.69918734,328
1.0827192,328
1.0081181,328
1.005288,328
0.9545398,328
0.88028897,328
1.1310574,328
0.49532623,328
0.60806118,328
1.0687463,328
0.66388447,328
0.97113499,328
0.60814487,328
0.88696461,328
0.59974421,328
0.57892867,328
0.95405191,328
0.87384775,328
1.0465334,328
1.138078,328
1.0340221,328
0.98329,328
0.98768107,328
0.22635073,328
0.76655731,328
0.69863406,328
0.80172016,328
0.9045444,328
0.99524339,328
0.90840743,328
1.0004973,328
0.55401986,328
0.85055003,328
0.94406718,328
0.79410354,328
0.9323342,328
0.34356572,328
0.61072265,328
0.5801324,328
1.0716916,328
1.0304077,328
1.0235957,328
0.617434,328
1.0375399,328
0.94118154,328
0.97767335,328
1.0126466,328
1.0348045,328
0.97444997,328
0.91471491,328
1.0254076,328
0.89930477,328
0.8582197,328
0.74074806,328
1.0130271,328
0.92679857,328
1.1370109,328
0.96323095,328
0.49625706,328
1.0252456,328
0.86745213,328
1.056886,328
0.90182022,328
0.92987484,328
0.85536923,328
0.92055939,328
0.70876825,328
0.77732725,328
0.63461229,328
1.0686011,328
0.73954063,328
0.27431695,328
1.1305465,328
0.99316017,328
0.61058171,328
1.1013181,328
1.0253013,328
1.1303511,328
0.45794192,328
1.0581596,328
0.51318728,328
0.93246257,328
0.94533219,328
0.93127623,328
0.79916628,328
0.49622541,328
0.52369354,328
0.84346609,328
0.46463089,328
1.1503873,328
0.5385113,328
0.39463356,328
0.96666921,328
0.45308071,328
1.0238241,328
0.95528944,328
0.46696092,328
1.0084199,328
0.95594109,328
0.71403763,328
0.86771342,328
0.75530517,328
0.94275805,328
0.88256657,328
0.54282553,328
0.80861899,328
1.1076752,328
0.9255429,328
1.0010456,328
0.86020808,328
0.86961145,328
0.89010933,328
0.96054248,328
0.69201222,328
0.90972951,328
0.21674766,328
0.71016202,328
0.34559778,328
0.79812572,328
1.0834319,328
0.62980823,328
0.95922354,328
0.61098949,328
1.2178644,328
1.0979895,328
0.6486729,328
0.69667452,328
0.87427353,328
0.93098014,328
0.81662145,328
0.91217779,328
0.87380563,328
0.27483257,328
1.0698983,328
1.1122607,328
0.87548413,328
0.69117143,328
1.0519726,328
0.8767234,328
1.0029505,328
1.0792465,328
0.5763043,328
1.0282666,328
0.68696792,328
0.8330887,328
0.80069621,328
1.0217095,328
0.70674945,328
0.94338736,328
0.94166081,328
0.9414024,328
0.73742252,328
0.7933436,328
0.89848037,328
0.74760524,328
0.27363971,328
1.0215988,328
0.87924877,328
0.30020466,328
0.96804455,328
0.50022952,328
0.96451872,328
0.89754198,328
0.97776907,328
0.33463234,328
1.1560507,328
0.93705245,328
0.93270088,328
0.86983758,328
0.68243841,328
0.80498932,328
0.7227328,328
0.62562486,328
0.39545523,328
1.0426542,328
0.94280246,328
0.73304385,328
0.95761735,328
1.0562939,328
1.0947602,328
0.29823889,328
0.89526289,328
0.53544915,328
0.89534275,328
0.64326107,328
0.85083079,328
0.68061542,328
0.96844937,328
0.49116447,328
0.90558609,328
0.93851613,328
0.88986345,328
1.0698501,328
0.79538245,328
1.0336453,328
0.84368344,328
0.49747755,328
0.80193107,328
1.0185086,328
0.72850828,328
0.6116557,328
0.80786971,328
1.1189502,328
0.70945475,328
0.85465134,328
1.1178197,328
0.91595867,328
0.93200102,328
0.67972697,328
0.98512116,328
1.1304367,328
0.23262163,328
0.80658817,328
0.98947127,328
0.8844292,328
0.59058257,328
0.65040052,328
1.0860879,328
1.0212468,328
0.67003109,328
1.1362704,328
0.50714381,328
1.0678282,328
0.62024237,328
0.85259147,328
0.49513127,328
0.83920758,328
0.79142759,328
0.75661296,328
0.17803447,328
0.93818753,328
0.83689744,328
0.42670677,328
0.77731773,328
0.6434983,328
0.88128953,328
0.67438045,328
1.0069371,328
0.68716516,328
1.0219817,328
1.0052068,328
0.82663834,328
0.80823277,328
0.68202846,328
0.78811477,328
0.40377385,328
0.58115254,328
0.78779425,328
0.4726523,328
0.80295968,328
1.0056614,328
0.75216035,328
0.24766016,328
0.98786675,328
0.88638891,328
1.0895261,328
0.93320565,328
0.89342378,328
0.70595435,328
0.65875386,328
1.2406065,328
0.76518531,328
1.0933879,328
0.88459458,328
0.26226625,328
1.233353,328
1.0594155,328
1.030897,328
0.71716749,328
0.77789375,328
0.48862797,328
1.0681916,328
1.0181113,328
0.32163718,328
0.94568016,328
0.90496667,328
1.0099441,328
0.72240608,328
0.93911174,328
0.73597712,328
1.1099827,328
0.89070768,328
0.96203367,328
1.0402311,328
1.0399371,328
1.1023816,328
0.72141946,328
1.0297161,328
0.60135598,328
0.89377097,328
0.54187789,328
0.70821656,328
0.9030554,328
1.0303368,328
0.81852297,328
0.28020769,328
0.65654833,328
1.0956977,328
0.94813551,328
1.0462908,328
0.40226836,328
0.59503672,328
0.72148466,328
0.83678852,328
0.66942247,328
0.97356159,328
0.85480843,328
0.55704082,328
0.64795876,328
0.88369019,328
0.42157929,328
0.51325105,328
1.0804988,328
0.50348712,328
0.88387323,328
1.1831567,328
0.88717132,328
0.97654506,328
1.044911,328
0.78123707,328
0.93723545,328
1.0421207,328
1.1841982,328
1.0182335,328
0.61820545,328
0.84778949,328
0.9708595,328
0.92879874,328
1.038402,328
0.41210985,328
0.90878059,328
0.7500782,328
0.50384707,328
0.99854887,328
1.1688952,328
0.73555592,328
1.0565208,328
0.73621589,328
0.97894689,328
0.97133249,328
0.94226898,328
0.94920698,328
0.59053698,328
0.67455749,328
1.1123616,328
0.8635267,328
1.0950335,328
0.54546181,328
1.0908747,328
0.82797422,328
0.98239658,328
0.71478067,328
0.84979498,328
0.9565961,328
0.74915047,328
0.69592594,328
0.68607542,328
0.89176648,328
0.85890431,328
0.95183313,328
0.52747029,328
0.73642652,328
1.0778815,328
0.84372741,328
0.92068673,328
0.58340113,328
0.44705141,328
1.000555,328
0.46625497,328
0.71190632,328
0.91921102,328
0.54981347,328
0.770282,328
1.0160086,328
0.96232658,328
1.0451107,328
0.74554955,328
1.0016523,328
0.66111018,328
0.52977901,328
1.0516435,328
0.49267583,328
0.99856626,328
0.29943775,328
0.80906696,328
1.0916709,328
1.0410401,328
0.82756523,328
1.3225737,328
0.24899999,328
0.83987933,328
0.93958924,328
0.926368,328
0.89281772,328
1.0677863,328
0.34151234,328
0.52546428,328
0.88315165,328
0.96640764,328
1.079521,328
1.0818592,328
1.0121828,328
0.43023963,328
0.32182046,328
0.88278935,328
0.72778662,328
0.44584513,328
0.90384044,328
0.72751399,328
0.96403471,328
0.61699963,328
1.0489756,328
0.16573626,328
0.77304737,328
0.86068444,328
1.0200344,328
0.93221094,328
0.83868896,328
0.75628689,328
0.94934828,328
1.0836987,328
0.18362528,328
0.62176037,328
0.56066531,328
0.53503164,328
1.06857,328
0.46405055,328
0.9373395,328
1.0250206,328
0.98161566,328
0.99077072,328
1.0213982,328
1.123953,328
1.040641,328
0.73269639,328
0.79811775,328
0.45936879,328
1.0074092,328
0.89054851,328
0.68661913,328
1.0954217,328
0.7076084,328
0.97822126,328
0.63710752,328
1.0101415,328
0.96680846,328
0.74487156,328
0.37709003,328
0.96308118,328
1.038907,328
1.0213659,328
1.1078511,328
1.119358,328
0.51763393,328
1.0583722,328
0.98903629,328
0.45029302,328
0.90284313,328
0.92296659,328
0.89415528,328
0.76577252,328
1.0354112,328
1.0468515,328
0.51396292,328
0.63812588,328
0.60886306,328
0.97229996,328
0.67926813,328
1.0221562,328
0.7155728,328
1.0140204,328
0.82335582,328
1.0120825,328
0.80555945,328
0.5664382,328
1.0054901,328
0.99538342,328
0.57211861,328
0.38958138,328
0.94670413,328
0.74790151,328
0.16797348,328
0.70880312,328
0.90938314,328
0.99334829,328
0.83916742,328
1.0217623,328
1.1228533,328
1.1111341,328
0.92264108,328
0.55828107,328
0.51480918,328
0.93453,328
1.1980797,328
0.94855904,328
0.90706745,328
