kurtosisTransverse,run
0.20622808,315
-0.051528583,315
0.11289864,315
0.11840513,315
0.32039401,315
0.039069515,315
0.12479739,315
-0.10817181,315
-0.23744802,315
-0.23212801,315
-0.46844316,315
-0.27143675,315
-0.1058184,315
0.41903793,315
-0.22166081,315
0.24151923,315
-0.053682068,315
-0.029830412,315
0.28604769,315
-0.34342068,315
0.21102978,315
-0.53438501,315
-0.15597474,315
-0.045057975,315
-0.21927571,315
-0.18334993,315
-0.13624062,315
0.34064449,315
-0.43913431,315
-0.51830907,315
0.15769273,315
-0.088792462,315
0.13341277,315
-0.22145833,315
0.018416194,315
0.24314863,315
0.18487188,315
-0.15548082,315
-0.23416705,315
-0.40868049,315
-0.092387863,315
-0.20768147,315
0.25509244,315
0.051050829,315
-0.13388882,315
0.49044475,315
-0.39200371,315
-0.69693352,315
0.79238812,315
0.015472398,315
-0.05399867,315
-0.26912123,315
0.18483186,315
0.21360475,315
-0.33012048,315
0.25200391,315
-0.32785459,315
-0.020843646,315
-0.49746329,315
0.020204116,315
0.59750046,315
-0.68848002,315
-0.39362796,315
0.1090912,315
-0.22273151,315
-0.67417465,315
-0.23907618,315
-0.059785109,315
-0.13988382,315
0.28235054,315
0.76042929,315
0.22586142,315
0.11862384,315
0.21785616,315
0.035175911,315
-0.31077231,315
0.054126793,315
-0.29954334,315
-0.34321903,315
-0.3364752,315
0.19956602,315
0.33668851,315
0.15670925,315
-0.11087449,315
0.68067046,315
-0.32300456,315
0.063208934,315
-0.10972212,315
-0.30852328,315
-0.53230666,315
-0.22723076,315
0.16683354,315
0.11314833,315
-0.4196887,315
0.16234988,315
-0.19111307,315
-0.60544733,315
0.064032091,315
-0.13318081,315
-0.52096567,315
-0.052916692,315
0.082208181,315
-0.11626448,315
0.013230232,315
-0.0097816427,315
0.36133355,315
-0.18460288,315
0.34894066,315
0.19364342,315
-0.79119046,315
0.64353472,315
0.18550797,315
0.68393726,315
0.18415297,315
-0.2783298,315
-0.5644421,315
-0.32820092,315
0.84905712,315
-0.35259924,315
-0.44202951,315
-0.42412057,315
0.0098455355,315
-0.32706965,315
-0.39488528,315
-0.066872132,315
0.21057194,315
-0.15779125,315
0.058084472,315
-0.4179122,315
-0.40476426,315
-0.31622931,315
-0.27145338,315
0.10150022,315
-0.40358622,315
0.38399098,315
0.048304176,315
-0.59098242,315
-0.18155513,315
-0.22991252,315
0.071028895,315
-0.10189232,315
-0.37848751,315
-0.13284126,315
0.28963596,315
0.21911029,315
-0.68921812,315
0.43880848,315
0.12587922,315
0.15182949,315
-0.2358974,315
0.19833239,315
0.21042452,315
-0.032738163,315
-0.21699523,315
-0.11809814,315
0.24841605,315
-0.17054805,315
0.48581846,315
0.11621705,315
-0.26072002,315
0.2094341,315
-0.33039515,315
-0.25784037,315
-0.65538197,315
-0.25315273,315
0.76095905,315
-0.061379674,315
-0.047879122,315
0.44987512,315
0.0045412515,315
-0.24030956,315
0.13684125,315
0.12835302,315
0.4825596,315
-0.38850883,315
-0.62948395,315
-0.58499599,315
-0.69360707,315
-0.10036203,315
-0.45111032,315
1.0371989,315
0.31376313,315
-0.1357785,315
0.10809956,315
0.13342682,315
0.15005905,315
-0.2225034,315
0.4348102,315
0.52715258,315
-0.3726856,315
0.36861352,315
-0.41984003,315
-0.39502772,315
-0.13501187,315
-0.21767852,315
0.13831209,315
-0.45713138,315
-0.13706037,315
0.72165696,315
0.52838874,315
-0.51633676,315
-0.10883731,315
-0.37756671,315
0.33217307,315
-0.40345152,315
0.31711923,315
-0.2918167,315
-0.21123438,315
0.049940745,315
0.039640455,315
-0.013523237,315
-0.2489909,315
0.065217407,315
-0.2409404,315
0.027080324,315
-0.19028424,315
-0.13592957,315
0.022755561,315
-0.50164609,315
-0.0068222195,315
-0.27337135,315
-0.72580566,315
0.059388418,315
0.50911408,315
-0.13931745,315
0.12155253,315
-0.096540735,315
-0.69164948,315
-0.47754749,315
0.24875889,315
0.070399411,315
-0.29290412,315
0.62253258,315
0.5784165,315
-0.2969958,315
0.42603432,315
-0.33708754,315
-0.52351172,315
-0.063428779,315
0.16279797,315
0.033807437,315
0.081465646,315
-0.35092066,315
-0.26285034,315
0.49827248,315
0.089500023,315
0.6035605,315
0.40674903,315
-0.41233558,315
-0.360911,315
-0.092675014,315
0.065277561,315
0.19703456,315
0.20818727,315
-0.14988819,315
-0.12424155,315
0.55254251,315
0.15098347,315
0.4686903,315
-0.18904484,315
-0.076910141,315
-0.13244397,315
0.57400685,315
-0.2241868,315
-0.63824271,315
