skewnessLongitudinal,run
0.20320522,319
0.073382699,319
-0.11404567,319
0.071586103,319
-0.20843071,319
0.0057841924,319
0.21644677,319
-0.073959491,319
-0.034093299,319
-0.15001065,319
-0.05474389,319
-0.33191121,319
-0.11336698,319
-0.12465387,319
0.16844117,319
0.18022213,319
0.022371045,319
-0.16783605,319
0.092058969,319
0.09461199,319
0.18008482,319
0.38555028,319
0.051230644,319
-0.17319859,319
0.17549408,319
-0.15652955,319
0.38936562,319
0.037062793,319
-0.14653761,319
0.48144016,319
-0.20895006,319
0.082482564,319
-0.054912809,319
0.16142608,319
-0.14783263,319
0.29448936,319
0.1290662,319
0.23334352,319
0.12761027,319
-0.068705098,319
0.069227851,319
0.10107815,319
0.084107027,319
-0.018991976,319
0.18211719,319
0.067521264,319
-0.087249604,319
-0.085186676,319
0.28763625,319
0.34498589,319
0.089753839,319
0.22552469,319
-0.017457703,319
0.075680739,319
0.052180341,319
0.2409602,319
-0.13836097,319
0.41087141,319
0.024694709,319
0.069203376,319
0.033041371,319
0.087283536,319
0.13070073,319
0.21858402,319
-0.21542283,319
0.10188358,319
-0.23185907,319
0.0033899238,319
-0.032373149,319
-0.13918884,319
0.14109124,319
0.087371587,319
0.1112721,319
-0.052887529,319
-0.002062494,319
-0.16851235,319
0.022369497,319
-0.36352653,319
0.12426879,319
0.36090738,319
-0.09467077,319
0.092616996,319
0.14142752,319
-0.015539097,319
-0.14647792,319
-0.16928988,319
0.12027829,319
0.16700097,319
0.044119285,319
0.40940216,319
0.059065764,319
-0.074435677,319
0.13471062,319
-0.12388023,319
0.0031748845,319
-0.12124126,319
-0.0024413568,319
-0.29936298,319
-0.022567704,319
0.19221355,319
-0.15616,319
-0.017450051,319
0.096098362,319
-0.46732889,319
-0.12948598,319
-0.11291387,319
-0.12520926,319
0.18185178,319
-0.12955334,319
-0.10395979,319
-0.062316713,319
-0.11152563,319
0.087773286,319
-0.15454181,319
-0.088077974,319
0.1100167,319
0.11735674,319
0.31490954,319
0.01433602,319
-0.039872624,319
0.060754787,319
0.12116796,319
-0.27589143,319
0.092077396,319
-0.15929998,319
0.069816815,319
-0.065827809,319
-0.31109333,319
-0.0063849682,319
0.14653935,319
0.014878153,319
0.024709807,319
-0.084393159,319
-0.10372188,319
-0.19532482,319
-0.31441815,319
-0.080325719,319
0.091024839,319
0.014732326,319
0.042589388,319
-0.024904249,319
-0.075607596,319
-0.72218513,319
-0.079967285,319
-0.074423142,319
-0.21255484,319
0.19516459,319
-0.74452057,319
-0.13374081,319
0.033158301,319
-0.025212871,319
-0.27600717,319
-0.24886123,319
0.15721976,319
0.1707798,319
0.01265261,319
0.31237122,319
0.1175078,319
0.027764191,319
-0.024855264,319
-0.045733367,319
-0.35577117,319
0.091444452,319
0.091201099,319
0.028802665,319
0.041760376,319
-0.12300332,319
0.055876327,319
-0.13130958,319
-0.19027425,319
-0.17909885,319
-0.16759658,319
-0.06597134,319
-0.020872478,319
0.11482384,319
0.03930568,319
0.12365359,319
-0.13146629,319
-0.026203969,319
-0.013227196,319
-0.051523439,319
0.35870997,319
-0.13709783,319
-0.098130479,319
0.1288908,319
-0.22441076,319
0.18874657,319
0.21760068,319
-0.033300011,319
0.43486241,319
0.0098425035,319
0.25658983,319
-0.0076718864,319
0.1589601,319
-0.19994209,319
0.01699469,319
0.085961317,319
-0.00037243416,319
-0.25170243,319
-0.16481389,319
0.13636266,319
0.083699071,319
-0.096515095,319
0.33058083,319
0.037745596,319
-0.071737099,319
0.060388435,319
-0.081338394,319
0.0045446978,319
0.059027256,319
0.0060456945,319
0.027079096,319
0.084936707,319
-0.079018062,319
0.13155689,319
-0.030976055,319
-0.060701164,319
0.049743211,319
0.028018867,319
-0.010441201,319
0.22338397,319
0.17539681,319
0.1008324,319
-0.083315261,319
-0.017672129,319
-0.34592396,319
-0.22349823,319
0.26392735,319
-0.13234219,319
0.094887294,319
0.26494522,319
-0.12354396,319
0.13972328,319
-0.49475469,319
-0.1119822,319
-0.45024733,319
0.10666192,319
0.059538352,319
-0.053543523,319
-0.10407847,319
-0.64863555,319
0.16288738,319
0.0074033592,319
0.015850904,319
0.3327288,319
-0.011927262,319
-0.10936557,319
-0.13767928,319
0.0024096975,319
-0.19731811,319
0.017393918,319
0.3431362,319
0.053929386,319
-0.018339972,319
0.012168123,319
0.11441138,319
0.0026671708,319
0.13787963,319
0.097192112,319
0.057246157,319
0.33240709,319
0.014950374,319
0.11958158,319
-0.19876396,319
0.22116003,319
-0.22318225,319
-0.021321105,319
0.038400249,319
0.22396729,319
0.22034673,319
-0.31019983,319
-0.32411359,319
-0.44935558,319
0.15306665,319
-0.01074928,319
0.23942037,319
0.032566927,319
0.082586097,319
-0.07543679,319
-0.13881155,319
-0.11542248,319
0.064821171,319
-0.074066052,319
-0.091437557,319
0.079838707,319
0.087450934,319
-0.003917758,319
-0.050469229,319
-0.027001649,319
0.074018559,319
0.21019103,319
-0.16015856,319
-0.11881956,319
0.12826605,319
0.16696377,319
-0.19474686,319
-0.07331044,319
-0.03275969,319
-0.20082886,319
-0.18593023,319
-0.16724722,319
0.26742915,319
0.02987296,319
-0.0034431845,319
0.087293171,319
0.038299836,319
0.011019316,319
-0.26339156,319
0.068833151,319
0.23607935,319
0.01333433,319
0.0054495782,319
0.15363147,319
0.26937881,319
-0.079995429,319
0.027995023,319
0.13378412,319
-0.16923097,319
0.12835253,319
0.25922341,319
-0.0061864927,319
0.38491984,319
-0.30394688,319
0.052823211,319
0.085682648,319
-0.06992331,319
0.098179947,319
-0.14146873,319
-0.12221824,319
0.24751493,319
-0.058216968,319
0.2993872,319
-0.086072789,319
-0.16594391,319
0.23970268,319
-0.11545997,319
0.028896078,319
-0.057941354,319
-0.11507617,319
0.13317318,319
-0.19382747,319
-0.019724853,319
-0.012312143,319
-0.056203911,319
0.31990557,319
0.12119408,319
0.11907245,319
-0.036482087,319
-0.35902012,319
0.10976352,319
-0.02227714,319
0.13342668,319
-0.14802786,319
0.093035054,319
-0.17900424,319
0.056615304,319
-0.17498751,319
0.15885013,319
-0.083392877,319
0.052296992,319
0.088093846,319
0.037657288,319
-0.036659171,319
0.068247258,319
0.072824644,319
-0.021614185,319
0.077883605,319
0.33076004,319
0.20155072,319
-0.031165148,319
0.0047952481,319
0.075450301,319
-0.214105,319
-0.015048938,319
0.25411241,319
-0.19778731,319
-0.15559695,319
0.059571399,319
-0.065161017,319
0.067855398,319
0.064724245,319
-0.26598379,319
-0.164285,319
-0.010689868,319
-0.15063347,319
-0.1550216,319
0.12762405,319
-0.19276295,319
-0.16323644,319
-0.11018892,319
-0.072087398,319
-0.19921614,319
-0.21027661,319
-0.11917442,319
-0.036958399,319
-0.14973752,319
0.13732101,319
-0.27977897,319
-0.040192487,319
-0.12337518,319
-0.029013563,319
0.01787428,319
0.48258701,319
0.00074663429,319
0.014734776,319
-0.17241171,319
-0.34822365,319
-0.13071897,319
-0.021044847,319
0.00019690661,319
0.054248542,319
0.28703767,319
0.062719206,319
0.37574918,319
0.062567889,319
-0.12607396,319
0.04402064,319
-0.11938479,319
-0.19465055,319
0.045963083,319
0.047756104,319
-0.062515075,319
0.011808667,319
-0.046676078,319
-0.078639865,319
0.14786704,319
