skewnessLongitudinal,run
-0.23669573,325
0.070238648,325
0.0022844644,325
-0.53811562,325
0.00457767,325
0.059615811,325
0.31402191,325
-0.10290979,325
-0.21510314,325
0.05293899,325
0.068063115,325
-0.051528575,325
-0.017481904,325
-0.067470392,325
0.0077239078,325
0.065035621,325
0.065374431,325
0.13201606,325
-0.59328529,325
0.075529129,325
-0.22866655,325
0.035974099,325
-0.20477129,325
0.1514167,325
0.25371282,325
0.2872377,325
-0.19378376,325
0.027948657,325
0.16114879,325
-0.3713598,325
-0.07797644,325
-0.18489127,325
0.036049653,325
0.11527256,325
-0.36445857,325
-0.226049,325
0.11202193,325
-0.068462421,325
0.94330875,325
-0.093233384,325
0.13432678,325
-0.0033098381,325
0.82647929,325
0.40516884,325
0.012526047,325
0.21668161,325
0.21457477,325
-0.041875102,325
-0.037202227,325
-0.058906723,325
-0.088800331,325
-0.36499478,325
-0.2324407,325
0.1456675,325
-0.4512328,325
0.093881395,325
-0.02484843,325
0.57374748,325
0.054477987,325
0.20231539,325
-0.24450866,325
-0.076070874,325
-0.083341235,325
0.0097800092,325
0.07250572,325
-0.030315898,325
-0.41092552,325
0.2020695,325
0.10420299,325
0.3000367,325
-0.272734,325
0.032688595,325
0.034260376,325
-0.24203282,325
-1.5545474,325
-0.22202423,325
-0.097577809,325
-0.087274637,325
0.44337674,325
0.25208656,325
-0.45571448,325
0.013116759,325
0.071815401,325
-0.045400276,325
0.17327983,325
0.06996376,325
0.11847363,325
0.93877539,325
-0.16784248,325
-0.0051735111,325
-0.043221773,325
0.34592241,325
-0.15153637,325
-0.052175206,325
0.061827134,325
-0.1133104,325
-0.14660709,325
0.22363917,325
-0.26671716,325
-0.16517485,325
0.25303575,325
0.19763831,325
0.27248967,325
0.049293907,325
0.063418664,325
0.22816217,325
0.17828956,325
0.16626463,325
-0.049461296,325
-0.09767963,325
0.023351796,325
-0.16266684,325
0.18586034,325
0.019917484,325
-0.032296339,325
0.066563897,325
0.10571966,325
-0.17125821,325
-0.023341326,325
0.12406228,325
-0.11231941,325
0.094930814,325
0.12049962,325
0.39657437,325
0.14211823,325
-0.14255489,325
-0.021952106,325
0.64292599,325
0.1628561,325
-0.0088305892,325
0.018615614,325
-0.3390369,325
0.11501945,325
-0.47618286,325
0.13738642,325
0.086704136,325
-0.19532575,325
0.13863054,325
-0.022871921,325
-0.088395231,325
-0.040291337,325
-0.0078465384,325
0.26285862,325
0.20176251,325
0.0037283237,325
0.14103564,325
0.28114661,325
0.2682766,325
-0.057854353,325
0.41317511,325
0.29776449,325
-0.25130789,325
-0.13842331,325
0.28558676,325
0.069340892,325
0.094787216,325
0.10584198,325
0.12880198,325
-0.26188549,325
-0.13661155,325
0.021669592,325
0.020045165,325
-0.11495787,325
0.29144063,325
0.16601575,325
0.12104942,325
-0.11854258,325
0.29373967,325
0.1728879,325
0.0020418614,325
-0.9721547,325
0.12908292,325
-0.033426158,325
-0.097025022,325
-0.21911019,325
0.019821591,325
-0.069020185,325
0.1131357,325
0.23728029,325
0.30457648,325
0.35192853,325
0.041091695,325
-0.14433824,325
-0.4670289,325
-0.045373598,325
0.10354061,325
0.019989498,325
-0.038169044,325
0.07712636,325
-0.23460247,325
0.19868059,325
-0.41267113,325
0.099119791,325
-0.22394255,325
-0.22361066,325
-0.10624304,325
0.0074755152,325
-0.063268755,325
0.30324234,325
-0.031578946,325
-0.12320755,325
-0.099884106,325
-0.62189544,325
-0.019026929,325
-0.26813861,325
0.098677822,325
-0.088118489,325
0.055243331,325
-0.0101334,325
-0.17097607,325
0.32011954,325
-0.33590815,325
0.19984521,325
-0.54495817,325
-0.063749517,325
0.39751603,325
0.36247966,325
-0.17915155,325
-0.1814429,325
-0.03853708,325
0.15154652,325
0.30845185,325
-0.19864073,325
-0.3189797,325
-0.21194446,325
0.20370807,325
-0.082818806,325
0.17901119,325
0.13083521,325
-0.11458424,325
-0.29194863,325
-0.48461198,325
0.31092915,325
0.0045047589,325
-0.054440215,325
-0.15757192,325
0.049307452,325
0.2855608,325
-0.28593227,325
-0.093138168,325
0.38997363,325
-0.30748647,325
-0.079961711,325
0.044790742,325
-0.0080310544,325
0.10280377,325
-0.091534125,325
0.22341853,325
-0.15914749,325
0.13695557,325
-0.16942539,325
0.29586433,325
-0.25767214,325
-0.075634854,325
0.10624371,325
0.17656886,325
0.47035476,325
-0.029516206,325
-0.36668405,325
0.096976045,325
0.037807521,325
-0.08792964,325
-0.088391288,325
0.35823916,325
-0.091619511,325
0.25817336,325
-0.0086875863,325
-0.1541881,325
0.18883469,325
-0.12057852,325
0.10543001,325
0.21648782,325
0.12127037,325
0.016687815,325
0.74965863,325
-0.32807287,325
0.2068275,325
0.24541925,325
-0.21107451,325
0.038607063,325
-0.03563331,325
-0.10346631,325
0.24017538,325
-0.030109222,325
-0.25870101,325
-0.36169528,325
0.0036002864,325
-0.10211145,325
-0.17213095,325
0.11160526,325
-0.051343029,325
-0.065473983,325
-0.1412564,325
0.38913692,325
-0.40786176,325
-0.0063544942,325
-0.3279143,325
0.021759985,325
0.22131825,325
-0.014665386,325
0.3057104,325
-0.069271165,325
-0.089929937,325
-0.013331226,325
0.040642615,325
-0.15374262,325
-0.040630842,325
-0.098138835,325
0.024769109,325
0.16905203,325
-0.19555125,325
-0.08625094,325
-0.10764704,325
-0.082661459,325
-0.31014346,325
0.10775127,325
0.085487091,325
0.043772347,325
0.1374033,325
-0.75776503,325
-0.33085753,325
0.10884665,325
0.22450439,325
-0.0074700054,325
0.11076885,325
0.053555608,325
0.37487098,325
-0.060828107,325
0.0017101824,325
-0.039252298,325
0.063092462,325
-0.22288018,325
-0.016008053,325
0.2187451,325
0.072390791,325
-0.17048249,325
0.15375871,325
-0.29287477,325
-0.24054508,325
-0.12091876,325
0.12258887,325
0.87349667,325
0.12711181,325
-0.33512774,325
-0.49596677,325
-0.25916414,325
0.049098627,325
-0.046927725,325
-0.24983882,325
0.011484279,325
0.2014881,325
-0.1925738,325
0.11757284,325
0.15467644,325
0.22458178,325
-0.059930044,325
-0.27212926,325
-0.15330738,325
-0.25147591,325
-0.1023382,325
0.067223351,325
0.14987257,325
-0.11579138,325
-0.14785992,325
-0.027921647,325
-0.39299918,325
-0.23543525,325
0.10111551,325
0.30182249,325
0.054853167,325
0.048620503,325
-0.096169094,325
-0.032597243,325
-0.10164513,325
0.10742063,325
0.2098356,325
0.17315167,325
0.20503424,325
0.050790736,325
-0.21057208,325
-0.25771039,325
-0.061800326,325
-0.66902287,325
-0.1853454,325
-0.40854998,325
0.084566866,325
0.4489475,325
-0.19837226,325
-0.2738325,325
-0.30351011,325
-0.075996497,325
-0.46819033,325
-0.034609461,325
0.28409319,325
0.041613078,325
-0.08164651,325
-0.23974599,325
0.1206655,325
