centerX,run
5.1425,342
9.875,342
3.5291667,342
8.2995,342
5.5458333,342
8.2063235,342
7.3901667,342
11.320833,342
6.7725,342
10.065,342
8.1142742,342
7.8213235,342
8.4230882,342
8.6786765,342
10.198571,342
6.4735,342
10.735313,342
5.7975,342
8.5913235,342
6.3025,342
5.2378333,342
9.315,342
8.8922059,342
6.8016667,342
7.7091667,342
5.315,342
5.9002778,342
5.8905,342
6.1153125,342
9.4454412,342
8.4363889,342
4.6511667,342
5.5942857,342
9.6036111,342
9.2846875,342
9.25375,342
9.2675,342
6.6796053,342
4.55125,342
5.302,342
9.8809615,342
3.6575,342
8.0905,342
10.8405,342
8.2617857,342
9.625,342
6.88325,342
9.0160714,342
7.2775,342
8.4761111,342
10.0925,342
9.1260714,342
8.7207353,342
7.0334524,342
7.755,342
11.132,342
2.9251316,342
4.62,342
6.8082143,342
4.12,342
4.063125,342
7.8175,342
6.4572619,342
4.0101471,342
6.9135,342
8.20875,342
8.58,342
7.4333696,342
7.45525,342
7.4883696,342
4.8125,342
2.79125,342
7.12525,342
10.847833,342
6.6733333,342
5.7719444,342
4.3433824,342
4.4746429,342
4.0257609,342
9.4801667,342
9.295,342
10.891833,342
4.02875,342
9.7242391,342
6.7892647,342
3.7848684,342
6.5175,342
8.0380882,342
6.8733824,342
3.3715,342
5.0655,342
10.945,342
4.0608333,342
10.263611,342
8.2971429,342
9.3601316,342
10.624167,342
7.6358333,342
4.1158333,342
7.2209211,342
3.7356579,342
5.5825,342
6.2021667,342
8.8130263,342
7.0779762,342
7.495,342
4.5639,342
10.584881,342
11.166833,342
8.6854167,342
9.3303571,342
10.581711,342
7.37,342
5.9875,342
4.1293421,342
6.9208333,342
7.52125,342
8.4069118,342
8.1170833,342
8.4470833,342
9.6745,342
7.6951471,342
5.0153125,342
8.899,342
7.10325,342
3.4558333,342
4.7625,342
8.8911842,342
10.71125,342
9.4875,342
7.795,342
10.315735,342
10.8075,342
4.7488158,342
7.87875,342
10.006071,342
7.3758929,342
8.8911842,342
3.9837069,342
10.704833,342
3.1525,342
10.325192,342
6.7143421,342
5.005,342
6.0098077,342
3.157,342
4.9521154,342
11.4565,342
7.1526613,342
9.4680882,342
9.3225,342
9.7716667,342
5.8496429,342
7.36725,342
5.9439286,342
3.9263889,342
4.5068023,342
8.4315,342
6.4401563,342
8.5891667,342
7.0101087,342
5.5448684,342
4.4043421,342
6.2803125,342
4.2563889,342
2.5836905,342
7.3935714,342
5.0978125,342
7.8245588,342
5.577,342
4.3489286,342
10.096429,342
9.6745,342
6.963,342
6.0465625,342
8.2102778,342
4.6780556,342
10.839583,342
8.2853571,342
4.5846429,342
8.3325,342
10.846,342
4.68875,342
4.9427632,342
8.5375,342
4.3541667,342
10.501563,342
8.7205556,342
3.5075,342
9.7808333,342
10.659688,342
3.1197222,342
7.2357353,342
6.325,342
8.6682895,342
4.6149074,342
2.6610294,342
6.0028571,342
8.0758333,342
9.4701316,342
5.8245,342
6.3107,342
8.6991667,342
7.5422368,342
7.5657353,342
8.2335,342
5.1455556,342
9.5929167,342
10.3235,342
6.5782895,342
7.7986765,342
3.883,342
7.68625,342
5.6925,342
6.0194444,342
7.6759375,342
9.99,342
4.4170238,342
9,342
5.9935526,342
5.5994231,342
8.7902419,342
9.427,342
8.7489286,342
3.1533333,342
3.8603125,342
8.3745588,342
3.499375,342
5.383125,342
8.9139286,342
7.4891667,342
5.6118333,342
5.06825,342
6.347,342
2.9883333,342
7.1603125,342
4.8890217,342
8.8475,342
2.8508333,342
9.1283824,342
3.4684375,342
6.2932692,342
6.0984524,342
5.5309375,342
3.2725,342
9.1116667,342
4.5595,342
3.5396429,342
9.8675,342
8.822,342
9.9501471,342
10.1959,342
10.331912,342
10.735132,342
10.990833,342
6.4046053,342
9.1659615,342
10.9065,342
6.9339286,342
6.7375,342
5.3991667,342
3.4666176,342
5.3166667,342
5.0023387,342
8.4608333,342
4.4707143,342
7.60375,342
6.0675,342
6.510625,342
4.2675,342
8.4803125,342
10.8075,342
9.5385714,342
7.3748529,342
4.23775,342
10.828452,342
10.721071,342
7.7975,342
6.6935,342
6.2554412,342
7.8023,342
9.1517105,342
7.4137963,342
5.2433333,342
3.6025,342
5.4028333,342
4.5910135,342
10.703611,342
8.4932692,342
5.6925,342
7.3455556,342
6.3669737,342
8.18125,342
7.7121,342
10.39775,342
5.3075,342
6.8719444,342
5.4753947,342
10.566111,342
6.1853,342
5.8048913,342
3.9302083,342
5.5794444,342
7.339881,342
5.8378571,342
7.5527941,342
4.4259286,342
6.7287,342
7.2098529,342
8.298125,342
5.4594048,342
6.0820833,342
4.9416304,342
6.7728571,342
2.6980556,342
4.0828333,342
10.208,342
6.6564474,342
10.7635,342
8.8947222,342
9.298587,342
4.3175,342
6.5087,342
7.4271154,342
7.7641667,342
4.3696053,342
5.5332895,342
4.6828571,342
6.5816667,342
7.3392647,342
8.905,342
6.2951087,342
8.2153261,342
3.7345,342
7.9933333,342
4.8015,342
9.3607609,342
10.379722,342
8.5525,342
5.4463095,342
5.2555556,342
8.4032143,342
9.2094444,342
5.2394048,342
6.435,342
3.2498529,342
4.9182692,342
5.9759615,342
2.849,342
5.1106579,342
7.77975,342
7.8970833,342
9.8484375,342
4.6185526,342
8.9461842,342
5.52475,342
5.46,342
7.4855,342
8.7375,342
4.8125,342
9.9611111,342
9.34175,342
10.728929,342
4.0459375,342
11.427167,342
3.70975,342
5.273125,342
10.5675,342
9.834,342
9.8908333,342
8.1931667,342
5.1598684,342
6.7890625,342
4.571875,342
5.0325,342
7.4380263,342
8.4095,342
5.6296429,342
4.5741667,342
8.5204167,342
4.681875,342
11.3355,342
8.4382692,342
5.386413,342
4.1855,342
2.7659211,342
3.0328571,342
4.7122059,342
6.6935,342
9.2189706,342
3.4521667,342
4.9513095,342
9.1267,342
6.8108333,342
6.2459375,342
6.1260294,342
3.4311538,342
8.0365476,342
10.108796,342
8.4656579,342
4.5453571,342
7.294375,342
4.3270652,342
9.8175,342
4.2560294,342
8.023125,342
5.0844444,342
6.538125,342
6.9575,342
6.4001667,342
6.5945,342
10.0375,342
7.0525,342
4.1132143,342
11.180081,342
7.4955435,342
7.1897222,342
9.0898077,342
10.245714,342
2.90125,342
8.660463,342
6.9627381,342
10.710595,342
5.7539706,342
6.88325,342
8.5227083,342
8.0025,342
8.8785714,342
4.7661842,342
6.0836111,342
3.6086111,342
6.1655,342
6.215,342
3.3930769,342
6.6802083,342
4.980119,342
9.4457,342
10.226071,342
6.0335,342
5.0454412,342
10.616618,342
10.819286,342
5.3265385,342
8.9245588,342
5.2440385,342
9.8358333,342
2.8151316,342
6.5336765,342
4.8779762,342
7.8155,342
9.9125,342
5.9443421,342
4.1745,342
6.5886765,342
9.31975,342
6.8145,342
5.6056579,342
10.486667,342
3.8946875,342
7.3101471,342
7.4280556,342
5.7355435,342
2.6351471,342
5.8345833,342
6.6996875,342
8.8909615,342
9.9034375,342
8.6105556,342
4.8430556,342
10.1475,342
10.0925,342
11.045833,342
8.7395,342
9.9091667,342
4.9977632,342
9.3095588,342
8.9485,342
9.7735,342
6.2104167,342
9.295,342
9.53425,342
7.0871429,342
7.26825,342
8.2836111,342
10.006071,342
4.0975,342
7.81275,342
2.805,342
11.240167,342
6.6977778,342
5.7996053,342
3.2725,342
8.3482143,342
10.720658,342
8.215625,342
9.8555769,342
8.3108929,342
4.7679762,342
11.237794,342
10.046667,342
8.2809375,342
8.2892857,342
2.7866667,342
5.7731667,342
10.744643,342
5.9555435,342
8.0103571,342
6.48,342
11.3075,342
7.6336765,342
7.9429167,342
4.5021429,342
7.5075,342
10.107778,342
5.5738158,342
2.8498684,342
6.2333333,342
5.984,342
6.325,342
7.3069118,342
8.6430882,342
3.8580882,342
8.6185,342
9.7325,342
6.7116176,342
7.6113889,342
5.5246053,342
9.4075,342
6.6065476,342
4.5638043,342
3.135,342
6.5725,342
9.2565,342
3.1368333,342
3.6529167,342
5.632,342
3.8620312,342
10.044375,342
4.585,342
5.7322222,342
4.9853571,342
11.354062,342
3.0625,342
5.5605,342
8.2866667,342
7.8753125,342
4.7510294,342
10.957833,342
3.7455,342
7.0189706,342
11.174167,342
4.0619118,342
2.9896429,342
7.363125,342
2.8639286,342
9.1790217,342
9.4111111,342
3.1295,342
6.5108333,342
7.2031667,342
3.925625,342
3.0158333,342
9.1719737,342
5.8185417,342
5.3845,342
10.3719,342
4.8732895,342
5.1743421,342
8.2727174,342
10.68375,342
3.2602778,342
8.9180882,342
6.2975,342
3.25875,342
7.0984375,342
10.00725,342
8.201875,342
10.387763,342
4.7070833,342
9.9782692,342
6.8822368,342
8.5525,342
8.6594444,342
4.3725,342
4.2166667,342
8.3662097,342
8.327,342
6.9208333,342
5.1651471,342
7.7210294,342
4.4394565,342
4.8046429,342
4.0263235,342
8.655,342
10.593971,342
9.2858333,342
5.5004508,342
3.6477941,342
6.6709211,342
10.707976,342
8.2396875,342
3.3825,342
11.135208,342
3.3075,342
7.6541667,342
5.8208333,342
10.347237,342
9.4246429,342
5.8471875,342
3.5069737,342
6.6,342
8.8519444,342
9.5896429,342
4.9984524,342
2.6282143,342
4.73,342
6.2865,342
6.166875,342
2.6439286,342
8.5872368,342
9.5763462,342
8.9925,342
11.353833,342
4.9225,342
7.4875,342
3.5572059,342
5.0325,342
9.68,342
6.7409375,342
6.7957353,342
7.65325,342
10.370735,342
3.5314583,342
10.355278,342
7.3975,342
7.0125,342
7.6325,342
7.7275,342
9.7219737,342
7.0458929,342
7.9733824,342
9.3469444,342
10.393553,342
7.9370238,342
7.7061111,342
9.3744444,342
6.39,342
9.2525,342
2.9519828,342
7.3425,342
8.4975,342
9.69925,342
10.156184,342
7.9572059,342
3.4599074,342
7.2560714,342
9.8348684,342
4.0251316,342
10.8405,342
7.865,342
5.8397581,342
8.6464583,342
10.611071,342
3.5125,342
10.791786,342
10.990833,342
3.6425,342
2.7775,342
8.7522368,342
7.975,342
10.817813,342
4.9146429,342
5.5653125,342
11.058929,342
6.1403571,342
7.7844643,342
5.049569,342
9.3371667,342
7.8615625,342
3.4040217,342
11.441833,342
10.772016,342
7.03725,342
3.1939286,342
7.9291667,342
8.9527778,342
11.180278,342
7.3025,342
10.465714,342
4.901875,342
5.2158333,342
8.07125,342
6.155,342
10.541667,342
5.3125,342
3.2633333,342
2.6220652,342
10.0155,342
10.886563,342
9.3775,342
7.2661111,342
6.7925,342
11.230577,342
4.1605882,342
9.8615,342
8.91,342
4.0927174,342
7.436,342
3.5265476,342
9.1636111,342
4.7281667,342
6.5951471,342
7.6175,342
7.8663095,342
5.2075,342
5.9565,342
3.7235,342
7.1807353,342
4.039881,342
5.5055,342
7.0583333,342
3.6452778,342
6.3036111,342
8.7770833,342
6.8218333,342
6.7261765,342
5.0167857,342
6.3206579,342
2.9241667,342
6.9182143,342
6.3957143,342
6.6018333,342
5.7035,342
6.0722619,342
4.7006667,342
10.35925,342
2.870431,342
6.0445,342
7.7210294,342
5.2855,342
9.9825,342
4.6291667,342
9.1626562,342
7.4647222,342
8.0488158,342
8.1736111,342
7.5185,342
6.8291667,342
4.1975,342
8.6136111,342
5.5165,342
8.5928333,342
6.8809783,342
4.6853125,342
3.0330882,342
6.7448333,342
8.5944048,342
9.5294048,342
9.68825,342
7.3503571,342
8.1890217,342
6.1066176,342
