Cut?,Counts,eventNumber,runNumber
Raw,157,4,325
Raw,178,6,325
Raw,170,9,325
Raw,198,10,325
Raw,193,11,325
Raw,199,14,325
Raw,81,15,325
Raw,189,16,325
Raw,185,18,325
Raw,160,19,325
Raw,173,21,325
Raw,147,26,325
Raw,176,27,325
Raw,171,28,325
Raw,81,31,325
Raw,176,35,325
Raw,164,36,325
Raw,187,37,325
Raw,138,38,325
Raw,151,39,325
Raw,184,40,325
Raw,170,41,325
Raw,171,43,325
Raw,55,45,325
Raw,156,46,325
Raw,178,47,325
Raw,160,49,325
Raw,379,50,325
Raw,202,54,325
Raw,55,56,325
Raw,161,59,325
Raw,74,61,325
Raw,191,68,325
Raw,186,69,325
Raw,82,77,325
Raw,156,78,325
Raw,171,79,325
Raw,68,80,325
Raw,173,83,325
Raw,158,84,325
Raw,156,86,325
Raw,152,92,325
Raw,249,95,325
Raw,175,96,325
Raw,166,98,325
Raw,172,102,325
Raw,41,103,325
Raw,172,104,325
Raw,193,105,325
Raw,154,107,325
Raw,183,108,325
Raw,188,109,325
Raw,216,110,325
Raw,181,116,325
Raw,102,120,325
Raw,160,121,325
Raw,152,124,325
Raw,4,126,325
Raw,187,128,325
Raw,262,129,325
Raw,186,130,325
Raw,64,134,325
Raw,192,137,325
Raw,171,138,325
Raw,195,143,325
Raw,163,144,325
Raw,50,145,325
Raw,195,146,325
Raw,146,148,325
Raw,170,149,325
Raw,80,152,325
Raw,75,154,325
Raw,153,155,325
Raw,206,156,325
Raw,146,157,325
Raw,206,158,325
Raw,170,159,325
Raw,166,162,325
Raw,152,164,325
Raw,125,166,325
Raw,202,167,325
Raw,194,168,325
Raw,154,170,325
Raw,171,171,325
Raw,162,172,325
Raw,174,173,325
Raw,222,174,325
Raw,172,175,325
Raw,87,177,325
Raw,161,178,325
Raw,50,178,325
Raw,9,181,325
Raw,180,182,325
Raw,124,185,325
Raw,168,186,325
Raw,35,187,325
Raw,199,188,325
Raw,157,190,325
Raw,41,191,325
Raw,110,192,325
Raw,132,193,325
Raw,226,194,325
Raw,129,196,325
Raw,539,198,325
Raw,178,199,325
Raw,192,200,325
Raw,179,201,325
Raw,95,203,325
Raw,331,206,325
Raw,111,208,325
Raw,188,209,325
Raw,171,211,325
Raw,130,213,325
Raw,188,215,325
Raw,115,216,325
Raw,166,217,325
Raw,68,219,325
Raw,188,220,325
Raw,326,221,325
Raw,174,224,325
Raw,191,225,325
Raw,118,226,325
Raw,172,227,325
Raw,139,235,325
Raw,181,239,325
Raw,205,242,325
Raw,53,245,325
Raw,187,246,325
Raw,34,248,325
Raw,171,249,325
Raw,67,252,325
Raw,195,253,325
Raw,174,254,325
Raw,185,256,325
Raw,122,257,325
Raw,186,258,325
Raw,171,259,325
Raw,144,261,325
Raw,61,263,325
Raw,171,266,325
Raw,157,268,325
Raw,155,270,325
Raw,152,272,325
Raw,173,274,325
Raw,257,275,325
Raw,202,279,325
Raw,185,280,325
Raw,168,281,325
Raw,186,282,325
Raw,162,284,325
