Type,Temp,Timestamp,runNumber,Time since run start
Septem,44.342,1550249872,320,3084
Septem,44.3482,1550249878,320,3090
Septem,44.3559,1550249884,320,3096
Septem,44.3574,1550249890,320,3102
Septem,44.3574,1550249896,320,3108
Septem,44.362,1550249902,320,3114
Septem,44.3744,1550249908,320,3120
Septem,44.379,1550249914,320,3126
Septem,44.3867,1550249920,320,3132
Septem,44.3898,1550249926,320,3138
Septem,44.3929,1550249932,320,3144
Septem,44.396,1550249938,320,3150
Septem,44.4053,1550249944,320,3156
Septem,44.4053,1550249950,320,3162
Septem,44.4145,1550249956,320,3168
Septem,44.4161,1550249962,320,3174
Septem,44.4192,1550249968,320,3180
Septem,44.4192,1550249974,320,3186
Septem,44.4269,1550249980,320,3192
Septem,44.4315,1550249986,320,3198
Septem,44.4408,1550249992,320,3204
Septem,44.4361,1550249998,320,3210
Septem,44.4438,1550250004,320,3216
Septem,44.4469,1550250010,320,3222
Septem,44.4485,1550250016,320,3228
Septem,44.4469,1550250022,320,3234
Septem,44.4546,1550250028,320,3240
Septem,44.4562,1550250034,320,3246
Septem,44.4639,1550250040,320,3252
Septem,44.4716,1550250046,320,3258
Septem,44.4778,1550250052,320,3264
Septem,44.4778,1550250058,320,3270
Septem,44.4824,1550250064,320,3276
Septem,44.4839,1550250070,320,3282
Septem,44.4932,1550250076,320,3288
Septem,44.5071,1550250082,320,3294
Septem,44.507,1550250088,320,3300
Septem,44.5179,1550250094,320,3306
Septem,44.5271,1550250100,320,3312
Septem,44.5364,1550250106,320,3318
Septem,44.3452,1550250112,320,3324
Septem,44.7371,1550250118,320,3330
Septem,44.5444,1550250124,320,3336
Septem,44.5397,1550250130,320,3342
Septem,44.3534,1550250136,320,3348
Septem,44.9455,1550250142,320,3354
Septem,44.751,1550250148,320,3360
Septem,44.5554,1550250154,320,3366
Septem,44.1586,1550250160,320,3372
Septem,44.5567,1550250166,320,3378
Septem,44.7543,1550250172,320,3384
Septem,44.7636,1550250178,320,3390
Septem,44.1756,1550250184,320,3396
Septem,44.578,1550250190,320,3402
Septem,44.9656,1550250196,320,3408
Septem,44.578,1550250202,320,3414
Septem,44.5796,1550250208,320,3420
Septem,44.5904,1550250214,320,3426
Septem,44.5873,1550250220,320,3432
Septem,44.5919,1550250226,320,3438
Septem,44.5888,1550250232,320,3444
Septem,44.5965,1550250238,320,3450
Septem,44.5904,1550250244,320,3456
Septem,44.6043,1550250250,320,3462
Septem,44.6027,1550250256,320,3468
Septem,44.6089,1550250262,320,3474
Septem,44.6074,1550250268,320,3480
Septem,44.6058,1550250274,320,3486
Septem,44.6166,1550250280,320,3492
Septem,44.6182,1550250286,320,3498
Septem,44.6151,1550250292,320,3504
Septem,44.6228,1550250298,320,3510
Septem,44.6305,1550250304,320,3516
Septem,44.6275,1550250310,320,3522
Septem,44.6383,1550250316,320,3528
Septem,44.6398,1550250322,320,3534
Septem,44.6398,1550250328,320,3540
Septem,44.646,1550250334,320,3546
Septem,44.6444,1550250340,320,3552
Septem,44.6506,1550250346,320,3558
Septem,44.646,1550250352,320,3564
Septem,44.6522,1550250358,320,3570
Septem,44.6491,1550250364,320,3576
Septem,44.6599,1550250370,320,3582
Septem,44.6614,1550250376,320,3588
Septem,44.6629,1550250382,320,3594
Septem,44.6737,1550250388,320,3600
Septem,44.683,1550250394,320,3606
Septem,44.6784,1550250400,320,3612
Septem,44.6814,1550250406,320,3618
Septem,44.6784,1550250412,320,3624
Septem,44.6922,1550250418,320,3630
Septem,44.6969,1550250424,320,3636
Septem,44.7015,1550250430,320,3642
Septem,44.6999,1550250436,320,3648
Septem,44.6969,1550250442,320,3654
Septem,44.7046,1550250448,320,3660
Septem,44.7123,1550250454,320,3666
Septem,44.7138,1550250460,320,3672
Septem,44.72,1550250466,320,3678
Septem,44.7292,1550250472,320,3684
Septem,44.7277,1550250478,320,3690
Septem,44.7323,1550250484,320,3696
Septem,44.7308,1550250490,320,3702
Septem,44.737,1550250496,320,3708
Septem,44.7385,1550250502,320,3714
Septem,44.7478,1550250508,320,3720
Septem,44.7555,1550250514,320,3726
Septem,44.7602,1550250520,320,3732
Septem,44.7617,1550250526,320,3738
Septem,44.7679,1550250532,320,3744
Septem,44.774,1550250538,320,3750
Septem,44.771,1550250544,320,3756
Septem,44.7787,1550250550,320,3762
Septem,44.7817,1550250556,320,3768
Septem,44.7848,1550250562,320,3774
Septem,44.7817,1550250568,320,3780
Septem,44.7864,1550250574,320,3786
Septem,44.7848,1550250580,320,3792
Septem,44.7864,1550250586,320,3798
Septem,44.8002,1550250592,320,3804
Septem,44.7987,1550250598,320,3810
Septem,44.8018,1550250604,320,3816
Septem,44.8018,1550250610,320,3822
Septem,44.8002,1550250616,320,3828
Septem,44.8126,1550250622,320,3834
Septem,44.8141,1550250628,320,3840
Septem,44.8157,1550250634,320,3846
Septem,44.8218,1550250640,320,3852
Septem,44.8249,1550250646,320,3858
Septem,44.8157,1550250652,320,3864
Septem,44.8203,1550250658,320,3870
Septem,44.8296,1550250664,320,3876
Septem,44.8265,1550250670,320,3882
Septem,44.8296,1550250676,320,3888
Septem,44.8249,1550250682,320,3894
Septem,44.8265,1550250688,320,3900
Septem,44.8358,1550250694,320,3906
Septem,44.842,1550250700,320,3912
Septem,44.8481,1550250706,320,3918
Septem,44.8543,1550250712,320,3924
Septem,44.8666,1550250718,320,3930
Septem,44.8636,1550250724,320,3936
Septem,44.8713,1550250730,320,3942
Septem,44.8697,1550250736,320,3948
Septem,44.8759,1550250742,320,3954
Septem,44.8743,1550250748,320,3960
Septem,44.8713,1550250754,320,3966
Septem,44.8728,1550250760,320,3972
Septem,44.8713,1550250766,320,3978
Septem,44.8697,1550250772,320,3984
Septem,44.8728,1550250778,320,3990
Septem,44.8759,1550250784,320,3996
Septem,44.8728,1550250790,320,4002
Septem,44.8759,1550250796,320,4008
Septem,44.8743,1550250802,320,4014
Septem,44.8743,1550250808,320,4020
Septem,44.879,1550250814,320,4026
Septem,44.8805,1550250820,320,4032
Septem,44.8836,1550250826,320,4038
Septem,44.8805,1550250832,320,4044
Septem,44.8959,1550250838,320,4050
Septem,44.8928,1550250844,320,4056
Septem,44.9005,1550250850,320,4062
Septem,44.8913,1550250856,320,4068
Septem,44.899,1550250862,320,4074
Septem,44.8975,1550250868,320,4080
Septem,44.9082,1550250874,320,4086
Septem,44.9098,1550250880,320,4092
Septem,44.916,1550250886,320,4098
Septem,44.916,1550250892,320,4104
Septem,44.9206,1550250898,320,4110
Septem,44.9221,1550250904,320,4116
Septem,44.9206,1550250910,320,4122
Septem,44.9267,1550250916,320,4128
Septem,44.9221,1550250922,320,4134
Septem,44.9175,1550250928,320,4140
Septem,44.9113,1550250934,320,4146
Septem,44.9067,1550250940,320,4152
Septem,44.9113,1550250946,320,4158
Septem,44.9067,1550250952,320,4164
Septem,44.9083,1550250958,320,4170
Septem,44.9052,1550250964,320,4176
Septem,44.9052,1550250970,320,4182
Septem,44.9021,1550250976,320,4188
Septem,44.9052,1550250982,320,4194
Septem,44.899,1550250988,320,4200
Septem,44.8959,1550250994,320,4206
Septem,44.8959,1550251000,320,4212
Septem,44.8944,1550251006,320,4218
Septem,44.8959,1550251012,320,4224
Septem,44.8928,1550251018,320,4230
Septem,44.9021,1550251024,320,4236
Septem,44.9021,1550251030,320,4242
Septem,44.9052,1550251036,320,4248
Septem,44.9083,1550251042,320,4254
Septem,44.9113,1550251048,320,4260
Septem,44.9098,1550251054,320,4266
Septem,44.9113,1550251060,320,4272
Septem,44.9175,1550251066,320,4278
Septem,44.916,1550251072,320,4284
Septem,44.9144,1550251078,320,4290
Septem,44.9206,1550251084,320,4296
Septem,44.9237,1550251090,320,4302
Septem,44.9267,1550251096,320,4308
Septem,44.9252,1550251102,320,4314
Septem,44.9283,1550251108,320,4320
Septem,44.9329,1550251114,320,4326
Septem,44.9375,1550251120,320,4332
Septem,44.936,1550251126,320,4338
Septem,44.936,1550251132,320,4344
Septem,44.9345,1550251138,320,4350
Septem,44.9391,1550251144,320,4356
Septem,44.9375,1550251150,320,4362
Septem,44.9406,1550251156,320,4368
Septem,44.9545,1550251162,320,4374
Septem,44.9576,1550251168,320,4380
Septem,44.9685,1550251174,320,4386
Septem,44.9669,1550251180,320,4392
Septem,44.9685,1550251186,320,4398
Septem,44.9669,1550251192,320,4404
Septem,44.97,1550251198,320,4410
Septem,44.97,1550251204,320,4416
Septem,44.97,1550251210,320,4422
Septem,44.9716,1550251216,320,4428
Septem,44.9731,1550251222,320,4434
Septem,44.9746,1550251228,320,4440
Septem,44.9746,1550251234,320,4446
Septem,44.97,1550251240,320,4452
Septem,44.9762,1550251246,320,4458
Septem,44.9746,1550251252,320,4464
