skewnessLongitudinal,run
0.028387223,315
0.40157813,315
0.053005183,315
-0.12057297,315
-0.16998582,315
0.11491559,315
-0.10828543,315
-0.014659914,315
-0.14574479,315
-0.11138885,315
-0.24992593,315
-0.011218496,315
-0.037108375,315
0.45462124,315
0.15827174,315
-0.051837159,315
0.13769997,315
-0.010291505,315
-0.17376181,315
0.024445401,315
-0.15743723,315
0.075931881,315
-0.21730102,315
-0.17031332,315
0.20622058,315
-0.015147114,315
-0.1876591,315
-0.10235857,315
0.12539902,315
0.20050326,315
-0.19100361,315
0.033621036,315
0.070213572,315
-0.28604495,315
-0.032334005,315
0.93552308,315
-0.31550843,315
-0.13734656,315
0.207731,315
0.28452321,315
-0.16658733,315
0.083835726,315
-0.074127803,315
-0.24645769,315
0.043530451,315
0.08566923,315
0.11211553,315
-0.28051282,315
0.0040530593,315
-0.050118394,315
0.12616413,315
0.2379637,315
-0.096551262,315
0.2020489,315
0.12944247,315
-0.06940688,315
0.052053393,315
0.10967281,315
0.057675156,315
0.11310405,315
0.24344766,315
-0.26067462,315
0.32584335,315
-0.22371886,315
0.074154049,315
-0.017664951,315
-0.34516074,315
0.0025153826,315
0.58692799,315
-0.20681109,315
0.0079076236,315
-0.17361407,315
-0.013623096,315
0.48191549,315
-0.088369891,315
0.32520624,315
0.090328859,315
0.042598089,315
-0.12038052,315
-0.07345029,315
0.19773871,315
0.14183284,315
-0.049131736,315
0.25327857,315
-0.043499982,315
0.0081422751,315
0.078250807,315
-0.3414659,315
0.18648425,315
-0.27654589,315
0.16612038,315
0.032471905,315
0.046082872,315
0.40671853,315
-0.020856662,315
-0.15870781,315
-0.036717666,315
-0.19640396,315
0.03561379,315
-0.17262846,315
0.26839501,315
0.15594765,315
-0.01374371,315
-0.098286708,315
0.20139307,315
-0.10024661,315
-0.21202778,315
-0.1208898,315
0.14527292,315
-0.31806449,315
-0.20980279,315
-0.1527546,315
-0.0081648531,315
0.075759662,315
-0.060913422,315
-0.79229949,315
0.30790063,315
0.48142518,315
0.12329225,315
0.12969442,315
-0.12710176,315
0.16767819,315
-0.072848858,315
-0.019915216,315
0.12510474,315
0.090909695,315
0.12632539,315
0.12679487,315
0.27492027,315
-0.4302209,315
-0.090378552,315
-0.026165815,315
-0.18543024,315
0.13963164,315
-0.053831345,315
-0.37435657,315
-0.11880365,315
-0.18276911,315
0.16333245,315
0.038002862,315
-0.10748892,315
-0.11353347,315
-0.17237079,315
0.13807894,315
0.076632152,315
-0.011764656,315
-0.18602735,315
0.13965408,315
-0.20749405,315
0.018754954,315
-0.1288841,315
0.10625906,315
0.14422768,315
0.059790639,315
0.21697398,315
0.10033614,315
0.081137684,315
0.26972993,315
0.0053577117,315
-0.0040408719,315
-0.32627639,315
0.19441297,315
-0.16158986,315
-0.040890638,315
-0.12397153,315
0.043074267,315
-0.3611698,315
0.076356249,315
-0.039086015,315
-0.029599902,315
-0.088460271,315
0.14869594,315
-0.069057426,315
-0.03944427,315
0.10136342,315
-0.10925229,315
-0.43490251,315
-0.010013931,315
0.081815994,315
0.2753257,315
0.26307,315
-0.25624139,315
-0.040520199,315
0.18016723,315
0.01703741,315
-0.049658864,315
0.12629266,315
-0.42074014,315
0.15623322,315
-0.12288644,315
0.10983594,315
-0.040112014,315
0.29516952,315
0.17551186,315
0.032898658,315
0.022843062,315
-0.14375867,315
-0.21388622,315
-0.18563107,315
-0.10027738,315
0.18850274,315
-0.12649403,315
-0.1535556,315
-0.0074244272,315
-0.13122918,315
-0.049139827,315
-0.11026403,315
-0.15075019,315
-0.22927304,315
0.275657,315
0.27138985,315
-0.11209794,315
0.16282178,315
