length,run
2.2471845,328
5.5223825,328
5.3232559,328
2.9500174,328
4.7359549,328
4.6669939,328
5.6454558,328
4.808563,328
3.6938168,328
2.5054883,328
4.9997152,328
2.5363361,328
2.4489333,328
1.9538988,328
2.9880295,328
4.3615494,328
4.9692191,328
3.4414225,328
5.2450696,328
5.0609025,328
5.6642856,328
5.6490583,328
5.3147722,328
5.3506537,328
3.4290684,328
4.5052367,328
5.8449257,328
4.9450194,328
5.5744644,328
4.505491,328
5.6692484,328
5.7158131,328
4.999123,328
5.6526809,328
4.5752153,328
5.9817482,328
3.5012437,328
5.4521374,328
3.2681633,328
3.9244706,328
1.7355464,328
5.365786,328
4.7471038,328
5.5718004,328
5.4131737,328
1.7125593,328
3.4496532,328
1.4258244,328
3.71336,328
5.1678224,328
4.1906406,328
5.0318122,328
1.3181792,328
5.2628674,328
1.4960194,328
4.9781483,328
5.2653401,328
4.8279525,328
4.9806422,328
4.1001407,328
5.5360168,328
3.8316626,328
5.121048,328
2.7980017,328
4.1567678,328
3.0800282,328
5.4686204,328
5.4334156,328
5.8299683,328
4.9254267,328
3.701985,328
4.6662473,328
3.664666,328
3.312253,328
3.6280086,328
4.436921,328
4.8252054,328
3.1544625,328
5.5078405,328
3.6826941,328
4.0339298,328
5.1768762,328
3.9018241,328
4.5475715,328
2.9260976,328
3.17216,328
3.7822234,328
4.2261075,328
5.0098697,328
3.8861441,328
4.2856969,328
4.7441217,328
3.653993,328
4.7948178,328
4.650525,328
5.0423332,328
5.0156635,328
2.7105857,328
1.3144357,328
1.9032345,328
2.8519378,328
3.7335097,328
5.3921143,328
5.7684699,328
2.9347528,328
1.5713758,328
4.917259,328
4.6111128,328
1.3706613,328
5.6770878,328
4.2052193,328
5.2011052,328
5.9996748,328
5.8433583,328
3.1316736,328
5.0097449,328
4.5529052,328
4.9627184,328
4.1683204,328
4.2031013,328
4.3017065,328
2.5542654,328
5.2387067,328
3.0195413,328
4.8282192,328
3.01768,328
4.8704293,328
3.9679464,328
3.3647353,328
1.9183048,328
2.7494021,328
5.163952,328
5.2780883,328
5.1474818,328
5.0304607,328
5.9366126,328
4.632969,328
5.0337334,328
2.4304686,328
5.023134,328
4.6278756,328
1.5079563,328
2.2715844,328
0.84810573,328
5.2192524,328
2.9334532,328
3.0316856,328
2.8611396,328
5.1786795,328
5.0119174,328
2.3868529,328
3.8123943,328
3.4928872,328
3.6587537,328
2.5270977,328
2.2076274,328
4.7516222,328
4.8285915,328
3.0006303,328
4.5829647,328
2.7950365,328
5.4505695,328
5.4353023,328
1.0988135,328
4.7270457,328
0.65763169,328
2.1909806,328
3.5613976,328
5.0813509,328
4.2259017,328
5.1408486,328
5.0377165,328
3.5295117,328
3.2074741,328
5.7027968,328
4.044315,328
2.4172418,328
4.6021644,328
3.8803504,328
5.9005391,328
5.6119191,328
1.3527927,328
3.6970485,328
2.8448614,328
5.0784024,328
4.608621,328
5.5625553,328
4.0402666,328
5.9511257,328
5.6452118,328
3.4642026,328
4.4425436,328
5.4749896,328
4.6702156,328
4.1451083,328
5.2562538,328
3.8003241,328
2.9223328,328
3.6423107,328
5.189949,328
2.8288933,328
5.5722599,328
4.2092993,328
4.6518824,328
4.9464483,328
5.6100221,328
5.1087095,328
4.7127172,328
4.4804562,328
4.6607981,328
4.5944427,328
4.5304836,328
3.4579615,328
5.0985935,328
5.7506937,328
3.8283739,328
5.3594918,328
3.6759327,328
5.264369,328
4.4446866,328
4.0484683,328
5.7188432,328
3.4275017,328
5.1308789,328
4.9191761,328
3.0406636,328
4.4604406,328
1.7384808,328
4.3254101,328
5.17406,328
1.7212598,328
3.6971004,328
2.280742,328
3.7857099,328
4.6417665,328
5.1194367,328
1.9118179,328
0.81124207,328
2.7030778,328
5.1807411,328
2.7617504,328
5.9612031,328
5.7737119,328
4.6017173,328
4.9715789,328
3.7363955,328
4.4014234,328
4.5751476,328
5.8121921,328
5.0561085,328
4.2320372,328
4.5209344,328
3.9678528,328
4.315111,328
4.598565,328
5.4841245,328
4.0589213,328
4.5772066,328
3.0928674,328
3.1703586,328
4.8956243,328
5.451928,328
4.8375737,328
3.7167843,328
4.2962846,328
4.6077951,328
4.6039042,328
1.3493169,328
2.2003133,328
3.5640746,328
3.7865199,328
4.3205278,328
4.8601051,328
4.1069947,328
1.0110868,328
4.5361108,328
4.4602495,328
5.4171652,328
4.5850751,328
1.4248516,328
3.8529089,328
4.6473105,328
3.4806706,328
1.7763982,328
5.5436572,328
5.3441608,328
4.2727411,328
5.8040576,328
4.9092518,328
5.2442853,328
4.5508687,328
4.6621292,328
2.8823375,328
5.0218997,328
4.4069233,328
4.8559754,328
5.6367688,328
5.6932716,328
3.4165772,328
4.5744652,328
4.1555164,328
3.9311956,328
5.2742998,328
1.3762737,328
2.2560149,328
4.1211664,328
4.305545,328
2.8255998,328
4.8074232,328
2.5925317,328
4.4892732,328
4.1920762,328
4.5857162,328
4.402378,328
3.9104939,328
5.3103697,328
2.7670896,328
5.3727316,328
5.4815422,328
2.7393116,328
2.2974523,328
5.4009539,328
4.1737436,328
4.2288799,328
4.1837189,328
5.1137547,328
2.7040052,328
5.4542764,328
5.4964127,328
