skewnessTransverse,run
0.6368218,342
-0.64066082,342
-0.27890903,342
0.51187718,342
0.080427241,342
0.25318522,342
-0.72204552,342
-0.58487541,342
0.87199014,342
-2.6582597,342
0.48294067,342
-1.0064817,342
1.1987985,342
0.33609029,342
0.32007802,342
-0.066422148,342
-0.45014546,342
-0.20867665,342
-0.044479042,342
-0.2319346,342
-0.14361647,342
-0.048101828,342
-0.86068727,342
0.39951382,342
-0.71997317,342
-0.61094449,342
0.022294741,342
-0.20692768,342
-0.92198695,342
0.39922418,342
0.83918398,342
0.2945892,342
-0.24815058,342
-0.28142285,342
-0.24696826,342
-0.42223155,342
0.77925172,342
-0.10725831,342
0.23213928,342
0.31127315,342
0.31275424,342
0.47790348,342
0.65177739,342
0.53003643,342
0.38843556,342
-0.12529906,342
0.63324453,342
0.11493507,342
0.31990039,342
0.036191461,342
-0.58957542,342
-0.34143119,342
0.24157735,342
0.55245886,342
0.081758495,342
-0.29245475,342
1.5683286,342
0.46353574,342
-0.84085948,342
0.62159911,342
0.89668002,342
-0.49802608,342
0.098871889,342
-0.24604304,342
1.6646671,342
0.16924297,342
-1.297755,342
0.44952397,342
0.032928654,342
-0.5745102,342
-0.99825473,342
0.96879344,342
0.38624754,342
-0.26349186,342
-0.15745326,342
0.063442972,342
0.54416038,342
-0.48510111,342
0.24359622,342
0.59063669,342
-0.21392345,342
-0.2282593,342
-0.31418141,342
0.00061893604,342
0.65834325,342
0.33134789,342
-0.057237092,342
-1.4452051,342
0.68715056,342
-0.28405307,342
-1.0524942,342
-0.0086193256,342
-0.99832643,342
-0.24249758,342
-0.15585706,342
-0.2656763,342
0.016469472,342
0.049116267,342
-0.31612138,342
-0.57228439,342
-0.3188023,342
-0.24274983,342
-0.60520594,342
-0.71061765,342
-0.30302999,342
-0.0093149866,342
0.1404116,342
-0.2018236,342
0.030237069,342
0.68802378,342
0.80818024,342
0.17113296,342
0.22016268,342
0.1966736,342
-0.89426168,342
0.35922722,342
0.47503805,342
0.55212351,342
-0.036829284,342
-0.23839681,342
-0.1812091,342
0.43550476,342
0.34354608,342
-0.76860123,342
0.77969808,342
0.60967088,342
-1.1337687,342
-0.27183005,342
-0.53020045,342
-1.5062576,342
0.45820779,342
0.30881368,342
0.6241782,342
0.19211601,342
0.28008549,342
0.67711638,342
-0.17445851,342
0.043025119,342
0.85351386,342
-0.18354001,342
0.035787317,342
-0.25094043,342
-0.17955145,342
-0.27860909,342
0.39673345,342
-0.41246005,342
-0.21561717,342
-0.073823352,342
-1.0044764,342
0.080129999,342
-0.24961998,342
-0.60644071,342
0.05618966,342
0.65655498,342
0.7910193,342
0.72990667,342
0.45582404,342
-0.75904401,342
-0.18178068,342
-0.43607841,342
0.0085539134,342
-0.10310516,342
-0.78305255,342
0.079646238,342
-0.28806208,342
-0.76183946,342
-0.41648755,342
0.66336579,342
-0.18670153,342
-0.67406561,342
0.1572509,342
0.14892538,342
-0.070515804,342
-0.10988403,342
0.21712934,342
0.26666729,342
0.28815899,342
0.28824276,342
0.65349593,342
0.098239014,342
0.35521714,342
0.31313415,342
-0.05854677,342
0.15520598,342
0.32206092,342
-0.37761267,342
-0.34836372,342
0.081138352,342
0.53879608,342
0.66492765,342
0.24105344,342
-0.5365065,342
-0.33461431,342
-0.31846818,342
-0.88565449,342
-0.17287487,342
-0.46478379,342
-0.17931583,342
0.81319902,342
-0.25698372,342
0.01834874,342
0.27723301,342
0.28413,342
0.33797771,342
0.81015453,342
0.096658314,342
0.51074731,342
-0.1867629,342
0.24021505,342
0.014483825,342
1.1007506,342
-0.56933172,342
-0.350394,342
0.43678648,342
-0.49138074,342
0.18029845,342
-0.48789367,342
0.30277944,342
0.66561665,342
0.13170914,342
0.15383117,342
-0.0026528916,342
0.40830513,342
0.5341707,342
-0.19875591,342
-0.61797839,342
0.21761892,342
0.076468912,342
-0.25125711,342
-0.2705203,342
-0.19521596,342
-0.64508751,342
0.30650039,342
0.024862615,342
-0.30583075,342
-0.041059224,342
0.29718976,342
0.53290897,342
0.50056873,342
0.67739338,342
-0.13902751,342
0.014190731,342
1.157013,342
-0.47113477,342
0.50822165,342
-1.0698137,342
0.39839412,342
-0.41123898,342
0.093653574,342
-0.97121382,342
-0.079255657,342
0.51898592,342
0.45009568,342
-0.017385354,342
-0.07811896,342
-0.057496933,342
-0.073266744,342
0.57763744,342
1.6855255,342
-0.024101521,342
0.25791271,342
-0.75780659,342
-0.11878249,342
0.3482826,342
0.10213381,342
-0.45054441,342
-0.036079938,342
-0.22905726,342
0.49580306,342
0.71921543,342
0.049944593,342
-0.22317043,342
-1.7398917,342
-0.032030665,342
0.6567332,342
0.70941175,342
-0.20817279,342
-0.012862111,342
0.63083651,342
0.41683062,342
0.35259533,342
0.5091908,342
0.31776046,342
0.46122059,342
-1.1371736,342
1.3449337,342
0.30509309,342
-0.38245519,342
0.044200684,342
-0.46155584,342
-0.8971803,342
-0.50217025,342
0.53680774,342
0.97173635,342
-0.0076223831,342
0.41991672,342
0.025423597,342
0.18115508,342
-0.33637644,342
-0.089648845,342
0.23584944,342
0.20467304,342
-0.55857884,342
-0.61961148,342
-0.79051583,342
-0.87069549,342
-0.78581684,342
-0.080133875,342
0.18097377,342
-0.41091351,342
0.10805624,342
-0.84044364,342
-0.23484759,342
-1.1886018,342
0.29308223,342
0.05837951,342
0.70882395,342
0.19300961,342
-0.51352739,342
-0.14724764,342
-0.11396392,342
-0.1890886,342
0.73327518,342
0.20347231,342
0.75094876,342
-0.19747602,342
-0.24125779,342
-1.2556913,342
-0.17414002,342
-0.17986068,342
-0.45459146,342
0.030847396,342
0.96945504,342
-0.37670205,342
-0.35395871,342
0.14213073,342
0.44761407,342
-1.0084923,342
0.95671672,342
0.48477033,342
-0.17086974,342
0.079045763,342
-0.31738124,342
-0.80040667,342
-0.083997851,342
-0.1229548,342
1.5801363,342
1.0419373,342
-0.40241718,342
-0.9212333,342
0.52308659,342
0.77546722,342
0.059874796,342
0.18056359,342
0.4704427,342
0.28282281,342
1.146881,342
-0.35010943,342
0.071824009,342
-0.50018687,342
-0.4032538,342
-0.0015400824,342
-0.077165838,342
-0.13646429,342
0.17953682,342
-0.80868039,342
-0.74914823,342
0.58878865,342
0.022781098,342
0.48999549,342
0.27712276,342
-0.0040924191,342
0.29936713,342
0.19711742,342
0.50569757,342
-0.649619,342
0.56928191,342
0.087859267,342
-1.5551572,342
0.61765552,342
0.93968992,342
-1.0792152,342
-0.16338563,342
0.015884182,342
0.74976474,342
-0.47858751,342
0.55377915,342
-0.23869079,342
-0.56768245,342
0.54973101,342
0.88792093,342
-0.6156404,342
-0.72730206,342
-0.1425848,342
-0.52474778,342
0.29272596,342
-0.2861009,342
0.31929018,342
