centerY,run
7.8115,332
8.8610593,332
4.4154687,332
10.757689,332
5.5373214,332
4.2814655,332
4.4737698,332
4.1785526,332
7.5232143,332
10.214953,332
7.6434434,332
3.3389925,332
10.300026,332
9.6536224,332
5.9594903,332
4.9376724,332
6.3730422,332
4.654375,332
7.0833475,332
7.4134211,332
8.3616176,332
4.7378571,332
8.3604825,332
6.9353804,332
10.628517,332
7.6337963,332
8.0451724,332
7.2720614,332
6.5297222,332
9.906875,332
7.5801415,332
4.9784167,332
9.4537143,332
4.9225,332
9.6144231,332
10.009018,332
10.768676,332
3.1413462,332
9.5975,332
5.5889167,332
8.6476923,332
11.237698,332
8.9201316,332
3.3373214,332
6.6815,332
9.9215217,332
7.8715476,332
8.757375,332
8.12625,332
6.4410593,332
7.6933621,332
6.4965476,332
8.6529808,332
5.8541667,332
7.1977041,332
2.9452049,332
7.6714216,332
4.5412288,332
7.0708673,332
9.394,332
6.05,332
10.072071,332
7.306129,332
4.6650532,332
4.8838514,332
5.4553125,332
3.6944828,332
6.8945,332
9.7719286,332
8.2758333,332
7.9961538,332
7.2005645,332
3.9301761,332
8.2341346,332
5.0855357,332
10.940089,332
4.0072656,332
4.322,332
3.737963,332
2.9215,332
5.9587,332
3.6946622,332
6.9409553,332
8.2716071,332
4.4722458,332
9.317,332
9.5844492,332
6.1985,332
4.1960075,332
10.107145,332
6.7908824,332
11.3565,332
9.5500862,332
7.9190833,332
7.8375,332
10.732351,332
6.3573246,332
8.2350439,332
6.7722959,332
6.9909656,332
8.1702049,332
7.1920283,332
5.0385,332
10.094636,332
9.679765,332
8.8417241,332
3.0039167,332
5.6447642,332
5.1925746,332
4.9142123,332
4.8038636,332
8.517217,332
4.565,332
9.6289286,332
5.1813793,332
8.7242453,332
4.3668103,332
10.208333,332
5.4327308,332
9.2030856,332
7.4620192,332
5.0113462,332
4.7128774,332
7.2588043,332
9.7169531,332
7.2610577,332
3.3208621,332
5.7250926,332
4.8219828,332
9.1905,332
3.6973276,332
7.5551667,332
10.394113,332
10.501399,332
9.6189407,332
4.2722059,332
7.8301667,332
7.2032258,332
7.6991129,332
8.8555612,332
5.9655702,332
4.2100781,332
10.240245,332
5.6802778,332
8.3975,332
2.6722414,332
4.8604902,332
8.9458019,332
2.9199359,332
8.5088402,332
5.7380172,332
9.5467606,332
5.8225,332
8.0427679,332
6.3579098,332
3.3816129,332
7.4505357,332
9.6082944,332
10.4775,332
7.7725,332
7.7162963,332
6.1173276,332
6.8000862,332
5.1186321,332
9.6307292,332
5.555,332
8.2258,332
8.0025,332
9.0999615,332
6.0837174,332
10.964332,332
4.7795,332
8.5025,332
10.467187,332
9.4605,332
8.9011441,332
8.9725,332
8.4103462,332
8.4353704,332
6.5635204,332
8.5606148,332
5.7985714,332
5.7233772,332
3.9866129,332
3.2445175,332
5.8888672,332
9.88625,332
4.345,332
8.6702,332
11.495611,332
9.5013435,332
7.4811957,332
5.9199576,332
9.4807653,332
9.7050225,332
4.3219,332
6.1834259,332
5.4042241,332
7.2619059,332
8.1395635,332
10.5853,332
4.1614431,332
8.3813889,332
5.818066,332
3.9245345,332
7.3434016,332
9.6373276,332
6.3380263,332
4.7426923,332
5.331413,332
11.354444,332
5.5112037,332
5.07474,332
5.9930357,332
10.784435,332
4.6002193,332
10.404541,332
4.9982377,332
7.8804268,332
8.4461667,332
3.0848529,332
8.85775,332
8.377069,332
7.2471094,332
4.4984677,332
9.4213281,332
6.7086905,332
7.3948387,332
5.1207075,332
3.4623387,332
8.7646429,332
8.0007258,332
8.5780357,332
10.643622,332
11.211706,332
3.0287162,332
3.1608077,332
4.5623387,332
8.2973,332
8.6367188,332
4.9877542,332
9.8550397,332
4.7647642,332
6.9312313,332
3.6749167,332
3.8116089,332
8.6065351,332
10.299808,332
4.4616379,332
5.3339815,332
9.793587,332
2.9425,332
5.1823276,332
8.788953,332
4.6393852,332
8.0600385,332
4.3550833,332
10.903991,332
4.9566615,332
5.8858333,332
10.440833,332
9.434246,332
8.8082937,332
5.1904032,332
6.9318333,332
10.134459,332
5.6680556,332
7.8228333,332
10.443941,332
7.6486321,332
4.8560849,332
8.4193421,332
10.2035,332
5.8064286,332
10.888316,332
7.6487931,332
6.1960345,332
5.9305172,332
10.647425,332
6.7914216,332
3.0103906,332
7.4356452,332
8.4502193,332
4.9521825,332
7.1853571,332
7.9984259,332
4.2545161,332
8.4788559,332
7.9363136,332
5.3820763,332
5.053125,332
8.3719167,332
5.314375,332
8.0881731,332
8.2989407,332
5.1136017,332
7.8251724,332
8.5915,332
5.7787931,332
7.6853333,332
4.6432031,332
6.1433036,332
4.9472101,332
10.900389,332
9.2029808,332
5.6040686,332
4.5675,332
4.9478846,332
5.1238393,332
4.2024074,332
5.0595635,332
3.4978226,332
7.4635,332
6.0775,332
8.4845,332
10.81587,332
7.5719531,332
5.543066,332
4.2420714,332
8.9778333,332
2.9958163,332
7.1091935,332
9.7995192,332
3.8375,332
9.5343519,332
8.1725,332
8.1868519,332
8.7958491,332
9.9577339,332
7.760307,332
7.8375,332
3.6973624,332
5.2118,332
7.320307,332
7.4604237,332
6.9282258,332
10.185185,332
6.9227258,332
5.4231897,332
6.8003571,332
4.9955597,332
7.5674107,332
7.1234649,332
6.6997775,332
5.1292241,332
4.7691667,332
6.9489655,332
4.5241667,332
7.276886,332
4.6757768,332
6.0881452,332
6.2803689,332
4.2962719,332
9.5944444,332
10.278125,332
9.4433394,332
8.7965,332
4.8662778,332
10.591856,332
9.5341981,332
10.09819,332
3.6444492,332
9.8507075,332
6.1909921,332
9.4630556,332
7.8053302,332
4.1158333,332
9.1672518,332
4.2116667,332
3.2507075,332
8.6304167,332
7.35625,332
3.4806776,332
5.3472222,332
5.8944531,332
8.6766584,332
3.8275,332
6.6503462,332
8.2138426,332
5.4714423,332
3.9511792,332
10.9175,332
6.7018519,332
2.6178226,332
7.0210345,332
8.9229717,332
10.38125,332
5.180061,332
8.7764286,332
5.1030833,332
10.609292,332
8.89625,332
11.511042,332
