centerY,run
4.7375,335
4.7972222,335
9.2189706,335
5.1051786,335
11.393777,335
8.8525,335
8.0500676,335
6.9219118,335
3.7897619,335
9.2164286,335
8.2225,335
4.6273333,335
7.7142241,335
5.3155882,335
3.832125,335
4.7762,335
10.714423,335
5.2406373,335
3.3663793,335
7.2508333,335
7.1888793,335
8.102069,335
7.1630263,335
7.2195588,335
6.1955882,335
9.723883,335
9.5758099,335
7.1948148,335
6.6848913,335
7.7737,335
5.3646154,335
7.1215351,335
6.1253261,335
8.4323684,335
2.7650472,335
3.6152679,335
4.7044643,335
6.1059483,335
6.7844118,335
5.2383333,335
9.7512963,335
8.9986111,335
2.8068333,335
6.5805208,335
9.5960897,335
5.3244231,335
4.9067857,335
5.3808333,335
8.9180882,335
9.265463,335
3.3234259,335
10.05152,335
4.8541667,335
11.421453,335
8.5945588,335
6.27,335
8.1598611,335
6.988587,335
6.0858333,335
6.0923649,335
8.6103947,335
8.7291667,335
4.8501852,335
8.2308898,335
9.0679651,335
5.891875,335
5.7761957,335
9.0525,335
5.1320238,335
8.4201562,335
9.3265244,335
8.9388415,335
9.00625,335
5.797,335
9.9287791,335
3.3503049,335
6.2458333,335
7.0453226,335
9.8108333,335
9.2659722,335
7.2065278,335
3.4859,335
8.4019737,335
10.0991,335
3.1465323,335
9.7750714,335
9.6629762,335
10.077833,335
6.4089865,335
7.0017391,335
9.1690789,335
9.714375,335
10.094071,335
8.0025,335
4.2180769,335
6.0703704,335
5.217622,335
5.5942857,335
8.6465789,335
5.3936667,335
8.9086905,335
7.5264655,335
3.7574296,335
10.392708,335
10.897333,335
8.9492857,335
3.8775,335
5.6971809,335
6.9785294,335
9.0757432,335
9.8685714,335
8.1054032,335
8.0154412,335
5.2120283,335
8.2436538,335
3.4114474,335
7.1725,335
8.1711667,335
9.6438158,335
5.1073,335
8.5814474,335
9.08875,335
4.5696951,335
4.5708333,335
8.25,335
11.348906,335
5.2404452,335
3.7362255,335
5.7325,335
5.7258929,335
8.8615476,335
6.7666176,335
10.252262,335
10.934569,335
4.8525,335
3.9685938,335
8.6962097,335
8.9211486,335
10.828008,335
6.349527,335
9.6906633,335
8.6546429,335
8.6675,335
9.14925,335
10.107625,335
3.8798913,335
4.1101923,335
6.4040079,335
11.056375,335
8.82625,335
10.107778,335
4.882598,335
7.0486429,335
8.5076852,335
5.8867188,335
7.234375,335
9.0744388,335
10.262823,335
8.1858333,335
6.857125,335
5.4738415,335
10.1475,335
3.2416463,335
6.4067466,335
3.1964706,335
6.3567308,335
4.7905,335
5.1538793,335
7.7080882,335
7.2735,335
4.4146667,335
7.6361607,335
4.4116346,335
5.6565816,335
6.83375,335
8.8600926,335
7.3366071,335
10.276161,335
3.6554245,335
5.37625,335
6.05,335
9.7274275,335
7.125,335
9.2641154,335
4.2236765,335
10.185313,335
10.109423,335
6.9397059,335
5.9178659,335
6.0553226,335
8.8253,335
8.36,335
4.4858333,335
3.4711735,335
5.7805,335
10.3125,335
8.1661585,335
11.15663,335
9.9873529,335
4.9746053,335
4.5051471,335
7.9630752,335
7.355,335
3.6055986,335
10.563929,335
8.9326471,335
3.5733824,335
8.7392105,335
5.5259286,335
3.1821429,335
6.6838095,335
6.0518333,335
7.353114,335
7.6947973,335
10.184167,335
5.0122368,335
9.7252419,335
4.7941667,335
10.21375,335
7.0227542,335
4.2684459,335
7.2697059,335
4.8517857,335
4.8629167,335
7.865,335
6.2737745,335
9.8536429,335
5.2292778,335
10.840156,335
3.4058051,335
3.3127439,335
7.9210185,335
8.4927174,335
4.5526724,335
8.8261905,335
9.8572222,335
5.1677703,335
5.7875,335
11.34668,335
6.0478846,335
9.2385526,335
10.731471,335
4.1349468,335
8.3246429,335
4.5569118,335
8.47,335
7.3229839,335
6.6720946,335
9.5538793,335
7.8643605,335
6.7137162,335
4.2441667,335
7.2084375,335
6.9631897,335
6.2744767,335
6.8520833,335
5.0875,335
5.700709,335
3.9987821,335
6.7808333,335
7.4792143,335
8.6675769,335
7.1970161,335
5.6002941,335
11.077384,335
7.1578571,335
8.5543333,335
10.560671,335
4.2508333,335
8.2742262,335
8.8189062,335
5.3724,335
10.429737,335
8.4865,335
10.2047,335
5.7087963,335
9.4590517,335
9.8791667,335
6.9425,335
10.085449,335
7.6175,335
10.156419,335
2.8386111,335
7.3119444,335
8.0184677,335
10.674435,335
8.2041667,335
6.3206579,335
4.9926724,335
3.4532143,335
9.2956707,335
7.2398333,335
10.094792,335
9.2232317,335
6.9633511,335
7.7601562,335
8.7065,335
5.1036207,335
6.8085417,335
7.8548148,335
10.499844,335
3.4438953,335
6.9589865,335
9.3036429,335
8.1748333,335
7.4891667,335
6.384125,335
6.4191346,335
7.1850625,335
7.6045588,335
4.7331977,335
9.0346667,335
4.1743254,335
5.8496429,335
6.0798913,335
4.6432692,335
7.7521795,335
5.6251531,335
9.6917857,335
8.655625,335
10.669167,335
10.99725,335
5.1207558,335
5.6720714,335
4.5771,335
6.2373437,335
8.9925,335
10.096429,335
9.8725,335
10.830875,335
3.6177778,335
8.7618056,335
6.0091667,335
8.93875,335
10.102685,335
4.3677857,335
4.2742857,335
8.9925,335
10.262353,335
8.2555,335
5.39275,335
9.9058333,335
5.3491216,335
5.5341,335
5.6595,335
3.5222297,335
4.21025,335
6.8383333,335
4.77375,335
9.5326786,335
7.6391667,335
4.601371,335
6.2110714,335
5.8931481,335
5.209875,335
3.6517105,335
9.7939286,335
5.1709167,335
7.9242308,335
6.0825,335
6.4106132,335
5.6290385,335
9.1742391,335
11.17,335
8.9301667,335
7.0533974,335
9.5035417,335
6.6763889,335
3.916117,335
4.712602,335
3.3298404,335
4.9578571,335
10.32625,335
4.7025,335
7.6220833,335
10.401722,335
7.27625,335
3.3825,335
4.6623649,335
5.7902778,335
5.3357432,335
7.4603571,335
6.1333871,335
5.8685,335
8.6286538,335
5.034537,335
7.2903205,335
7.1290132,335
5.6955,335
7.1239103,335
7.2776282,335
3.1957895,335
7.0484184,335
9.2227326,335
4.1001829,335
3.0855,335
4.232963,335
9.1557258,335
7.7788333,335
8.6625,335
5.2630769,335
3.9673333,335
4.929375,335
4.5696951,335
9.0525,335
7.6054688,335
9.9162179,335
8.355875,335
5.3480263,335
5.7079,335
4.745125,335
8.40125,335
9.1575,335
5.9895,335
10.2275,335
8.0791071,335
7.5851471,335
4.149527,335
7.7241327,335
6.2859884,335
9.4732407,335
8.914125,335
3.4872115,335
9.6481349,335
5.7630128,335
10.066618,335
4.4275,335
10.0375,335
9.0883065,335
5.9041304,335
5.8250641,335
5.6283333,335
6.818625,335
7.5273,335
4.6585,335
5.5308333,335
7.063375,335
9.2658333,335
8.1389815,335
2.9384259,335
7.3221296,335
4.534881,335
7.8783065,335
4.9885,335
10.450466,335
3.6525,335
9.8992568,335
11.221528,335
5.0804032,335
5.0116379,335
3.3079444,335
3.886371,335
7.5192857,335
6.1652381,335
10.104392,335
5.3801786,335
7.2647414,335
6.7642143,335
5.6267391,335
3.4244492,335
10.6821,335
8.7011719,335
3.9802358,335
9.4369,335
5.9109286,335
5.4050806,335
7.9721939,335
5.9258784,335
8.4645,335
9.5237195,335
7.695467,335
9.6843421,335
8.43,335
9.0191129,335
8.3418902,335
10.825833,335
5.6425,335
4.8644444,335
5.1308333,335
10.0705,335
9.9135169,335
4.5144355,335
7.7656944,335
10.194781,335
3.8126786,335
4.9633571,335
4.8360714,335
3.7675,335
6.1571552,335
3.3134302,335
11.075625,335
11.081221,335
3.446371,335
7.4367857,335
7.4015741,335
4.5299138,335
3.0493868,335
5.3590625,335
9.1558824,335
9.9152778,335
7.7801087,335
9.988,335
3.4807143,335
8.9558333,335
8.1461111,335
6.1410556,335
4.672381,335
7.5725,335
5.2166304,335
4.4390789,335
6.4284524,335
8.6867647,335
9.4223148,335
3.716087,335
4.9659211,335
8.5866892,335
4.3255488,335
5.7122436,335
7.8296429,335
2.9657692,335
9.7625,335
6.019527,335
9.0389063,335
7.7836224,335
5.6772692,335
5.8270745,335
10.8625,335
11.32875,335
4.4991667,335
4.1195,335
9.922,335
9.6376923,335
8.4304268,335
9.1735417,335
8.2013462,335
5.7294079,335
11.489107,335
7.1744444,335
5.5368617,335
2.6512037,335
11.026552,335
5.4778226,335
4.2949359,335
9.0010938,335
8.2783594,335
6.15375,335
3.3906481,335
5.6977885,335
10.5325,335
5.5111486,335
6.7025,335
5.4696795,335
9.5168333,335
7.8067,335
5.1739286,335
5.2789,335
8.9400581,335
10.191235,335
11.341149,335
6.868125,335
4.970625,335
8.1587,335
2.9018478,335
3.1955,335
5.3086957,335
5.5712179,335
9.11625,335
8.8913,335
6.882378,335
6.2212097,335
3.4277941,335
10.554211,335
6.0570349,335
9.9183333,335
8.9894444,335
9.9013525,335
4.489375,335
5.9738462,335
7.7052381,335
10.659306,335
4.2686111,335
8.0172321,335
4.4669872,335
6.3064189,335
7.6829762,335
10.393553,335
5.550041,335
5.9533065,335
10.071346,335
7.7091667,335
9.7735,335
9.5690517,335
4.9941667,335
4.7857051,335
8.5307292,335
8.3969286,335
7.8728571,335
11.003808,335
6.5611207,335
6.6702778,335
8.8159211,335
6.6596951,335
7.0108333,335
8.81875,335
5.946875,335
7.4301563,335
5.03525,335
11.399559,335
9.2928846,335
7.8310294,335
8.8735811,335
8.8957759,335
4.05,335
6.9202941,335
9.0375,335
8.4296667,335
3.9094355,335
7.8267157,335
6.7551282,335
3.3167683,335
7.3904032,335
11.468947,335
8.3254032,335
5.8732143,335
10.7657,335
5.8319643,335
8.9783571,335
10.279167,335
4.2188793,335
5.2659444,335
7.0773214,335
11.380064,335
8.9254268,335
6.5527,335
4.0027778,335
2.84625,335
8.1164286,335
11.351029,335
6.3755233,335
10.486667,335
5.3295,335
5.0432317,335
4.2056667,335
9.8828774,335
6.4955,335
5.37625,335
5.6889516,335
7.5279651,335
4.9596622,335
6.8057,335
9.11625,335
5.2575,335
7.4307292,335
8.6098913,335
6.4075,335
7.7416026,335
8.1293056,335
6.0775,335
10.0375,335
7.4258871,335
9.9720946,335
6.1058594,335
2.9711458,335
4.6829444,335
4.4948134,335
10.375049,335
5.5566176,335
7.70125,335
3.0641667,335
7.5988,335
5.8535,335
11.175431,335
10.678856,335
7.4542742,335
4.057625,335
4.7069898,335
7.7356481,335
7.9812097,335
5.8132317,335
5.2257857,335
6.2780882,335
9.4714583,335
8.1478571,335
6.8225,335
8.3903947,335
7.7404412,335
7.7813043,335
9.7366837,335
11.2445,335
4.54025,335
3.6751,335
10.2465,335
6.3557353,335
9.3650806,335
5.7101415,335
4.032875,335
11.21725,335
3.531,335
6.9663393,335
5.5240625,335
4.4646831,335
7.1723438,335
4.2038934,335
4.1060938,335
4.3690625,335
9.2143333,335
10.407328,335
5.9237245,335
3.5981579,335
4.7916379,335
7.2325,335
10.129167,335
6.267963,335
4.5060714,335
6.6566176,335
4.6103378,335
6.5509783,335
7.8331,335
10.797679,335
5.1989474,335
7.3645,335
8.8957407,335
9.7343889,335
4.2117308,335
7.9971774,335
7.0675,335
8.0258333,335
7.755,335
9.5746698,335
9.2134167,335
6.1041129,335
6.845463,335
8.18125,335
6.3934804,335
8.3875,335
7.8678947,335
9.9170238,335
9.3887821,335
7.6527,335
4.8571875,335
6.5651667,335
9.764537,335
3.9809524,335
8.5845833,335
4.09475,335
4.3211264,335
6.367625,335
10.68375,335
9.0262097,335
10.252212,335
8.7623684,335
5.7658333,335
11.1925,335
9.0175,335
4.2642188,335
3.3740385,335
4.4200676,335
9.3775,335
7.3575685,335
6.2312179,335
9.0927941,335
3.2839583,335
9.3342857,335
5.48625,335
7.7782692,335
10.710915,335
4.8301,335
8.0751,335
3.6344355,335
3.8875,335
4.1641875,335
8.0108333,335
10.795608,335
8.8266667,335
5.1888158,335
5.83,335
4.5712097,335
4.4074038,335
7.7602027,335
9.3507051,335
6.9575,335
5.3625,335
8.6612209,335
2.6375877,335
4.4173148,335
6.4206522,335
6.2574286,335
6.1233333,335
4.4689912,335
7.2136842,335
8.6441667,335
6.7478125,335
7.5434615,335
2.8173276,335
8.4016429,335
4.1217,335
4.5676613,335
4.8073438,335
8.1025,335
8.3025,335
3.5619737,335
7.981875,335
9.6911486,335
9.3225,335
4.9709524,335
8.0675,335
5.67875,335
6.8475,335
5.9425,335
3.3847,335
8.91,335
7.1671875,335
10.5325,335
5.6884756,335
6.3723611,335
7.7710417,335
8.976,335
5.2948077,335
6.3745,335
5.5567857,335
4.6946429,335
9.9864286,335
8.9925,335
10.9725,335
6.9276429,335
3.1740789,335
9.2933824,335
7.3743421,335
8.8464344,335
9.0459722,335
7.0265698,335
7.1054762,335
5.5177222,335
9.2890217,335
9.8157258,335
3.69325,335
5.81625,335
8.9029286,335
10.373971,335
5.8441667,335
4.9775,335
3.9007692,335
11.149363,335
7.2875,335
10.354056,335
4.240307,335
6.6434677,335
8.5435811,335
4.8873,335
4.7070833,335
5.9725,335
9.141,335
7.90625,335
6.2576724,335
5.9258784,335
11.074352,335
10.358333,335
6.14625,335
5.9517857,335
6.053694,335
3.2358333,335
3.4807143,335
5.8092347,335
3.8299324,335
8.0491667,335
6.5921429,335
7.1905263,335
6.3331757,335
5.3643644,335
3.8839706,335
7.65325,335
4.8675,335
7.8553378,335
6.14625,335
7.1308333,335
4.4378125,335
4.0930405,335
6.125,335
4.1352143,335
4.864881,335
8.5685417,335
7.9601923,335
6.2645,335
8.9142308,335
6.155,335
10.354808,335
8.8941667,335
3.696558,335
10.946964,335
8.9558333,335
2.9054808,335
