centerY,run
7.4330882,319
4.0700821,319
3.1529433,319
8.0970614,319
8.3860761,319
2.7621131,319
10.512972,319
8.0823558,319
7.9831175,319
8.7152852,319
5.9982656,319
4.3316099,319
5.3038217,319
6.4161455,319
9.9003642,319
2.7351923,319
11.02475,319
8.286078,319
5.6940046,319
5.4914184,319
7.9765129,319
9.2763858,319
4.4122872,319
4.7967201,319
8.7173442,319
4.3246067,319
4.7659006,319
6.3625326,319
5.6197796,319
4.7210542,319
7.1073387,319
5.1992188,319
6.00875,319
3.6802064,319
7.7779167,319
6.1529425,319
2.9160546,319
7.0388117,319
5.889134,319
6.5475621,319
9.2542933,319
9.8208576,319
5.6002808,319
11.188931,319
9.011422,319
7.8490789,319
3.6545536,319
8.5586513,319
7.0705183,319
9.7732878,319
10.815899,319
11.065983,319
7.9421667,319
5.4651094,319
6.8218881,319
4.8577721,319
6.1859675,319
3.7655164,319
5.0487349,319
8.3295411,319
4.0827315,319
9.9304777,319
5.235614,319
5.4087185,319
9.5730927,319
6.5422748,319
4.6632143,319
9.5792201,319
9.8040789,319
11.326743,319
8.2119158,319
2.9233696,319
6.3289521,319
8.2652974,319
4.9735029,319
10.738876,319
3.3225301,319
9.9568333,319
5.1238897,319
8.658963,319
5.8944453,319
7.0874527,319
4.7216088,319
5.4467769,319
7.5528883,319
7.7390517,319
6.5931491,319
9.6898394,319
6.7729673,319
9.671,319
9.1416111,319
10.895631,319
7.5005401,319
5.0441197,319
3.67675,319
11.096122,319
4.309993,319
3.7028632,319
3.7683185,319
7.9549842,319
6.8415541,319
7.1943966,319
9.9645408,319
8.553814,319
8.3871657,319
9.8854181,319
8.7102206,319
3.0863209,319
2.7372812,319
7.770431,319
8.6660185,319
7.2501543,319
10.503588,319
10.452075,319
3.0441236,319
2.7726361,319
6.6869828,319
10.94482,319
6.603661,319
6.1033723,319
8.3981847,319
9.7705249,319
10.467346,319
5.6274674,319
7.770739,319
6.7475833,319
6.4647843,319
7.323028,319
7.1836652,319
3.7601316,319
7.5241612,319
6.8062892,319
8.039848,319
5.5855402,319
9.156966,319
9.8407562,319
6.0612638,319
4.985625,319
6.8161465,319
4.2650581,319
9.4641462,319
4.7112025,319
3.1186719,319
3.2845777,319
7.6821429,319
7.9653045,319
9.6560714,319
6.7761392,319
10.743558,319
7.3768248,319
6.7645579,319
9.6640116,319
3.6157378,319
8.7337435,319
4.0219776,319
7.8105124,319
9.0476846,319
7.8637229,319
6.7205769,319
5.7533157,319
8.959359,319
11.34287,319
6.4244231,319
10.677279,319
10.985453,319
7.418125,319
7.0748112,319
8.2023,319
3.8616254,319
7.3331138,319
4.5181964,319
7.674582,319
11.012833,319
8.4392541,319
10.540629,319
10.765192,319
4.2191619,319
5.9553349,319
6.5849836,319
3.7735366,319
8.8087322,319
9.5121975,319
8.0088462,319
7.807027,319
10.603435,319
8.1787674,319
4.8963674,319
3.4434329,319
8.5401568,319
8.6048494,319
3.0734946,319
7.3797156,319
9.7635185,319
9.5710546,319
7.3862829,319
7.2710159,319
2.8928151,319
10.2903,319
7.7427434,319
10.921235,319
6.7366616,319
8.8463474,319
9.8144817,319
11.015988,319
8.6770079,319
5.8272327,319
3.2471774,319
4.6960294,319
7.2793166,319
9.133,319
7.3726699,319
6.059926,319
9.6339048,319
9.5358621,319
8.1251165,319
8.6412809,319
4.3035802,319
6.3629677,319
9.0811286,319
7.7623333,319
3.9078779,319
6.1801547,319
6.8142404,319
9.1051442,319
11.163812,319
9.0488276,319
8.5124515,319
7.734375,319
6.5511875,319
7.5598252,319
5.7035965,319
3.1422368,319
8.0429663,319
7.124494,319
8.5070734,319
6.0311574,319
6.9193712,319
3.5919881,319
8.75013,319
9.2436131,319
10.996263,319
5.9845312,319
6.8304952,319
9.5776064,319
8.1181122,319
8.8141824,319
5.2911695,319
11.069131,319
6.5831667,319
7.4231356,319
6.0570134,319
6.5756339,319
10.55405,319
10.136975,319
10.613167,319
6.640625,319
7.5722256,319
4.9704557,319
9.4812191,319
4.0831871,319
7.7752206,319
7.893528,319
5.8464329,319
5.6494851,319
8.5735392,319
11.205966,319
10.394671,319
3.1123105,319
10.9065,319
8.6662258,319
5.720903,319
4.3318333,319
9.7795032,319
7.9405211,319
3.8663716,319
8.9616419,319
4.4155435,319
7.5110693,319
5.9186111,319
10.1013,319
7.7996656,319
9.0693226,319
6.5498145,319
7.1088761,319
6.7265,319
5.5896806,319
7.2581537,319
6.4303634,319
8.8967651,319
8.8389356,319
2.6143502,319
8.6642685,319
7.92418,319
8.7200731,319
8.4874083,319
6.6738333,319
7.5657555,319
6.7787014,319
4.8182763,319
3.5986881,319
6.1406954,319
4.6054618,319
8.9774559,319
5.0635125,319
9.3186433,319
2.6798051,319
3.2406773,319
8.3335377,319
4.6347134,319
3.8587604,319
7.2112311,319
4.3240672,319
6.9822802,319
5.85839,319
5.5522248,319
6.4743871,319
4.2090138,319
8.2114349,319
7.9343953,319
8.8417188,319
10.187122,319
11.057973,319
9.6301733,319
5.2503073,319
5.6685,319
7.8306738,319
9.6079934,319
5.3574291,319
8.0227812,319
4.9873676,319
9.9568212,319
6.3105178,319
4.3167617,319
8.7345746,319
10.547593,319
5.3503383,319
7.896756,319
7.3762586,319
4.3269079,319
7.2035621,319
4.2017537,319
6.5146429,319
7.1453892,319
7.9452373,319
4.8183754,319
9.6051882,319
6.2997254,319
9.4935068,319
8.4060583,319
5.8417407,319
3.4879025,319
7.920503,319
9.776753,319
3.1654772,319
4.7878096,319
3.9868889,319
4.1902484,319
5.059733,319
7.4603935,319
6.7201488,319
7.4832934,319
7.8833906,319
5.664827,319
9.1885631,319
10.10195,319
8.3173397,319
7.1280959,319
6.2964216,319
8.0171018,319
8.9565712,319
8.8273191,319
9.7836406,319
5.3886076,319
11.108263,319
3.0489063,319
5.8771667,319
8.5749673,319
8.3914919,319
8.9350161,319
9.6240894,319
3.6303293,319
5.2803452,319
4.9842203,319
9.9831587,319
7.4009056,319
5.2689329,319
10.047837,319
6.9331352,319
5.1740704,319
6.7539461,319
9.7397581,319
5.2186538,319
10.439796,319
7.7496096,319
6.4227915,319
6.3882345,319
8.1588333,319
6.0314417,319
7.8276579,319
6.8960638,319
5.8534585,319
9.859569,319
11.042429,319
4.8439286,319
7.1990586,319
5.5825,319
10.344417,319
8.952914,319
7.2515741,319
10.683883,319
7.2968582,319
5.5746132,319
6.9649691,319
6.81025,319
9.7859667,319
5.2710447,319
10.376244,319
4.8733065,319
7.4333544,319
4.6404651,319
6.461125,319
5.5061286,319
4.6789902,319
5.103,319
3.3310648,319
6.2548318,319
5.6123504,319
6.145355,319
6.7909627,319
7.5289923,319
5.2709657,319
9.0288422,319
4.0745274,319
8.9397484,319
7.3903339,319
9.5502647,319
8.6364175,319
6.2072866,319
7.0909077,319
8.9297204,319
6.4183358,319
7.6173208,319
4.7570231,319
7.3655154,319
10.865321,319
7.4435542,319
4.3957394,319
8.3024219,319
9.8861102,319
4.9864331,319
6.3385345,319
11.322822,319
10.125298,319
6.3201754,319
11.294359,319
8.4365262,319
9.7405396,319
8.9532479,319
6.930503,319
6.8859203,319
4.4168056,319
5.8048571,319
5.027244,319
6.6813117,319
6.5617355,319
9.8877167,319
5.8838262,319
9.593526,319
7.1759195,319
9.9553957,319
9.6216419,319
8.4994901,319
7.4506197,319
3.6321154,319
6.0969963,319
5.8155793,319
6.4583795,319
5.2026014,319
8.8849679,319
6.0340033,319
8.3491279,319
4.3359186,319
8.7653261,319
6.5048077,319
10.811921,319
5.753304,319
10.250236,319
9.5584059,319
5.0065764,319
3.2274355,319
7.1727857,319
3.5531592,319
6.6362462,319
8.8159026,319
9.4288217,319
6.8946429,319
8.973871,319
6.3519677,319
8.5576625,319
7.6185611,319
9.6784335,319
6.0929633,319
9.9386009,319
6.8866916,319
4.9028323,319
4.2357051,319
8.2261304,319
9.9055335,319
8.9216185,319
11.226939,319
3.8577861,319
5.7456555,319
9.6612112,319
10.302848,319
4.8397508,319
6.0255745,319
6.4367857,319
4.4537832,319
10.438738,319
3.5798724,319
3.9783876,319
7.8034609,319
4.4292671,319
6.6368824,319
8.611756,319
4.5837572,319
8.8666065,319
4.9228492,319
6.5533179,319
10.416297,319
5.4416463,319
7.6361679,319
5.8553315,319
4.5157982,319
4.0090217,319
4.8643571,319
4.8950857,319
5.0569643,319
4.1633281,319
6.401445,319
8.736414,319
5.3959639,319
5.6538366,319
8.2491013,319
4.1786747,319
8.469199,319
8.100627,319
5.8064855,319
7.7968816,319
7.1860024,319
6.4516514,319
4.6580217,319
4.7843605,319
6.3347989,319
3.8098355,319
11.25219,319
10.152668,319
8.7934202,319
10.27595,319
7.4211196,319
9.5633861,319
3.0463153,319
8.9954075,319
8.6702586,319
3.7528209,319
11.194565,319
6.7904755,319
8.8205583,319
3.7399154,319
10.9769,319
9.920917,319
5.9474038,319
2.9105967,319
9.5054348,319
5.1631638,319
6.622903,319
8.6111667,319
4.1284063,319
6.6528226,319
7.5349149,319
9.1883446,319
3.0610016,319
4.5814006,319
5.4690744,319
6.2908915,319
3.8007853,319
7.9248125,319
6.114943,319
5.2216506,319
3.8085088,319
8.8794544,319
7.5223204,319
4.7348391,319
3.4950287,319
8.498354,319
7.1376289,319
9.0327239,319
8.8400526,319
6.7260502,319
5.8200602,319
6.1387411,319
4.6030111,319
5.585042,319
5.8376667,319
10.899226,319
9.6953365,319
4.1099143,319
3.6325,319
7.7035106,319
8.2856915,319
3.6526151,319
9.9423649,319
5.4267557,319
5.0938462,319
6.0859985,319
10.599552,319
10.763974,319
8.1472455,319
9.9403454,319
8.6534589,319
8.8104149,319
3.4216814,319
4.0617063,319
8.4495513,319
