skewnessTransverse,run
0.22507162,319
-0.048674102,319
-0.22444753,319
-0.424785,319
-0.1907182,319
0.033826525,319
0.071550644,319
-0.14232265,319
0.0096177268,319
-0.12694002,319
0.29425818,319
0.094641336,319
-0.25931299,319
0.060105818,319
0.012283082,319
-0.10884188,319
0.0082288995,319
0.14073825,319
-0.0070182407,319
0.31893547,319
0.092054366,319
0.063256197,319
0.064698262,319
0.02305697,319
0.15638944,319
0.012680486,319
-0.026654593,319
-0.10182464,319
0.34054556,319
0.092152286,319
0.24132364,319
0.18029121,319
0.14808067,319
0.11640415,319
0.15568376,319
0.27547939,319
-0.016413543,319
0.089595938,319
-0.15770884,319
0.12399761,319
-0.11152678,319
-0.046971275,319
-0.23603314,319
-0.10393008,319
-0.10231975,319
-0.010230687,319
0.011766516,319
-0.014053932,319
-0.066080984,319
-0.12725853,319
-0.21779694,319
0.12568412,319
-0.05989921,319
0.10054638,319
-0.030354146,319
0.031348108,319
-0.23200271,319
-0.12001411,319
0.19645962,319
-0.17022893,319
0.008391256,319
-0.050632224,319
0.074743284,319
-0.038278446,319
0.050984893,319
-0.034016943,319
0.1922169,319
0.10414665,319
0.39812648,319
-0.27625608,319
0.14010905,319
-0.10143535,319
-0.11510385,319
0.019771136,319
-0.11458625,319
-0.17683509,319
0.28376873,319
-0.28006411,319
-0.066420431,319
-0.014499976,319
-0.28777099,319
-0.17626517,319
-0.043785113,319
-0.24490429,319
-0.22148603,319
-0.12508305,319
-0.27777105,319
-0.047721661,319
0.13677924,319
0.033316356,319
-0.054688182,319
-0.13514439,319
0.20990243,319
-0.25686542,319
0.11681463,319
-0.066730086,319
-0.092244281,319
-0.017823383,319
0.031042549,319
-0.033666361,319
-0.090147581,319
0.14472771,319
-0.19757571,319
-0.12522641,319
-0.050233766,319
-0.65558915,319
-0.26674006,319
-0.15602296,319
-0.038083727,319
0.33265798,319
0.15160192,319
-0.15783183,319
-0.0027733611,319
-0.19964845,319
0.20898138,319
0.15897311,319
0.220855,319
0.02166864,319
-0.033532157,319
-0.12635691,319
0.27148187,319
0.26724469,319
-0.014771677,319
-0.11552991,319
0.04035312,319
-0.047569916,319
-0.00067967676,319
-0.063519894,319
-0.20243493,319
-0.10585477,319
0.12488559,319
-0.029675387,319
0.30079876,319
-0.34963966,319
0.18618821,319
0.12409054,319
0.11154737,319
-0.14461202,319
-0.22214789,319
0.12207199,319
0.14962916,319
0.21038344,319
-0.033520546,319
0.05562425,319
0.10389647,319
-0.022582543,319
0.051277967,319
0.18380087,319
-0.14137001,319
-0.12583593,319
0.077650911,319
0.069625552,319
-0.18661871,319
-0.22132503,319
-0.065907038,319
0.044754677,319
-0.1814511,319
0.093310757,319
-0.006842593,319
0.020669692,319
-0.20336834,319
-0.25408845,319
-0.013442063,319
-0.10793577,319
0.17135443,319
0.040314768,319
0.019193445,319
0.14658528,319
-0.092226522,319
0.25484987,319
-0.15404252,319
0.019423164,319
-0.23547324,319
0.21496073,319
-0.15265567,319
-0.099949719,319
0.020163824,319
-0.28522732,319
-0.15890459,319
-0.11705297,319
-0.26787672,319
-0.17055776,319
0.08434255,319
0.12112181,319
-0.31816607,319
-0.15002855,319
0.17443591,319
-0.029605493,319
0.0089879823,319
0.1958534,319
0.25051596,319
0.16140546,319
0.11303436,319
-0.065770109,319
-0.15162248,319
-0.19498693,319
-0.19366096,319
0.44460917,319
0.37836028,319
-0.089858769,319
0.26508388,319
0.018163821,319
0.013002344,319
-0.082536374,319
-0.012030611,319
0.22032846,319
0.025812005,319
-0.054326228,319
-0.11905152,319
-0.18832512,319
0.16771495,319
-0.044640314,319
0.062964534,319
0.24214718,319
0.032478087,319
0.076339726,319
-0.16718224,319
-0.064317304,319
0.047792035,319
-0.049427784,319
0.051110579,319
0.23122969,319
0.033617941,319
0.15651228,319
-0.12227815,319
0.18176177,319
0.14865753,319
0.19522191,319
-0.19311575,319
-0.0020484383,319
-0.10125826,319
-0.087605901,319
-0.15165311,319
-0.13492471,319
0.1630233,319
-0.079927751,319
-0.18604043,319
-0.085798423,319
-0.0042647903,319
0.071139696,319
0.045938178,319
0.21252403,319
-0.081631089,319
-0.054673061,319
0.057571371,319
-0.2864239,319
-0.0019632072,319
-0.014528715,319
-0.21056917,319
-0.0076024379,319
-0.25492504,319
-0.043553014,319
-0.033228237,319
-0.10920343,319
-0.032994874,319
0.13032268,319
-0.1388397,319
-0.07012252,319
-0.13830651,319
0.15005865,319
-0.087638132,319
-0.0062630715,319
-0.066221959,319
-0.042452816,319
-0.07255126,319
0.027024958,319
0.2947137,319
0.12647358,319
-0.12317789,319
0.067151417,319
-0.26783628,319
0.12648333,319
-0.0069033234,319
-0.25910069,319
0.098362375,319
0.030801421,319
-0.038613147,319
-0.23601839,319
-0.037755088,319
-0.15688468,319
-0.036671708,319
-0.044501344,319
0.055738599,319
0.42299398,319
0.044312298,319
-0.035046101,319
-0.17744508,319
-0.013099814,319
0.44933046,319
0.037861641,319
-0.046694412,319
0.234286,319
-0.02342298,319
0.27558873,319
-0.0030313842,319
0.020158484,319
0.26942429,319
0.011677935,319
-0.015736955,319
0.13220596,319
-0.025347085,319
0.024698565,319
-0.12767273,319
-0.063014929,319
0.13659256,319
0.044959189,319
0.061100625,319
0.13282741,319
0.11859595,319
0.013348298,319
-0.069734123,319
0.23970488,319
-0.0070334603,319
-0.004245613,319
-0.12898554,319
-0.011280475,319
-0.069708701,319
-0.10419558,319
-0.045629783,319
0.18791903,319
0.049452314,319
0.64846855,319
0.10867783,319
0.11959283,319
-0.041735068,319
-0.1678439,319
0.43307611,319
-0.16123691,319
0.081871358,319
-0.0002884613,319
-0.11378003,319
0.10844633,319
0.083471284,319
-0.17001896,319
-0.087499071,319
-0.017717084,319
0.089557488,319
0.097141192,319
-0.022393332,319
0.062600022,319
0.034774067,319
-0.088116883,319
0.053088688,319
0.13091064,319
-0.16304805,319
0.0580315,319
-0.021347133,319
-0.067537913,319
0.11977119,319
-0.042066919,319
-0.15424117,319
-0.091442977,319
-0.056482435,319
0.27823553,319
0.2029192,319
-0.034742788,319
0.29230883,319
0.076148821,319
0.20444714,319
-0.048711043,319
0.09139054,319
0.3341763,319
-0.28042452,319
0.21181791,319
-0.10795191,319
-0.10220852,319
0.12053841,319
0.034447155,319
0.13013917,319
0.11328245,319
0.15770357,319
0.018352752,319
-0.075731573,319
-0.12134076,319
0.067708329,319
-0.091707053,319
-0.12113783,319
-0.085829075,319
-0.016316713,319
0.11002565,319
-0.062036467,319
0.081032789,319
0.03293413,319
0.0047004704,319
-0.030123308,319
0.12466661,319
0.050430574,319
-0.088661797,319
-0.2104079,319
0.12213821,319
0.16019597,319
0.06917626,319
0.076337479,319
0.055169129,319
0.39554722,319
0.062609694,319
0.27386378,319
0.070480494,319
-0.080547899,319
0.078737484,319
-0.032229168,319
0.025440206,319
0.046779669,319
-0.051805297,319
-0.14042817,319
0.33757268,319
-0.1465423,319
-0.0054120164,319
0.14381699,319
-0.1229566,319
-0.28172959,319
0.02941047,319
-0.10383294,319
0.15704918,319
-0.12557469,319
-0.015111922,319
0.43095048,319
-0.020534053,319
0.19448638,319
-0.096585341,319
-0.049612748,319
0.037363683,319
-0.029956541,319
-0.074884442,319
0.12838773,319
-0.019405924,319
-0.14940001,319
0.13566147,319
0.16064213,319
0.29122577,319
