rotationAngle,run
2.4788314,332
0.40331376,332
2.3836125,332
0.15033181,332
2.9091316,332
2.8812401,332
0.78211974,332
0.53688638,332
1.6837777,332
3.1120228,332
1.9127097,332
1.5703839,332
0.44034966,332
0.3471222,332
1.7258473,332
1.2053512,332
1.0488415,332
2.8137602,332
2.4649425,332
0.085050325,332
1.4790766,332
0.99210228,332
2.702274,332
1.6437551,332
2.2736102,332
0.19553948,332
0.43699882,332
2.1162211,332
2.8190644,332
2.7301829,332
1.3696239,332
0.43615151,332
1.913395,332
1.1216654,332
0.48310689,332
1.9446743,332
0.11724928,332
2.9166553,332
2.0032746,332
1.8922206,332
1.2703789,332
0.24600287,332
0.70215482,332
0.98908771,332
1.1760231,332
1.4844524,332
2.0807951,332
1.4532346,332
2.5591959,332
0.84067241,332
0.47127997,332
2.7152788,332
0.97937372,332
0.42643046,332
2.5479629,332
1.2756444,332
1.8636414,332
1.5220619,332
1.8124488,332
0.53355484,332
2.5135422,332
2.9652653,332
1.6813154,332
0.30057247,332
3.0046079,332
2.763835,332
1.0394713,332
2.458218,332
2.9098445,332
3.0886654,332
2.6342856,332
0.91584811,332
1.8584236,332
2.2214455,332
1.2619251,332
1.4455029,332
0.58220561,332
3.1049692,332
2.2183953,332
0.68239004,332
1.1863726,332
1.5593995,332
2.4390909,332
2.396815,332
0.40516518,332
0.9935381,332
2.5835565,332
1.8033957,332
0.39276921,332
2.1222833,332
3.1177557,332
1.454972,332
1.8427435,332
0.67413292,332
0.31750907,332
3.1404598,332
1.7130095,332
2.3901231,332
2.8551649,332
3.0380506,332
1.9223796,332
2.9602545,332
2.6682627,332
2.1899778,332
0.58245013,332
2.8602196,332
0.47755633,332
1.950556,332
0.49237121,332
0.34425873,332
2.8169694,332
1.8655157,332
0.12057604,332
2.9974668,332
1.6867683,332
2.9481255,332
0.57505856,332
0.4584769,332
1.5048625,332
0.32496616,332
2.4649612,332
1.7668681,332
2.4203725,332
0.73355402,332
0.051904915,332
2.6705831,332
1.0854001,332
2.7051589,332
2.0093455,332
0.55083656,332
2.6248697,332
0.57739469,332
2.893688,332
2.5249966,332
1.5350853,332
2.3724084,332
3.0312406,332
2.1178825,332
2.3561853,332
0.59603959,332
2.9459704,332
0.77372735,332
2.6418686,332
1.3327231,332
1.6955127,332
1.149783,332
0.67678352,332
2.4172164,332
0.90957272,332
0.67149457,332
2.9471758,332
2.646409,332
2.3755649,332
1.3864645,332
2.4780218,332
1.8616261,332
0.76468572,332
1.4141671,332
2.4710778,332
1.9330354,332
2.6971501,332
0.59923747,332
0.13464146,332
1.9661092,332
2.3905667,332
2.2701194,332
0.11718326,332
0.63351202,332
2.0266154,332
2.8024802,332
1.1316746,332
2.9748929,332
2.051931,332
2.9135593,332
2.759835,332
0.57987405,332
2.2660957,332
1.7414972,332
2.1962256,332
1.8703993,332
2.9307186,332
0.62709208,332
2.4053038,332
0.39175087,332
2.4486747,332
2.7078834,332
0.23442486,332
2.7162734,332
1.3309277,332
0.86628776,332
1.5769064,332
2.3992214,332
1.3161,332
2.7952904,332
0.82349576,332
1.303488,332
2.3595377,332
1.3803986,332
2.2604975,332
0.8089743,332
2.0087112,332
2.7240128,332
0.91400993,332
2.0054661,332
0.38339329,332
1.0967648,332
1.2745289,332
0.1147714,332
0.22619856,332
0.024538596,332
1.1743044,332
0.80245869,332
2.312312,332
0.96017768,332
0.64597838,332
0.24129496,332
2.5185107,332
1.3874577,332
2.6816236,332
2.885056,332
0.74956631,332
0.81639928,332
0.87785938,332
2.4154111,332
2.1148322,332
2.6782849,332
0.71348924,332
0.2509146,332
1.4733194,332
1.8550769,332
0.96518237,332
3.0586702,332
2.2499724,332
1.949217,332
2.6950958,332
0.63239714,332
2.7297246,332
0.87209946,332
0.7249511,332
0.068765124,332
1.0755586,332
1.8219437,332
2.6085393,332
1.131839,332
1.1756681,332
1.7011333,332
1.8640699,332
2.983267,332
2.105282,332
1.8159154,332
0.72615931,332
1.3836714,332
0.73090093,332
1.8584973,332
2.9631194,332
0.76672843,332
2.6718765,332
0.034005609,332
1.8062438,332
2.3835626,332
0.49282112,332
0.3407229,332
1.8763458,332
1.8999614,332
2.5194449,332
1.8030447,332
0.77242405,332
2.458279,332
0.77575033,332
2.1239518,332
1.8190414,332
2.8767577,332
3.0592445,332
1.8438496,332
2.7366413,332
0.2857696,332
1.9927098,332
1.1889875,332
2.440212,332
1.6065301,332
2.3876779,332
0.81736098,332
0.53567727,332
0.8995241,332
1.0553475,332
1.91126,332
2.120843,332
2.2819944,332
0.99452247,332
2.9851969,332
0.22725931,332
2.0554788,332
3.1365097,332
2.6701076,332
1.3062013,332
1.4265596,332
0.25063486,332
0.79688305,332
1.107593,332
3.0132313,332
1.38905,332
1.4900365,332
2.3234836,332
2.3207618,332
0.49070118,332
0.88172988,332
0.29030652,332
1.1597966,332
2.7411415,332
2.4157599,332
0.017975559,332
2.6147301,332
1.776793,332
2.9049898,332
0.88086127,332
2.9834935,332
1.2867328,332
0.009417334,332
2.8630939,332
0.36769998,332
2.78381,332
1.6540859,332
1.7102213,332
0.86271931,332
0.69730945,332
3.1005445,332
1.5084802,332
2.7968106,332
0.7493892,332
0.2715077,332
0.27804734,332
2.5060867,332
0.82009182,332
0.76423037,332
2.0061631,332
2.778284,332
1.8859478,332
1.9337465,332
2.7412134,332
2.4319936,332
0.36480758,332
0.5532169,332
2.6588163,332
1.848621,332
2.3464217,332
1.3113143,332
2.8870155,332
0.70658741,332
2.112915,332
2.1671376,332
2.7803494,332
2.0806632,332
2.2814529,332
2.7352677,332
0.15096585,332
1.3858691,332
2.2112428,332
1.8539566,332
2.9109248,332
2.537255,332
2.3623234,332
2.3598875,332
1.6693372,332
0.90725448,332
0.26956131,332
2.5269683,332
3.0949231,332
0.11813687,332
1.9575919,332
2.8004082,332
2.3043036,332
0.48365553,332
0.9488581,332
2.7548968,332
1.4794611,332
2.631093,332
2.8968741,332
0.3321391,332
1.2004778,332
0.73153857,332
1.6036554,332
3.1212246,332
1.9342565,332
2.7905107,332
0.081277309,332
2.5941233,332
0.31385691,332
0.09825132,332
0.41928562,332
1.6238493,332
0.20593121,332
0.63348321,332
2.9656064,332
0.83252662,332
0.46463338,332
0.9999218,332
2.3235862,332
0.099229949,332
1.8719915,332
2.8546161,332
2.0454574,332
0.52536221,332
2.7197392,332
1.927027,332
2.5736884,332
0.37677314,332
1.0141725,332
3.0398353,332
1.6337281,332
0.2917666,332
0.28095538,332
1.389025,332
0.86081047,332
0.3488046,332
1.8426836,332
0.88080082,332
1.9149716,332
0.30888184,332
2.2019324,332
2.1747677,332
3.0522732,332
2.428748,332
3.0322274,332
0.83734517,332
0.50040537,332
1.6211166,332
2.4589534,332
0.53962098,332
0.92248922,332
2.6825595,332
0.96583478,332
1.6836242,332
2.569261,332
2.1151246,332
1.6724596,332
2.7929694,332
2.98938,332
0.24344661,332
2.570073,332
0.65143794,332
2.0141137,332
2.211859,332
1.071729,332
1.5509609,332
0.15821342,332
2.1352112,332
2.8563304,332
2.8741287,332
2.1429888,332
2.8025888,332
2.9359298,332
0.46802387,332
1.538839,332
1.9690331,332
0.51049239,332
2.5759657,332
1.2305673,332
0.42420553,332
2.8747493,332
2.0018923,332
0.28147308,332
1.2369188,332
2.9036829,332
2.5963166,332
2.7667606,332
2.0933175,332
3.0540566,332
1.5015994,332
3.0463836,332
2.8580043,332
0.013375819,332
2.4936447,332
0.82116502,332
0.11128549,332
0.60477203,332
2.0657562,332
0.85106938,332
1.8467452,332
0.32350968,332
0.72005321,332
1.0329222,332
2.278629,332
2.2040531,332
2.963728,332
3.0465311,332
1.9270253,332
3.0797649,332
0.47218112,332
2.079317,332
0.28102439,332
0.88683924,332
2.3182332,332
0.46219457,332
1.7491448,332
0.66436323,332
0.87875648,332
2.6951145,332
2.7795934,332
0.69848016,332
1.102057,332
0.6349601,332
2.5251369,332
0.83297601,332
2.2856917,332
2.0494533,332
1.9337864,332
1.5124444,332
0.92299917,332
0.15105207,332
1.3335938,332
1.0330292,332
1.4934945,332
2.2982826,332
1.7405444,332
2.4215521,332
2.6745669,332
1.3317982,332
0.29601878,332
0.070143681,332
2.2742803,332
2.3692592,332
0.77041863,332
1.2002848,332
2.5552753,332
0.36282664,332
0.040177997,332
2.6537132,332
0.66746926,332
3.0524438,332
1.8228764,332
1.6753877,332
1.1213202,332
1.7435224,332
1.9709189,332
0.47836397,332
1.4233194,332
0.48932164,332
2.7676109,332
0.36573285,332
1.8947601,332
0.002752808,332
0.4913413,332
2.3903222,332
1.8763474,332
1.9584238,332
1.1669205,332
1.0637771,332
1.5045269,332
1.6983894,332
1.7450121,332
0.36321397,332
2.6048111,332
1.3545198,332
0.98274334,332
3.0001417,332
0.36952043,332
2.3880916,332
2.704745,332
1.5696124,332
1.6255939,332
2.7462378,332
0.92490838,332
2.8116883,332
3.0495969,332
0.60285545,332
0.27455281,332
1.3585469,332
2.6551329,332
2.1783307,332
2.1721696,332
2.1972149,332
0.27184686,332
0.39800977,332
1.2645304,332
2.3051889,332
1.4614432,332
0.66707622,332
2.7227276,332
1.7232382,332
0.85354183,332
2.678187,332
3.0463652,332
1.7045983,332
0.5257868,332
1.5517819,332
0.36015589,332
1.0194695,332
2.4283942,332
0.95319709,332
1.388736,332
1.4921652,332
2.9719961,332
1.4046494,332
0.60691453,332
2.6500285,332
0.77910818,332
1.0033888,332
0.54488082,332
0.71569893,332
1.2856533,332
0.5267425,332
1.0757391,332
2.4711519,332
1.88879,332
0.8485186,332
1.6431061,332
0.87144046,332
1.8323735,332
1.8628196,332
0.02998104,332
1.5261738,332
0.24423095,332
2.3213821,332
2.5160119,332
2.5573317,332
2.0433743,332
2.3223406,332
1.1207197,332
0.1522686,332
1.0780523,332
1.4132842,332
3.0861098,332
3.1153419,332
0.013189209,332
1.4347847,332
0.32381356,332
1.9676436,332
0.48550799,332
3.0988782,332
1.2326653,332
0.86059392,332
1.1748548,332
2.4828926,332
0.86343088,332
0.56383704,332
3.1001094,332
1.4932675,332
2.6020222,332
0.10551466,332
1.8146478,332
0.93096722,332
2.6016706,332
2.5196716,332
2.8700215,332
0.19620155,332
1.5724627,332
2.3427354,332
0.16962032,332
2.7983834,332
1.0004095,332
1.9416891,332
2.8461059,332
1.1566139,332
1.9469231,332
0.24114933,332
1.186849,332
1.3656074,332
2.2914786,332
2.1977562,332
1.3094105,332
2.4871996,332
1.9482128,332
0.82727303,332
1.4060587,332
0.021772127,332
1.9219513,332
1.4302647,332
0.64294264,332
1.5189624,332
2.3633242,332
1.0232329,332
2.8088083,332
1.916132,332
2.4937236,332
0.88166831,332
2.2258187,332
1.6192662,332
2.5525481,332
2.5496086,332
1.4751344,332
0.78306147,332
1.0337327,332
1.0822696,332
1.4908362,332
0.13360788,332
2.9691931,332
1.326756,332
0.15992438,332
0.66037923,332
2.953893,332
2.9605835,332
0.49825569,332
3.0999223,332
2.5484329,332
0.52889451,332
0.55056467,332
0.21485049,332
0.71665248,332
1.8391074,332
1.9590521,332
0.52066789,332
2.0770413,332
3.0071728,332
0.62678703,332
0.44699286,332
2.6892478,332
1.5740518,332
1.075265,332
2.0516691,332
1.2663987,332
2.3832012,332
1.9797668,332
1.789467,332
3.1252321,332
0.20009981,332
1.0512057,332
1.7672566,332
2.7030989,332
1.8149942,332
1.6227463,332
0.67396285,332
2.1979756,332
2.8757704,332
1.7110692,332
0.4866732,332
0.72757722,332
0.98361136,332
1.1957375,332
1.1026239,332
1.9308611,332
2.9409114,332
2.0669597,332
2.705453,332
2.5235568,332
1.3042166,332
0.79872592,332
1.0005223,332
1.432076,332
0.34806856,332
1.9855908,332
1.9001979,332
0.046339615,332
2.7022605,332
0.75179912,332
1.0545931,332
1.0472125,332
0.90042137,332
2.6890014,332
1.0711928,332
2.9096572,332
0.59166127,332
1.5778399,332
2.2431806,332
1.0765573,332
0.093093821,332
1.5293991,332
1.5816907,332
1.0404932,332
1.3605429,332
1.3497375,332
2.9784854,332
1.883172,332
1.9362279,332
0.07702918,332
2.1885774,332
0.27205159,332
0.54673186,332
1.1503417,332
1.072816,332
1.2655048,332
2.5445924,332
1.3188277,332
1.1466087,332
1.2473211,332
1.0432511,332
1.5417734,332
2.4437136,332
3.1079036,332
1.8883509,332
1.4045414,332
2.440437,332
2.9577217,332
0.51443917,332
1.9374511,332
1.1473252,332
2.7780485,332
2.2798156,332
1.8972724,332
1.8453537,332
1.3997268,332
0.48322649,332
2.5303547,332
0.15889664,332
1.3251856,332
1.7057148,332
0.84174952,332
1.2178599,332
3.1250392,332
0.62759705,332
2.290385,332
2.4136729,332
2.2966956,332
1.9070325,332
2.3892289,332
0.069229089,332
2.4559901,332
0.094920366,332
0.19778377,332
0.25917953,332
1.0817854,332
2.1098475,332
0.60571026,332
2.2635976,332
1.715259,332
1.8887285,332
2.2358939,332
3.1375171,332
0.82078615,332
2.2557057,332
1.5285794,332
2.4819137,332
0.090098868,332
1.1089895,332
2.8011125,332
0.79378794,332
0.83633916,332
1.9944915,332
2.9029924,332
1.7281821,332
1.4070597,332
0.68613714,332
1.1054094,332
2.2469728,332
1.2588739,332
2.7491004,332
0.76194992,332
2.2555775,332
2.4771246,332
0.33677833,332
1.6710646,332
1.4950594,332
2.1619846,332
0.86768159,332
2.3742709,332
3.0647868,332
1.1273477,332
2.3987305,332
2.8960419,332
0.43763238,332
0.10596,332
1.0374759,332
1.2234792,332
2.5627719,332
2.0559773,332
1.6931004,332
0.74118804,332
0.16037544,332
1.4108126,332
0.0078097528,332
1.7547777,332
0.48969615,332
0.66158374,332
1.9782649,332
1.5010283,332
2.7467552,332
1.4960227,332
1.2936456,332
1.0033569,332
1.8788989,332
2.1939424,332
2.5792323,332
0.87979866,332
0.28419526,332
