Timestamp,IMB,runNumber,Septem,Time since run start
1550247550,24.6653,320,42.3369,762
1550247556,24.6745,320,42.3369,768
1550247562,24.6806,320,42.3353,774
1550247568,24.696,320,42.343,780
1550247574,24.7082,320,42.3446,786
1550247580,24.7159,320,42.3507,792
1550247586,24.7266,320,42.3631,798
1550247592,24.7281,320,42.3708,804
1550247598,24.7358,320,42.3738,810
1550247604,24.7389,320,42.3785,816
1550247610,24.7496,320,42.38,822
1550247616,24.7573,320,42.38,828
1550247622,24.7665,320,42.3846,834
1550247628,24.7834,320,42.3893,840
1550247634,24.7865,320,42.4001,846
1550247640,24.7972,320,42.4078,852
1550247646,24.8156,320,42.414,858
1550247652,24.8187,320,42.4186,864
1550247658,24.8371,320,42.4371,870
1550247664,25.0442,320,42.4448,876
1550247670,24.4786,320,42.4556,882
1550247676,24.8801,320,42.4587,888
1550247682,24.8877,320,42.4694,894
1550247688,24.8939,320,42.4695,900
1550247694,24.9,320,42.4787,906
1550247700,24.9076,320,42.4864,912
1550247706,24.9015,320,42.4849,918
1550247712,24.9076,320,42.4957,924
1550247718,24.9092,320,42.4957,930
1550247724,24.9092,320,42.5034,936
1550247730,24.9046,320,42.5065,942
1550247736,24.9061,320,42.5081,948
1550247742,24.9046,320,42.5065,954
1550247748,24.8908,320,42.5081,960
1550247754,25.0811,320,42.505,966
1550247760,25.075,320,42.5081,972
1550247766,24.4817,320,42.5127,978
1550247772,25.2609,320,42.5034,984
1550247778,25.0614,320,42.5034,990
1550247784,24.6485,320,42.505,996
1550247790,24.8432,320,42.5003,1002
1550247796,24.8416,320,42.4972,1008
1550247802,24.8294,320,42.5019,1014
1550247808,24.8217,320,42.4973,1020
1550247814,24.8233,320,42.4957,1026
1550247820,24.8156,320,42.5003,1032
1550247826,24.8156,320,42.4911,1038
1550247832,24.8018,320,42.4864,1044
1550247838,24.7957,320,42.4803,1050
1550247844,24.7926,320,42.4772,1056
1550247850,24.7895,320,42.4756,1062
1550247856,24.7788,320,42.4725,1068
1550247862,24.7803,320,42.4664,1074
1550247868,24.7773,320,42.4664,1080
1550247874,24.7757,320,42.4617,1086
1550247880,24.7588,320,42.4494,1092
1550247886,24.7542,320,42.4448,1098
1550247892,24.7511,320,42.4448,1104
1550247898,24.7496,320,42.4371,1110
1550247904,24.7557,320,42.4371,1116
1550247910,24.745,320,42.434,1122
1550247916,24.7327,320,42.4248,1128
1550247922,24.7297,320,42.4155,1134
1550247928,24.722,320,42.4124,1140
1550247934,24.7189,320,42.4124,1146
1550247940,24.7128,320,42.4063,1152
1550247946,24.7174,320,42.4094,1158
1550247952,24.7036,320,42.4063,1164
1550247958,24.7067,320,42.4047,1170
1550247964,24.7098,320,42.4016,1176
1550247970,24.7159,320,42.3985,1182
1550247976,24.7006,320,42.3893,1188
1550247982,24.7036,320,42.3893,1194
1550247988,24.7082,320,42.3831,1200
1550247994,24.7067,320,42.3846,1206
1550248000,24.7128,320,42.3862,1212
1550248006,24.7098,320,42.3846,1218
1550248012,24.7067,320,42.3785,1224
1550248018,24.7159,320,42.3831,1230
1550248024,24.7052,320,42.38,1236
1550248030,24.7036,320,42.38,1242
1550248036,24.6975,320,42.3785,1248
1550248042,24.7006,320,42.3831,1254
1550248048,24.696,320,42.3785,1260
1550248054,24.6914,320,42.3738,1266
1550248060,24.6868,320,42.3692,1272
1550248066,24.6776,320,42.3646,1278
1550248072,24.6714,320,42.3584,1284
1550248078,24.6714,320,42.3584,1290
1550248084,24.6745,320,42.3523,1296
1550248090,24.6684,320,42.3523,1302
1550248096,24.6699,320,42.3507,1308
1550248102,24.6745,320,42.3492,1314
1550248108,24.6791,320,42.3476,1320
1550248114,24.6684,320,42.3476,1326
1550248120,24.6669,320,42.3369,1332
1550248126,24.6653,320,42.3338,1338
1550248132,24.6607,320,42.3369,1344
1550248138,24.6546,320,42.3369,1350
1550248144,24.6561,320,42.3292,1356
1550248150,24.6484,320,42.3292,1362
1550248156,24.6376,320,42.3215,1368
1550248162,24.6438,320,42.3245,1374
1550248168,24.6392,320,42.3215,1380
1550248174,24.6392,320,42.3138,1386
1550248180,24.633,320,42.303,1392
1550248186,24.6269,320,42.2999,1398
1550248192,24.6254,320,42.2922,1404
1550248198,24.63,320,42.2922,1410
1550248204,24.6146,320,42.2922,1416
1550248210,24.6238,320,42.2845,1422
1550248216,24.6254,320,42.2799,1428
1550248222,24.6162,320,42.2814,1434
1550248228,24.6146,320,42.269,1440
1550248234,24.6101,320,42.2675,1446
1550248240,24.6024,320,42.252,1452
1550248246,24.5993,320,42.2382,1458
1550248252,24.5993,320,42.2274,1464
1550248258,24.5963,320,42.212,1470
1550248264,24.5917,320,42.1966,1476
1550248270,24.5855,320,42.1904,1482
1550248276,24.5809,320,42.1734,1488
1550248282,24.5763,320,42.1657,1494
1550248288,24.5717,320,42.1549,1500
1550248294,24.5671,320,42.1379,1506
1550248300,24.5625,320,42.1287,1512
1550248306,24.5625,320,42.1195,1518
1550248312,24.5471,320,42.101,1524
1550248318,24.5502,320,42.0902,1530
1550248324,24.5395,320,42.0794,1536
1550248330,24.541,320,42.0686,1542
1550248336,24.5364,320,42.0609,1548
1550248342,24.5395,320,42.0593,1554
1550248348,24.5333,320,42.0485,1560
1550248354,24.5395,320,42.0501,1566
1550248360,24.541,320,42.0454,1572
1550248366,24.5441,320,42.0439,1578
1550248372,24.5425,320,42.0393,1584
1550248378,24.5471,320,42.0346,1590
1550248384,24.5548,320,42.0316,1596
1550248390,24.5656,320,42.0239,1602
1550248396,24.5794,320,42.0208,1608
1550248402,24.5978,320,42.0239,1614
1550248408,24.6146,320,42.0192,1620
1550248414,24.6315,320,42.0223,1626
1550248420,24.6453,320,42.0254,1632
1550248426,24.6576,320,42.0269,1638
1550248432,24.6638,320,42.0316,1644
1550248438,24.6745,320,42.0331,1650
1550248444,24.6806,320,42.0316,1656
1550248450,24.6837,320,42.0316,1662
1550248456,24.6837,320,42.0346,1668
1550248462,24.6852,320,42.0362,1674
1550248468,24.6883,320,42.0439,1680
1550248474,24.6745,320,42.0408,1686
1550248480,24.6699,320,42.0423,1692
1550248486,24.6653,320,42.0439,1698
1550248492,24.6622,320,42.0454,1704
1550248498,24.6622,320,42.0439,1710
1550248504,24.6576,320,42.0439,1716
1550248510,24.6484,320,42.047,1722
1550248516,24.6453,320,42.0439,1728
1550248522,24.6392,320,42.0439,1734
1550248528,24.6423,320,42.0377,1740
1550248534,24.6423,320,42.0362,1746
1550248540,24.6469,320,42.0346,1752
1550248546,24.6469,320,42.0377,1758
1550248552,24.6376,320,42.0285,1764
1550248558,24.6407,320,42.0177,1770
1550248564,24.63,320,42.01,1776
1550248570,24.6315,320,42.0069,1782
1550248576,24.6269,320,42.0023,1788
1550248582,24.6177,320,41.9977,1794
1550248588,24.6192,320,41.99,1800
1550248594,24.6101,320,41.9807,1806
1550248600,24.607,320,41.9776,1812
1550248606,24.6055,320,41.9746,1818
1550248612,24.5993,320,41.9715,1824
1550248618,24.6024,320,41.9715,1830
1550248624,24.6039,320,41.9745,1836
1550248630,24.607,320,41.9746,1842
1550248636,24.6055,320,41.9776,1848
1550248642,24.6055,320,41.973,1854
1550248648,24.6131,320,41.9699,1860
1550248654,24.6208,320,41.9745,1866
1550248660,24.6192,320,41.9607,1872
1550248666,24.6254,320,41.9637,1878
1550248672,24.6162,320,41.9668,1884
1550248678,24.6208,320,41.9653,1890
1550248684,24.6116,320,41.9622,1896
1550248690,24.5993,320,41.9545,1902
1550248696,24.5993,320,41.9545,1908
1550248702,24.5917,320,41.9529,1914
1550248708,24.5901,320,41.9483,1920
1550248714,24.5794,320,41.9437,1926
1550248720,24.5687,320,41.9406,1932
1550248726,24.5671,320,41.939,1938
1550248732,24.5625,320,41.936,1944
1550248738,24.5594,320,41.9267,1950
1550248744,24.5594,320,41.9175,1956
1550248750,24.5625,320,41.9206,1962
1550248756,24.5625,320,41.9236,1968
1550248762,24.5548,320,41.9175,1974
1550248768,24.5533,320,41.9144,1980
1550248774,24.5471,320,41.9175,1986
1550248780,24.5502,320,41.9144,1992
1550248786,24.5395,320,41.9098,1998
1550248792,24.5333,320,41.9005,2004
1550248798,24.5257,320,41.8974,2010
1550248804,24.5149,320,41.8897,2016
1550248810,24.5119,320,41.8867,2022
1550248816,24.5103,320,41.8774,2028
1550248822,24.5073,320,41.8667,2034
1550248828,24.5103,320,41.8713,2040
1550248834,24.5027,320,41.8682,2046
1550248840,24.495,320,41.8651,2052
1550248846,24.4966,320,41.859,2058
1550248852,24.4904,320,41.8528,2064
1550248858,24.4889,320,41.8528,2070
1550248864,24.4812,320,41.8435,2076
1550248870,24.4843,320,41.8451,2082
1550248876,24.4828,320,41.8451,2088
1550248882,24.4751,320,41.8497,2094
1550248888,24.4766,320,41.8435,2100
1550248894,24.4766,320,41.8451,2106
1550248900,24.4705,320,41.8389,2112
1550248906,24.4629,320,41.8311,2118
1550248912,24.4552,320,41.8311,2124
1550248918,24.4506,320,41.8234,2130
1550248924,24.4398,320,41.8219,2136
1550248930,24.4429,320,41.8157,2142
1550248936,24.4491,320,41.8126,2148
1550248942,24.4567,320,41.8126,2154
1550248948,24.4751,320,41.8142,2160
1550248954,24.4966,320,41.8188,2166
1550248960,24.5211,320,41.8203,2172
1550248966,24.5548,320,41.8296,2178
1550248972,24.5886,320,41.8358,2184
1550248978,24.6238,320,41.8512,2190
1550248984,24.6622,320,41.8682,2196
1550248990,24.7052,320,41.882,2202
1550248996,24.7527,320,41.9021,2208
1550249002,24.7972,320,41.9313,2214
1550249008,25.032,320,41.9437,2220
1550249014,24.8893,320,41.9776,2226
1550249020,24.9306,320,42.0038,2232
1550249026,24.9752,320,42.0331,2238
1550249032,25.0288,320,42.0563,2244
1550249038,25.0748,320,42.0902,2250
1550249044,25.1178,320,42.1179,2256
1550249050,25.1715,320,42.1564,2262
1550249056,25.2145,320,42.1966,2268
1550249062,25.2635,320,42.2305,2274
1550249068,25.3126,320,42.2737,2280
1550249074,25.3525,320,42.3061,2286
1550249080,25.3986,320,42.3369,2292
1550249086,25.4338,320,42.3754,2298
1550249092,25.4798,320,42.4078,2304
1550249098,25.5136,320,42.4371,2310
1550249104,25.5519,320,42.4787,2316
1550249110,25.5934,320,42.5096,2322
1550249116,25.6241,320,42.5389,2328
1550249122,25.6593,320,42.5743,2334
1550249128,25.6992,320,42.6129,2340
1550249134,25.7299,320,42.6484,2346
1550249140,25.7683,320,42.6776,2352
1550249146,25.7974,320,42.707,2358
1550249152,25.8266,320,42.7394,2364
1550249158,25.8604,320,42.7671,2370
1550249164,25.8864,320,42.8165,2376
1550249170,25.9186,320,42.8458,2382
1550249176,25.9447,320,42.8735,2388
1550249182,25.977,320,42.8966,2394
1550249188,25.9984,320,42.926,2400
1550249194,26.0276,320,42.9568,2406
1550249200,26.0552,320,42.9814,2412
1550249206,26.0828,320,43.0154,2418
1550249212,26.1089,320,43.0339,2424
1550249218,26.135,320,43.0678,2430
1550249224,26.1534,320,43.0925,2436
1550249230,26.1826,320,43.1187,2442
1550249236,26.2056,320,43.148,2448
1550249242,26.2255,320,43.1696,2454
1550249248,26.2516,320,43.1897,2460
1550249254,26.2731,320,43.219,2466
1550249260,26.29,320,43.2422,2472
1550249266,26.3023,320,43.2699,2478
1550249272,26.3329,320,43.2884,2484
1550249278,26.3467,320,43.3146,2490
1550249284,26.3698,320,43.3439,2496
1550249290,26.3898,320,43.3671,2502
1550249296,26.4097,320,43.3917,2508
1550249302,26.4265,320,43.4102,2514
1550249308,26.4404,320,43.4256,2520
1550249314,26.4588,320,43.4426,2526
1550249320,26.4742,320,43.4612,2532
1550249326,26.488,320,43.4797,2538
1550249332,26.5048,320,43.4982,2544
1550249338,26.5202,320,43.5136,2550
1550249344,26.5324,320,43.5321,2556
1550249350,26.5432,320,43.5459,2562
1550249356,26.5539,320,43.5645,2568
1550249362,26.5692,320,43.5815,2574
1550249368,26.5892,320,43.5984,2580
1550249374,26.5969,320,43.6138,2586
1550249380,26.6061,320,43.6215,2592
1550249386,26.6245,320,43.6447,2598
1550249392,26.6383,320,43.6555,2604
1550249398,26.6491,320,43.6663,2610
1550249404,26.6598,320,43.6802,2616
1550249410,26.669,320,43.7033,2622
1550249416,26.6798,320,43.7187,2628
1550249422,26.6906,320,43.7341,2634
1550249428,26.7028,320,43.7511,2640
1550249434,26.7182,320,43.7588,2646
1550249440,26.7304,320,43.7711,2652
1550249446,26.7289,320,43.7789,2658
1550249452,26.7488,320,43.7928,2664
1550249458,26.7611,320,43.8067,2670
1550249464,26.7841,320,43.8205,2676
1550249470,26.7903,320,43.8298,2682
1550249476,26.8056,320,43.8421,2688
1550249482,26.8149,320,43.8514,2694
1550249488,26.8317,320,43.8653,2700
1550249494,26.8409,320,43.8761,2706
1550249500,26.8532,320,43.8931,2712
1550249506,26.8716,320,43.8977,2718
1550249512,26.887,320,43.9147,2724
1550249518,26.9008,320,43.9193,2730
1550249524,26.9146,320,43.9439,2736
1550249530,26.93,320,43.9547,2742
1550249536,26.9361,320,43.9594,2748
1550249542,26.9438,320,43.9732,2754
1550249548,26.9514,320,43.9887,2760
1550249554,26.9606,320,43.9979,2766
1550249560,26.9699,320,44.0149,2772
1550249566,26.9868,320,44.0211,2778
1550249572,26.9929,320,44.0365,2784
1550249578,27.0021,320,44.0489,2790
1550249584,27.0129,320,44.0566,2796
1550249590,27.0159,320,44.0689,2802
1550249596,27.0251,320,44.0797,2808
1550249602,27.0313,320,44.089,2814
1550249608,27.0343,320,44.0967,2820
1550249614,27.0313,320,44.0998,2826
1550249620,27.0466,320,44.1106,2832
1550249626,27.0558,320,44.1152,2838
1550249632,27.0589,320,44.1199,2844
1550249638,27.0604,320,44.1322,2850
1550249644,27.0788,320,44.1368,2856
1550249650,27.0819,320,44.143,2862
1550249656,27.0834,320,44.1461,2868
1550249662,27.088,320,44.1599,2874
1550249668,27.0911,320,44.1646,2880
1550249674,27.0957,320,44.1692,2886
1550249680,27.1003,320,44.1676,2892
1550249686,27.1049,320,44.1738,2898
1550249692,27.1142,320,44.1831,2904
1550249698,27.1157,320,44.1955,2910
1550249704,27.1218,320,44.2001,2916
1550249710,27.1218,320,44.2032,2922
1550249716,27.1234,320,44.2078,2928
1550249722,27.1326,320,44.2124,2934
1550249728,27.1418,320,44.2232,2940
1550249734,27.1495,320,44.2217,2946
1550249740,27.151,320,44.2309,2952
1550249746,27.1617,320,44.2356,2958
1550249752,27.1648,320,44.2371,2964
1550249758,27.1755,320,44.2386,2970
1550249764,27.174,320,44.2463,2976
1550249770,27.1755,320,44.2571,2982
1550249776,27.1832,320,44.2617,2988
1550249782,27.1924,320,44.2633,2994
1550249788,27.1894,320,44.2679,3000
1550249794,27.2001,320,44.2725,3006
1550249800,27.2078,320,44.2833,3012
1550249806,27.2109,320,44.2849,3018
1550249812,27.2186,320,44.288,3024
1550249818,27.2155,320,44.2864,3030
1550249824,27.2278,320,44.2926,3036
1550249830,27.2385,320,44.3034,3042
1550249836,27.2324,320,44.3111,3048
1550249842,27.24,320,44.3142,3054
1550249848,27.2492,320,44.3266,3060
1550249854,27.2569,320,44.3281,3066
1550249860,27.2584,320,44.3281,3072
1550249866,27.2676,320,44.3358,3078
1550249872,27.2676,320,44.342,3084
1550249878,27.2738,320,44.3482,3090
1550249884,27.2753,320,44.3559,3096
1550249890,27.2845,320,44.3574,3102
1550249896,27.2968,320,44.3574,3108
1550249902,27.2998,320,44.362,3114
1550249908,27.3091,320,44.3744,3120
1550249914,27.3045,320,44.379,3126
1550249920,27.3183,320,44.3867,3132
1550249926,27.3198,320,44.3898,3138
1550249932,27.3306,320,44.3929,3144
1550249938,27.3291,320,44.396,3150
1550249944,27.326,320,44.4053,3156
1550249950,27.3275,320,44.4053,3162
1550249956,27.3321,320,44.4145,3168
1550249962,27.3383,320,44.4161,3174
1550249968,27.3352,320,44.4192,3180
1550249974,27.3413,320,44.4192,3186
1550249980,27.3429,320,44.4269,3192
1550249986,27.3475,320,44.4315,3198
1550249992,27.3413,320,44.4408,3204
1550249998,27.3536,320,44.4361,3210
1550250004,27.3598,320,44.4438,3216
1550250010,27.3644,320,44.4469,3222
1550250016,27.3644,320,44.4485,3228
1550250022,27.3782,320,44.4469,3234
1550250028,27.3828,320,44.4546,3240
1550250034,27.3889,320,44.4562,3246
1550250040,27.3981,320,44.4639,3252
1550250046,27.3996,320,44.4716,3258
1550250052,27.4197,320,44.4778,3264
1550250058,27.4212,320,44.4778,3270
1550250064,27.4273,320,44.4824,3276
1550250070,27.4304,320,44.4839,3282
1550250076,27.4335,320,44.4932,3288
1550250082,27.4289,320,44.5071,3294
1550250088,27.435,320,44.507,3300
1550250094,27.4457,320,44.5179,3306
1550250100,27.4503,320,44.5271,3312
1550250106,27.4534,320,44.5364,3318
1550250112,27.4549,320,44.3452,3324
1550250118,27.4565,320,44.7371,3330
1550250124,27.458,320,44.5444,3336
1550250130,27.4641,320,44.5397,3342
1550250136,27.4687,320,44.3534,3348
1550250142,27.4703,320,44.9455,3354
1550250148,27.4733,320,44.751,3360
1550250154,27.4764,320,44.5554,3366
1550250160,27.4795,320,44.1586,3372
1550250166,27.4841,320,44.5567,3378
1550250172,27.4856,320,44.7543,3384
1550250178,27.4918,320,44.7636,3390
1550250184,27.5025,320,44.1756,3396
1550250190,27.5102,320,44.578,3402
1550250196,27.5132,320,44.9656,3408
1550250202,27.5148,320,44.578,3414
1550250208,27.5086,320,44.5796,3420
1550250214,27.5148,320,44.5904,3426
1550250220,27.5178,320,44.5873,3432
1550250226,27.5178,320,44.5919,3438
1550250232,27.5163,320,44.5888,3444
1550250238,27.5163,320,44.5965,3450
1550250244,27.5194,320,44.5904,3456
1550250250,27.5194,320,44.6043,3462
1550250256,27.5224,320,44.6027,3468
1550250262,27.5209,320,44.6089,3474
1550250268,27.524,320,44.6074,3480
1550250274,27.524,320,44.6058,3486
1550250280,27.5332,320,44.6166,3492
1550250286,27.5378,320,44.6182,3498
1550250292,27.5455,320,44.6151,3504
1550250298,27.5501,320,44.6228,3510
1550250304,27.5501,320,44.6305,3516
1550250310,27.5563,320,44.6275,3522
1550250316,27.5609,320,44.6383,3528
1550250322,27.5701,320,44.6398,3534
1550250328,27.5731,320,44.6398,3540
1550250334,27.5731,320,44.646,3546
1550250340,27.5747,320,44.6444,3552
1550250346,27.5777,320,44.6506,3558
1550250352,27.5731,320,44.646,3564
1550250358,27.5747,320,44.6522,3570
1550250364,27.5777,320,44.6491,3576
1550250370,27.5777,320,44.6599,3582
1550250376,27.5793,320,44.6614,3588
1550250382,27.5731,320,44.6629,3594
1550250388,27.5731,320,44.6737,3600
1550250394,27.5716,320,44.683,3606
1550250400,27.5747,320,44.6784,3612
1550250406,27.5777,320,44.6814,3618
1550250412,27.5762,320,44.6784,3624
1550250418,27.5793,320,44.6922,3630
1550250424,27.5885,320,44.6969,3636
1550250430,27.5854,320,44.7015,3642
1550250436,27.59,320,44.6999,3648
1550250442,27.5869,320,44.6969,3654
1550250448,27.5823,320,44.7046,3660
1550250454,27.5869,320,44.7123,3666
1550250460,27.59,320,44.7138,3672
1550250466,27.5869,320,44.72,3678
1550250472,27.5915,320,44.7292,3684
1550250478,27.5946,320,44.7277,3690
1550250484,27.5961,320,44.7323,3696
1550250490,27.5931,320,44.7308,3702
1550250496,27.5946,320,44.737,3708
1550250502,27.6007,320,44.7385,3714
1550250508,27.61,320,44.7478,3720
1550250514,27.6038,320,44.7555,3726
1550250520,27.6161,320,44.7602,3732
1550250526,27.6099,320,44.7617,3738
1550250532,27.6161,320,44.7679,3744
1550250538,27.6146,320,44.774,3750
1550250544,27.6223,320,44.771,3756
1550250550,27.6269,320,44.7787,3762
1550250556,27.6253,320,44.7817,3768
1550250562,27.633,320,44.7848,3774
1550250568,27.6438,320,44.7817,3780
1550250574,27.6407,320,44.7864,3786
1550250580,27.6453,320,44.7848,3792
1550250586,27.6561,320,44.7864,3798
1550250592,27.6545,320,44.8002,3804
1550250598,27.6561,320,44.7987,3810
1550250604,27.6561,320,44.8018,3816
1550250610,27.6607,320,44.8018,3822
1550250616,27.6622,320,44.8002,3828
1550250622,27.6637,320,44.8126,3834
1550250628,27.6699,320,44.8141,3840
1550250634,27.6637,320,44.8157,3846
1550250640,27.6653,320,44.8218,3852
1550250646,27.6653,320,44.8249,3858
1550250652,27.6576,320,44.8157,3864
1550250658,27.653,320,44.8203,3870
1550250664,27.6545,320,44.8296,3876
1550250670,27.6637,320,44.8265,3882
1550250676,27.6653,320,44.8296,3888
1550250682,27.6653,320,44.8249,3894
1550250688,27.6729,320,44.8265,3900
1550250694,27.6714,320,44.8358,3906
1550250700,27.6714,320,44.842,3912
1550250706,27.6806,320,44.8481,3918
1550250712,27.6775,320,44.8543,3924
1550250718,27.6852,320,44.8666,3930
1550250724,27.6929,320,44.8636,3936
1550250730,27.6975,320,44.8713,3942
1550250736,27.6867,320,44.8697,3948
1550250742,27.6959,320,44.8759,3954
1550250748,27.6959,320,44.8743,3960
1550250754,27.699,320,44.8713,3966
1550250760,27.7021,320,44.8728,3972
1550250766,27.7005,320,44.8713,3978
1550250772,27.699,320,44.8697,3984
1550250778,27.699,320,44.8728,3990
1550250784,27.7021,320,44.8759,3996
1550250790,27.7051,320,44.8728,4002
1550250796,27.7128,320,44.8759,4008
1550250802,27.7082,320,44.8743,4014
1550250808,27.7143,320,44.8743,4020
1550250814,27.7235,320,44.879,4026
1550250820,27.7312,320,44.8805,4032
1550250826,27.7297,320,44.8836,4038
1550250832,27.7374,320,44.8805,4044
1550250838,27.7481,320,44.8959,4050
1550250844,27.7543,320,44.8928,4056
1550250850,27.7451,320,44.9005,4062
1550250856,27.7574,320,44.8913,4068
1550250862,27.7574,320,44.899,4074
1550250868,27.7512,320,44.8975,4080
1550250874,27.7527,320,44.9082,4086
1550250880,27.7527,320,44.9098,4092
1550250886,27.742,320,44.916,4098
1550250892,27.7343,320,44.916,4104
1550250898,27.7343,320,44.9206,4110
1550250904,27.7327,320,44.9221,4116
1550250910,27.7327,320,44.9206,4122
1550250916,27.7312,320,44.9267,4128
1550250922,27.722,320,44.9221,4134
1550250928,27.7235,320,44.9175,4140
1550250934,27.7235,320,44.9113,4146
1550250940,27.7281,320,44.9067,4152
1550250946,27.722,320,44.9113,4158
1550250952,27.7205,320,44.9067,4164
1550250958,27.7205,320,44.9083,4170
1550250964,27.7312,320,44.9052,4176
1550250970,27.7235,320,44.9052,4182
1550250976,27.7159,320,44.9021,4188
1550250982,27.7082,320,44.9052,4194
1550250988,27.7067,320,44.899,4200
1550250994,27.7082,320,44.8959,4206
1550251000,27.7113,320,44.8959,4212
1550251006,27.7143,320,44.8944,4218
1550251012,27.7235,320,44.8959,4224
1550251018,27.7251,320,44.8928,4230
1550251024,27.7251,320,44.9021,4236
1550251030,27.7205,320,44.9021,4242
1550251036,27.7251,320,44.9052,4248
1550251042,27.7312,320,44.9083,4254
1550251048,27.7281,320,44.9113,4260
