width,run
4.0158244,335
3.4648196,335
3.4463627,335
3.207934,335
3.1408014,335
3.1328503,335
5.140312,335
3.445044,335
3.5387512,335
3.9792824,335
4.5562931,335
3.115049,335
3.6565519,335
4.3557289,335
3.9350503,335
4.3892807,335
2.9061624,335
3.9005833,335
4.5230232,335
4.1231743,335
3.4420793,335
4.6183363,335
4.9531478,335
3.2540474,335
3.1265867,335
4.0309208,335
3.4119035,335
4.5484169,335
3.3752154,335
3.4644849,335
3.2218628,335
4.6759988,335
3.3915314,335
3.8358859,335
3.3612307,335
4.9014274,335
3.7916404,335
2.8259299,335
3.8402422,335
4.0412946,335
5.3352926,335
4.7101708,335
3.1866562,335
4.1231514,335
4.3718261,335
4.3364006,335
4.2065271,335
2.9051681,335
3.4433579,335
3.9688344,335
2.853887,335
3.9306159,335
3.571598,335
3.7370075,335
3.0794765,335
3.1482676,335
4.1903424,335
2.9222467,335
3.5563109,335
4.071786,335
4.6135876,335
2.9717702,335
3.0750989,335
3.4725288,335
3.317361,335
4.8881059,335
2.7733007,335
5.2319141,335
3.4244407,335
4.3437768,335
3.3622198,335
4.105141,335
4.6179208,335
4.2755257,335
4.3780399,335
3.7982732,335
2.932573,335
3.9385763,335
3.7409463,335
3.9904481,335
3.7959778,335
3.1679141,335
2.9741771,335
3.2924073,335
3.6316711,335
3.4017371,335
3.0966742,335
2.6829378,335
4.224275,335
4.8248738,335
3.6849154,335
4.2891228,335
3.1794214,335
4.5144322,335
3.1257385,335
3.3478243,335
4.3197657,335
3.4890711,335
3.7666301,335
3.2684831,335
4.0485712,335
2.9086629,335
5.5056149,335
4.3688111,335
4.5532744,335
3.0433977,335
3.2824497,335
3.8646917,335
6.1215801,335
3.5528237,335
4.8785772,335
3.7094121,335
2.9507779,335
4.5898555,335
3.6502944,335
3.3985434,335
2.4864055,335
4.7899172,335
3.6483095,335
4.3191632,335
4.1956189,335
3.8690428,335
4.882349,335
3.1021836,335
3.2530028,335
2.9986611,335
3.6089727,335
2.9844761,335
2.3476393,335
3.1391581,335
2.4102281,335
3.8469594,335
4.0153466,335
3.3036257,335
3.6020351,335
3.6008613,335
3.5954034,335
2.6808848,335
4.2438449,335
3.7633049,335
2.7083963,335
4.0328712,335
4.9069539,335
3.6641434,335
3.9617763,335
2.9549736,335
2.917935,335
3.9817205,335
3.1457606,335
3.5386037,335
3.4594651,335
3.7632174,335
2.7327065,335
3.4235581,335
2.8639537,335
4.1254458,335
3.8199018,335
3.1566875,335
2.6363695,335
3.2262834,335
4.0225453,335
4.0274693,335
2.991013,335
3.2179722,335
2.693052,335
4.1616305,335
4.57498,335
3.6367461,335
3.4817106,335
2.9816733,335
4.003198,335
3.9267132,335
5.1688707,335
3.3077406,335
3.0681041,335
3.6597924,335
2.6730769,335
3.4300253,335
3.4269326,335
3.2876084,335
4.1423854,335
4.0099598,335
3.1564203,335
3.6021544,335
3.5737376,335
3.4614554,335
3.2791587,335
3.4529029,335
3.2697159,335
3.9846213,335
2.8759047,335
2.9594084,335
4.3110082,335
3.4687261,335
3.9774151,335
3.9672825,335
3.9019423,335
4.9635677,335
3.7224806,335
4.2614832,335
2.8871094,335
5.410622,335
3.454107,335
3.4870767,335
4.4101251,335
3.961246,335
3.5446576,335
2.7560634,335
3.6914436,335
2.440088,335
4.1160012,335
4.1720057,335
3.5102543,335
2.9975373,335
2.4844313,335
4.4061585,335
3.4549772,335
4.1614767,335
3.1016132,335
4.9124531,335
3.7556749,335
3.8905784,335
3.5586103,335
3.5578317,335
2.9627138,335
3.9447452,335
4.4413637,335
3.7360838,335
3.9486659,335
3.5391886,335
3.6937219,335
3.0757987,335
4.1565824,335
2.3914882,335
3.0731257,335
3.078889,335
4.3676893,335
2.4972627,335
3.6044403,335
3.8098006,335
4.3466168,335
3.789264,335
3.8236497,335
3.692369,335
3.476685,335
3.3344113,335
3.7399332,335
4.1284736,335
2.8996934,335
2.7161373,335
2.8352351,335
3.9772199,335
3.3921661,335
4.2382977,335
3.6656653,335
2.8857387,335
3.1363657,335
5.3010647,335
4.2721376,335
2.9845648,335
4.0434611,335
