length,run
3.9182594,339
5.3217783,339
4.4332146,339
4.9511969,339
5.0961607,339
3.6467247,339
3.5196242,339
3.1679271,339
4.1975702,339
4.6359052,339
4.6519002,339
3.8382541,339
3.1351306,339
9.6463275,339
4.4174125,339
4.8293168,339
5.7624603,339
4.1103316,339
5.1441303,339
3.6116861,339
5.5657073,339
5.6313525,339
7.6527771,339
6.6479196,339
3.6208074,339
4.6566335,339
3.635585,339
3.9164537,339
5.6955653,339
5.6926499,339
5.5682533,339
4.6980435,339
5.3501933,339
4.8800597,339
6.493626,339
3.4974906,339
5.9810419,339
5.1331139,339
6.3310968,339
3.3545725,339
5.2550977,339
4.0997724,339
3.2168332,339
4.5051016,339
4.9721562,339
3.6929443,339
4.5260087,339
5.1099349,339
7.5065557,339
3.09776,339
5.3716885,339
4.3618777,339
3.5843975,339
4.1613945,339
7.8279349,339
3.417569,339
3.3396465,339
4.6225195,339
8.1773264,339
4.9324745,339
5.8890171,339
5.7986275,339
8.0269357,339
5.0342331,339
3.9593576,339
4.6704596,339
4.9875639,339
3.9102381,339
5.5736788,339
4.7555911,339
4.1264548,339
2.998544,339
6.3397186,339
4.7747952,339
3.740918,339
4.6282056,339
4.400049,339
3.2143832,339
5.706131,339
6.2638764,339
7.2440364,339
3.297022,339
5.0474178,339
3.2550612,339
5.0679794,339
3.2117791,339
4.2072508,339
3.7803189,339
4.3235841,339
4.5786833,339
4.8084689,339
5.8048303,339
3.1711842,339
2.920519,339
3.6329142,339
4.6477364,339
6.2853504,339
2.9998776,339
4.2023086,339
4.4398172,339
3.3081713,339
3.9158939,339
4.0393048,339
3.5340303,339
3.0622767,339
3.6565153,339
3.8358926,339
3.6293457,339
4.9155431,339
4.3882655,339
4.0867087,339
4.1797433,339
5.1149006,339
3.4733794,339
4.3261596,339
4.3636461,339
3.6469038,339
4.9190085,339
3.9333316,339
5.332206,339
4.0709227,339
5.7100273,339
3.6616369,339
4.5809962,339
4.9266317,339
3.2757945,339
4.9360651,339
3.228925,339
3.830719,339
5.2861338,339
5.1837909,339
2.6488168,339
3.849576,339
4.6119608,339
3.7459536,339
4.262191,339
4.9436751,339
3.0657267,339
3.3384249,339
3.8294437,339
6.5070576,339
3.5992239,339
5.0133984,339
3.7703043,339
6.153381,339
4.286119,339
3.8507447,339
2.9732681,339
5.0750627,339
5.7396833,339
3.8189274,339
5.3924763,339
6.0952854,339
4.7072488,339
5.2431779,339
5.523802,339
5.315591,339
4.624868,339
4.0434292,339
4.2671545,339
4.6043398,339
6.0215626,339
4.5131201,339
5.6719706,339
6.8915046,339
2.7976367,339
3.8581062,339
4.1089383,339
3.5059458,339
5.3413888,339
3.4815411,339
3.6449809,339
3.4128917,339
4.3462087,339
4.0211899,339
3.1540196,339
4.6810383,339
3.5924557,339
4.2843495,339
4.0702261,339
6.0685372,339
5.9407942,339
4.9095692,339
3.7470753,339
3.9432498,339
4.3498542,339
7.575545,339
4.6151834,339
4.7443872,339
4.1621185,339
4.374834,339
5.22548,339
3.3475107,339
4.9465439,339
3.184256,339
4.4489438,339
4.2126742,339
4.1198948,339
4.8126671,339
3.776361,339
2.9264173,339
6.4781552,339
4.4428994,339
2.9721953,339
4.4503573,339
5.7582816,339
6.9943555,339
3.0948499,339
3.9422273,339
3.58978,339
4.9286921,339
5.8621503,339
6.5835146,339
4.6860659,339
4.1206112,339
4.5147981,339
3.0077192,339
8.5256192,339
4.7528987,339
5.536617,339
8.1463699,339
5.3620728,339
2.8369001,339
3.4953279,339
3.8601119,339
6.463194,339
4.2123834,339
4.5190299,339
4.3994215,339
4.4948386,339
5.0357659,339
8.1646674,339
9.7397223,339
8.9601427,339
5.4694724,339
4.9404055,339
6.1750988,339
4.0538565,339
5.1665139,339
5.4178051,339
4.415883,339
4.5903976,339
4.2346187,339
3.1491672,339
4.8266246,339
4.7475764,339
5.0311056,339
5.7700147,339
6.1742467,339
4.1641588,339
5.5749491,339
3.7360718,339
4.1287843,339
4.0114007,339
8.7421992,339
6.62937,339
4.9618945,339
5.1901455,339
7.2690199,339
2.8570908,339
4.0702555,339
6.7918625,339
8.492746,339
3.9082835,339
5.4434242,339
5.6284191,339
5.7419398,339
5.9966382,339
3.4329272,339
5.7176211,339
3.6797805,339
5.2080246,339
3.7475396,339
4.0138003,339
4.5325613,339
5.3544732,339
4.3620326,339
5.0427678,339
4.9415175,339
3.1228788,339
4.2545496,339
6.7515402,339
4.3909305,339
7.1742363,339
5.5117943,339
5.2812419,339
3.2561091,339
7.6392756,339
5.5921743,339
4.7914977,339
4.5430255,339
4.3198766,339
4.1084613,339
3.2054247,339
4.0471807,339
3.8503608,339
5.6756098,339
4.747002,339
4.770269,339
4.3222306,339
5.8589586,339
3.7599601,339
4.2456079,339
4.2813198,339
5.5665428,339
4.4706545,339
4.715659,339
3.5931763,339
3.2222,339
3.0483495,339
3.992786,339
3.9076473,339
3.763682,339
4.1264447,339
3.7493908,339
4.9983093,339
3.9663161,339
4.1183576,339
3.537309,339
5.5545258,339
5.0046037,339
