Type,charge / e-,counts,FitRange
Polya,1003.2098,34,false
Polya,1049.5681,47,false
Polya,1099.8195,74,false
Polya,1154.3925,134,false
Polya,1213.7648,177,false
Polya,1278.4674,250,false
Polya,1349.0866,319,false
Polya,1426.2656,363,false
Polya,1510.703,340,true
Polya,1603.1475,389,true
Polya,1704.3893,420,true
Polya,1815.2452,492,true
Polya,1936.5377,479,true
Polya,2069.068,435,true
Polya,2213.5825,480,true
Polya,2370.737,455,true
Polya,2541.0595,408,true
Polya,2724.9169,426,true
Polya,2922.4907,423,true
Polya,3133.7636,389,true
Polya,3358.5212,338,true
Polya,3596.3667,315,true
Polya,3846.7478,265,true
Polya,4108.9905,259,true
Polya,4382.3363,256,true
Polya,4665.9783,178,true
Polya,4959.0932,138,true
Polya,5260.8674,124,true
Polya,5570.5171,90,true
Polya,5887.3014,80,true
Polya,6210.5312,59,true
Polya,6539.573,64,true
Polya,6873.8501,45,true
Polya,7212.8408,43,true
Polya,7556.0761,24,true
Polya,7903.1358,23,true
Polya,8253.6444,13,true
Polya,8607.267,15,true
Polya,8963.705,10,true
Polya,9322.6926,6,true
Polya,9683.9928,10,true
Polya,10047.394,9,true
Polya,10412.709,4,true
Polya,10779.768,3,true
Polya,11148.42,1,true
Polya,11518.531,3,true
Polya,11889.98,2,true
Polya,12262.657,2,true
Polya,12636.465,3,true
Polya,13011.316,0,true
Polya,13387.129,0,true
Polya,13763.832,0,true
Polya,14141.359,0,true
Polya,14519.652,0,true
Polya,14898.656,0,true
Polya,15278.322,0,true
Polya,15658.604,0,true
Polya,16039.461,1,true
Polya,16420.857,0,true
Polya,16802.756,0,true
Polya,17185.126,0,true
Polya,17567.938,0,true
Polya,17951.166,0,true
Polya,18334.785,0,true
Polya,18718.771,0,true
Polya,19103.104,1,true
Polya,19487.763,0,true
Polya,19872.731,0,true
Polya,20257.991,0,true
Polya,20643.526,0,true
Polya,21029.323,0,true
Polya,21415.368,0,true
Polya,21801.648,0,true
Polya,22188.15,0,true
Polya,22574.865,0,true
Polya,22961.782,1,true
Polya,23348.89,0,true
Polya,23736.181,0,true
Polya,24123.646,0,true
Polya,24511.277,0,true
Polya,24899.067,0,true
Fit,1003.2098,258.64527,false
Fit,1034.1374,268.59687,false
Fit,1065.0651,278.34962,false
Fit,1095.9927,287.88928,false
Fit,1126.9204,297.20296,false
Fit,1157.848,306.27903,false
Fit,1188.7756,315.10706,false
Fit,1219.7033,323.67779,false
Fit,1250.6309,331.98308,false
Fit,1281.5586,340.0158,false
Fit,1312.4862,347.76984,false
Fit,1343.4139,355.24005,false
Fit,1374.3415,362.42215,false
Fit,1405.2692,369.31271,false
Fit,1436.1968,375.9091,false
Fit,1467.1244,382.20944,false
Fit,1498.0521,388.21255,false
Fit,1528.9797,393.91792,true
Fit,1559.9074,399.32566,true
Fit,1590.835,404.43645,true
Fit,1621.7627,409.25151,true
Fit,1652.6903,413.77258,true
Fit,1683.618,418.00185,true
Fit,1714.5456,421.94195,true
Fit,1745.4733,425.59589,true
Fit,1776.4009,428.96708,true
Fit,1807.3285,432.05925,true
Fit,1838.2562,434.87642,true
Fit,1869.1838,437.42294,true
Fit,1900.1115,439.70336,true
Fit,1931.0391,441.7225,true
Fit,1961.9668,443.48536,true
Fit,1992.8944,444.99715,true
Fit,2023.8221,446.26322,true
Fit,2054.7497,447.28908,true
Fit,2085.6773,448.08034,true
Fit,2116.605,448.64274,true
Fit,2147.5326,448.98209,true
Fit,2178.4603,449.1043,true
Fit,2209.3879,449.01531,true
Fit,2240.3156,448.72111,true
Fit,2271.2432,448.22772,true
Fit,2302.1709,447.5412,true
Fit,2333.0985,446.66758,true
Fit,2364.0262,445.61291,true
Fit,2394.9538,444.38321,true
Fit,2425.8814,442.9845,true
Fit,2456.8091,441.42273,true
Fit,2487.7367,439.70385,true
Fit,2518.6644,437.83373,true
Fit,2549.592,435.8182,true
Fit,2580.5197,433.66302,true
Fit,2611.4473,431.37388,true
Fit,2642.375,428.95642,true
Fit,2673.3026,426.41617,true
Fit,2704.2302,423.7586,true
Fit,2735.1579,420.98909,true
Fit,2766.0855,418.11291,true
Fit,2797.0132,415.13527,true
Fit,2827.9408,412.06126,true
Fit,2858.8685,408.89588,true
Fit,2889.7961,405.64402,true
Fit,2920.7238,402.31049,true
Fit,2951.6514,398.89997,true
Fit,2982.579,395.41705,true
Fit,3013.5067,391.86621,true
Fit,3044.4343,388.25182,true
Fit,3075.362,384.57815,true
Fit,3106.2896,380.84936,true
Fit,3137.2173,377.06949,true
Fit,3168.1449,373.24249,true
Fit,3199.0726,369.37218,true
Fit,3230.0002,365.46229,true
Fit,3260.9279,361.51645,true
Fit,3291.8555,357.53816,true
Fit,3322.7831,353.53082,true
Fit,3353.7108,349.49774,true
Fit,3384.6384,345.44211,true
Fit,3415.5661,341.36703,true
Fit,3446.4937,337.2755,true
Fit,3477.4214,333.17039,true
Fit,3508.349,329.05451,true
Fit,3539.2767,324.93056,true
Fit,3570.2043,320.80112,true
Fit,3601.1319,316.66871,true
Fit,3632.0596,312.53574,true
Fit,3662.9872,308.40453,true
Fit,3693.9149,304.2773,true
Fit,3724.8425,300.15621,true
Fit,3755.7702,296.04331,true
Fit,3786.6978,291.94057,true
