Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Fit,1374.3415,1299.5185,true,0
Fit,1405.2692,1322.383,true,0
Fit,1436.1968,1344.2227,true,0
Fit,1467.1244,1365.0357,true,0
Fit,1498.0521,1384.8222,true,0
Fit,1528.9797,1403.5844,true,0
Fit,1559.9074,1421.3262,true,0
Fit,1590.835,1438.0536,true,0
Fit,1621.7627,1453.7736,true,0
Fit,1652.6903,1468.4951,true,0
Fit,1683.618,1482.2283,true,0
Fit,1714.5456,1494.9844,true,0
Fit,1745.4733,1506.7759,true,0
Fit,1776.4009,1517.6165,true,0
Fit,1807.3285,1527.5204,true,0
Fit,1838.2562,1536.5031,true,0
Fit,1869.1838,1544.5806,true,0
Fit,1900.1115,1551.7698,true,0
Fit,1931.0391,1558.0879,true,0
Fit,1961.9668,1563.553,true,0
Fit,1992.8944,1568.1836,true,0
Fit,2023.8221,1571.9983,true,0
Fit,2054.7497,1575.0164,true,0
Fit,2085.6773,1577.2574,true,0
Fit,2116.605,1578.7411,true,0
Fit,2147.5326,1579.4873,true,0
Fit,2178.4603,1579.5161,true,0
Fit,2209.3879,1578.8478,true,0
Fit,2240.3156,1577.5025,true,0
Fit,2271.2432,1575.5006,true,0
Fit,2302.1709,1572.8623,true,0
Fit,2333.0985,1569.6078,true,0
Fit,2364.0262,1565.7573,true,0
Fit,2394.9538,1561.3308,true,0
Fit,2425.8814,1556.3482,true,0
Fit,2456.8091,1550.8293,true,0
Fit,2487.7367,1544.7937,true,0
Fit,2518.6644,1538.2608,true,0
Fit,2549.592,1531.2497,true,0
Fit,2580.5197,1523.7794,true,0
Fit,2611.4473,1515.8685,true,0
Fit,2642.375,1507.5355,true,0
Fit,2673.3026,1498.7985,true,0
Fit,2704.2302,1489.6754,true,0
Fit,2735.1579,1480.1837,true,0
Fit,2766.0855,1470.3406,true,0
Fit,2797.0132,1460.1631,true,0
Fit,2827.9408,1449.6679,true,0
Fit,2858.8685,1438.871,true,0
Fit,2889.7961,1427.7886,true,0
Fit,2920.7238,1416.4361,true,0
Fit,2951.6514,1404.8288,true,0
Fit,2982.579,1392.9816,true,0
Fit,3013.5067,1380.9091,true,0
Fit,3044.4343,1368.6255,true,0
Fit,3075.362,1356.1445,true,0
Fit,3106.2896,1343.4797,true,0
Fit,3137.2173,1330.6443,true,0
Fit,3168.1449,1317.651,true,0
Fit,3199.0726,1304.5122,true,0
Fit,3230.0002,1291.2401,true,0
Fit,3260.9279,1277.8464,true,0
Fit,3291.8555,1264.3426,true,0
Fit,3322.7831,1250.7396,true,0
Fit,3353.7108,1237.0482,true,0
Fit,3384.6384,1223.2787,true,0
Fit,3415.5661,1209.4414,true,0
Fit,3446.4937,1195.5459,true,0
Fit,3477.4214,1181.6016,true,0
Fit,3508.349,1167.6176,true,0
Fit,3539.2767,1153.6028,true,0
Fit,3570.2043,1139.5656,true,0
Fit,3601.1319,1125.5141,true,0
Fit,3632.0596,1111.4564,true,0
Fit,3662.9872,1097.4,true,0
Fit,3693.9149,1083.3522,true,0
Fit,3724.8425,1069.32,true,0
Fit,3755.7702,1055.3102,true,0
Fit,3786.6978,1041.3292,true,0
Fit,3817.6255,1027.3834,true,0
Fit,3848.5531,1013.4787,true,0
Fit,3879.4808,999.62076,true,0
Fit,3910.4084,985.81507,true,0
Fit,3941.336,972.06686,true,0
Fit,3972.2637,958.38113,true,0
Fit,4003.1913,944.76263,true,0
Fit,4034.119,931.21591,true,0
Fit,4065.0466,917.74528,true,0
Fit,4095.9743,904.35486,true,0
Fit,4126.9019,891.04853,true,0
Fit,4157.8296,877.83001,true,0
Fit,4188.7572,864.70278,true,0
Fit,4219.6848,851.67016,true,0
Fit,4250.6125,838.73528,true,0
Fit,4281.5401,825.90109,true,0
Fit,4312.4678,813.17034,true,0
Fit,4343.3954,800.54564,true,0
Fit,4374.3231,788.02944,true,0
Fit,4405.2507,775.62399,true,0
Fit,4436.1784,763.33143,true,0
Fit,4467.106,751.15372,true,0
Fit,4498.0336,739.09269,true,0
Fit,4528.9613,727.15002,true,0
Fit,4559.8889,715.32726,true,0
Fit,4590.8166,703.62584,true,0
Fit,4621.7442,692.04703,true,0
Fit,4652.6719,680.59201,true,0
Fit,4683.5995,669.26182,true,0
Fit,4714.5272,658.05741,true,0
Fit,4745.4548,646.97959,true,0
Fit,4776.3825,636.02909,true,0
Fit,4807.3101,625.20651,true,0
Fit,4838.2377,614.51238,true,0
Fit,4869.1654,603.94713,true,0
Fit,4900.093,593.51107,true,0
Fit,4931.0207,583.20446,true,0
Fit,4961.9483,573.02745,true,0
Fit,4992.876,562.98013,true,0
Fit,5023.8036,553.0625,true,0
Fit,5054.7313,543.27448,true,0
Fit,5085.6589,533.61594,true,0
Fit,5116.5865,524.08666,true,0
Fit,5147.5142,514.68636,true,0
Fit,5178.4418,505.41471,true,0
Fit,5209.3695,496.27131,true,0
Fit,5240.2971,487.2557,true,0
Fit,5271.2248,478.36738,true,0
Fit,5302.1524,469.6058,true,0
Fit,5333.0801,460.97033,true,0
Fit,5364.0077,452.46033,true,0
Fit,5394.9354,444.0751,true,0
Fit,5425.863,435.8139,true,0
Fit,5456.7906,427.67595,true,0
Fit,5487.7183,419.66043,true,0
Fit,5518.6459,411.7665,true,0
Fit,5549.5736,403.99326,true,0
Fit,5580.5012,396.3398,true,0
Fit,5611.4289,388.80518,true,0
Fit,5642.3565,381.38842,true,0
Fit,5673.2842,374.08852,true,0
Fit,5704.2118,366.90447,true,0
Fit,5735.1394,359.83521,true,0
Fit,5766.0671,352.87967,true,0
Fit,5796.9947,346.03679,true,0
Fit,5827.9224,339.30544,true,0
Fit,5858.85,332.68452,true,0
Fit,5889.7777,326.17288,true,0
Fit,5920.7053,319.76938,true,0
Fit,5951.633,313.47287,true,0
Fit,5982.5606,307.28216,true,0
Fit,6013.4883,301.19609,true,0
Fit,6044.4159,295.21345,true,0
Fit,6075.3435,289.33305,true,0
Fit,6106.2712,283.5537,true,0
Fit,6137.1988,277.87417,true,0
Fit,6168.1265,272.29325,true,0
Fit,6199.0541,266.80973,true,0
Fit,6229.9818,261.42239,true,0
Fit,6260.9094,256.13001,true,0
Fit,6291.8371,250.93135,true,0
Fit,6322.7647,245.8252,true,0
Fit,6353.6923,240.81034,true,0
Fit,6384.62,235.88554,true,0
Fit,6415.5476,231.04958,true,0
Fit,6446.4753,226.30124,true,0
Fit,6477.4029,221.63932,true,0
Fit,6508.3306,217.0626,true,0
Fit,6539.2582,212.56987,true,0
Fit,6570.1859,208.15993,true,0
Fit,6601.1135,203.83158,true,0
Fit,6632.0411,199.58365,true,0
Fit,6662.9688,195.41493,true,0
Fit,6693.8964,191.32426,true,0
Fit,6724.8241,187.31046,true,0
Fit,6755.7517,183.37237,true,0
Fit,6786.6794,179.50884,true,0
Fit,6817.607,175.71871,true,0
Fit,6848.5347,172.00086,true,0
Fit,6879.4623,168.35415,true,0
Fit,6910.39,164.77747,true,0
Fit,6941.3176,161.26969,true,0
Fit,6972.2452,157.82973,true,0
Fit,7003.1729,154.45648,true,0
Fit,7034.1005,151.14888,true,0
Fit,7065.0282,147.90584,true,0
Fit,7095.9558,144.72631,true,0
Fit,7126.8835,141.60924,true,0
Fit,7157.8111,138.55359,true,0
Fit,7188.7388,135.55833,true,0
Fit,7219.6664,132.62245,true,0
Fit,7250.594,129.74493,true,0
Fit,7281.5217,126.92479,true,0
Fit,7312.4493,124.16105,true,0
Fit,7343.377,121.45272,true,0
Fit,7374.3046,118.79886,true,0
Fit,7405.2323,116.19851,true,0
Fit,7436.1599,113.65074,true,0
Fit,7467.0876,111.15462,true,0
Fit,7498.0152,108.70923,true,0
Fit,7528.9429,106.31368,true,0
Fit,7559.8705,103.96708,true,0
Fit,7590.7981,101.66855,true,0
Fit,7621.7258,99.41722,true,0
Fit,7652.6534,97.212237,true,0
Fit,7683.5811,95.052757,true,0
Fit,7714.5087,92.937951,true,0
Fit,7745.4364,90.866998,true,0
Fit,7776.364,88.83909,true,0
Fit,7807.2917,86.853431,true,0
Fit,7838.2193,84.909235,true,0
Fit,7869.1469,83.005729,true,0
Fit,7900.0746,81.142151,true,0
Fit,7931.0022,79.31775,true,0
Fit,7961.9299,77.531787,true,0
Fit,7992.8575,75.783533,true,0
Fit,8023.7852,74.072271,true,0
Fit,8054.7128,72.397295,true,0
Fit,8085.6405,70.75791,true,0
Fit,8116.5681,69.153432,true,0
Fit,8147.4957,67.583187,true,0
Fit,8178.4234,66.046513,true,0
Fit,8209.351,64.542758,true,0
Fit,8240.2787,63.071279,true,0
Fit,8271.2063,61.631447,true,0
Fit,8302.134,60.22264,true,0
Fit,8333.0616,58.844248,true,0
Fit,8363.9893,57.49567,true,0
Fit,8394.9169,56.176316,true,0
Fit,8425.8446,54.885606,true,0
Fit,8456.7722,53.622969,true,0
Fit,8487.6998,52.387844,true,0
Fit,8518.6275,51.17968,true,0
Fit,8549.5551,49.997936,true,0
Fit,8580.4828,48.842078,true,0
Fit,8611.4104,47.711584,true,0
Fit,8642.3381,46.605939,true,0
Fit,8673.2657,45.524639,true,0
Fit,8704.1934,44.467188,true,0
Fit,8735.121,43.433099,true,0
Fit,8766.0486,42.421892,true,0
Fit,8796.9763,41.433099,true,0
Fit,8827.9039,40.466258,true,0
Fit,8858.8316,39.520916,true,0
Fit,8889.7592,38.596628,true,0
Fit,8920.6869,37.692957,true,0
Fit,8951.6145,36.809475,true,0
Fit,8982.5422,35.945761,true,0
Fit,9013.4698,35.101402,true,0
Fit,9044.3975,34.275993,true,0
Fit,9075.3251,33.469137,true,0
Fit,9106.2527,32.680443,true,0
Fit,9137.1804,31.909528,true,0
Fit,9168.108,31.156016,true,0
Fit,9199.0357,30.41954,true,0
Fit,9229.9633,29.699738,true,0
Fit,9260.891,28.996255,true,0
Fit,9291.8186,28.308743,true,0
Fit,9322.7463,27.636863,true,0
Fit,9353.6739,26.980278,true,0
Fit,9384.6015,26.338661,true,0
Fit,9415.5292,25.711691,true,0
Fit,9446.4568,25.099053,true,0
