Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Fit,1264.9457,1589.8282,true,0
Fit,1299.1936,1575.0101,true,0
Fit,1333.4415,1559.6232,true,0
Fit,1367.6894,1543.7226,true,0
Fit,1401.9372,1527.3594,true,0
Fit,1436.1851,1510.5818,true,0
Fit,1470.433,1493.4346,true,0
Fit,1504.6809,1475.96,true,0
Fit,1538.9288,1458.1972,true,0
Fit,1573.1767,1440.1831,true,0
Fit,1607.4246,1421.9521,true,0
Fit,1641.6725,1403.5363,true,0
Fit,1675.9204,1384.9661,true,0
Fit,1710.1683,1366.2695,true,0
Fit,1744.4162,1347.473,true,0
Fit,1778.6641,1328.6012,true,0
Fit,1812.912,1309.677,true,0
Fit,1847.1599,1290.7221,true,0
Fit,1881.4078,1271.7564,true,0
Fit,1915.6557,1252.7988,true,0
Fit,1949.9036,1233.8666,true,0
Fit,1984.1515,1214.9761,true,0
Fit,2018.3994,1196.1426,true,0
Fit,2052.6473,1177.3799,true,0
Fit,2086.8952,1158.7013,true,0
Fit,2121.1431,1140.1188,true,0
Fit,2155.391,1121.6436,true,0
Fit,2189.6388,1103.2863,true,0
Fit,2223.8867,1085.0563,true,0
Fit,2258.1346,1066.9626,true,0
Fit,2292.3825,1049.0132,true,0
Fit,2326.6304,1031.2158,true,0
Fit,2360.8783,1013.5772,true,0
Fit,2395.1262,996.10356,true,0
Fit,2429.3741,978.80072,true,0
Fit,2463.622,961.67385,true,0
Fit,2497.8699,944.72763,true,0
Fit,2532.1178,927.9663,true,0
Fit,2566.3657,911.39366,true,0
Fit,2600.6136,895.01308,true,0
Fit,2634.8615,878.82755,true,0
Fit,2669.1094,862.83969,true,0
Fit,2703.3573,847.05176,true,0
Fit,2737.6052,831.46572,true,0
Fit,2771.8531,816.08321,true,0
Fit,2806.101,800.90558,true,0
Fit,2840.3489,785.9339,true,0
Fit,2874.5968,771.169,true,0
Fit,2908.8447,756.61147,true,0
Fit,2943.0926,742.26167,true,0
Fit,2977.3404,728.11975,true,0
Fit,3011.5883,714.18566,true,0
Fit,3045.8362,700.45918,true,0
Fit,3080.0841,686.9399,true,0
Fit,3114.332,673.62726,true,0
Fit,3148.5799,660.52054,true,0
Fit,3182.8278,647.61889,true,0
Fit,3217.0757,634.92132,true,0
Fit,3251.3236,622.42672,true,0
Fit,3285.5715,610.13387,true,0
Fit,3319.8194,598.04144,true,0
Fit,3354.0673,586.14801,true,0
Fit,3388.3152,574.45206,true,0
Fit,3422.5631,562.952,true,0
Fit,3456.811,551.64616,true,0
Fit,3491.0589,540.53279,true,0
Fit,3525.3068,529.61007,true,0
Fit,3559.5547,518.87616,true,0
Fit,3593.8026,508.32912,true,0
Fit,3628.0505,497.96698,true,0
Fit,3662.2984,487.78774,true,0
Fit,3696.5463,477.78934,true,0
Fit,3730.7942,467.9697,true,0
Fit,3765.042,458.3267,true,0
Fit,3799.2899,448.85819,true,0
Fit,3833.5378,439.562,true,0
Fit,3867.7857,430.43596,true,0
Fit,3902.0336,421.47784,true,0
Fit,3936.2815,412.68543,true,0
Fit,3970.5294,404.0565,true,0
Fit,4004.7773,395.58881,true,0
Fit,4039.0252,387.28011,true,0
Fit,4073.2731,379.12816,true,0
Fit,4107.521,371.13069,true,0
Fit,4141.7689,363.28546,true,0
Fit,4176.0168,355.59022,true,0
Fit,4210.2647,348.04273,true,0
Fit,4244.5126,340.64074,true,0
Fit,4278.7605,333.38202,true,0
Fit,4313.0084,326.26435,true,0
Fit,4347.2563,319.28552,true,0
Fit,4381.5042,312.44333,true,0
Fit,4415.7521,305.73559,true,0
Fit,4450,299.16012,true,0
Fit,4484.2479,292.71477,true,0
Fit,4518.4958,286.3974,true,0
Fit,4552.7436,280.20587,true,0
Fit,4586.9915,274.13808,true,0
Fit,4621.2394,268.19194,true,0
Fit,4655.4873,262.36539,true,0
Fit,4689.7352,256.65636,true,0
Fit,4723.9831,251.06284,true,0
Fit,4758.231,245.5828,true,0
Fit,4792.4789,240.21427,true,0
Fit,4826.7268,234.95527,true,0
Fit,4860.9747,229.80387,true,0
