Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Fit,1586.2609,510.83806,true,0
Fit,1621.6135,519.97031,true,0
Fit,1656.966,528.68748,true,0
Fit,1692.3186,536.98819,true,0
Fit,1727.6711,544.872,true,0
Fit,1763.0237,552.33931,true,0
Fit,1798.3762,559.39132,true,0
Fit,1833.7288,566.02999,true,0
Fit,1869.0813,572.258,true,0
Fit,1904.4339,578.07862,true,0
Fit,1939.7864,583.49576,true,0
Fit,1975.139,588.51387,true,0
Fit,2010.4915,593.1379,true,0
Fit,2045.8441,597.37324,true,0
Fit,2081.1966,601.22575,true,0
Fit,2116.5492,604.70164,true,0
Fit,2151.9017,607.80746,true,0
Fit,2187.2543,610.55009,true,0
Fit,2222.6068,612.93668,true,0
Fit,2257.9594,614.97463,true,0
Fit,2293.3119,616.67156,true,0
Fit,2328.6645,618.03527,true,0
Fit,2364.017,619.07373,true,0
Fit,2399.3696,619.79505,true,0
Fit,2434.7221,620.20744,true,0
Fit,2470.0747,620.31923,true,0
Fit,2505.4272,620.13879,true,0
Fit,2540.7797,619.67456,true,0
Fit,2576.1323,618.93502,true,0
Fit,2611.4848,617.92864,true,0
Fit,2646.8374,616.66392,true,0
Fit,2682.1899,615.14934,true,0
Fit,2717.5425,613.39333,true,0
Fit,2752.895,611.40431,true,0
Fit,2788.2476,609.19063,true,0
Fit,2823.6001,606.76057,true,0
Fit,2858.9527,604.12236,true,0
Fit,2894.3052,601.28411,true,0
Fit,2929.6578,598.25388,true,0
Fit,2965.0103,595.0396,true,0
Fit,3000.3629,591.64911,true,0
Fit,3035.7154,588.09012,true,0
Fit,3071.068,584.37024,true,0
Fit,3106.4205,580.49693,true,0
Fit,3141.7731,576.47756,true,0
Fit,3177.1256,572.31932,true,0
Fit,3212.4782,568.0293,true,0
Fit,3247.8307,563.61443,true,0
Fit,3283.1833,559.0815,true,0
Fit,3318.5358,554.43716,true,0
Fit,3353.8884,549.6879,true,0
Fit,3389.2409,544.84008,true,0
Fit,3424.5935,539.8999,true,0
Fit,3459.946,534.87339,true,0
Fit,3495.2985,529.76647,true,0
Fit,3530.6511,524.58487,true,0
Fit,3566.0036,519.33418,true,0
Fit,3601.3562,514.01984,true,0
Fit,3636.7087,508.64714,true,0
Fit,3672.0613,503.22121,true,0
Fit,3707.4138,497.74706,true,0
Fit,3742.7664,492.2295,true,0
Fit,3778.1189,486.67323,true,0
Fit,3813.4715,481.08279,true,0
Fit,3848.824,475.46258,true,0
Fit,3884.1766,469.81686,true,0
Fit,3919.5291,464.14973,true,0
Fit,3954.8817,458.46518,true,0
Fit,3990.2342,452.76703,true,0
Fit,4025.5868,447.05899,true,0
Fit,4060.9393,441.34462,true,0
Fit,4096.2919,435.62736,true,0
Fit,4131.6444,429.9105,true,0
Fit,4166.997,424.19724,true,0
Fit,4202.3495,418.49062,true,0
Fit,4237.7021,412.79357,true,0
Fit,4273.0546,407.10892,true,0
Fit,4308.4072,401.43934,true,0
Fit,4343.7597,395.78744,true,0
Fit,4379.1122,390.15566,true,0
Fit,4414.4648,384.54638,true,0
Fit,4449.8173,378.96184,true,0
Fit,4485.1699,373.40419,true,0
Fit,4520.5224,367.87548,true,0
Fit,4555.875,362.37765,true,0
Fit,4591.2275,356.91256,true,0
Fit,4626.5801,351.48196,true,0
Fit,4661.9326,346.08751,true,0
Fit,4697.2852,340.73078,true,0
Fit,4732.6377,335.41327,true,0
Fit,4767.9903,330.13638,true,0
Fit,4803.3428,324.90142,true,0
Fit,4838.6954,319.70964,true,0
Fit,4874.0479,314.5622,true,0
Fit,4909.4005,309.46019,true,0
Fit,4944.753,304.40463,true,0
Fit,4980.1056,299.39646,true,0
Fit,5015.4581,294.43656,true,0
Fit,5050.8107,289.52574,true,0
Fit,5086.1632,284.66476,true,0
Fit,5121.5158,279.85429,true,0
Fit,5156.8683,275.09496,true,0
Fit,5192.2209,270.38735,true,0
Fit,5227.5734,265.73196,true,0
Fit,5262.926,261.12926,true,0
Fit,5298.2785,256.57965,true,0
Fit,5333.631,252.0835,true,0
Fit,5368.9836,247.64111,true,0
Fit,5404.3361,243.25275,true,0
Fit,5439.6887,238.91865,true,0
Fit,5475.0412,234.63897,true,0
Fit,5510.3938,230.41386,true,0
Fit,5545.7463,226.24341,true,0
Fit,5581.0989,222.12768,true,0
Fit,5616.4514,218.0667,true,0
Fit,5651.804,214.06046,true,0
Fit,5687.1565,210.10891,true,0
Fit,5722.5091,206.21199,true,0
Fit,5757.8616,202.36957,true,0
Fit,5793.2142,198.58153,true,0
