Type,charge / e-,counts,FitRange
Polya,895.25987,127,false
Polya,939.19198,152,false
Polya,987.1463,248,false
Polya,1039.6227,373,false
Polya,1097.1907,586,false
Polya,1160.4981,773,false
Polya,1230.278,948,true
Polya,1307.356,1167,true
Polya,1392.6533,1235,true
Polya,1487.1862,1345,true
Polya,1592.0586,1380,true
Polya,1708.4451,1486,true
Polya,1837.5615,1415,true
Polya,1980.6222,1384,true
Polya,2138.7832,1358,true
Polya,2313.0741,1332,true
Polya,2504.3264,1320,true
Polya,2713.1067,1145,true
Polya,2939.6671,1096,true
Polya,3183.9221,980,true
Polya,3445.4561,749,true
Polya,3723.5617,689,true
Polya,4017.2985,537,true
Polya,4325.5643,398,true
Polya,4647.1657,354,true
Polya,4980.8814,276,true
Polya,5325.5119,237,true
Polya,5679.9154,180,true
Polya,6043.0306,123,true
Polya,6413.8888,107,true
Polya,6791.6171,61,true
Polya,7175.4372,53,true
Polya,7564.66,39,true
Polya,7958.6782,35,true
Polya,8356.9582,23,true
Polya,8759.0325,16,true
Polya,9164.4912,9,true
Polya,9572.9754,11,true
Polya,9984.1703,4,true
Polya,10397.8,5,true
Polya,10813.621,3,true
Polya,11231.42,5,true
Polya,11651.008,4,true
Polya,12072.218,7,true
Polya,12494.902,4,true
Polya,12918.93,1,true
Polya,13344.184,1,true
Polya,13770.559,1,true
Polya,14197.963,0,true
Polya,14626.312,0,true
Polya,15055.53,1,true
Polya,15485.551,1,true
Polya,15916.313,1,true
Polya,16347.76,0,true
Polya,16779.844,1,true
Polya,17212.518,0,true
Polya,17645.741,0,true
Polya,18079.475,0,true
Polya,18513.687,0,true
Polya,18948.345,0,true
Polya,19383.421,1,true
Polya,19818.886,0,true
Polya,20254.719,0,true
Polya,20690.895,0,true
Polya,21127.396,0,true
Polya,21564.2,0,true
Polya,22001.292,0,true
Polya,22438.655,0,true
Polya,22876.273,0,true
Polya,23314.134,0,true
Polya,23752.223,0,true
Polya,24190.528,0,true
Polya,24629.039,0,true
Fit,895.25987,803.19596,false
Fit,930.47803,842.54376,false
Fit,965.6962,880.81322,false
Fit,1000.9144,917.91318,false
Fit,1036.1325,953.76379,false
Fit,1071.3507,988.29589,false
Fit,1106.5689,1021.4504,false
Fit,1141.787,1053.1776,false
Fit,1177.0052,1083.4368,false
