Type,charge / e-,counts,FitRange
Polya,949.91508,117,false
Polya,997.01675,230,false
Polya,1048.4377,276,false
Polya,1104.7086,540,false
Polya,1166.4316,753,false
Polya,1234.2877,1057,false
Polya,1309.0427,1275,false
Polya,1391.5518,1548,false
Polya,1482.76,1670,true
Polya,1583.6982,1856,true
Polya,1695.4698,2003,true
Polya,1819.2291,2242,true
Polya,1956.1462,2224,true
Polya,2107.3602,2230,true
Polya,2273.92,2444,true
Polya,2456.7195,2436,true
Polya,2656.432,2478,true
Polya,2873.4563,2319,true
Polya,3107.8821,2452,true
Polya,3359.4812,2148,true
Polya,3627.729,1767,true
Polya,3911.8476,1758,true
Polya,4210.867,1648,true
Polya,4523.6909,1243,true
Polya,4849.1599,1193,true
Polya,5186.106,958,true
Polya,5533.3934,833,true
Polya,5889.9486,642,true
Polya,6254.7774,564,true
Polya,6626.974,488,true
Polya,7005.7225,382,true
Polya,7390.2953,278,true
Polya,7780.0467,239,true
Polya,8174.4069,178,true
Polya,8572.8741,139,true
Polya,8975.0073,143,true
Polya,9380.419,95,true
Polya,9788.7688,101,true
Polya,10199.757,73,true
Polya,10613.121,57,true
Polya,11028.629,41,true
Polya,11446.074,35,true
Polya,11865.277,35,true
Polya,12286.075,29,true
Polya,12708.327,19,true
Polya,13131.905,15,true
Polya,13556.695,12,true
Polya,13982.597,9,true
Polya,14409.519,9,true
Polya,14837.38,6,true
Polya,15266.106,3,true
Polya,15695.632,4,true
Polya,16125.896,3,true
Polya,16556.845,4,true
Polya,16988.43,3,true
Polya,17420.606,3,true
Polya,17853.332,1,true
Polya,18286.571,3,true
Polya,18720.289,1,true
Polya,19154.455,1,true
Polya,19589.04,1,true
Polya,20024.019,0,true
Polya,20459.367,2,true
Polya,20895.062,0,true
Polya,21331.083,0,true
Polya,21767.411,0,true
Polya,22204.03,1,true
Polya,22640.922,0,true
Polya,23078.073,0,true
Polya,23515.468,0,true
Polya,23953.095,0,true
Polya,24390.942,0,true
Polya,24828.996,0,true
Fit,949.91508,1126.2078,false
Fit,985.26763,1181.877,false
Fit,1020.6202,1236.8069,false
Fit,1055.9727,1290.8946,false
Fit,1091.3253,1344.0457,false
Fit,1126.6778,1396.1744,false
Fit,1162.0304,1447.2024,false
Fit,1197.3829,1497.0593,false
Fit,1232.7355,1545.6818,false
Fit,1268.088,1593.0131,false
Fit,1303.4406,1639.0032,false
Fit,1338.7931,1683.6081,false
Fit,1374.1457,1726.7896,false
Fit,1409.4982,1768.5148,false
Fit,1444.8508,1808.7562,false
Fit,1480.2033,1847.491,false
Fit,1515.5559,1884.7009,true
Fit,1550.9084,1920.3721,true
Fit,1586.2609,1954.4946,true
Fit,1621.6135,1987.0624,true
Fit,1656.966,2018.0726,true
Fit,1692.3186,2047.5261,true
Fit,1727.6711,2075.4264,true
Fit,1763.0237,2101.7802,true
Fit,1798.3762,2126.5965,true
Fit,1833.7288,2149.887,true
Fit,1869.0813,2171.6655,true
Fit,1904.4339,2191.9479,true
Fit,1939.7864,2210.752,true
Fit,1975.139,2228.0974,true
Fit,2010.4915,2244.0052,true
