Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Polya,1027.8594,96,false,0
Polya,1076.1609,154,false,0
Polya,1128.5614,217,false,0
Polya,1185.5122,388,false,0
Polya,1247.5154,542,false,0
Polya,1315.1274,668,false,0
Polya,1388.96,890,false,0
Polya,1469.681,1059,false,0
Polya,1558.0109,1199,true,0
Polya,1654.7155,1250,true,0
Polya,1760.595,1405,true,0
Polya,1876.4655,1635,true,0
Polya,2003.1356,1633,true,0
Polya,2141.3762,1604,true,0
Polya,2291.8859,1774,true,0
Polya,2455.2542,1731,true,0
Polya,2631.9268,1688,true,0
Polya,2822.1763,1640,true,0
Polya,3026.0833,1642,true,0
Polya,3243.5308,1495,true,0
Polya,3474.2127,1328,true,0
Polya,3717.6543,1355,true,0
Polya,3973.2432,1265,true,0
Polya,4240.2647,1074,true,0
Polya,4517.9385,963,true,0
Polya,4805.4525,825,true,0
Polya,5101.9919,781,true,0
Polya,5406.7619,693,true,0
Polya,5719.0039,532,true,0
Polya,6038.0072,489,true,0
Polya,6363.1139,382,true,0
Polya,6693.7226,306,true,0
Polya,7029.287,243,true,0
Polya,7369.3148,204,true,0
Polya,7713.3636,156,true,0
Polya,8061.0378,122,true,0
Polya,8411.9839,114,true,0
Polya,8765.8868,90,true,0
Polya,9122.4656,68,true,0
Polya,9481.47,66,true,0
Polya,9842.6769,47,true,0
Polya,10205.887,38,true,0
Polya,10570.923,40,true,0
Polya,10937.625,34,true,0
Polya,11305.851,18,true,0
Polya,11675.474,21,true,0
Polya,12046.378,17,true,0
Polya,12418.461,16,true,0
Polya,12791.63,9,true,0
Polya,13165.801,12,true,0
Polya,13540.897,10,true,0
Polya,13916.85,5,true,0
Polya,14293.598,3,true,0
Polya,14671.084,1,true,0
Polya,15049.256,3,true,0
Polya,15428.067,4,true,0
Polya,15807.474,1,true,0
Polya,16187.438,1,true,0
Polya,16567.923,1,true,0
Polya,16948.895,3,true,0
Polya,17330.324,2,true,0
Polya,17712.182,0,true,0
Polya,18094.444,0,true,0
Polya,18477.084,0,true,0
Polya,18860.082,0,true,0
Polya,19243.417,0,true,0
Polya,19627.07,1,true,0
Polya,20011.023,1,true,0
Polya,20395.26,0,true,0
Polya,20779.766,0,true,0
Polya,21164.526,0,true,0
Polya,21549.529,0,true,0
Polya,21934.76,0,true,0
Polya,22320.209,1,true,0
Polya,22705.866,1,true,0
Polya,23091.719,0,true,0
Polya,23477.759,0,true,0
Polya,23863.979,0,true,0
Polya,24250.369,0,true,0
Polya,24636.921,0,true,0
