Type,charge / e-,counts,FitRange
Polya,914.14186,39,false
Polya,958.14854,60,false
Polya,1006.0896,71,false
Polya,1058.4396,110,false
Polya,1115.737,203,false
Polya,1178.5908,250,false
Polya,1247.6871,317,false
Polya,1323.7939,375,false
Polya,1407.7642,396,false
Polya,1500.5341,426,true
Polya,1603.1155,508,true
Polya,1716.5812,540,true
Polya,1842.0385,570,true
Polya,1980.5929,565,true
Polya,2133.2986,593,true
Polya,2301.1017,587,true
Polya,2484.7782,606,true
Polya,2684.8762,632,true
Polya,2901.6716,649,true
Polya,3135.1438,611,true
Polya,3384.9781,564,true
Polya,3650.5922,528,true
Polya,3931.1835,502,true
Polya,4225.7874,401,true
Polya,4533.3395,433,true
Polya,4852.7315,325,true
Polya,5182.8588,291,true
Polya,5522.6557,279,true
Polya,5871.12,187,true
Polya,6227.3264,200,true
Polya,6590.4338,152,true
Polya,6959.6854,108,true
Polya,7334.406,110,true
Polya,7713.9966,74,true
Polya,8097.9279,60,true
Polya,8485.7334,48,true
Polya,8877.0025,26,true
Polya,9271.374,24,true
Polya,9668.5301,36,true
Polya,10068.191,12,true
Polya,10470.109,22,true
Polya,10874.068,8,true
Polya,11279.874,12,true
Polya,11687.356,12,true
Polya,12096.364,4,true
Polya,12506.762,6,true
Polya,12918.431,11,true
Polya,13331.261,8,true
Polya,13745.159,4,true
Polya,14160.037,1,true
Polya,14575.817,4,true
Polya,14992.43,3,true
Polya,15409.813,2,true
Polya,15827.909,0,true
Polya,16246.665,1,true
Polya,16666.035,0,true
Polya,17085.977,1,true
Polya,17506.45,0,true
Polya,17927.42,0,true
Polya,18348.853,0,true
Polya,18770.721,0,true
Polya,19192.995,1,true
Polya,19615.65,0,true
Polya,20038.664,0,true
Polya,20462.014,0,true
Polya,20885.682,0,true
Polya,21309.648,0,true
Polya,21733.896,0,true
Polya,22158.411,0,true
Polya,22583.177,1,true
Polya,23008.181,0,true
Polya,23433.411,0,true
Polya,23858.855,0,true
Polya,24284.501,0,true
Polya,24710.34,0,true
Fit,914.14186,248.49123,false
Fit,948.23205,262.412,false
Fit,982.32224,276.27914,false
Fit,1016.4124,290.06383,false
Fit,1050.5026,303.73901,false
Fit,1084.5928,317.27934,false
Fit,1118.683,330.6612,false
Fit,1152.7732,343.86258,false
Fit,1186.8634,356.8631,false
Fit,1220.9536,369.64388,false
Fit,1255.0438,382.18756,false
Fit,1289.134,394.4782,false
Fit,1323.2242,406.50124,false
Fit,1357.3143,418.24346,false
Fit,1391.4045,429.6929,false
Fit,1425.4947,440.83881,false
Fit,1459.5849,451.67164,false
Fit,1493.6751,462.18292,false
Fit,1527.7653,472.36524,true
Fit,1561.8555,482.21224,true
Fit,1595.9457,491.71846,true
Fit,1630.0359,500.87941,true
Fit,1664.1261,509.69143,true
Fit,1698.2163,518.15169,true
