Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Polya,1025.2104,48,false,0
Polya,1076.658,80,false,0
Polya,1132.7946,153,false,0
Polya,1194.1778,230,true,0
Polya,1261.4336,315,true,0
Polya,1335.2612,354,true,0
Polya,1416.4361,386,true,0
Polya,1505.8088,408,true,0
Polya,1604.3009,413,true,0
Polya,1712.8932,402,true,0
Polya,1832.6062,353,true,0
Polya,1964.4718,378,true,0
Polya,2109.4939,341,true,0
Polya,2268.6014,292,true,0
Polya,2442.5948,290,true,0
Polya,2632.0938,229,true,0
Polya,2837.4917,193,true,0
Polya,3058.9239,166,true,0
Polya,3296.2574,140,true,0
Polya,3549.1013,147,true,0
Polya,3816.8377,81,true,0
Polya,4098.6675,104,true,0
Polya,4393.6629,63,true,0
Polya,4700.8203,56,true,0
Polya,5019.108,43,true,0
Polya,5347.5051,39,true,0
Polya,5685.0304,33,true,0
Polya,6030.7618,30,true,0
Polya,6383.8479,21,true,0
Polya,6743.5127,25,true,0
Polya,7109.0562,12,true,0
Polya,7479.8517,12,true,0
Polya,7855.3411,12,true,0
Polya,8235.0293,13,true,0
Polya,8618.4779,9,true,0
Polya,9005.2996,5,true,0
Polya,9395.1523,9,true,0
Polya,9787.7337,6,true,0
Polya,10182.777,4,true,0
Polya,10580.045,1,true,0
Polya,10979.328,1,true,0
Polya,11380.442,2,true,0
Polya,11783.22,4,true,0
Polya,12187.515,0,true,0
Polya,12593.197,4,true,0
Polya,13000.147,2,true,0
Polya,13408.261,2,true,0
Polya,13817.445,0,true,0
Polya,14227.613,1,true,0
Polya,14638.688,1,true,0
Polya,15050.603,1,true,0
Polya,15463.294,0,true,0
Polya,15876.705,0,true,0
Polya,16290.784,2,true,0
Polya,16705.484,0,true,0
Polya,17120.764,0,true,0
Polya,17536.583,1,true,0
Polya,17952.907,1,true,0
Polya,18369.702,0,true,0
Polya,18786.939,0,true,0
Polya,19204.591,0,true,0
Polya,19622.631,0,true,0
Polya,20041.037,0,true,0
Polya,20459.786,0,true,0
Polya,20878.86,0,true,0
Polya,21298.24,0,true,0
Polya,21717.908,1,true,0
Polya,22137.848,0,true,0
Polya,22558.047,0,true,0
Polya,22978.49,0,true,0
Polya,23399.164,0,true,0
Polya,23820.058,0,true,0
Polya,24241.16,0,true,0
Polya,24662.46,0,true,0
