Type,charge / e-,counts,FitRange
Polya,1027.8594,116,false
Polya,1076.1609,156,false
Polya,1128.5614,240,false
Polya,1185.5122,346,false
Polya,1247.5154,562,false
Polya,1315.1274,725,false
Polya,1388.96,942,false
Polya,1469.681,1082,false
Polya,1558.0109,1177,true
Polya,1654.7155,1309,true
Polya,1760.595,1429,true
Polya,1876.4655,1596,true
Polya,2003.1356,1712,true
Polya,2141.3762,1642,true
Polya,2291.8859,1776,true
Polya,2455.2542,1706,true
Polya,2631.9268,1779,true
Polya,2822.1763,1696,true
Polya,3026.0833,1810,true
Polya,3243.5308,1687,true
Polya,3474.2127,1374,true
Polya,3717.6543,1403,true
Polya,3973.2432,1295,true
Polya,4240.2647,1097,true
Polya,4517.9385,1046,true
Polya,4805.4525,834,true
Polya,5101.9919,778,true
Polya,5406.7619,668,true
Polya,5719.0039,525,true
Polya,6038.0072,515,true
Polya,6363.1139,414,true
Polya,6693.7226,322,true
Polya,7029.287,276,true
Polya,7369.3148,195,true
Polya,7713.3636,171,true
Polya,8061.0378,132,true
Polya,8411.9839,102,true
Polya,8765.8868,90,true
Polya,9122.4656,69,true
Polya,9481.47,64,true
Polya,9842.6769,53,true
Polya,10205.887,50,true
Polya,10570.923,33,true
Polya,10937.625,25,true
Polya,11305.851,16,true
Polya,11675.474,23,true
Polya,12046.378,13,true
Polya,12418.461,15,true
Polya,12791.63,12,true
Polya,13165.801,6,true
Polya,13540.897,7,true
Polya,13916.85,5,true
Polya,14293.598,6,true
Polya,14671.084,0,true
Polya,15049.256,5,true
Polya,15428.067,2,true
Polya,15807.474,1,true
Polya,16187.438,2,true
Polya,16567.923,1,true
Polya,16948.895,1,true
Polya,17330.324,1,true
Polya,17712.182,0,true
Polya,18094.444,0,true
Polya,18477.084,0,true
Polya,18860.082,1,true
Polya,19243.417,0,true
Polya,19627.07,0,true
Polya,20011.023,0,true
Polya,20395.26,1,true
Polya,20779.766,0,true
Polya,21164.526,0,true
Polya,21549.529,0,true
Polya,21934.76,1,true
Polya,22320.209,0,true
Polya,22705.866,0,true
Polya,23091.719,0,true
Polya,23477.759,0,true
Polya,23863.979,1,true
Polya,24250.369,0,true
Polya,24636.921,0,true
Fit,1027.8594,790.71727,false
Fit,1058.8672,825.68778,false
Fit,1089.8749,860.38306,false
Fit,1120.8827,894.74804,false
Fit,1151.8904,928.73089,false
Fit,1182.8982,962.28302,false
Fit,1213.9059,995.35894,false
Fit,1244.9137,1027.9162,false
Fit,1275.9214,1059.9154,false
