Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Polya,914.14186,89,false,0
Polya,958.14854,168,false,0
Polya,1006.0896,211,false,0
Polya,1058.4396,350,false,0
Polya,1115.737,553,false,0
Polya,1178.5908,657,false,0
Polya,1247.6871,941,false,0
Polya,1323.7939,1084,false,0
Polya,1407.7642,1209,false,0
Polya,1500.5341,1324,true,0
Polya,1603.1155,1467,true,0
Polya,1716.5812,1771,true,0
Polya,1842.0385,1714,true,0
Polya,1980.5929,1760,true,0
Polya,2133.2986,1849,true,0
Polya,2301.1017,1989,true,0
Polya,2484.7782,1996,true,0
Polya,2684.8762,1887,true,0
Polya,2901.6716,2053,true,0
Polya,3135.1438,1875,true,0
Polya,3384.9781,1723,true,0
Polya,3650.5922,1717,true,0
Polya,3931.1835,1511,true,0
Polya,4225.7874,1296,true,0
Polya,4533.3395,1208,true,0
Polya,4852.7315,1041,true,0
Polya,5182.8588,843,true,0
Polya,5522.6557,765,true,0
Polya,5871.12,595,true,0
Polya,6227.3264,600,true,0
Polya,6590.4338,475,true,0
Polya,6959.6854,310,true,0
Polya,7334.406,294,true,0
Polya,7713.9966,228,true,0
Polya,8097.9279,211,true,0
Polya,8485.7334,153,true,0
Polya,8877.0025,129,true,0
Polya,9271.374,111,true,0
Polya,9668.5301,87,true,0
Polya,10068.191,64,true,0
Polya,10470.109,67,true,0
Polya,10874.068,45,true,0
Polya,11279.874,38,true,0
Polya,11687.356,24,true,0
Polya,12096.364,24,true,0
Polya,12506.762,22,true,0
Polya,12918.431,16,true,0
Polya,13331.261,10,true,0
Polya,13745.159,24,true,0
Polya,14160.037,5,true,0
Polya,14575.817,6,true,0
Polya,14992.43,5,true,0
Polya,15409.813,6,true,0
Polya,15827.909,3,true,0
Polya,16246.665,3,true,0
Polya,16666.035,2,true,0
Polya,17085.977,2,true,0
Polya,17506.45,1,true,0
Polya,17927.42,2,true,0
Polya,18348.853,2,true,0
Polya,18770.721,2,true,0
Polya,19192.995,0,true,0
Polya,19615.65,0,true,0
Polya,20038.664,2,true,0
Polya,20462.014,0,true,0
Polya,20885.682,1,true,0
Polya,21309.648,1,true,0
Polya,21733.896,0,true,0
Polya,22158.411,0,true,0
Polya,22583.177,0,true,0
Polya,23008.181,0,true,0
Polya,23433.411,2,true,0
Polya,23858.855,1,true,0
Polya,24284.501,1,true,0
Polya,24710.34,0,true,0
