Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Polya,914.14186,82,false,0
Polya,958.14854,126,false,0
Polya,1006.0896,196,false,0
Polya,1058.4396,364,false,0
Polya,1115.737,575,false,0
Polya,1178.5908,709,false,0
Polya,1247.6871,862,false,0
Polya,1323.7939,1097,false,0
Polya,1407.7642,1096,false,0
Polya,1500.5341,1226,true,0
Polya,1603.1155,1411,true,0
Polya,1716.5812,1561,true,0
Polya,1842.0385,1628,true,0
Polya,1980.5929,1661,true,0
Polya,2133.2986,1733,true,0
Polya,2301.1017,1795,true,0
Polya,2484.7782,1855,true,0
Polya,2684.8762,1813,true,0
Polya,2901.6716,1867,true,0
Polya,3135.1438,1747,true,0
Polya,3384.9781,1502,true,0
Polya,3650.5922,1521,true,0
Polya,3931.1835,1454,true,0
Polya,4225.7874,1175,true,0
Polya,4533.3395,1135,true,0
Polya,4852.7315,938,true,0
Polya,5182.8588,865,true,0
Polya,5522.6557,713,true,0
Polya,5871.12,598,true,0
Polya,6227.3264,582,true,0
Polya,6590.4338,457,true,0
Polya,6959.6854,291,true,0
Polya,7334.406,279,true,0
Polya,7713.9966,225,true,0
Polya,8097.9279,166,true,0
Polya,8485.7334,136,true,0
Polya,8877.0025,132,true,0
Polya,9271.374,120,true,0
Polya,9668.5301,85,true,0
Polya,10068.191,58,true,0
Polya,10470.109,47,true,0
Polya,10874.068,45,true,0
Polya,11279.874,35,true,0
Polya,11687.356,28,true,0
Polya,12096.364,27,true,0
Polya,12506.762,19,true,0
Polya,12918.431,26,true,0
Polya,13331.261,19,true,0
Polya,13745.159,13,true,0
Polya,14160.037,10,true,0
Polya,14575.817,7,true,0
Polya,14992.43,7,true,0
Polya,15409.813,10,true,0
Polya,15827.909,5,true,0
Polya,16246.665,8,true,0
Polya,16666.035,3,true,0
Polya,17085.977,4,true,0
Polya,17506.45,5,true,0
Polya,17927.42,3,true,0
Polya,18348.853,3,true,0
Polya,18770.721,4,true,0
Polya,19192.995,2,true,0
Polya,19615.65,2,true,0
Polya,20038.664,2,true,0
Polya,20462.014,0,true,0
Polya,20885.682,0,true,0
Polya,21309.648,1,true,0
Polya,21733.896,0,true,0
Polya,22158.411,1,true,0
Polya,22583.177,0,true,0
Polya,23008.181,1,true,0
Polya,23433.411,0,true,0
Polya,23858.855,0,true,0
Polya,24284.501,0,true,0
Polya,24710.34,0,true,0
