Type,charge / e-,counts,FitRange
Polya,949.91508,92,false
Polya,997.01675,169,false
Polya,1048.4377,250,false
Polya,1104.7086,474,false
Polya,1166.4316,680,false
Polya,1234.2877,829,false
Polya,1309.0427,1091,false
Polya,1391.5518,1359,false
Polya,1482.76,1320,true
Polya,1583.6982,1537,true
Polya,1695.4698,1649,true
Polya,1819.2291,1806,true
Polya,1956.1462,1882,true
Polya,2107.3602,1846,true
Polya,2273.92,1983,true
Polya,2456.7195,1925,true
Polya,2656.432,1937,true
Polya,2873.4563,1781,true
Polya,3107.8821,1951,true
Polya,3359.4812,1714,true
Polya,3627.729,1386,true
Polya,3911.8476,1489,true
Polya,4210.867,1279,true
Polya,4523.6909,1080,true
Polya,4849.1599,977,true
Polya,5186.106,744,true
Polya,5533.3934,670,true
Polya,5889.9486,491,true
Polya,6254.7774,436,true
Polya,6626.974,400,true
Polya,7005.7225,264,true
Polya,7390.2953,200,true
Polya,7780.0467,181,true
Polya,8174.4069,135,true
Polya,8572.8741,122,true
Polya,8975.0073,97,true
Polya,9380.419,87,true
Polya,9788.7688,54,true
Polya,10199.757,39,true
Polya,10613.121,49,true
Polya,11028.629,36,true
Polya,11446.074,24,true
Polya,11865.277,20,true
Polya,12286.075,17,true
Polya,12708.327,17,true
Polya,13131.905,9,true
Polya,13556.695,6,true
Polya,13982.597,9,true
Polya,14409.519,4,true
Polya,14837.38,5,true
Polya,15266.106,2,true
Polya,15695.632,7,true
Polya,16125.896,2,true
Polya,16556.845,3,true
Polya,16988.43,3,true
Polya,17420.606,1,true
Polya,17853.332,4,true
Polya,18286.571,3,true
Polya,18720.289,0,true
Polya,19154.455,2,true
Polya,19589.04,1,true
Polya,20024.019,2,true
Polya,20459.367,2,true
Polya,20895.062,0,true
Polya,21331.083,2,true
Polya,21767.411,0,true
Polya,22204.03,0,true
Polya,22640.922,1,true
Polya,23078.073,1,true
Polya,23515.468,0,true
Polya,23953.095,2,true
Polya,24390.942,0,true
Polya,24828.996,2,true
Fit,949.91508,898.83329,false
Fit,985.26763,944.42376,false
Fit,1020.6202,989.45731,false
Fit,1055.9727,1033.8447,false
Fit,1091.3253,1077.5037,false
Fit,1126.6778,1120.3594,false
Fit,1162.0304,1162.3432,false
Fit,1197.3829,1203.3929,false
Fit,1232.7355,1243.4525,false
Fit,1268.088,1282.4716,false
Fit,1303.4406,1320.4056,false
Fit,1338.7931,1357.2147,false
Fit,1374.1457,1392.8645,false
Fit,1409.4982,1427.3249,false
Fit,1444.8508,1460.5705,false
Fit,1480.2033,1492.58,false
Fit,1515.5559,1523.336,true
Fit,1550.9084,1552.8249,true
Fit,1586.2609,1581.0366,true
Fit,1621.6135,1607.9642,true
Fit,1656.966,1633.6039,true
Fit,1692.3186,1657.9548,true
Fit,1727.6711,1681.0185,true
Fit,1763.0237,1702.7995,true
Fit,1798.3762,1723.3041,true
Fit,1833.7288,1742.5411,true
Fit,1869.0813,1760.5211,true
Fit,1904.4339,1777.2567,true
Fit,1939.7864,1792.762,true
Fit,1975.139,1807.0527,true
Fit,2010.4915,1820.146,true
Fit,2045.8441,1832.0602,true
Fit,2081.1966,1842.8149,true
Fit,2116.5492,1852.4308,true
Fit,2151.9017,1860.9294,true
Fit,2187.2543,1868.333,true
Fit,2222.6068,1874.6648,true
Fit,2257.9594,1879.9486,true
Fit,2293.3119,1884.2086,true
Fit,2328.6645,1887.4698,true
Fit,2364.017,1889.7572,true
Fit,2399.3696,1891.0964,true
Fit,2434.7221,1891.5133,true
Fit,2470.0747,1891.0338,true
Fit,2505.4272,1889.684,true
Fit,2540.7797,1887.4902,true
Fit,2576.1323,1884.4787,true
Fit,2611.4848,1880.6757,true
Fit,2646.8374,1876.1072,true
Fit,2682.1899,1870.7995,true
Fit,2717.5425,1864.7785,true
Fit,2752.895,1858.0698,true
Fit,2788.2476,1850.699,true
Fit,2823.6001,1842.6915,true
Fit,2858.9527,1834.0722,true
Fit,2894.3052,1824.8659,true
Fit,2929.6578,1815.0969,true
Fit,2965.0103,1804.7894,true
Fit,3000.3629,1793.967,true
Fit,3035.7154,1782.6531,true
Fit,3071.068,1770.8706,true
Fit,3106.4205,1758.6421,true
Fit,3141.7731,1745.9896,true
Fit,3177.1256,1732.9348,true
Fit,3212.4782,1719.4991,true
Fit,3247.8307,1705.7031,true
Fit,3283.1833,1691.5672,true
Fit,3318.5358,1677.1112,true
Fit,3353.8884,1662.3547,true
Fit,3389.2409,1647.3166,true
Fit,3424.5935,1632.0153,true
Fit,3459.946,1616.4689,true
Fit,3495.2985,1600.6949,true
Fit,3530.6511,1584.7103,true
Fit,3566.0036,1568.5319,true
Fit,3601.3562,1552.1756,true
Fit,3636.7087,1535.6572,true
Fit,3672.0613,1518.992,true
Fit,3707.4138,1502.1946,true
Fit,3742.7664,1485.2793,true
Fit,3778.1189,1468.26,true
Fit,3813.4715,1451.1501,true
Fit,3848.824,1433.9625,true
Fit,3884.1766,1416.7098,true
Fit,3919.5291,1399.4041,true
Fit,3954.8817,1382.057,true
Fit,3990.2342,1364.6798,true
Fit,4025.5868,1347.2834,true
Fit,4060.9393,1329.8782,true
Fit,4096.2919,1312.4742,true
Fit,4131.6444,1295.0811,true
Fit,4166.997,1277.7082,true
Fit,4202.3495,1260.3645,true
Fit,4237.7021,1243.0584,true
Fit,4273.0546,1225.7982,true
Fit,4308.4072,1208.5916,true
Fit,4343.7597,1191.4463,true
Fit,4379.1122,1174.3693,true
Fit,4414.4648,1157.3676,true
Fit,4449.8173,1140.4475,true
Fit,4485.1699,1123.6154,true
Fit,4520.5224,1106.8771,true
Fit,4555.875,1090.2383,true
Fit,4591.2275,1073.7043,true
Fit,4626.5801,1057.2801,true
Fit,4661.9326,1040.9705,true
Fit,4697.2852,1024.78,true
Fit,4732.6377,1008.7129,true
Fit,4767.9903,992.77317,true
Fit,4803.3428,976.9646,true
Fit,4838.6954,961.2907,true
Fit,4874.0479,945.75478,true
Fit,4909.4005,930.35991,true
Fit,4944.753,915.10897,true
Fit,4980.1056,900.00463,true
Fit,5015.4581,885.04932,true
Fit,5050.8107,870.24534,true
Fit,5086.1632,855.59475,true
Fit,5121.5158,841.09947,true
Fit,5156.8683,826.7612,true
Fit,5192.2209,812.58151,true
Fit,5227.5734,798.5618,true
Fit,5262.926,784.70331,true
Fit,5298.2785,771.00711,true
Fit,5333.631,757.47417,true
