Type,charge / e-,counts,FitRange
Polya,1003.2098,88,false
Polya,1049.5681,160,false
Polya,1099.8195,244,false
Polya,1154.3925,414,false
Polya,1213.7648,643,false
Polya,1278.4674,806,false
Polya,1349.0866,1006,true
Polya,1426.2656,1211,true
Polya,1510.703,1250,true
Polya,1603.1475,1349,true
Polya,1704.3893,1489,true
Polya,1815.2452,1542,true
Polya,1936.5377,1623,true
Polya,2069.068,1473,true
Polya,2213.5825,1499,true
Polya,2370.737,1613,true
Polya,2541.0595,1509,true
Polya,2724.9169,1375,true
Polya,2922.4907,1375,true
Polya,3133.7636,1312,true
Polya,3358.5212,1095,true
Polya,3596.3667,1043,true
Polya,3846.7478,911,true
Polya,4108.9905,763,true
Polya,4382.3363,753,true
Polya,4665.9783,590,true
Polya,4959.0932,495,true
Polya,5260.8674,435,true
Polya,5570.5171,317,true
Polya,5887.3014,314,true
Polya,6210.5312,277,true
Polya,6539.573,192,true
Polya,6873.8501,155,true
Polya,7212.8408,129,true
Polya,7556.0761,99,true
Polya,7903.1358,85,true
Polya,8253.6444,62,true
Polya,8607.267,50,true
Polya,8963.705,44,true
Polya,9322.6926,44,true
Polya,9683.9928,26,true
Polya,10047.394,20,true
Polya,10412.709,18,true
Polya,10779.768,14,true
Polya,11148.42,13,true
Polya,11518.531,11,true
Polya,11889.98,6,true
Polya,12262.657,4,true
Polya,12636.465,4,true
Polya,13011.316,4,true
Polya,13387.129,1,true
Polya,13763.832,4,true
Polya,14141.359,3,true
Polya,14519.652,5,true
Polya,14898.656,4,true
Polya,15278.322,2,true
Polya,15658.604,2,true
Polya,16039.461,2,true
Polya,16420.857,0,true
Polya,16802.756,1,true
Polya,17185.126,1,true
Polya,17567.938,0,true
Polya,17951.166,0,true
Polya,18334.785,1,true
Polya,18718.771,0,true
Polya,19103.104,1,true
Polya,19487.763,0,true
Polya,19872.731,2,true
Polya,20257.991,2,true
Polya,20643.526,1,true
Polya,21029.323,1,true
Polya,21415.368,0,true
Polya,21801.648,0,true
Polya,22188.15,0,true
Polya,22574.865,1,true
Polya,22961.782,0,true
Polya,23348.89,1,true
Polya,23736.181,1,true
Polya,24123.646,0,true
Polya,24511.277,0,true
Polya,24899.067,0,true
Fit,1003.2098,887.53017,false
Fit,1034.1374,919.46595,false
Fit,1065.0651,950.68073,false
Fit,1095.9927,981.13577,false
