Type,charge / e-,counts,FitRange
Polya,949.91508,96,false
Polya,997.01675,180,false
Polya,1048.4377,258,false
Polya,1104.7086,452,false
Polya,1166.4316,665,false
Polya,1234.2877,853,false
Polya,1309.0427,1128,false
Polya,1391.5518,1295,false
Polya,1482.76,1381,true
Polya,1583.6982,1561,true
Polya,1695.4698,1749,true
Polya,1819.2291,1924,true
Polya,1956.1462,1902,true
Polya,2107.3602,1928,true
Polya,2273.92,2083,true
Polya,2456.7195,2133,true
Polya,2656.432,2056,true
Polya,2873.4563,1948,true
Polya,3107.8821,1989,true
Polya,3359.4812,1770,true
Polya,3627.729,1536,true
Polya,3911.8476,1531,true
Polya,4210.867,1349,true
Polya,4523.6909,1080,true
Polya,4849.1599,956,true
Polya,5186.106,788,true
Polya,5533.3934,685,true
Polya,5889.9486,583,true
Polya,6254.7774,412,true
Polya,6626.974,384,true
Polya,7005.7225,320,true
Polya,7390.2953,219,true
Polya,7780.0467,183,true
Polya,8174.4069,148,true
Polya,8572.8741,131,true
Polya,8975.0073,115,true
Polya,9380.419,75,true
Polya,9788.7688,58,true
Polya,10199.757,47,true
Polya,10613.121,39,true
Polya,11028.629,28,true
Polya,11446.074,24,true
Polya,11865.277,9,true
Polya,12286.075,21,true
Polya,12708.327,16,true
Polya,13131.905,6,true
Polya,13556.695,6,true
Polya,13982.597,5,true
Polya,14409.519,9,true
Polya,14837.38,4,true
Polya,15266.106,3,true
Polya,15695.632,6,true
Polya,16125.896,3,true
Polya,16556.845,1,true
Polya,16988.43,1,true
Polya,17420.606,0,true
Polya,17853.332,2,true
Polya,18286.571,0,true
Polya,18720.289,3,true
Polya,19154.455,1,true
Polya,19589.04,0,true
Polya,20024.019,0,true
Polya,20459.367,1,true
Polya,20895.062,0,true
Polya,21331.083,1,true
Polya,21767.411,0,true
Polya,22204.03,0,true
Polya,22640.922,0,true
Polya,23078.073,0,true
Polya,23515.468,0,true
Polya,23953.095,0,true
Polya,24390.942,0,true
Polya,24828.996,0,true
Fit,949.91508,923.17461,false
Fit,985.26763,971.30586,false
Fit,1020.6202,1018.9226,false
Fit,1055.9727,1065.9259,false
Fit,1091.3253,1112.2248,false
Fit,1126.6778,1157.7352,false
Fit,1162.0304,1202.3803,false
Fit,1197.3829,1246.09,false
Fit,1232.7355,1288.8006,false
Fit,1268.088,1330.4549,false
Fit,1303.4406,1371.0011,false
Fit,1338.7931,1410.3936,false
Fit,1374.1457,1448.5917,false
Fit,1409.4982,1485.5602,false
Fit,1444.8508,1521.2684,false
Fit,1480.2033,1555.6905,false
Fit,1515.5559,1588.8047,true
