Type,charge / e-,counts,FitRange
Polya,914.14186,88,false
Polya,958.14854,153,false
Polya,1006.0896,227,false
Polya,1058.4396,417,false
Polya,1115.737,602,false
Polya,1178.5908,757,false
Polya,1247.6871,980,false
Polya,1323.7939,1107,false
Polya,1407.7642,1200,false
Polya,1500.5341,1322,true
Polya,1603.1155,1556,true
Polya,1716.5812,1665,true
Polya,1842.0385,1659,true
Polya,1980.5929,1793,true
Polya,2133.2986,1948,true
Polya,2301.1017,1979,true
Polya,2484.7782,1884,true
Polya,2684.8762,1940,true
Polya,2901.6716,1945,true
Polya,3135.1438,1849,true
Polya,3384.9781,1612,true
Polya,3650.5922,1684,true
Polya,3931.1835,1501,true
Polya,4225.7874,1242,true
Polya,4533.3395,1234,true
Polya,4852.7315,992,true
Polya,5182.8588,831,true
Polya,5522.6557,780,true
Polya,5871.12,612,true
Polya,6227.3264,534,true
Polya,6590.4338,471,true
Polya,6959.6854,342,true
Polya,7334.406,286,true
Polya,7713.9966,218,true
Polya,8097.9279,200,true
Polya,8485.7334,181,true
Polya,8877.0025,127,true
Polya,9271.374,103,true
Polya,9668.5301,67,true
Polya,10068.191,77,true
Polya,10470.109,44,true
Polya,10874.068,50,true
Polya,11279.874,42,true
Polya,11687.356,34,true
Polya,12096.364,21,true
Polya,12506.762,17,true
Polya,12918.431,15,true
Polya,13331.261,15,true
Polya,13745.159,8,true
Polya,14160.037,16,true
Polya,14575.817,9,true
Polya,14992.43,11,true
Polya,15409.813,6,true
Polya,15827.909,4,true
Polya,16246.665,5,true
Polya,16666.035,2,true
Polya,17085.977,1,true
Polya,17506.45,3,true
Polya,17927.42,1,true
Polya,18348.853,1,true
Polya,18770.721,0,true
Polya,19192.995,0,true
Polya,19615.65,4,true
Polya,20038.664,1,true
Polya,20462.014,4,true
Polya,20885.682,0,true
Polya,21309.648,0,true
Polya,21733.896,0,true
Polya,22158.411,0,true
Polya,22583.177,1,true
Polya,23008.181,0,true
Polya,23433.411,0,true
Polya,23858.855,0,true
