Type,charge / e-,counts,FitRange
Polya,1027.8594,14,false
Polya,1076.1609,33,false
Polya,1128.5614,38,false
Polya,1185.5122,74,false
Polya,1247.5154,97,false
Polya,1315.1274,146,false
Polya,1388.96,217,false
Polya,1469.681,232,false
Polya,1558.0109,258,false
Polya,1654.7155,279,true
Polya,1760.595,291,true
Polya,1876.4655,366,true
Polya,2003.1356,357,true
Polya,2141.3762,364,true
Polya,2291.8859,366,true
Polya,2455.2542,399,true
Polya,2631.9268,363,true
Polya,2822.1763,362,true
Polya,3026.0833,361,true
Polya,3243.5308,355,true
Polya,3474.2127,304,true
Polya,3717.6543,292,true
Polya,3973.2432,269,true
Polya,4240.2647,233,true
Polya,4517.9385,187,true
Polya,4805.4525,157,true
Polya,5101.9919,159,true
Polya,5406.7619,138,true
Polya,5719.0039,120,true
Polya,6038.0072,93,true
Polya,6363.1139,92,true
Polya,6693.7226,52,true
Polya,7029.287,53,true
Polya,7369.3148,49,true
Polya,7713.3636,35,true
Polya,8061.0378,31,true
Polya,8411.9839,27,true
Polya,8765.8868,18,true
Polya,9122.4656,12,true
Polya,9481.47,9,true
Polya,9842.6769,13,true
Polya,10205.887,9,true
Polya,10570.923,5,true
Polya,10937.625,4,true
Polya,11305.851,9,true
Polya,11675.474,7,true
Polya,12046.378,4,true
Polya,12418.461,3,true
Polya,12791.63,2,true
Polya,13165.801,2,true
Polya,13540.897,0,true
Polya,13916.85,1,true
Polya,14293.598,0,true
Polya,14671.084,1,true
Polya,15049.256,1,true
Polya,15428.067,0,true
Polya,15807.474,1,true
Polya,16187.438,0,true
Polya,16567.923,0,true
Polya,16948.895,0,true
Polya,17330.324,0,true
Polya,17712.182,0,true
Polya,18094.444,0,true
Polya,18477.084,0,true
Polya,18860.082,0,true
Polya,19243.417,0,true
Polya,19627.07,0,true
Polya,20011.023,0,true
Polya,20395.26,1,true
Polya,20779.766,0,true
Polya,21164.526,0,true
Polya,21549.529,0,true
Polya,21934.76,0,true
Polya,22320.209,0,true
Polya,22705.866,0,true
Polya,23091.719,0,true
Polya,23477.759,0,true
Polya,23863.979,0,true
Polya,24250.369,0,true
Polya,24636.921,0,true
Fit,1027.8594,188.8848,false
Fit,1058.8672,196.39378,false
Fit,1089.8749,203.79982,false
Fit,1120.8827,211.09269,false
Fit,1151.8904,218.2629,false
Fit,1182.8982,225.30173,false
Fit,1213.9059,232.20116,false
Fit,1244.9137,238.95386,false
Fit,1275.9214,245.55314,false
Fit,1306.9292,251.99296,false
Fit,1337.9369,258.2679,false
Fit,1368.9447,264.37308,false
Fit,1399.9524,270.3042,false
Fit,1430.9602,276.05749,false
Fit,1461.9679,281.62966,false
Fit,1492.9757,287.01793,false
Fit,1523.9834,292.21995,false
Fit,1554.9912,297.23381,false
Fit,1585.9989,302.05802,false
Fit,1617.0067,306.69145,false
Fit,1648.0144,311.13337,false
Fit,1679.0222,315.38337,true
Fit,1710.0299,319.44137,true
Fit,1741.0377,323.30762,true
Fit,1772.0454,326.98264,true
Fit,1803.0532,330.46721,true
Fit,1834.0609,333.76239,true
Fit,1865.0687,336.86946,true
Fit,1896.0764,339.78991,true
Fit,1927.0842,342.52547,true
Fit,1958.0919,345.07803,true
Fit,1989.0997,347.44967,true
Fit,2020.1074,349.64264,true
Fit,2051.1152,351.65933,true
Fit,2082.1229,353.50226,true
Fit,2113.1307,355.1741,true
Fit,2144.1384,356.67762,true
Fit,2175.1462,358.0157,true
Fit,2206.1539,359.19131,true
Fit,2237.1617,360.2075,true
Fit,2268.1694,361.06741,true
Fit,2299.1772,361.77424,true
Fit,2330.1849,362.33124,true
Fit,2361.1927,362.74172,true
Fit,2392.2004,363.00902,true
Fit,2423.2082,363.13653,true
Fit,2454.2159,363.12767,true
Fit,2485.2237,362.98585,true
Fit,2516.2314,362.71455,true
Fit,2547.2392,362.3172,true
Fit,2578.2469,361.79729,true
Fit,2609.2547,361.15827,true
Fit,2640.2624,360.40361,true
Fit,2671.2702,359.53674,true
Fit,2702.2779,358.56112,true
Fit,2733.2857,357.48015,true
Fit,2764.2934,356.29724,true
Fit,2795.3012,355.01576,true
Fit,2826.3089,353.63905,true
Fit,2857.3167,352.17043,true
Fit,2888.3244,350.61318,true
Fit,2919.3322,348.97054,true
Fit,2950.3399,347.24572,true
Fit,2981.3477,345.44188,true
Fit,3012.3554,343.56216,true
Fit,3043.3632,341.60962,true
Fit,3074.3709,339.5873,true
Fit,3105.3787,337.4982,true
Fit,3136.3864,335.34523,true
Fit,3167.3942,333.13131,true
Fit,3198.4019,330.85925,true
Fit,3229.4097,328.53185,true
Fit,3260.4174,326.15184,true
Fit,3291.4252,323.72191,true
Fit,3322.4329,321.24466,true
Fit,3353.4407,318.72269,true
Fit,3384.4484,316.1585,true
Fit,3415.4562,313.55457,true
Fit,3446.4639,310.91329,true
Fit,3477.4717,308.23702,true
Fit,3508.4794,305.52806,true
Fit,3539.4872,302.78865,true
Fit,3570.4949,300.02098,true
Fit,3601.5027,297.22718,true
Fit,3632.5104,294.40933,true
Fit,3663.5182,291.56946,true
Fit,3694.5259,288.70954,true
Fit,3725.5337,285.83148,true
Fit,3756.5414,282.93714,true
Fit,3787.5492,280.02835,true
Fit,3818.5569,277.10685,true
Fit,3849.5647,274.17436,true
Fit,3880.5724,271.23253,true
Fit,3911.5802,268.28297,true
Fit,3942.5879,265.32724,true
Fit,3973.5957,262.36685,true
Fit,4004.6034,259.40324,true
Fit,4035.6112,256.43785,true
Fit,4066.6189,253.47202,true
Fit,4097.6267,250.50709,true
Fit,4128.6344,247.54432,true
Fit,4159.6422,244.58494,true
Fit,4190.6499,241.63014,true
Fit,4221.6577,238.68105,true
Fit,4252.6654,235.73879,true
Fit,4283.6732,232.80441,true
Fit,4314.6809,229.87892,true
Fit,4345.6887,226.9633,true
Fit,4376.6964,224.05849,true
Fit,4407.7042,221.1654,true
Fit,4438.7119,218.28488,true
Fit,4469.7197,215.41776,true
Fit,4500.7274,212.56483,true
