Type,charge / e-,counts,FitRange,prevVals_GGPLOTNIM_INTERNAL
Fit,1176.7922,1421.1236,true,0
Fit,1211.6469,1425.147,true,0
Fit,1246.5017,1427.3899,true,0
Fit,1281.3564,1427.9425,true,0
Fit,1316.2111,1426.8939,true,0
Fit,1351.0659,1424.3309,true,0
Fit,1385.9206,1420.3387,true,0
Fit,1420.7753,1415.0003,true,0
Fit,1455.63,1408.3964,true,0
Fit,1490.4848,1400.6054,true,0
Fit,1525.3395,1391.7033,true,0
Fit,1560.1942,1381.7636,true,0
Fit,1595.0489,1370.8574,true,0
Fit,1629.9037,1359.0532,true,0
Fit,1664.7584,1346.417,true,0
Fit,1699.6131,1333.0122,true,0
Fit,1734.4679,1318.8998,true,0
Fit,1769.3226,1304.1383,true,0
Fit,1804.1773,1288.7836,true,0
Fit,1839.032,1272.8894,true,0
Fit,1873.8868,1256.5068,true,0
Fit,1908.7415,1239.6849,true,0
Fit,1943.5962,1222.4701,true,0
Fit,1978.4509,1204.9068,true,0
Fit,2013.3057,1187.0374,true,0
Fit,2048.1604,1168.9018,true,0
Fit,2083.0151,1150.5381,true,0
Fit,2117.8699,1131.9824,true,0
Fit,2152.7246,1113.2689,true,0
Fit,2187.5793,1094.4298,true,0
Fit,2222.434,1075.4955,true,0
Fit,2257.2888,1056.4949,true,0
Fit,2292.1435,1037.455,true,0
Fit,2326.9982,1018.4012,true,0
Fit,2361.8529,999.3575,true,0
Fit,2396.7077,980.34624,true,0
Fit,2431.5624,961.38841,true,0
Fit,2466.4171,942.50361,true,0
Fit,2501.2719,923.71013,true,0
Fit,2536.1266,905.02499,true,0
Fit,2570.9813,886.46401,true,0
Fit,2605.836,868.04185,true,0
Fit,2640.6908,849.77208,true,0
Fit,2675.5455,831.66719,true,0
Fit,2710.4002,813.73871,true,0
Fit,2745.2549,795.99718,true,0
Fit,2780.1097,778.45224,true,0
Fit,2814.9644,761.11268,true,0
Fit,2849.8191,743.98645,true,0
Fit,2884.6739,727.08072,true,0
Fit,2919.5286,710.40193,true,0
Fit,2954.3833,693.95582,true,0
Fit,2989.238,677.74746,true,0
Fit,3024.0928,661.78129,true,0
Fit,3058.9475,646.06115,true,0
Fit,3093.8022,630.59034,true,0
Fit,3128.6569,615.3716,true,0
Fit,3163.5117,600.40721,true,0
Fit,3198.3664,585.69895,true,0
Fit,3233.2211,571.24817,true,0
Fit,3268.0759,557.0558,true,0
Fit,3302.9306,543.12239,true,0
Fit,3337.7853,529.44813,true,0
Fit,3372.64,516.03286,true,0
Fit,3407.4948,502.87609,true,0
Fit,3442.3495,489.97707,true,0
Fit,3477.2042,477.33473,true,0
Fit,3512.0589,464.94779,true,0
Fit,3546.9137,452.81469,true,0
Fit,3581.7684,440.93367,true,0
Fit,3616.6231,429.30277,true,0
Fit,3651.4779,417.91983,true,0
Fit,3686.3326,406.78254,true,0
Fit,3721.1873,395.8884,true,0
Fit,3756.042,385.23479,true,0
Fit,3790.8968,374.81896,true,0
Fit,3825.7515,364.63803,true,0
Fit,3860.6062,354.68901,true,0
Fit,3895.4609,344.96883,true,0
Fit,3930.3157,335.47432,true,0
Fit,3965.1704,326.20224,true,0
Fit,4000.0251,317.14929,true,0
Fit,4034.8799,308.3121,true,0
Fit,4069.7346,299.68726,true,0
Fit,4104.5893,291.27131,true,0
Fit,4139.444,283.06076,true,0
Fit,4174.2988,275.05211,true,0
Fit,4209.1535,267.2418,true,0
Fit,4244.0082,259.62629,true,0
Fit,4278.8629,252.20201,true,0
Fit,4313.7177,244.9654,true,0
Fit,4348.5724,237.9129,true,0
Fit,4383.4271,231.04094,true,0
Fit,4418.2819,224.34597,true,0
Fit,4453.1366,217.82446,true,0
Fit,4487.9913,211.47289,true,0
Fit,4522.846,205.28776,true,0
Fit,4557.7008,199.26559,true,0
Fit,4592.5555,193.40294,true,0
Fit,4627.4102,187.69639,true,0
Fit,4662.2649,182.14256,true,0
Fit,4697.1197,176.73809,true,0
Fit,4731.9744,171.47967,true,0
Fit,4766.8291,166.36402,true,0
Fit,4801.6839,161.38791,true,0
Fit,4836.5386,156.54813,true,0
Fit,4871.3933,151.84154,true,0
Fit,4906.248,147.26503,true,0
Fit,4941.1028,142.81553,true,0
Fit,4975.9575,138.49002,true,0
Fit,5010.8122,134.28554,true,0
Fit,5045.6669,130.19915,true,0
Fit,5080.5217,126.22798,true,0
Fit,5115.3764,122.36921,true,0
Fit,5150.2311,118.62006,true,0
Fit,5185.0859,114.97779,true,0
Fit,5219.9406,111.43972,true,0
Fit,5254.7953,108.00323,true,0
Fit,5289.65,104.66573,true,0
Fit,5324.5048,101.42469,true,0
Fit,5359.3595,98.277634,true,0
Fit,5394.2142,95.222118,true,0
Fit,5429.0689,92.255763,true,0
Fit,5463.9237,89.376232,true,0
Fit,5498.7784,86.581239,true,0
Fit,5533.6331,83.868545,true,0
Fit,5568.4879,81.235957,true,0
Fit,5603.3426,78.681333,true,0
Fit,5638.1973,76.202576,true,0
Fit,5673.052,73.797634,true,0
Fit,5707.9068,71.464503,true,0
Fit,5742.7615,69.201224,true,0
Fit,5777.6162,67.005883,true,0
Fit,5812.4709,64.876607,true,0
Fit,5847.3257,62.811572,true,0
Fit,5882.1804,60.808992,true,0
Fit,5917.0351,58.867127,true,0
Fit,5951.8899,56.984276,true,0
Fit,5986.7446,55.158781,true,0
Fit,6021.5993,53.389023,true,0
Fit,6056.454,51.673423,true,0
Fit,6091.3088,50.010442,true,0
Fit,6126.1635,48.398578,true,0
Fit,6161.0182,46.836368,true,0
Fit,6195.8729,45.322384,true,0
Fit,6230.7277,43.855236,true,0
Fit,6265.5824,42.43357,true,0
Fit,6300.4371,41.056064,true,0
Fit,6335.2919,39.721433,true,0
