xs
3.8117714
5.6012814
3.0070118
4.990751
5.287564
2.2392795
5.8458619
5.5241686
4.4355036
5.7354346
5.3422787
4.614023
2.728315
3.448205
5.1731212
3.659778
3.4734222
5.0410215
5.1921786
5.1292946
1.7028637
5.0219901
4.7589364
4.9007283
2.7939131
3.638564
4.3699448
2.7712868
3.8783526
3.5971255
6.0199822
4.1177742
5.5552257
4.8080175
5.4560694
5.5437285
2.9880877
3.7273435
2.7923191
5.006631
4.991496
4.4475418
2.6972386
5.4616059
6.0628339
5.1617664
3.0161228
5.8102683
3.8108743
4.8458432
4.6318433
4.8495098
3.8441408
4.7841673
5.1930042
4.0559035
4.0245803
5.4500493
4.1668607
2.9968172
3.482344
5.3355252
4.6563878
4.125406
5.0273395
4.9278517
4.775723
4.1766448
5.2722591
2.7389484
4.3950693
4.4921132
5.2188893
4.1023307
4.2485392
5.0543646
5.5155102
2.6763926
4.5913336
5.5028961
4.6040037
4.7341498
2.956066
5.2585256
4.9601843
5.7345391
6.147212
3.6797822
2.0536968
4.1491056
2.7205222
4.3267845
3.7523226
5.9894887
4.0444586
5.8116926
5.0249505
4.2697211
4.6896595
3.5845585
3.7407231
6.2710707
5.1968869
1.9738949
4.3999054
4.2402391
5.4976403
4.5347213
2.2750882
4.077515
5.0833581
2.2826555
4.6312134
3.6866823
4.4895372
1.7673964
5.0171109
4.6929298
2.2099508
4.016569
4.1852771
5.7234197
5.8924221
4.9359533
3.3432301
5.3056027
1.6548166
1.9800719
4.2226068
3.9292079
4.0811885
1.8245436
5.6333912
4.9618343
5.1676145
4.8211311
5.0024151
4.8218267
4.5410986
5.0254529
3.8608968
3.8917549
3.8348583
3.1523476
5.4597995
4.4766377
5.7234937
6.0494933
5.4779114
4.4237972
6.2531613
4.9329107
3.3734643
5.8797371
4.6777929
4.5607193
5.9556867
5.4591058
5.6128805
6.2421025
2.5397524
4.3694582
5.3058422
3.1858761
2.7304217
5.3260219
3.3006025
4.0803205
4.7410712
3.1664373
2.2554683
4.7011755
4.8832325
3.5744592
3.5679941
2.6163921
4.1157373
5.9232802
1.9822097
3.5714649
5.3311095
4.8435241
2.5093431
6.2208363
5.6035711
3.6178302
3.2874646
5.4867836
4.220667
3.9138253
5.5476179
4.5104315
4.6237275
2.1466905
2.0676434
5.205136
2.5531598
5.4313312
5.2235992
5.914182
4.1333361
3.8577486
2.563362
2.3385451
5.743344
3.4015519
6.3597413
5.2439487
5.3558109
5.2303507
5.399961
5.9568566
2.4523318
3.6195019
5.1263278
6.0390804
3.0599991
5.2413307
3.3679903
2.4883441
4.1043856
3.9082285
4.619639
4.5852499
3.4135802
2.7644483
4.4214884
5.4842071
5.2787079
5.2679581
5.2158386
4.1214193
5.9191443
4.3252241
5.5228818
4.6053067
5.5113824
5.2477019
4.2249621
4.3906088
5.1695234
4.1152401
5.1741397
5.4892685
4.4068681
4.1228559
5.524715
3.2125028
5.3104168
3.1270372
4.645424
3.255783
5.9156031
3.8605336
5.4429395
3.5139782
5.5121109
5.3831116
3.0257497
4.9107617
4.4818675
4.0227921
5.5590505
4.3949168
4.2117191
5.7941351
4.5191127
3.2599256
4.3175531
4.3770855
5.2549873
4.9358156
3.9636845
5.3707172
4.3596021
3.5793445
4.5731931
6.162691
2.2459104
4.2336624
3.7870598
4.2824957
4.8805928
3.8239722
1.6696852
5.0642651
3.255819
3.7448103
2.8021487
5.0867049
6.1150523
5.8462686
4.0185548
4.0195574
5.4325466
5.0687227
4.4528228
5.1981005
3.070043
4.9133095
1.6424525
4.5056229
4.4117643
5.1741998
4.1934887
3.4596431
4.0549577
5.4784527
3.7365037
3.5020574
4.9473906
5.4449598
4.0617367
4.8642459
6.0899285
4.2483846
4.5080224
3.9245746
5.9332201
4.6685832
4.1545931
5.045702
5.6617371
1.7595658
4.2434665
4.8024492
5.7388971
4.4795101
5.8002976
3.4596148
5.0645999
5.0289152
3.9499042
5.0091855
3.5494811
3.2360525
5.8538833
4.8911593
5.3989469
3.4485285
2.9873442
4.209735
4.9535249
4.2954748
4.221295
6.1224256
5.5547613
5.0603899
4.4296056
4.8995825
4.6863398
4.6878759
5.8464513
3.1036278
3.4732672
5.696123
6.0024956
4.6298659
4.3362798
3.8778022
3.699939
5.5872743
4.7114134
4.337281
4.9235789
6.2114204
5.0635338
5.2401129
5.1958867
3.9517757
4.5412053
5.6788486
4.5749168
4.4335858
5.2512602
3.7150317
1.921771
4.6268254
2.7119415
2.5150457
5.8821254
4.2949605
5.568355
3.8376447
3.9600459
6.014384
4.0287587
3.9233426
3.9771246
3.3827076
4.9348679
4.7272798
4.6272045
3.9383261
5.0219808
5.0707428
5.5300069
4.9428863
5.7271311
5.6606042
4.5966421
2.5321219
4.1261533
4.9191403
5.1868594
4.8364311
3.0816653
4.7048184
4.3838754
5.1690462
4.7513059
4.1962183
3.2657474
4.2964001
2.5662808
2.0085952
4.7688611
5.8032368
5.2841266
5.6822696
4.819452
5.6654253
5.7571446
3.4930748
4.4529472
4.3551724
5.1164034
5.186209
5.147215
5.4217346
5.2139258
4.1714156
4.1086838
4.9940613
5.0059391
3.6233161
5.1395512
4.6301738
3.356225
4.5341765
5.7129168
4.8104146
3.4240582
3.5386002
4.9254253
3.4824075
4.4794782
4.5607099
6.0934128
5.1867081
3.7535596
4.6480659
4.3039644
4.5764453
2.982058
5.3615409
4.9661562
3.6383853
5.7816628
4.9315363
1.6801787
4.5813491
4.9327505
4.5860625
5.459542
4.8393209
4.7420332
5.7464086
5.1648428
4.9145462
5.941932
4.7407839
3.6199713
2.7782443
3.6408647
4.9453432
5.5423859
5.9267104
5.0322866
5.5698411
4.7466798
3.1362703
4.9734978
3.6625404
5.9097181
5.4207446
5.4995396
3.0697239
4.226771
